date,USDCHF,EURUSD,USDJPY,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,NZDCHF,EURGBP,GBPJPY,GBPAUD,EURJPY,EURCAD,EURNZD,CADJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2021.03.08,-263.0000000000021,-2.999999999997449,-94.99999999999886,-60.00000000000449,0.0,-608.0000000000085,0.0,-40.99999999999682,-281.00000000000904,-313.99999999999204,-117.00000000000044,-524.0000000000009,0.0,-188.0000000000166,0.0,-119.00000000000244,-130.00000000000966,-159.9999999999966,-135.99999999999167,-4.999999999999449,,-3044.000000000027
2021.03.08,-286.00000000000847,1.0000000000065512,-106.99999999999932,-76.0000000000094,19.00000000000235,-647.0000000000198,178.00000000001148,-30.000000000001137,-307.0000000000017,-312.9999999999966,-17.000000000000348,-611.9999999999948,432.9999999999945,-203.00000000000296,26.999999999999247,-198.99999999999363,-173.00000000000182,-178.99999999998784,-112.000000000001,-9.999999999998899,,-2613.0000000000036
2021.03.08,-265.99999999999955,-1.999999999990898,-199.99999999998863,-286.00000000000847,33.000000000005244,-767.0000000000066,170.00000000000347,31.999999999996476,-427.0000000000107,-416.9999999999896,25.999999999992696,-926.9999999999925,360.0000000000048,-407.0000000000107,-89.00000000000574,-167.00000000000603,-414.0000000000015,-423.9999999999924,-212.99999999999653,-14.999999999998348,,-4399.999999999995
2021.03.08,-241.00000000000233,45.000000000006146,-185.99999999999284,-316.0000000000052,121.00000000000443,-773.0000000000015,263.00000000001324,183.9999999999975,-435.0000000000076,-432.9999999999945,39.999999999995595,-943.9999999999884,317.0000000000117,-402.00000000001523,-113.99999999999189,-109.99999999998789,-431.0000000000116,-444.9999999999932,-232.99999999999432,32.999999999994145,,-4059.999999999963
2021.03.08,-255.00000000000523,17.000000000000348,-140.00000000000057,-184.00000000000637,98.0000000000092,-662.000000000007,254.00000000002086,87.0000000000033,-393.00000000001,-367.99999999999056,0.999999999995449,-740.9999999999854,392.00000000001455,-306.0000000000116,-51.000000000001044,-107.99999999999699,-326.9999999999982,-305.9999999999974,-158.99999999999804,34.000000000000696,,-3116.999999999963
2021.03.08,-209.00000000000364,73.99999999999629,-121.99999999999989,-234.00000000000088,138.00000000000477,-707.0000000000132,271.0000000000212,131.00000000000023,-393.00000000001,-387.99999999999943,21.999999999999797,-751.9999999999811,425.99999999999307,-301.00000000001614,-46.999999999997044,-48.000000000003595,-314.00000000000716,-329.9999999999983,-171.99999999999437,91.99999999999208,,-2863.0000000000173
2021.03.08,-253.99999999999866,29.999999999996696,-162.9999999999967,-221.99999999999997,73.00000000000084,-709.0000000000041,276.00000000000955,164.00000000000148,-396.00000000000745,-383.0,32.999999999994145,-786.0000000000014,422.9999999999956,-311.00000000000705,-51.000000000001044,-146.00000000000168,-329.9999999999983,-341.99999999999875,-156.00000000000057,19.999999999997797,,-3230.000000000019
2021.03.08,-255.00000000000523,38.0000000000047,-159.9999999999966,-209.00000000000364,81.00000000000884,-745.0000000000178,289.0000000000059,147.00000000000557,-450.00000000000597,-383.0,34.000000000000696,-780.0000000000011,408.00000000000836,-332.9999999999984,-93.99999999999409,-129.99999999998568,-365.0000000000091,-313.99999999999295,-151.00000000000114,17.999999999995797,,-3353.9999999999814
2021.03.08,-297.9999999999983,-29.999999999996696,-141.9999999999959,-221.00000000000452,10.000000000010001,-742.0000000000205,282.0000000000045,73.99999999999807,-460.00000000000483,-377.9999999999894,2.999999999997449,-777.9999999999916,392.9999999999989,-331.0000000000173,-96.00000000000719,-207.00000000000162,-371.0000000000093,-305.9999999999974,-136.99999999999824,-20.0000000000089,,-3755.0000000000327
2021.03.08,-377.0000000000051,-158.99999999999804,-214.9999999999892,-93.00000000000975,-59.99999999999339,-639.0000000000118,245.0000000000063,49.000000000006594,-398.00000000000944,-320.9999999999935,-14.000000000002899,-548.0000000000018,371.99999999999454,-189.00000000002137,-59.000000000009045,-251.00000000000122,-248.00000000000466,-188.99999999999295,-143.9999999999997,-21.999999999999797,,-3260.000000000036
2021.03.08,-383.0,-165.9999999999995,-169.9999999999875,-66.00000000001049,-49.99999999999449,-632.0000000000103,253.00000000001432,3.0000000000001137,-400.00000000000034,-337.99999999999386,-4.000000000004,-504.99999999999545,324.0000000000132,-130.00000000002387,-70.99999999999883,-165.9999999999995,-225.00000000000853,-177.99999999999727,-165.9999999999995,14.999999999998348,,-3054.999999999998
2021.03.08,-379.0000000000071,-178.99999999999582,-161.99999999999193,-39.00000000000014,-124.99999999999733,-580.0000000000027,235.00000000000742,0.0,-367.0000000000062,-276.9999999999939,-18.0000000000069,-397.99999999999613,317.0000000000117,-76.00000000002183,-38.0000000000047,-306.9999999999906,-169.00000000001114,-87.99999999999386,-151.9999999999966,-53.999999999998494,,-2855.999999999995
2021.03.08,-369.0000000000082,-175.99999999999838,-156.99999999999648,-67.00000000000594,-122.99999999999534,-634.0000000000013,228.00000000000597,-24.00000000000091,-390.0000000000015,-263.99999999999756,-26.000000000003798,-444.9999999999932,302.0000000000023,-78.00000000000296,-46.999999999997044,-309.0000000000037,-176.00000000000193,-73.99999999999807,-156.99999999999602,-60.00000000000449,,-3045.9999999999986
2021.03.08,-377.0000000000051,-151.9999999999966,-132.99999999999557,-133.00000000000534,-117.99999999999588,-636.0000000000143,261.0000000000001,-21.000000000000796,-389.000000000006,-273.9999999999965,0.0,-447.00000000000273,211.00000000000563,-68.00000000001205,-48.000000000003595,-329.00000000000153,-174.0000000000066,-67.99999999999784,-236.99999999999832,-58.000000000002494,,-3190.0000000000355
2021.03.08,-352.00000000000784,-109.99999999998789,-105.99999999999454,-194.0000000000053,-78.99999999999574,-670.9999999999993,275.000000000003,-42.00000000000159,-403.0000000000089,-298.9999999999937,20.999999999993246,-477.00000000000387,175.00000000001404,-84.00000000000318,-56.99999999999594,-327.99999999999494,-190.00000000001194,-105.99999999999454,-270.99999999999903,-58.000000000002494,,-3355.99999999999
2021.03.08,-358.9999999999982,-85.99999999998609,-91.99999999999875,-188.00000000001037,-69.9999999999923,-721.000000000016,290.00000000001245,-39.00000000000148,-430.00000000000813,-300.0000000000003,25.999999999992696,-503.9999999999907,222.00000000001108,-106.99999999999932,-55.000000000005045,-313.99999999999204,-198.0000000000075,-87.99999999999386,-251.99999999999667,-57.00000000000705,,-3321.9999999999873
