date,AUDUSD,NZDUSD,EURCHF,CADCHF,NZDJPY,AUDCAD,empty,sum
2018.07.30,0.0,-15.999999999993797,-75.00000000000284,-12.000000000000899,-27.000000000001023,-7.9999999999968985,,-137.99999999999548
2018.07.30,5.999999999994898,-7.0000000000014495,-75.00000000000284,-1.0000000000065512,10.99999999999568,55.000000000005045,,-11.00000000001522
2018.07.30,22.999999999995246,13.00000000000745,-85.00000000000173,23.999999999990695,43.99999999999693,86.0000000000083,,104.99999999999689
2018.07.30,12.999999999996348,23.00000000000635,-92.00000000000318,17.000000000000348,63.00000000000239,81.00000000000884,,105.00000000001108
2018.07.30,14.999999999998348,24.000000000001798,-72.0000000000054,8.999999999992347,54.000000000002046,82.00000000000429,,111.99999999999343
2018.07.30,-16.0000000000049,7.0000000000014495,-81.00000000001995,5.999999999994898,19.99999999999602,60.99999999999994,,-3.000000000032543
2018.07.30,-14.000000000002899,7.0000000000014495,-95.00000000000064,8.999999999992347,21.000000000000796,64.0000000000085,,-8.000000000000455
2018.07.30,-36.999999999998145,26.000000000003798,-118.00000000001809,0.0,37.9999999999967,36.0000000000027,,-55.000000000013046
2018.07.30,-35.00000000000725,38.0000000000047,-120.00000000000898,14.999999999998348,114.00000000000432,50.0000000000056,,61.99999999999673
2018.07.30,-92.99999999999864,-12.000000000000899,-132.00000000002098,12.999999999996348,73.99999999999807,20.0000000000089,,-130.0000000000172
2018.07.30,-74.00000000000739,30.000000000007798,-150.00000000000568,6.999999999990347,132.000000000005,48.000000000003595,,-7.000000000006352
2018.07.30,-123.00000000000644,16.0000000000049,-145.00000000001734,21.999999999999797,144.99999999999602,23.00000000000635,,-62.0000000000167
2018.07.30,-139.00000000000023,12.000000000000899,-133.00000000000534,-1.0000000000065512,126.99999999999534,0.0,,-134.00000000001586
2018.07.30,-119.99999999999788,4.000000000004,-121.00000000001555,3.999999999992898,126.00000000000477,3.0000000000085514,,-104.00000000000321
2018.07.30,-102.99999999999754,4.999999999999449,-121.99999999999989,2.999999999997449,126.99999999999534,25.00000000000835,,-64.99999999999685
2018.07.30,-101.00000000000664,4.999999999999449,-119.00000000000244,6.999999999990347,108.00000000000409,29.000000000001247,,-71.00000000001396
2018.07.30,-101.00000000000664,7.0000000000014495,-134.00000000001188,0.0,117.00000000000443,19.00000000000235,,-92.00000000001027
2018.07.30,-48.99999999999905,81.00000000000884,-176.00000000002058,6.999999999990347,177.99999999999727,36.0000000000027,,76.99999999997951
2018.07.30,-85.00000000000173,53.999999999998494,-182.99999999999983,26.999999999999247,158.00000000000125,-9.999999999998899,,-39.00000000000146
2018.07.30,-99.00000000000463,48.000000000003595,-199.00000000001583,70.99999999999883,161.00000000000136,-26.999999999999247,,-45.00000000001593
2018.07.30,-86.0000000000083,36.999999999998145,-197.00000000000273,66.99999999999484,189.00000000000716,6.0000000000060005,,15.999999999995143
2018.07.30,-31.999999999998696,126.99999999999933,-174.00000000000747,-12.000000000000899,242.00000000000443,52.000000000007596,,203.0000000000043
2018.07.30,-23.00000000000635,94.00000000000519,-163.00000000000205,-65.00000000000395,218.00000000000352,70.0000000000034,,130.99999999999977
2018.07.30,-72.0000000000054,36.999999999998145,-146.00000000000168,-95.00000000000064,156.0000000000059,-1.999999999990898,,-121.99999999999454
2018.07.30,-43.999999999999595,36.0000000000027,-168.0000000000126,-107.00000000000153,144.00000000000546,20.0000000000089,,-118.99999999999667
2018.07.30,-19.999999999997797,109.00000000000354,-186.0000000000195,-119.00000000000244,230.99999999999454,24.000000000001798,,38.99999999998014
2018.07.30,-31.000000000003247,126.0000000000039,-162.00000000001768,-84.0000000000063,237.99999999999955,-36.999999999998145,,49.999999999978094
2018.07.30,-39.00000000000014,126.0000000000039,-119.00000000000244,-90.0000000000012,243.99999999999977,-40.99999999999105,,81.00000000000884
2018.07.30,-26.000000000003798,128.00000000000588,-121.99999999999989,-88.00000000001029,246.9999999999999,-54.999999999993946,,83.99999999999787
2018.07.30,-41.9999999999976,130.0000000000079,-121.00000000001555,-30.000000000007798,234.99999999999943,-101.99999999999099,,69.9999999999954
2018.07.30,-55.000000000005045,128.00000000000588,-136.00000000000279,-47.00000000000814,254.99999999999545,-117.99999999999588,,26.999999999989484
2018.07.30,-96.00000000000719,136.00000000000279,-154.0000000000097,-48.000000000003595,257.99999999999557,-152.99999999999204,,-57.000000000014154
2018.07.30,-36.0000000000027,173.00000000000094,-184.00000000000637,-74.00000000000739,290.00000000000625,-125.99999999999278,,42.999999999997954
2018.07.30,-26.999999999999247,192.99999999999872,-118.00000000001809,-79.00000000000685,298.0000000000018,-261.99999999999557,,4.999999999980787
2018.07.30,31.999999999998696,262.00000000000665,-118.00000000001809,-18.0000000000069,335.9999999999985,-323.99999999999096,,169.9999999999879
2018.07.30,73.00000000000084,343.9999999999999,-5.000000000010552,-67.00000000000594,403.99999999999636,-302.9999999999977,,445.99999999998283
2018.07.30,73.00000000000084,362.00000000000676,17.000000000000348,-78.00000000000028,436.9999999999976,-319.99999999999807,,491.00000000000716
2018.07.30,68.00000000000139,355.0000000000053,-9.000000000014552,-145.00000000000622,435.0000000000023,-229.00000000000142,,474.99999999998676
2018.07.30,49.99999999999449,336.00000000000296,-24.000000000001798,-172.00000000000549,415.9999999999968,-202.9999999999976,,402.9999999999893
2018.07.30,54.999999999993946,334.00000000000097,47.99999999998139,-195.00000000000074,411.00000000000136,-214.99999999999852,,437.9999999999784
2018.07.30,63.00000000000195,336.00000000000296,78.00000000000028,-208.00000000000819,402.000000000001,-186.99999999999272,,484.00000000000523
