date,EURUSD,USDCAD,NZDUSD,GBPCHF,NZDCHF,EURGBP,GBPAUD,EURJPY,EURAUD,CADJPY,NZDJPY,AUDCAD,AUDNZD,empty,sum
2017.08.14,-5.999999999994898,-46.0000000000127,-41.9999999999976,-307.00000000001285,-90.0000000000012,-52.000000000007596,-38.0000000000047,-76.99999999999818,-9.000000000014552,-60.99999999999284,-60.000000000002274,-9.999999999998899,-45.99999999999049,,-844.0000000000286
2017.08.14,-14.000000000002899,-62.000000000006494,-9.999999999998899,-307.99999999999716,-158.0000000000026,-60.99999999999994,86.99999999999264,-86.00000000001273,-97.9999999999981,-66.99999999999307,-27.000000000001023,13.00000000000745,-188.9999999999947,,-980.0000000000075
2017.08.14,-19.999999999997797,-171.00000000001003,73.00000000000084,-304.00000000001535,-136.99999999999824,-17.000000000000348,249.00000000001032,-58.9999999999975,-22.999999999995246,-41.99999999998738,81.00000000000307,33.000000000005244,-98.99999999998244,,-435.9999999999648
2017.08.14,-28.000000000005798,-154.0000000000097,-12.000000000000899,-295.0000000000008,-248.99999999999923,-9.00000000000345,222.00000000001108,2.999999999985903,-76.0000000000094,-27.999999999991587,22.999999999996135,55.000000000005045,-251.00000000000122,,-799.0000000000239
2017.08.14,-26.0000000000149,-128.000000000017,61.999999999995396,-293.99999999999426,-190.99999999999673,10.999999999994348,113.00000000000753,6.000000000000227,-78.00000000000028,-9.000000000000341,112.99999999999955,26.000000000003798,-181.9999999999933,,-577.0000000000159
2017.08.14,-2.0000000000131024,-112.000000000001,60.99999999999994,-326.0000000000041,-190.99999999999673,51.99999999999649,42.999999999993044,-15.00000000001478,-127.00000000001043,-32.99999999998704,88.99999999999864,123.00000000000644,-41.000000000002146,,-479.00000000003485
2017.08.14,-22.999999999995246,-119.00000000000244,56.99999999999594,-363.0000000000022,-221.00000000000452,20.999999999993246,-201.00000000000674,90.00000000000341,-398.00000000000944,51.00000000000193,140.00000000000057,191.00000000000784,91.00000000001884,,-683.9999999999986
2017.08.14,-31.000000000003247,-126.0000000000039,63.99999999999739,-381.0000000000091,-253.99999999999866,39.999999999995595,-218.00000000000708,179.00000000000205,-385.99999999999744,97.00000000000841,207.9999999999984,290.00000000001245,147.00000000000824,,-370.99999999999676
2017.08.14,-46.999999999997044,-130.0000000000079,71.99999999999429,-452.00000000000796,-265.99999999999955,7.0000000000014495,-188.00000000001037,256.9999999999766,-398.9999999999938,172.00000000001125,281.9999999999965,303.9999999999932,152.0000000000188,,-236.00000000002464
2017.08.14,21.00000000000435,-127.00000000001043,51.99999999999649,-446.0000000000131,-214.00000000000307,20.999999999993246,-143.99999999998857,328.00000000000296,-312.00000000000114,167.0000000000016,257.99999999999557,300.99999999999574,194.0000000000053,,98.99999999997908
2017.08.14,59.99999999999339,-145.00000000001734,21.999999999999797,-507.9999999999973,-190.99999999999673,7.0000000000014495,-35.999999999991594,336.9999999999891,-268.0000000000016,152.00000000000102,206.00000000000307,208.99999999999253,126.0000000000039,,-29.000000000020293
2017.08.14,55.99999999998939,-137.00000000000932,51.000000000001044,-558.0000000000141,-219.99999999999798,0.0,140.0000000000068,346.99999999998,-140.0000000000068,150.00000000000568,230.00000000000398,221.00000000000452,127.00000000001043,,266.9999999999737
2017.08.14,51.99999999998539,-127.00000000001043,49.99999999999449,-560.0000000000049,-234.99999999999633,-9.00000000000345,106.00000000000608,347.99999999998477,-180.0000000000024,159.00000000000603,240.99999999999966,212.99999999999653,139.00000000000023,,196.99999999995572
2017.08.14,32.999999999994145,-77.00000000001594,83.9999999999952,-565.0000000000155,-260.00000000000466,-25.00000000000835,24.000000000001798,364.0000000000043,-265.0000000000041,236.0000000000042,305.0000000000068,235.00000000000742,124.99999999999733,,213.9999999999628
