date,USDCHF,GBPUSD,EURUSD,USDJPY,GBPCHF,EURCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,CADJPY,AUDCAD,empty,sum
2019.05.20,0.0,-87.99999999999919,-4.000000000004,-39.00000000000148,-100.0000000000112,-89.99999999999008,-150.99999999999002,-20.999999999993246,0.0,-74.99999999998863,-146.00000000000168,-45.99999999999049,-69.00000000000261,-4.000000000004,-33.999999999991815,0.0,,-866.9999999999683
2019.05.20,-24.000000000001798,-68.00000000000139,4.999999999988347,10.99999999999568,-50.0000000000167,-82.99999999998863,-117.99999999999588,-73.00000000000084,90.99999999999665,21.99999999999136,-147.00000000000824,151.00000000001222,-40.99999999999682,24.999999999986144,16.000000000005343,62.000000000006494,,-221.00000000002808
2019.05.20,27.999999999983594,-39.999999999995595,-4.000000000004,18.000000000000682,-65.00000000000395,-89.99999999999008,-115.99999999999389,-75.9999999999983,94.00000000000519,7.000000000005002,-203.00000000001984,-62.000000000006494,-10.99999999999568,69.9999999999923,28.000000000005798,38.0000000000047,,-384.00000000001063
2019.05.20,31.999999999987594,0.9999999999843467,17.000000000000348,51.9999999999925,17.999999999984695,-75.99999999998718,-145.9999999999906,-18.999999999991246,153.99999999999858,106.99999999999932,-147.00000000000824,-48.000000000003595,7.000000000005002,180.0000000000024,75.00000000000284,31.000000000003247,,237.99999999998
2019.05.20,41.99999999998649,14.999999999987246,17.999999999984695,-28.000000000005798,10.999999999983245,-72.99999999998974,-144.99999999999514,-19.999999999997797,158.99999999999804,14.000000000010004,-131.00000000001444,-45.000000000006146,-79.9999999999983,147.99999999999258,0.0,55.000000000005045,,-60.00000000006001
2019.05.20,49.99999999999449,-16.000000000016,17.999999999984695,-108.99999999999466,-43.999999999999595,-100.99999999999554,-56.99999999999594,-63.99999999999739,150.00000000000568,-105.99999999999454,-103.00000000000864,150.00000000000568,-156.99999999999648,104.99999999999955,-79.9999999999983,4.999999999999449,,-359.00000000000756
2019.05.20,51.99999999998539,-51.000000000001044,-12.000000000012001,-159.9999999999966,-102.00000000000209,-108.99999999998133,-32.999999999994145,-88.99999999999464,114.99999999999844,-139.99999999998636,-71.00000000002105,188.00000000001037,-197.9999999999933,21.999999999988695,-143.99999999999125,14.000000000002899,,-717.999999999988
2019.05.20,85.00000000000173,-96.00000000000719,-1.0000000000065512,-120.00000000000455,-171.00000000001003,-136.99999999998712,38.0000000000047,-162.99999999999093,90.0000000000012,-223.99999999998954,-62.000000000006494,256.99999999999613,-179.9999999999926,-28.000000000005798,-161.99999999999193,-34.99999999999615,,-908.9999999999852
2019.05.20,87.99999999999919,-126.0000000000039,34.000000000000696,-213.99999999999864,-196.0000000000184,-168.99999999999693,107.00000000000153,-185.99999999999727,87.99999999999919,-346.00000000000364,-36.0000000000138,304.9999999999997,-316.99999999999307,-43.999999999999595,-250.0,-70.99999999999883,,-1333.0000000000234
2019.05.20,89.99999999999008,-126.0000000000039,4.999999999988347,-173.00000000000182,-198.00000000000927,-151.9999999999966,127.00000000001043,-190.00000000000128,82.99999999999974,-312.9999999999882,-36.0000000000138,357.99999999999164,-266.9999999999959,-92.00000000000318,-237.99999999999955,-71.99999999999429,,-1194.0000000000275
2019.05.20,109.00000000000354,-86.0000000000083,-4.000000000004,-120.00000000000455,-184.00000000000637,-136.99999999998712,102.00000000000209,-154.99999999999403,82.00000000000429,-204.00000000000773,-27.00000000002145,344.99999999999534,-152.9999999999916,-104.99999999999955,-176.9999999999925,-17.000000000000348,,-731.0000000000123
2019.05.20,109.00000000000354,-90.00000000001229,-30.0000000000189,-161.00000000000136,-189.00000000001694,-116.99999999998934,121.00000000000443,-175.99999999999838,60.99999999999994,-258.99999999998613,23.999999999979593,391.9999999999924,-173.00000000000182,-154.0000000000097,-227.99999999999443,-46.999999999997044,,-917.0000000000465
2019.05.20,120.99999999999334,-80.00000000001339,-72.0000000000054,-132.99999999999557,-177.00000000000495,-99.99999999998899,133.00000000000534,-171.99999999999437,62.000000000006494,-221.00000000000364,-2.0000000000131024,400.00000000000034,-137.99999999999102,-163.00000000000205,-192.99999999999784,-60.99999999999994,,-796.0000000000048
2019.05.20,139.00000000000023,-38.0000000000047,-67.00000000001705,-123.99999999999523,-170.00000000000347,-98.99999999998244,174.00000000000747,-185.00000000000182,60.99999999999994,-145.99999999998658,68.99999999998573,554.9999999999944,-91.99999999999875,-167.00000000000603,-177.99999999999727,-69.9999999999923,,-337.99999999999784
2019.05.20,150.99999999999002,-68.00000000000139,-74.0000000000185,-117.999999999995,-225.00000000000853,-115.99999999998278,194.0000000000053,-207.00000000000162,35.00000000000725,-187.99999999998818,43.999999999999595,567.0000000000064,-76.99999999999818,-202.00000000001327,-183.9999999999975,-86.99999999999264,,-554.9999999999891
2019.05.20,158.99999999999804,-70.0000000000145,-73.00000000001194,-129.99999999999545,-226.99999999999943,-116.99999999998934,227.00000000001052,-213.99999999999199,35.00000000000725,-201.99999999999818,40.99999999997994,583.0000000000002,-93.99999999999409,-207.00000000000162,-197.9999999999933,-108.99999999999244,,-595.9999999999861
