date,USDCHF,GBPUSD,EURUSD,USDJPY,GBPCHF,EURCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,CADJPY,AUDCAD,empty,sum
2019.05.20,38.99999999998904,-5.999999999994898,32.999999999994145,13.00000000000523,0.9999999999843467,-75.00000000000284,-42.999999999993044,12.000000000000899,90.0000000000012,68.00000000001205,-40.0000000000178,269.00000000000813,-33.00000000000125,78.00000000000028,22.00000000000557,95.00000000000064,,522.9999999999917
2019.05.20,45.99999999999049,-29.999999999996696,4.999999999988347,27.000000000001023,-29.00000000001235,-65.99999999998829,-27.999999999994696,-63.99999999999739,100.00000000000009,27.000000000015234,-104.99999999999955,167.00000000000603,10.000000000005116,82.00000000000429,31.00000000000591,70.99999999999883,,244.0000000000264
2019.05.20,31.999999999987594,11.00000000000545,58.99999999998684,72.00000000000273,34.99999999998504,-75.00000000000284,-53.999999999998494,-19.999999999997797,189.00000000000583,135.99999999999568,-81.00000000001995,204.00000000000418,8.000000000009777,185.99999999999727,75.00000000000284,54.00000000000959,,830.9999999999737
2019.05.20,43.999999999999595,22.999999999995246,24.999999999986144,69.99999999999318,26.999999999999247,-55.99999999998939,-139.00000000000023,21.999999999999797,162.0000000000066,144.00000000000546,-123.00000000000644,-31.999999999987594,44.00000000001114,190.99999999998562,97.99999999999898,152.00000000000767,,652.000000000005
2019.05.20,53.999999999998494,24.000000000001798,21.999999999988695,1.9999999999953388,17.000000000000348,-59.99999999999339,-55.99999999998939,6.0000000000060005,165.00000000000404,60.000000000002274,-87.00000000001484,167.00000000000603,-27.000000000001023,153.00000000000313,29.000000000010573,70.0000000000034,,539.0000000000214
2019.05.20,53.999999999998494,-12.999999999996348,43.999999999999595,-67.00000000000728,-18.0000000000069,-82.99999999998863,-20.999999999993246,-22.999999999995246,156.00000000000057,-68.00000000001205,-63.000000000013046,208.00000000000819,-128.99999999999068,120.99999999999334,-57.00000000000216,62.000000000006494,,103.00000000000108
2019.05.20,93.99999999999409,-33.00000000001635,15.999999999993797,-79.00000000000773,-92.00000000000318,-102.99999999998644,41.000000000002146,-85.99999999999719,119.99999999999788,-108.00000000000409,-54.0000000000207,266.999999999995,-111.99999999999477,49.99999999999449,-83.99999999998897,38.0000000000047,,-125.00000000003732
2019.05.20,104.99999999999955,-93.00000000000975,35.999999999991594,-118.99999999999977,-167.00000000000603,-132.99999999998312,138.00000000000477,-161.99999999999548,97.00000000000264,-223.99999999998954,-33.00000000001635,415.0000000000098,-179.9999999999926,-9.999999999998899,-161.00000000000136,-26.999999999999247,,-517.9999999999839
2019.05.20,93.99999999999409,-112.000000000001,65.99999999998829,-168.00000000000637,-173.00000000000094,-151.9999999999966,185.00000000000182,-178.99999999999582,104.99999999999955,-308.9999999999975,0.0,529.0000000000017,-266.9999999999959,-22.0000000000109,-227.99999999999443,-66.99999999999484,,-698.0000000000089
2019.05.20,123.99999999999079,-86.0000000000083,17.999999999984695,-103.9999999999992,-182.0000000000155,-136.00000000000279,143.00000000000423,-143.9999999999997,87.99999999999919,-193.9999999999884,0.9999999999843467,405.0000000000109,-141.9999999999959,-53.999999999998494,-161.00000000000136,-3.999999999992898,,-428.00000000002836
2019.05.20,110.99999999999443,-63.000000000013046,-4.000000000004,-108.99999999999466,-147.00000000000824,-100.99999999999554,132.0000000000099,-144.99999999999514,82.99999999999974,-180.00000000000682,46.999999999997044,429.99999999999704,-121.99999999999989,-104.99999999999955,-176.9999999999925,11.00000000000545,,-339.0000000000057
