date,EURCHF,EURGBP,GBPCAD,EURCAD,EURNZD,AUDJPY,NZDJPY,empty,sum
2016.04.11,-150.99999999999002,53.00000000000304,-190.99999999998562,-113.00000000000753,-12.000000000012001,98.99999999998954,108.99999999999466,,-206.0000000000079
2016.04.11,-150.00000000000568,90.99999999999665,-236.99999999999832,-66.00000000001049,37.99999999998249,128.99999999999068,109.99999999999943,,-85.00000000004525
2016.04.11,-209.9999999999991,109.99999999999899,-204.99999999998852,8.000000000008,175.99999999999838,270.9999999999866,225.00000000000853,,375.00000000001285
2016.04.11,-187.99999999998818,117.00000000000044,-162.99999999997982,43.999999999999595,200.99999999998454,423.9999999999924,313.0000000000024,,748.0000000000114
2016.04.11,-187.99999999998818,114.99999999999844,-211.99999999998997,19.999999999997797,211.99999999998997,493.9999999999998,338.99999999999864,,780.0000000000065
2016.04.11,-178.99999999999582,137.9999999999937,-174.99999999999181,82.00000000000429,224.000000000002,468.9999999999941,343.0000000000035,,902.0000000000099
2016.04.11,-160.00000000000458,124.99999999999733,-205.99999999999508,31.000000000003247,71.99999999998319,160.99999999998715,85.00000000000796,,107.9999999999792
2016.04.11,-124.99999999999733,131.99999999999878,-335.9999999999808,-52.000000000007596,17.999999999984695,26.999999999986812,15.000000000000568,,-321.00000000001484
2016.04.11,-112.99999999998533,0.0,-298.9999999999826,-266.0000000000107,-309.0000000000037,-193.00000000001205,-210.99999999999852,,-1390.9999999999927
2016.04.11,-161.99999999999548,20.999999999993246,-319.999999999987,-242.99999999999324,-207.00000000000162,-89.00000000001285,-146.99999999999136,,-1146.9999999999882
2016.04.11,-158.99999999999804,46.999999999997044,-340.9999999999913,-221.00000000000452,-123.00000000000644,67.99999999999784,-28.999999999996362,,-758.0000000000018
2016.04.11,-153.9999999999875,107.00000000000153,-215.99999999999397,-5.999999999994898,170.99999999998784,207.9999999999984,121.99999999999989,,232.0000000000113
2016.04.11,-131.99999999999878,85.99999999999719,-198.99999999999363,-35.999999999991594,200.00000000000017,223.99999999998954,152.00000000000102,,295.0000000000039
2016.04.11,-136.99999999998712,87.99999999999919,-225.99999999999287,-46.999999999997044,71.99999999998319,95.99999999998943,27.000000000001023,,-127.0000000000042
2016.04.11,-144.99999999999514,104.99999999999955,-314.99999999999864,-89.00000000000574,130.99999999999224,143.99999999999125,75.00000000000284,,-94.00000000001364
2016.04.11,-160.99999999998892,146.00000000000168,-354.9999999999942,-42.999999999993044,197.00000000000273,153.99999999999636,70.00000000000739,,8.000000000031946
2016.04.11,-160.99999999998892,154.99999999999403,-272.99999999998994,35.999999999991594,341.99999999999784,303.99999999998784,188.0000000000024,,590.9999999999948
2016.04.11,-194.99999999998963,100.99999999999554,-175.99999999999838,15.999999999993797,167.9999999999904,154.99999999998693,81.00000000000307,,149.9999999999817
2016.04.11,-222.99999999999542,0.0,-368.9999999999971,-323.99999999999096,-135.00000000001845,-105.00000000000398,-52.99999999999727,,-1209.0000000000032
2016.04.11,-212.99999999999653,112.99999999999643,-417.0000000000007,-158.99999999999804,176.99999999998272,62.99999999998818,94.0000000000083,,-342.00000000001967
2016.04.11,-153.00000000000313,34.99999999999615,-413.99999999998107,-300.00000000001137,190.00000000000128,-168.00000000000637,39.00000000000148,,-771.0000000000031
2016.04.11,-123.99999999999079,400.00000000000034,-489.99999999999045,312.00000000000114,636.9999999999986,77.99999999998875,197.00000000000273,,1010.0000000000103
2016.04.11,-273.9999999999965,707.9999999999975,-1414.9999999999884,136.00000000000279,446.9999999999974,271.99999999999136,266.9999999999959,,141.0000000000001
2016.04.11,-292.00000000000335,597.0000000000031,-1274.9999999999818,59.000000000009045,522.9999999999845,234.99999999999943,293.99999999999693,,141.00000000000796
2016.04.11,-347.9999999999928,636.9999999999986,-1232.9999999999952,157.99999999999147,878.000000000001,195.99999999999795,346.00000000000364,,634.0000000000048
2016.04.11,-344.99999999999534,687.9999999999998,-1227.0000000000002,255.00000000000523,941.9999999999984,187.99999999998818,347.0000000000084,,848.0000000000044
2016.04.11,-394.9999999999898,793.9999999999947,-1618.9999999999927,139.00000000000023,775.9999999999989,264.99999999998636,396.0000000000008,,355.9999999999983
2016.04.11,-398.9999999999938,824.0000000000025,-1543.9999999999898,252.0000000000078,1012.9999999999973,449.99999999998863,554.000000000002,,1150.0000000000146
2016.04.11,-350.00000000000585,722.0000000000005,-1489.9999999999914,106.00000000000608,685.9999999999866,422.9999999999876,430.9999999999974,,527.9999999999809
2016.04.11,-273.9999999999965,741.9999999999982,-1545.9999999999807,100.99999999999554,662.9999999999914,398.9999999999867,427.99999999999727,,512.9999999999918
2016.04.11,-268.0000000000016,700.999999999996,-1377.9999999999905,158.99999999999804,800.0000000000007,471.9999999999942,518.0000000000007,,1003.9999999999976
2016.04.11,-286.99999999999284,697.0000000000032,-1035.9999999999925,421.99999999998903,1078.0000000000011,692.9999999999978,689.9999999999977,,2257.0000000000036
2016.04.11,-262.999999999991,776.9999999999943,-1097.999999999999,519.0000000000028,1079.999999999992,776.9999999999868,727.0000000000039,,2518.99999999999
2016.04.11,-222.99999999999542,717.000000000001,-1039.9999999999966,451.0000000000014,1139.0000000000011,963.9999999999986,852.0000000000039,,2860.000000000014
2016.04.11,-197.99999999998707,668.0000000000019,-894.9999999999792,492.9999999999879,967.9999999999911,848.9999999999895,731.9999999999993,,2617.0000000000036
2016.04.11,-302.9999999999866,624.0000000000023,-1024.999999999987,290.9999999999968,834.0000000000014,532.999999999987,545.0000000000017,,1499.0000000000155
2016.04.11,-282.9999999999888,719.000000000003,-625.9999999999932,792.9999999999993,1161.9999999999964,672.9999999999876,656.0000000000059,,3094.00000000001
2016.04.11,-296.9999999999917,707.000000000002,-649.999999999995,747.9999999999931,1161.9999999999964,583.999999999989,579.0000000000077,,2833.0000000000014
2016.04.11,-326.0000000000041,702.9999999999981,-606.9999999999798,778.9999999999964,1317.999999999997,678.9999999999878,686.000000000007,,3232.0000000000027
2016.04.11,-320.9999999999935,709.9999999999995,-483.99999999999557,889.9999999999908,1312.000000000002,736.9999999999948,698.9999999999981,,3542.9999999999964
2016.04.11,-285.00000000000193,705.0000000000001,-661.0000000000005,743.9999999999891,1210.0,607.9999999999899,590.0000000000034,,2910.99999999998
2016.04.11,-283.99999999999534,714.999999999999,-624.9999999999867,784.9999999999912,1295.9999999999861,692.9999999999978,665.9999999999968,,3245.999999999989
2016.04.11,-320.9999999999935,748.9999999999997,-470.9999999999992,975.9999999999991,1444.000000000001,707.9999999999984,677.0000000000067,,3762.0000000000123
