date,EURUSD,NZDCAD,empty,sum
2018.01.08,73.00000000001194,-132.99999999999423,,-59.99999999998229
2018.01.08,45.000000000006146,-127.99999999999478,,-82.99999999998863
2018.01.08,110.00000000001009,-75.00000000000284,,35.00000000000725
2018.01.08,102.00000000000209,-88.99999999999464,,13.000000000007446
2018.01.08,99.00000000000463,-41.9999999999976,,57.000000000007034
2018.01.08,158.0000000000137,-41.000000000002146,,117.00000000001155
2018.01.08,200.00000000000017,-117.00000000000044,,82.99999999999973
2018.01.08,177.00000000000495,-188.9999999999947,,-11.999999999989768
2018.01.08,130.99999999999224,-187.00000000000384,,-56.000000000011596
2018.01.08,90.99999999999665,-165.9999999999995,,-75.00000000000284
2018.01.08,52.000000000007596,-178.99999999999582,,-126.99999999998823
2018.01.08,56.000000000011596,-202.9999999999976,,-146.99999999998602
2018.01.08,-18.0000000000069,-154.99999999999403,,-173.00000000000094
2018.01.08,-14.000000000002899,-176.99999999999383,,-190.99999999999673
2018.01.08,-21.999999999988695,-178.00000000000037,,-199.99999999998906
2018.01.08,-69.9999999999923,-136.99999999999824,,-206.99999999999054
2018.01.08,-52.000000000007596,-170.99999999999892,,-223.0000000000065
2018.01.08,-126.99999999998823,-187.9999999999993,,-314.9999999999875
2018.01.08,-153.00000000000313,-195.00000000000074,,-348.00000000000387
2018.01.08,-337.99999999999386,-70.99999999999883,,-408.9999999999927
2018.01.08,-316.0000000000052,-102.00000000000209,,-418.0000000000073
2018.01.08,-360.9999999999891,-121.99999999999989,,-482.999999999989
2018.01.08,-370.999999999988,-146.99999999999713,,-517.9999999999851
2018.01.08,-370.999999999988,-178.00000000000037,,-548.9999999999884
2018.01.08,-314.99999999999864,-195.00000000000074,,-509.9999999999994
2018.01.08,-231.0000000000034,-207.99999999999707,,-439.00000000000045
2018.01.08,-363.0000000000022,-237.99999999999378,,-600.999999999996
2018.01.08,-407.99999999998613,-275.99999999999847,,-683.9999999999845
2018.01.08,-370.999999999988,-258.0000000000027,,-628.9999999999907
2018.01.08,-551.9999999999969,-285.00000000000193,,-836.9999999999989
2018.01.08,-502.00000000000244,-285.9999999999974,,-787.9999999999998
2018.01.08,-568.9999999999973,-380.00000000000256,,-948.9999999999998
2018.01.08,-537.9999999999941,-421.0000000000047,,-958.9999999999989
2018.01.08,-597.0000000000031,-414.9999999999987,,-1012.0000000000018
2018.01.08,-631.0000000000038,-341.99999999999784,,-973.0000000000016
2018.01.08,-516.9999999999897,-353.99999999999875,,-870.9999999999884
2018.01.08,-490.999999999997,-398.9999999999938,,-889.9999999999908
2018.01.08,-543.999999999989,-434.9999999999965,,-978.9999999999854
2018.01.08,-543.999999999989,-373.99999999999653,,-917.9999999999854
2018.01.08,-493.99999999999443,-392.9999999999989,,-886.9999999999934
2018.01.08,-598.999999999994,-354.9999999999942,,-953.9999999999882
2018.01.08,-646.9999999999976,-349.99999999999477,,-996.9999999999924
2018.01.08,-655.0000000000056,-365.99999999999966,,-1021.0000000000052
2018.01.08,-639.9999999999961,-375.0000000000031,,-1014.9999999999993
2018.01.08,-648.9999999999885,-385.000000000002,,-1033.9999999999905
2018.01.08,-598.999999999994,-371.99999999999454,,-970.9999999999885
2018.01.08,-604.0000000000045,-385.99999999999744,,-990.000000000002
2018.01.08,-598.999999999994,-290.00000000000136,,-888.9999999999953
2018.01.09,-605.9999999999955,-339.99999999999585,,-945.9999999999914
2018.01.09,-587.9999999999885,-249.99999999999466,,-837.9999999999832
2018.01.09,-597.9999999999874,-339.99999999999585,,-937.9999999999832
2018.01.09,-568.9999999999973,-275.000000000003,,-844.0000000000002
2018.01.09,-598.999999999994,-422.00000000000017,,-1020.9999999999941
2018.01.09,-554.9999999999944,-339.99999999999585,,-894.9999999999902
2018.01.09,-641.999999999987,-285.00000000000193,,-926.999999999989
2018.01.09,-598.999999999994,-385.99999999999744,,-984.9999999999914
2018.01.09,-585.9999999999976,-253.0000000000032,,-839.0000000000008
2018.01.09,-540.9999999999915,-243.99999999999977,,-784.9999999999912
2018.01.09,-573.0000000000013,-236.99999999999832,,-809.9999999999995
2018.01.09,-550.9999999999903,-334.9999999999964,,-885.9999999999868
2018.01.09,-591.9999999999925,-273.9999999999965,,-865.999999999989
2018.01.09,-587.0000000000042,-292.9999999999988,,-880.000000000003
2018.01.09,-590.0000000000016,-354.9999999999942,,-944.9999999999958
2018.01.09,-617.0000000000009,-387.99999999999943,,-1005.0000000000003
2018.01.09,-631.9999999999882,-409.99999999999926,,-1041.9999999999875
2018.01.09,-707.9999999999975,-387.99999999999943,,-1095.9999999999968
2018.01.09,-574.9999999999922,-431.0000000000036,,-1005.9999999999957
2018.01.09,-756.0000000000011,-441.0000000000025,,-1197.0000000000036
2018.01.09,-865.999999999989,-390.99999999999693,,-1256.999999999986
2018.01.09,-875.0000000000035,-458.9999999999983,,-1334.0000000000018
2018.01.09,-893.9999999999948,-436.00000000000307,,-1329.9999999999977
2018.01.09,-880.9999999999984,-359.99999999999363,,-1240.999999999992
2018.01.09,-953.9999999999882,-404.99999999999983,,-1358.999999999988
2018.01.09,-990.9999999999864,-448.9999999999994,,-1439.9999999999857
2018.01.09,-984.000000000007,-395.99999999999636,,-1380.0000000000034
2018.01.09,-984.9999999999915,-429.99999999999704,,-1414.9999999999886
2018.01.09,-990.9999999999864,-495.9999999999964,,-1486.9999999999827
2018.01.09,-934.9999999999969,-526.0000000000042,,-1461.0000000000011
2018.01.09,-1024.999999999987,-534.9999999999966,,-1559.9999999999836
2018.01.09,-1058.9999999999877,-459.99999999999375,,-1518.9999999999814
2018.01.09,-983.0000000000006,-531.9999999999991,,-1514.9999999999995
2018.01.09,-1089.0000000000066,-441.99999999999795,,-1531.0000000000045
