date,GBPUSD,USDJPY,USDCAD,GBPCHF,CHFJPY,AUDCHF,EURGBP,GBPJPY,EURJPY,EURCAD,EURAUD,CADJPY,AUDJPY,NZDCAD,AUDNZD,empty,sum
2020.09.07,-103.99999999999298,-34.000000000006025,-165.9999999999995,-40.99999999997994,-155.00000000000114,-43.999999999999595,-154.99999999999403,-59.00000000002592,-34.99999999999659,-253.99999999999866,-62.000000000006494,-147.99999999999613,-6.000000000000227,0.0,-124.00000000001299,,-1387.0000000000102
2020.09.07,-55.99999999998939,-19.000000000005457,-200.99999999998454,-41.99999999998649,-81.99999999999363,-58.000000000002494,-82.99999999999974,-70.0000000000216,7.000000000005002,-197.00000000000273,-92.99999999998754,-137.00000000000045,-45.000000000001705,90.0000000000012,-86.0000000000083,,-1071.9999999999782
2020.09.07,-17.999999999984695,-37.00000000000614,-336.9999999999873,-89.99999999999008,-67.99999999999784,-179.00000000000693,-46.00000000000159,-193.00000000001205,25.000000000005684,-320.9999999999935,1.0000000000065512,-217.9999999999893,10.99999999999568,95.00000000000064,-49.00000000001015,,-1423.9999999999711
2020.09.07,8.000000000008,-29.000000000010573,-279.99999999999136,-57.99999999998029,-126.99999999999534,-60.99999999999994,7.9999999999968985,-136.0000000000241,-1.9999999999953388,-297.9999999999983,78.00000000000028,-170.99999999999227,10.99999999999568,136.99999999999824,-4.000000000004,,-923.9999999999924
2020.09.07,4.000000000004,-15.000000000000568,-278.9999999999848,-37.99999999998249,-134.00000000000034,-33.000000000005244,-0.999999999995449,-87.00000000001751,-22.00000000000557,-283.99999999999534,12.999999999996348,-152.9999999999916,-33.00000000000125,156.00000000000057,12.999999999996348,,-892.9999999999831
2020.09.07,55.000000000005045,1.9999999999953388,-278.9999999999848,-49.99999999999449,-141.9999999999959,-31.000000000003247,11.00000000000545,-74.00000000001228,-19.99999999999602,-258.0000000000027,-22.999999999995246,-114.99999999999488,-46.999999999997044,158.99999999999804,-14.000000000002899,,-825.9999999999757
2020.09.07,59.000000000009045,6.999999999990791,-288.99999999998374,-27.999999999983594,-134.00000000000034,-24.000000000001798,-7.9999999999968985,-62.00000000001182,19.000000000005457,-251.00000000000122,-72.99999999998974,-143.00000000000068,-28.999999999996362,140.99999999999113,15.999999999993797,,-798.999999999976
2020.09.07,-2.999999999997449,9.000000000000341,-278.9999999999848,-3.999999999981796,-235.99999999999,0.0,-27.999999999994696,-45.000000000015916,-96.00000000000364,-235.99999999999176,-225.99999999999287,-134.00000000000034,-182.00000000000216,126.99999999999933,56.99999999999594,,-1275.9999999999602
2020.09.07,-0.9999999999843467,27.999999999991587,-278.9999999999848,14.000000000002899,-191.99999999999307,4.999999999999449,-26.999999999999247,-4.000000000019099,-67.00000000000728,-262.999999999991,-120.99999999999334,-118.99999999999977,-106.99999999999932,132.99999999999423,100.99999999999554,,-898.9999999999875
2020.09.07,23.00000000001745,12.999999999991019,-241.00000000000233,13.000000000018552,-117.999999999995,34.99999999999615,-10.999999999994348,-14.000000000010004,-27.000000000001023,-245.99999999999068,-158.99999999999804,-113.99999999999011,-106.99999999999932,126.99999999999933,116.99999999998934,,-708.9999999999691
2020.09.07,55.000000000005045,-37.00000000000614,-305.9999999999841,12.000000000012001,-48.99999999999238,39.00000000000014,-7.0000000000014495,-164.0000000000157,57.00000000000216,-249.99999999999466,-96.99999999999153,-185.00000000000227,-27.000000000001023,110.99999999999443,116.00000000000499,,-731.9999999999704
2020.09.07,131.00000000001444,-8.000000000009777,-316.99999999998954,-7.999999999985796,-13.999999999995794,48.000000000003595,16.0000000000049,-175.00000000001137,63.99999999999295,-253.99999999999866,-95.00000000000064,-173.00000000000182,-19.000000000005457,120.99999999999334,110.99999999999443,,-571.9999999999953
2020.09.07,157.00000000000713,18.000000000000682,-333.9999999999899,1.0000000000065512,-28.999999999996362,48.000000000003595,43.999999999999595,-136.0000000000241,51.00000000000193,-285.00000000000193,-46.999999999997044,-161.00000000000136,-19.000000000005457,144.99999999999514,97.9999999999981,,-449.0000000000034
2020.09.07,119.00000000000244,18.999999999991246,-327.99999999999494,-32.999999999994145,-72.99999999999329,36.0000000000027,45.000000000006146,-133.00000000000978,36.000000000001364,-310.9999999999946,-85.00000000000173,-162.9999999999967,-46.999999999997044,146.99999999999713,126.0000000000039,,-644.9999999999774
2020.09.07,137.00000000000932,9.999999999990905,-374.999999999992,-88.99999999998354,-78.00000000000296,29.999999999996696,53.00000000000304,-213.00000000002228,34.99999999999659,-343.99999999998875,-82.99999999998863,-199.99999999998863,-34.99999999999659,147.99999999999258,143.00000000000423,,-860.99999999997
2020.09.07,191.00000000000784,-18.000000000000682,-397.0000000000029,-117.99999999999588,-49.99999999999716,53.00000000000304,90.0000000000012,-284.00000000002024,55.999999999997385,-377.0000000000051,-93.99999999999409,-234.99999999999943,-21.000000000000796,168.99999999999693,165.9999999999995,,-869.0000000000105
2020.09.07,251.00000000000122,-7.000000000005002,-454.9999999999832,-137.9999999999937,-9.000000000000341,48.000000000003595,100.99999999999554,-321.0000000000264,82.99999999999841,-429.99999999999704,-96.99999999999153,-253.99999999999068,-13.00000000000523,174.99999999999181,175.99999999999838,,-890.0000000000041
2020.09.07,311.0000000000168,7.999999999995566,-520.9999999999936,-252.99999999999213,-43.99999999999693,0.0,151.00000000000114,-449.0000000000123,66.99999999999307,-436.9999999999985,-99.00000000000463,-262.999999999991,-16.999999999995907,153.99999999999858,160.99999999998892,,-1230.9999999999907
2020.09.07,363.0000000000022,6.999999999990791,-578.9999999999961,-345.99999999997965,-60.000000000002274,-65.99999999999939,165.00000000000404,-542.0000000000016,63.00000000000239,-490.999999999997,-19.999999999997797,-327.99999999998875,-1.9999999999953388,149.99999999999457,113.99999999999189,,-1571.9999999999723
2020.09.07,447.0000000000196,-6.000000000000227,-575.9999999999987,-360.9999999999891,-27.999999999991587,-60.00000000000449,211.00000000000563,-597.0000000000084,120.00000000000455,-514.9999999999987,59.000000000009045,-328.9999999999935,88.99999999999864,149.99999999999457,143.99999999998857,,-1251.999999999964
2020.09.07,338.0000000000161,-64.99999999999773,-614.0000000000034,-417.99999999998505,-173.99999999999238,-92.00000000000318,192.99999999999872,-592.000000000013,117.00000000000443,-617.0000000000009,39.999999999995595,-379.99999999999545,73.99999999999807,163.00000000000205,136.00000000000279,,-1890.9999999999734
2020.09.07,267.0000000000172,-102.00000000000387,-581.9999999999936,-442.9999999999934,-191.99999999999307,-106.00000000000608,155.00000000000514,-501.0000000000048,58.9999999999975,-700.999999999996,42.999999999993044,-393.0000000000007,61.99999999999761,153.99999999999858,209.9999999999991,,-2069.9999999999836
2020.09.07,190.00000000000128,-121.00000000000932,-592.9999999999991,-426.9999999999996,-146.99999999999136,-107.99999999999699,139.00000000000023,-531.0000000000059,63.00000000000239,-663.999999999998,100.99999999999554,-393.0000000000007,76.00000000000762,183.99999999999528,160.99999999998892,,-2070.0000000000095
2020.09.07,280.0000000000136,-118.99999999999977,-595.9999999999966,-657.9999999999808,-135.99999999999568,-79.00000000000685,224.000000000002,-818.000000000012,75.9999999999934,-702.0000000000026,8.999999999992347,-405.00000000000114,43.00000000000637,244.99999999999523,157.00000000000713,,-2478.9999999999854
2020.09.07,547.0000000000086,-85.99999999999852,-631.0000000000038,-611.9999999999903,-69.00000000000261,-46.00000000000159,317.0000000000006,-914.0000000000157,132.99999999999557,-629.9999999999973,-25.999999999992696,-411.00000000000136,54.000000000002046,234.99999999999633,116.00000000000499,,-2022.999999999996
