date,AUDUSD,NZDCHF,GBPJPY,GBPCAD,EURAUD,EURNZD,empty,sum
2017.02.13,97.00000000000264,-121.99999999999989,252.9999999999859,331.999999999999,227.99999999998377,28.999999999990145,,816.9999999999615
2017.02.13,131.99999999999878,-73.00000000000084,306.99999999998795,419.9999999999982,320.9999999999935,182.99999999999983,,1289.9999999999775
2017.02.13,75.00000000000284,-53.00000000000304,557.9999999999927,705.0000000000001,92.99999999998754,209.9999999999991,,1587.9999999999793
2017.02.13,78.00000000000028,-58.99999999999794,590.9999999999798,685.0000000000023,81.9999999999821,246.99999999999721,,1623.9999999999638
2017.02.13,173.00000000000094,-24.999999999997247,867.999999999995,713.0000000000081,173.99999999998528,310.9999999999946,,2213.999999999987
2017.02.13,134.99999999999625,-37.99999999999359,600.9999999999991,612.9999999999969,217.0000000000005,290.9999999999968,,1818.999999999996
2017.02.13,107.99999999999699,-43.999999999999595,629.9999999999955,570.0000000000039,203.99999999998198,245.99999999999068,,1713.9999999999695
2017.02.13,31.000000000003247,-80.99999999999774,605.9999999999945,558.9999999999984,22.999999999995246,177.00000000000495,,1314.9999999999986
2017.02.13,14.999999999998348,-139.00000000000023,612.9999999999995,476.0000000000098,-22.0000000000109,41.000000000002146,,983.9999999999987
2017.02.13,68.00000000000139,-112.99999999999643,733.0000000000041,527.0000000000108,25.999999999992696,107.99999999999699,,1349.0000000000098
2017.02.13,78.00000000000028,-170.00000000000347,682.9999999999927,580.0000000000027,54.99999999998284,-19.00000000001345,,1206.9999999999618
2017.02.13,128.00000000000588,-178.99999999999582,691.9999999999789,646.9999999999976,173.00000000000094,-22.0000000000109,,1438.9999999999764
2017.02.13,121.00000000000443,-192.00000000000327,697.9999999999791,585.0000000000133,176.99999999998272,-46.999999999997044,,1341.9999999999793
2017.02.13,126.99999999999933,-165.00000000000404,640.9999999999911,541.9999999999981,224.99999999998633,15.999999999993797,,1385.9999999999648
2017.02.13,119.99999999999788,-132.99999999999423,763.9999999999816,680.9999999999983,202.9999999999976,82.99999999998863,,1717.99999999997
2017.02.13,102.00000000000209,-144.99999999999514,537.9999999999825,578.9999999999961,253.99999999999866,82.99999999998863,,1410.9999999999727
2017.02.13,34.000000000000696,-214.00000000000307,530.0000000000011,668.0000000000019,162.99999999997982,-39.999999999995595,,1140.9999999999848
2017.02.13,41.000000000002146,-198.99999999999363,473.99999999998954,629.0000000000128,163.9999999999864,-32.0000000000098,,1076.9999999999875
2017.02.13,41.000000000002146,-161.99999999999548,552.9999999999973,673.0000000000125,289.9999999999903,144.99999999999514,,1540.0000000000018
2017.02.13,55.000000000005045,-154.99999999999403,435.0000000000023,602.999999999998,358.9999999999982,117.99999999999588,,1415.0000000000055
