date,AUDUSD,NZDCHF,GBPJPY,GBPCAD,EURAUD,EURNZD,empty,sum
2017.02.13,-29.999999999996696,-121.99999999999989,-216.00000000000819,-89.00000000000574,-1.0000000000065512,0.0,,-458.00000000001705
2017.02.13,39.00000000000014,-121.00000000000443,213.99999999999864,310.0000000000103,137.9999999999937,22.999999999995246,,602.9999999999936
2017.02.13,51.99999999999649,-88.99999999999464,300.9999999999877,361.9999999999957,89.99999999999008,168.99999999999693,,884.9999999999723
2017.02.13,45.000000000006146,-75.9999999999983,525.0000000000057,673.0000000000125,31.999999999987594,182.99999999999983,,1382.0000000000132
2017.02.13,53.999999999998494,-63.00000000000195,560.0000000000023,676.9999999999943,65.99999999998829,225.99999999999287,,1519.9999999999743
2017.02.13,80.99999999999774,-97.00000000000264,596.0000000000036,550.000000000006,131.99999999999878,190.99999999998562,,1452.9999999999893
2017.02.13,43.00000000000415,-78.00000000000028,546.999999999997,533.0000000000057,96.99999999999153,182.99999999999983,,1324.999999999998
2017.02.13,31.000000000003247,-87.00000000000374,582.9999999999984,539.0000000000006,22.999999999995246,173.00000000000094,,1261.9999999999948
2017.02.13,14.999999999998348,-143.00000000000423,590.0000000000034,439.0000000000116,-37.00000000002035,14.999999999987246,,878.999999999976
2017.02.13,4.999999999999449,-166.99999999999494,586.9999999999891,388.9999999999949,-45.000000000006146,-24.000000000001798,,744.9999999999806
2017.02.13,29.000000000001247,-188.9999999999947,667.999999999978,499.000000000005,-24.000000000001798,-51.000000000001044,,931.9999999999867
2017.02.13,50.0000000000056,-217.99999999999596,646.9999999999914,558.9999999999984,26.999999999999247,-116.00000000000499,,948.9999999999939
2017.02.13,121.00000000000443,-215.99999999999397,631.0000000000002,539.0000000000006,162.99999999997982,-90.99999999999665,,1146.9999999999945
2017.02.13,87.00000000000374,-214.99999999999852,575.9999999999934,524.9999999999977,151.9999999999966,-97.00000000001374,,1027.9999999999793
2017.02.13,75.9999999999983,-173.9999999999964,643.0000000000007,541.0000000000136,130.99999999999224,-5.999999999994898,,1211.0000000000136
2017.02.13,85.00000000000173,-151.00000000000114,512.0000000000005,571.0000000000103,168.99999999999693,65.00000000000395,,1251.000000000012
2017.02.13,26.000000000003798,-221.99999999999997,512.0000000000005,578.0000000000118,154.99999999999403,-60.000000000015596,,988.9999999999947
2017.02.13,4.000000000004,-261.99999999999557,394.9999999999818,568.9999999999973,123.99999999999079,-148.99999999999915,,680.9999999999791
2017.02.13,9.999999999998899,-207.00000000000162,460.9999999999843,608.0000000000085,158.99999999999804,-38.0000000000047,,992.9999999999835
2017.02.13,0.0,-175.99999999999838,373.9999999999952,443.99999999999994,244.9999999999841,80.99999999999774,,967.9999999999786
2017.02.13,2.000000000002,-173.9999999999964,430.9999999999832,544.9999999999955,316.99999999998954,85.00000000000173,,1205.9999999999754
2017.02.13,17.000000000000348,-93.99999999999409,542.999999999978,618.0000000000074,425.99999999999307,348.9999999999993,,1858.9999999999839
2017.02.13,34.99999999999615,-43.999999999999595,611.9999999999948,705.0000000000001,383.99999999998437,443.99999999999994,,2135.9999999999754
2017.02.13,68.99999999999685,11.00000000000545,650.0000000000057,754.0000000000102,335.9999999999808,412.9999999999967,,2232.999999999996
2017.02.13,21.00000000000435,-14.999999999998348,677.9999999999973,880.9999999999984,223.99999999997976,317.9999999999961,,2106.9999999999777
2017.02.13,-5.999999999994898,14.999999999998348,689.9999999999977,849.0000000000109,174.99999999999181,408.9999999999927,,2131.9999999999964
2017.02.13,4.000000000004,34.000000000000696,739.9999999999807,800.0000000000007,235.99999999999176,439.99999999999596,,2253.9999999999736
2017.02.13,12.999999999996348,63.00000000000195,788.9999999999873,775.9999999999989,266.999999999995,534.9999999999966,,2442.9999999999764
2017.02.13,48.000000000003595,90.99999999999665,766.9999999999959,835.000000000008,280.9999999999979,607.9999999999864,,2629.999999999988
2017.02.13,53.00000000000304,70.0000000000034,739.9999999999807,826.0000000000156,297.9999999999983,602.999999999998,,2589.999999999999
2017.02.13,102.99999999999754,73.00000000000084,735.99999999999,781.0000000000094,266.999999999995,578.9999999999961,,2538.999999999989
2017.02.13,214.00000000000307,129.00000000000134,831.9999999999936,916.0000000000057,451.99999999998573,702.0000000000026,,3244.9999999999923
