date,USDCAD,GBPCHF,EURGBP,GBPJPY,EURJPY,EURNZD,CADJPY,AUDJPY,empty,sum
2021.05.31,0.0,-162.00000000001768,-92.00000000000318,-338.99999999999864,-126.99999999998113,-5.000000000010552,-52.99999999999727,-186.9999999999976,,-965.0000000000061
2021.05.31,25.999999999992696,-213.00000000001873,-95.00000000000064,-366.00000000001387,-49.99999999998295,104.99999999999955,-37.00000000000614,-182.99999999999272,,-813.0000000000227
2021.05.31,49.99999999999449,-254.00000000002086,-56.0000000000005,-433.9999999999975,-90.00000000000341,157.00000000000713,-67.99999999999784,-188.99999999999295,,-884.0000000000114
2021.05.31,90.00000000001229,-178.00000000001148,-1.0000000000065512,-387.00000000000045,-93.99999999999409,336.00000000000296,-66.0000000000025,-206.00000000000307,,-506.00000000000284
2021.05.31,85.00000000000173,-195.00000000001182,8.999999999992347,-406.0000000000059,-116.99999999999022,390.0000000000015,-82.00000000000784,-242.00000000000443,,-558.0000000000247
2021.05.31,114.99999999999844,-183.00000000002203,17.000000000000348,-425.00000000001137,-137.00000000000045,459.0000000000094,-85.99999999999852,-242.999999999995,,-483.00000000001916
2021.05.31,127.99999999999478,-189.00000000001694,15.999999999993797,-391.00000000001955,-103.999999999985,520.0000000000093,-87.0000000000033,-218.00000000000352,,-325.00000000003047
2021.05.31,150.00000000000568,-196.0000000000184,0.0,-364.0000000000043,-84.00000000000318,527.9999999999951,-75.00000000000284,-201.99999999999818,,-243.00000000002615
2021.05.31,87.99999999999919,-197.00000000000273,-12.000000000000899,-233.0000000000041,16.000000000019554,442.00000000000904,30.000000000001137,-221.00000000000364,,-86.99999999998244
2021.05.31,100.99999999999554,-196.0000000000184,-19.999999999997797,-282.0000000000107,32.00000000001069,418.9999999999916,69.99999999999318,-245.00000000000455,,-121.00000000004042
2021.05.31,90.99999999999665,-209.00000000001472,-31.999999999998696,-308.9999999999975,24.00000000000091,363.0000000000022,66.0000000000025,-250.0,,-256.00000000000864
2021.05.31,59.99999999999339,-196.0000000000184,-26.999999999999247,-233.0000000000041,64.00000000002137,320.9999999999935,84.00000000000318,-227.00000000000387,,-154.00000000001415
2021.05.31,56.99999999999594,-149.00000000002134,-6.0000000000060005,-233.0000000000041,57.00000000001637,289.9999999999903,76.99999999999818,-239.00000000000432,,-146.00000000003496
2021.05.31,109.00000000000354,-174.00000000000747,-16.0000000000049,-241.00000000001387,72.00000000000273,285.00000000000193,99.99999999999432,-215.99999999999397,,-81.00000000001774
2021.05.31,121.99999999999989,-182.0000000000155,-23.00000000000635,-237.99999999999955,72.00000000000273,290.9999999999968,108.00000000000409,-210.99999999999852,,-61.00000000001637
2021.05.31,112.000000000001,-196.0000000000184,-25.00000000000835,-207.00000000002206,102.00000000000387,217.0000000000005,109.99999999999943,-239.00000000000432,,-126.00000000004832
2021.05.31,90.99999999999665,-186.0000000000195,-11.00000000000545,-210.00000000000796,82.00000000002206,187.00000000000384,91.99999999999875,-260.9999999999957,,-216.0000000000073
2021.05.31,85.00000000000173,-184.00000000000637,0.999999999995449,-221.00000000000364,64.00000000002137,269.9999999999925,69.00000000000261,-266.00000000000534,,-182.0000000000017
