date,GBPUSD,USDJPY,USDCAD,NZDUSD,GBPCHF,EURCHF,CHFJPY,NZDCHF,EURGBP,GBPJPY,EURAUD,CADJPY,empty,sum
2021.09.20,-198.00000000000927,-19.000000000005457,69.00000000000794,-14.000000000002899,-78.00000000000028,118.00000000001809,-162.9999999999967,-12.000000000000899,43.999999999999595,-278.99999999999636,14.999999999987246,-25.99999999999625,,-542.9999999999952
2021.09.20,-48.000000000003595,-38.000000000010914,-43.999999999999595,-43.999999999999595,65.99999999998829,134.99999999999625,-54.000000000002046,10.999999999994348,161.00000000000003,-79.00000000000773,104.99999999999955,-42.999999999992156,,127.99999999996282
2021.09.20,14.999999999987246,-99.00000000000375,204.00000000000418,71.99999999999429,12.999999999996348,219.99999999999798,-93.00000000000352,-1.0000000000065512,170.00000000000347,-125.0,-32.0000000000098,-39.00000000000148,,304.9999999999584
2021.09.20,-12.000000000012001,-78.00000000000296,107.00000000001265,-29.000000000001247,21.999999999988695,224.000000000002,-111.0000000000042,70.99999999999883,182.99999999999983,-128.99999999999068,31.000000000003247,-79.9999999999983,,198.99999999999585
2021.09.20,-18.0000000000069,-76.00000000000762,124.99999999999733,-11.00000000000545,44.99999999998394,204.00000000000418,-141.9999999999959,44.99999999999504,191.00000000000784,-127.9999999999859,-15.999999999993797,-69.00000000000261,,149.9999999999901
2021.09.20,-29.999999999996696,-93.00000000000352,116.00000000000499,-19.00000000000235,25.999999999992696,225.00000000000853,-149.0000000000009,56.0000000000005,185.99999999999727,-163.0000000000109,-56.000000000011596,-85.99999999999852,,12.99999999997948
2021.09.20,-36.0000000000138,-132.000000000005,62.000000000006494,-104.99999999999955,-9.000000000014552,231.0000000000034,-168.99999999999693,153.99999999999858,165.00000000000404,-225.9999999999991,62.99999999999084,-158.99999999999181,,-161.0000000000174
2021.09.20,-2.999999999997449,-127.00000000000955,111.00000000001664,-37.00000000000925,28.999999999990145,195.00000000001182,-170.0000000000017,90.0000000000012,167.00000000000603,-177.99999999999727,-59.000000000009045,-118.99999999999977,,-100.99999999999821
2021.09.20,65.00000000000395,-106.00000000000875,228.00000000000597,18.999999999991246,78.99999999998464,179.00000000001802,-134.00000000000034,43.999999999999595,187.00000000000384,-76.99999999999818,-202.9999999999976,-22.999999999996135,,258.00000000000625
2021.09.20,131.99999999999878,-35.0000000000108,294.0000000000165,23.999999999990695,137.9999999999937,157.00000000000713,-58.9999999999975,39.00000000000014,211.00000000000563,90.00000000000341,-363.0000000000022,76.99999999999818,,705.0000000000036
2021.09.20,215.99999999999397,-51.00000000000193,344.00000000001097,86.99999999999264,156.99999999998494,163.00000000000205,-13.00000000000523,12.999999999996348,223.00000000000654,168.00000000000637,-602.999999999998,97.99999999999898,,801.9999999999878
2021.09.20,180.99999999998673,9.000000000000341,452.00000000000796,44.99999999999504,160.99999999998892,117.00000000001154,9.000000000000341,27.999999999994696,197.99999999999818,205.0000000000125,-539.0000000000006,219.0000000000083,,1085.0000000000039
2021.09.20,157.00000000000713,-48.00000000000182,392.00000000001455,57.99999999999139,147.99999999999258,109.00000000000354,-51.00000000000193,14.999999999998348,177.00000000000495,104.99999999998977,-435.0000000000076,132.99999999999557,,759.9999999999864
2021.09.20,156.00000000000057,-45.000000000001705,395.000000000012,134.0000000000008,142.99999999998204,101.00000000001774,-54.000000000002046,-52.000000000007596,168.99999999999693,104.99999999998977,-497.99999999999847,135.00000000000512,,688.9999999999951
2021.09.20,170.00000000000347,-21.000000000000796,409.99999999999926,48.99999999999905,181.9999999999933,101.00000000001774,-46.999999999997044,12.999999999996348,196.00000000000728,153.99999999999636,-453.0000000000145,165.00000000000625,,919.0000000000067
2021.09.20,202.9999999999976,-32.00000000001069,446.0000000000131,80.99999999999774,222.99999999999542,107.99999999999699,-64.00000000000716,-24.000000000001798,235.00000000000742,175.00000000001137,-561.9999999999958,179.00000000000205,,968.0000000000063
2021.09.20,153.00000000000313,-15.000000000000568,361.0000000000113,72.99999999998974,196.99999999998053,101.00000000001774,-70.99999999999795,-26.999999999999247,207.00000000000162,145.00000000001023,-429.00000000001273,138.00000000000523,,833.0000000000091
2021.09.20,137.9999999999937,-20.000000000010232,324.0000000000132,29.999999999996696,184.99999999999073,109.00000000000354,-78.00000000000296,12.999999999996348,207.00000000000162,122.99999999999045,-378.999999999996,108.00000000000409,,759.9999999999812
2021.09.20,197.99999999998707,36.99999999999193,484.00000000001774,102.99999999999754,184.99999999999073,141.00000000001333,36.99999999999193,-26.000000000003798,226.00000000000398,268.0000000000007,-509.00000000000387,259.00000000000034,,1402.9999999999877
2021.09.20,350.00000000000585,54.000000000002046,545.0000000000177,136.99999999999824,360.9999999999891,109.00000000000354,24.00000000000091,-72.0000000000054,319.99999999999807,459.0000000000032,-519.0000000000028,311.00000000000705,,2079.0000000000173
