date,EURJPY,AUDNZD,empty,sum
2019.07.22,-42.00000000000159,-82.00000000000429,,-124.00000000000588
2019.07.22,-55.00000000000682,-73.00000000001194,,-128.00000000001876
2019.07.22,-79.00000000000773,-148.99999999999915,,-228.00000000000688
2019.07.22,-121.00000000000932,-136.00000000000279,,-257.0000000000121
2019.07.22,-121.99999999999989,-165.00000000001512,,-287.000000000015
2019.07.22,-132.000000000005,-136.00000000000279,,-268.0000000000078
2019.07.22,-136.0000000000099,-119.00000000000244,,-255.00000000001234
2019.07.22,-219.0000000000083,-95.00000000000064,,-314.0000000000089
2019.07.22,-252.00000000000955,-93.00000000000975,,-345.0000000000193
2019.07.22,-313.0000000000024,-57.00000000001815,,-370.0000000000205
2019.07.22,-279.0000000000106,-51.000000000001044,,-330.0000000000116
2019.07.22,-268.0000000000007,21.999999999988695,,-246.000000000012
2019.07.22,-299.0000000000066,100.99999999999554,,-198.00000000001106
2019.07.22,-300.00000000001137,123.99999999999079,,-176.00000000002058
2019.07.22,-288.0000000000109,142.99999999998204,,-145.00000000002888
2019.07.22,-308.00000000000693,154.99999999999403,,-153.0000000000129
2019.07.22,-323.0000000000075,137.9999999999937,,-185.0000000000138
2019.07.22,-314.00000000000716,133.99999999998968,,-180.00000000001748
2019.07.22,-338.0000000000081,139.9999999999846,,-198.00000000002348
2019.07.22,-298.0000000000018,119.99999999998678,,-178.00000000001504
2019.07.22,-293.00000000000637,117.99999999999588,,-175.0000000000105
2019.07.22,-214.00000000001285,136.00000000000279,,-78.00000000001006
2019.07.22,-200.00000000000284,141.99999999999767,,-58.00000000000517
2019.07.22,-182.00000000000216,143.99999999998857,,-38.000000000013586
2019.07.22,-195.0000000000074,141.99999999999767,,-53.00000000000972
2019.07.22,-200.00000000000284,136.99999999998712,,-63.00000000001572
2019.07.22,-245.00000000000455,112.99999999998533,,-132.0000000000192
2019.07.22,-263.00000000000523,88.99999999998354,,-174.00000000002169
2019.07.22,-227.00000000000387,72.99999999998974,,-154.00000000001413
2019.07.22,-227.00000000000387,96.99999999999153,,-130.00000000001234
2019.07.22,-264.00000000001,68.99999999998573,,-195.00000000002427
2019.07.22,-252.00000000000955,66.99999999999484,,-185.00000000001472
2019.07.22,-240.99999999999966,103.99999999999298,,-137.00000000000668
2019.07.22,-295.0000000000017,69.9999999999923,,-225.0000000000094
2019.07.22,-305.0000000000068,71.99999999998319,,-233.00000000002365
2019.07.22,-246.9999999999999,65.99999999998829,,-181.0000000000116
2019.07.22,-215.0000000000034,113.99999999999189,,-101.00000000001153
2019.07.22,-220.00000000001307,107.99999999999699,,-112.00000000001609
2019.07.22,-205.0000000000125,114.99999999999844,,-90.00000000001407
2019.07.22,-221.00000000000364,113.99999999999189,,-107.00000000001175
2019.07.22,-206.00000000000307,93.99999999999409,,-112.00000000000898
2019.07.22,-162.00000000000614,75.00000000000284,,-87.0000000000033
2019.07.22,-136.0000000000099,81.9999999999821,,-54.000000000027796
2019.07.22,-137.00000000000045,52.99999999999194,,-84.00000000000851
2019.07.22,-139.00000000001,48.000000000003595,,-91.00000000000641
2019.07.22,-124.00000000000944,35.999999999991594,,-88.00000000001785
2019.07.22,-117.00000000000443,37.99999999998249,,-79.00000000002194
2019.07.22,-127.00000000000955,-2.0000000000131024,,-129.00000000002265
2019.07.23,-101.0000000000133,-29.00000000001235,,-130.00000000002564
2019.07.23,-111.0000000000042,-58.000000000002494,,-169.0000000000067
2019.07.23,-115.99999999999966,-42.0000000000087,,-158.00000000000836
2019.07.23,-110.00000000001364,-39.00000000001125,,-149.0000000000249
2019.07.23,-146.0000000000008,-42.0000000000087,,-188.0000000000095
2019.07.23,-124.00000000000944,-290.9999999999968,,-415.00000000000625
2019.07.23,-191.0000000000025,-287.000000000015,,-478.0000000000175
2019.07.23,-262.00000000000045,-285.00000000000193,,-547.0000000000024
2019.07.23,-219.0000000000083,-216.00000000001617,,-435.00000000002444
2019.07.23,-208.00000000001262,-217.0000000000005,,-425.00000000001313
2019.07.23,-187.00000000001182,-225.00000000000853,,-412.00000000002035
2019.07.23,-175.00000000001137,-277.00000000001614,,-452.0000000000275
2019.07.23,-168.00000000000637,-290.00000000001245,,-458.0000000000188
2019.07.23,-155.00000000000114,-289.0000000000059,,-444.00000000000705
2019.07.23,-162.00000000000614,-253.00000000001432,,-415.00000000002046
2019.07.23,-240.99999999999966,-256.00000000001177,,-497.0000000000114
2019.07.23,-228.00000000000864,-240.00000000001796,,-468.0000000000266
