date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,NZDUSD,CHFJPY,CADCHF,AUDCHF,GBPAUD,EURJPY,EURCAD,EURNZD,CADJPY,AUDJPY,AUDCAD,AUDNZD,empty,sum
2016.02.29,-117.00000000000044,-24.000000000001798,0.0,-31.999999999996476,-140.99999999999113,-100.00000000000009,-139.00000000001,-52.000000000007596,-144.99999999999514,-69.00000000000794,0.0,-2.999999999997449,-207.99999999998596,-6.000000000000227,-55.999999999997385,-48.99999999999905,-100.0000000000112,,-1241.000000000002
2016.02.29,-67.00000000000594,0.0,22.999999999995246,-0.999999999990564,-195.9999999999962,-51.000000000001044,-118.99999999999977,-73.00000000000084,-99.00000000000463,-24.000000000001798,-252.00000000000955,160.99999999998892,-142.99999999998204,42.00000000000159,-239.99999999999488,-28.000000000005798,-4.000000000004,,-1071.0000000000114
2016.02.29,-114.00000000000298,46.999999999997044,-15.999999999993797,159.00000000000603,-323.99999999999096,19.999999999997797,83.99999999998897,-103.00000000000864,-136.00000000000279,55.99999999998939,-280.00000000000114,173.99999999998528,-161.99999999999548,205.0000000000125,-262.00000000000045,80.99999999999774,14.000000000002899,,-557.0000000000186
2016.02.29,-14.999999999998348,17.000000000000348,60.99999999999994,233.0000000000041,-462.9999999999912,12.000000000000899,40.99999999999682,-181.00000000000892,-134.0000000000008,-95.00000000000064,-344.99999999999886,363.9999999999866,-177.99999999998929,326.0000000000076,-278.99999999999636,200.99999999999562,-69.00000000000794,,-504.0000000000005
2016.02.29,-12.000000000000899,-69.9999999999923,60.99999999999994,94.0000000000083,-434.000000000001,-173.00000000000094,-60.000000000002274,-208.00000000000819,-71.99999999999429,-126.0000000000039,-143.00000000000068,443.99999999999994,129.00000000000134,239.00000000000432,-340.0000000000034,82.99999999999974,-253.99999999999866,,-841.999999999993
2016.02.29,-60.00000000000449,-150.00000000000568,38.0000000000047,121.00000000000932,-459.99999999999375,-200.00000000000017,-44.00000000001114,-173.00000000000094,-92.99999999999864,-97.00000000001374,-299.99999999999716,442.9999999999934,328.00000000001717,273.00000000001035,-317.0000000000073,125.99999999999278,-251.00000000000122,,-816.0000000000063
2016.02.29,-41.000000000002146,-25.999999999992696,93.00000000000975,266.9999999999959,-384.00000000000654,-99.00000000000463,146.0000000000008,-101.00000000000664,-129.9999999999968,-157.00000000000713,-412.00000000000614,392.9999999999989,155.00000000001623,350.0000000000085,-346.00000000000364,170.99999999999892,-256.99999999999613,,-377.99999999999346
2016.02.29,-34.000000000000696,-21.999999999988695,117.00000000001154,480.000000000004,-234.00000000000088,-80.00000000000229,233.99999999999466,-115.00000000000954,-90.99999999999665,-17.000000000000348,-454.00000000000773,285.99999999998624,211.00000000000563,402.000000000001,-486.0000000000042,22.999999999995246,-100.99999999999554,,118.99999999999176
2016.02.29,73.00000000000084,-4.999999999988347,141.99999999999767,487.000000000009,-235.99999999999176,-107.99999999999699,237.99999999999955,-116.00000000000499,-19.999999999997797,58.99999999998684,-463.0000000000081,289.0000000000059,333.0000000000055,387.00000000000045,-542.0000000000016,9.999999999998899,-185.00000000001293,,343.00000000000205
2016.02.29,-48.99999999999905,5.000000000010552,134.99999999999625,558.0000000000069,-215.99999999999397,-156.00000000000057,308.9999999999975,-96.00000000000719,-119.00000000000244,-90.00000000001229,-514.00000000001,307.99999999999716,410.0000000000215,450.00000000000284,-454.00000000000773,90.99999999999665,-361.0000000000113,,210.99999999998482
2016.02.29,-96.00000000000719,-87.99999999999919,97.9999999999981,492.00000000000443,-296.0000000000074,-189.00000000000583,423.9999999999924,-10.000000000010001,-136.99999999999824,-121.00000000001555,-507.000000000005,278.9999999999848,542.0000000000202,432.00000000000216,-436.9999999999976,100.00000000000009,-357.00000000000733,,128.999999999949
2016.02.29,-96.00000000000719,-75.00000000000284,94.00000000001629,519.0000000000055,-350.9999999999902,-224.000000000002,453.9999999999935,-38.0000000000047,-166.99999999999494,-205.00000000001074,-569.0000000000026,360.9999999999891,553.0000000000035,502.00000000000955,-448.0000000000075,171.99999999999437,-402.0000000000135,,79.99999999997556
2016.02.29,-79.00000000000685,-45.000000000006146,60.99999999999994,603.9999999999992,-252.99999999999213,-153.00000000000313,500.0,-19.00000000000235,-219.99999999999798,-302.0000000000023,-634.0000000000003,197.99999999998707,301.0000000000179,484.99999999999943,-409.000000000006,204.99999999999963,-411.0000000000058,,-171.00000000001987
2016.02.29,-68.99999999999685,43.999999999999595,73.00000000001194,618.9999999999998,-201.00000000000674,-56.0000000000005,454.9999999999983,-48.000000000003595,-256.0000000000007,-317.0000000000117,-703.000000000003,187.00000000000384,98.0000000000203,484.99999999999943,-429.00000000000205,236.99999999999832,-321.0000000000157,,-202.00000000000935
2016.02.29,24.000000000001798,157.00000000000713,177.00000000000495,808.0000000000069,-170.00000000000347,-46.00000000000159,600.9999999999991,-57.00000000000705,-236.00000000000287,-323.0000000000066,-780.0000000000011,343.99999999998875,217.0000000000005,632.000000000005,-472.999999999999,285.9999999999974,-364.00000000000875,,796.9999999999812
2016.02.29,54.999999999993946,171.99999999999437,214.00000000000307,881.0000000000002,-275.000000000003,-29.000000000001247,640.9999999999911,-119.00000000000244,-195.9999999999962,-239.00000000001143,-841.9999999999987,383.99999999998437,304.00000000001535,687.0000000000118,-599.0000000000038,270.99999999999903,-316.0000000000052,,993.9999999999716
2016.02.29,82.99999999999974,168.0000000000126,263.00000000001324,1024.000000000001,-300.99999999999574,-96.00000000000719,765.0000000000006,-159.00000000000912,-136.99999999999824,-116.00000000000499,-953.000000000003,533.0000000000057,406.00000000001745,817.0000000000073,-831.0000000000031,126.99999999999933,-282.0000000000045,,1311.0000000000307
2016.02.29,58.000000000002494,139.00000000000023,263.99999999999756,939.0000000000072,-309.99999999998806,-14.999999999998348,695.999999999998,-156.00000000000057,-94.00000000000519,0.0,-871.9999999999999,487.99999999999955,335.00000000001864,742.0000000000044,-718.9999999999941,186.99999999999272,-130.0000000000079,,1552.000000000027
2016.02.29,21.999999999999797,38.0000000000047,270.99999999999903,820.999999999998,-238.0000000000049,-9.999999999998899,559.9999999999881,-114.00000000000298,-114.99999999999844,-43.999999999999595,-808.0000000000069,458.00000000000284,302.0000000000023,605.000000000004,-757.000000000005,131.99999999999878,-182.99999999999983,,939.9999999999809
2016.02.29,49.99999999999449,171.99999999999437,294.0000000000165,832.9999999999984,-252.99999999999213,-7.9999999999968985,557.9999999999927,-112.000000000001,-173.9999999999964,68.00000000000139,-704.9999999999983,468.00000000000176,240.00000000001796,621.0000000000093,-632.000000000005,173.00000000000094,-175.99999999999838,,1417.0000000000398
2016.02.29,-124.00000000000189,148.99999999999915,155.00000000001623,885.0000000000051,-397.99999999998727,31.999999999998696,664.0000000000015,-219.00000000000253,-246.00000000000176,-65.00000000000395,-862.9999999999995,524.9999999999977,-118.99999999998023,775.0000000000057,-778.9999999999964,212.99999999999653,-32.0000000000098,,553.0000000000373
2016.02.29,-214.99999999999852,38.0000000000047,62.000000000006494,891.9999999999959,-402.9999999999978,119.99999999999788,864.9999999999949,-72.0000000000054,-392.00000000000347,-419.0000000000138,-1189.0000000000073,363.9999999999866,-567.9999999999907,780.0000000000011,-634.0000000000003,414.00000000000324,-50.0000000000167,,-407.00000000004314
2016.02.29,-218.00000000000708,103.99999999999298,-24.999999999986144,942.0000000000073,-492.9999999999879,85.99999999999719,952.9999999999887,-60.00000000000449,-378.00000000000057,-272.00000000000557,-1198.0000000000075,390.0000000000015,-311.99999999997897,905.0000000000011,-626.9999999999953,453.0000000000034,-121.99999999999989,,128.00000000001864
2016.02.29,-337.99999999999386,35.00000000000725,-11.999999999989797,996.0000000000093,-764.9999999999934,49.99999999999449,1082.9999999999984,-129.00000000000134,-380.00000000000256,-160.00000000000458,-1177.0000000000068,489.99999999999045,-219.99999999999798,1005.0000000000097,-707.0000000000078,458.00000000000284,-92.00000000000318,,137.00000000001125
2016.02.29,-531.9999999999991,17.000000000000348,-167.9999999999904,760.9999999999957,-760.0000000000051,80.00000000000229,1085.9999999999986,-82.99999999999974,-800.9999999999961,-1007.0000000000024,-1255.0000000000095,202.9999999999976,-938.9999999999787,828.000000000003,-640.0000000000006,630.9999999999927,-285.00000000000193,,-2863.999999999993
2016.02.29,-419.9999999999982,-126.0000000000039,-95.00000000000064,1002.0000000000095,-642.9999999999936,129.00000000000134,1211.999999999989,-41.000000000002146,-629.0000000000018,-880.0000000000141,-1272.0000000000055,289.0000000000059,-600.0000000000006,945.0000000000074,-530.0000000000011,651.0000000000016,-266.0000000000107,,-1274.0000000000175
2016.02.29,-500.00000000001154,-99.00000000000463,-278.00000000000045,927.9999999999973,-655.0000000000056,146.00000000000168,1235.99999999999,-5.000000000010552,-631.9999999999992,-736.0000000000033,-1481.0000000000086,131.99999999999878,-829.9999999999974,956.0000000000031,-521.0000000000008,636.9999999999986,-150.00000000000568,,-1852.0000000000584
