date,AUDUSD,EURCHF,CHFJPY,NZDCHF,EURGBP,GBPJPY,EURJPY,CADJPY,NZDJPY,empty,sum
2016.03.28,-96.00000000000719,0.0,-192.99999999999784,-48.99999999999905,-105.99999999999498,-46.999999999997044,-69.00000000000261,-21.000000000000796,-58.9999999999975,,-639.9999999999969
2016.03.28,-121.99999999999989,-25.00000000000835,-198.99999999999807,-81.9999999999932,2.999999999997449,-228.00000000000864,-237.99999999999955,-123.99999999999523,-167.0000000000016,,-1182.000000000007
2016.03.28,-81.00000000000884,-96.99999999999153,-221.00000000000364,-248.99999999999923,-32.999999999994145,-314.9999999999977,-251.00000000000477,-242.00000000000443,-311.00000000000705,,-1800.0000000000111
2016.03.28,-81.00000000000884,-70.99999999999883,-224.00000000000375,-181.9999999999933,-0.999999999995449,-375.0,-269.999999999996,-239.00000000000432,-239.00000000000432,,-1682.000000000005
2016.03.28,-45.000000000006146,-80.99999999999774,-207.9999999999984,-185.99999999999727,-19.00000000000235,-376.0000000000048,-228.9999999999992,-250.0,-234.00000000000887,,-1628.0000000000148
2016.03.28,-82.00000000000429,-62.000000000006494,-293.99999999999693,-151.00000000000114,-12.999999999996348,-466.0000000000082,-311.9999999999976,-301.9999999999925,-233.0000000000041,,-1915.0000000000075
2016.03.28,-166.00000000001057,-53.999999999998494,-359.99999999999943,-129.9999999999968,2.000000000002,-454.00000000000773,-308.00000000000693,-283.9999999999918,-209.00000000000318,,-1963.0000000000127
2016.03.28,-143.9999999999997,-28.000000000005798,-417.0000000000016,-158.99999999999804,23.00000000000635,-493.9999999999998,-384.00000000000034,-352.00000000000387,-295.0000000000017,,-2250.0000000000045
2016.03.28,-108.00000000000809,-1.0000000000065512,-457.00000000000784,-143.9999999999997,45.000000000006146,-530.0000000000011,-433.00000000000693,-390.99999999999113,-334.0000000000032,,-2353.000000000018
2016.03.28,-57.00000000000705,18.0000000000069,-468.0000000000035,-141.99999999999767,29.999999999996696,-524.0000000000009,-403.0000000000058,-412.9999999999967,-328.00000000000296,,-2287.000000000011
2016.03.28,-68.00000000000139,17.000000000000348,-521.0000000000008,-121.99999999999989,28.000000000005798,-632.000000000005,-481.9999999999993,-509.00000000000034,-356.00000000000875,,-2645.000000000009
2016.03.28,-120.00000000000898,5.000000000010552,-560.0000000000023,-113.99999999999189,23.00000000000635,-676.0000000000161,-548.0000000000018,-506.9999999999908,-362.99999999999955,,-2859.9999999999945
2016.03.28,-119.00000000000244,-1.999999999990898,-572.0000000000027,-86.99999999999264,41.000000000002146,-688.0000000000166,-561.000000000007,-487.99999999999955,-353.9999999999992,,-2830.000000000009
2016.03.28,-63.00000000000195,8.000000000008,-572.0000000000027,-134.99999999999625,14.999999999998348,-728.0000000000086,-561.9999999999976,-516.9999999999959,-405.00000000000114,,-2958.999999999998
2016.03.28,5.999999999994898,19.999999999997797,-564.9999999999977,-156.00000000000057,17.000000000000348,-711.0000000000127,-536.0000000000014,-530.9999999999917,-435.0000000000023,,-2891.000000000013
2016.03.28,15.999999999993797,24.000000000001798,-500.0,-130.99999999999224,26.000000000003798,-587.9999999999939,-466.0000000000082,-486.99999999999477,-350.9999999999991,,-2456.999999999989
2016.03.28,32.999999999994145,18.0000000000069,-531.9999999999965,-145.9999999999906,-20.999999999993246,-700.9999999999934,-506.0000000000002,-525.9999999999962,-399.0000000000009,,-2779.99999999997
2016.03.28,68.99999999999685,-11.999999999989797,-585.000000000008,-195.00000000000074,-19.999999999997797,-826.9999999999982,-558.9999999999975,-584.9999999999937,-457.9999999999984,,-3171.9999999999873
2016.03.28,141.99999999999767,-9.999999999998899,-505.00000000000966,-193.99999999999417,-46.00000000000159,-760.9999999999957,-475.9999999999991,-560.0000000000023,-427.0000000000067,,-2837.0000000000105
2016.03.28,137.9999999999937,26.999999999999247,-579.9999999999983,-196.99999999999162,-63.00000000000195,-775.0000000000057,-493.9999999999998,-567.9999999999978,-466.0000000000082,,-2978.0000000000105
2016.03.28,116.99999999998934,-17.000000000000348,-594.9999999999989,-274.9999999999919,-153.00000000000313,-1116.0000000000139,-590.0000000000034,-632.9999999999956,-581.0000000000031,,-3843.000000000021
2016.03.28,236.99999999999832,12.999999999996348,-582.0000000000078,-275.99999999999847,-175.99999999999838,-1091.0000000000082,-546.0000000000065,-621.9999999999999,-563.0000000000024,,-3606.000000000027
2016.03.28,206.99999999999054,60.99999999999994,-629.0000000000049,-229.00000000000142,-171.99999999999437,-1049.0000000000066,-510.0000000000051,-593.9999999999941,-518.0000000000007,,-3433.0000000000164
2016.03.28,207.99999999999707,65.00000000000395,-528.0000000000058,-234.00000000000088,-158.99999999999804,-939.9999999999977,-436.00000000000705,-486.99999999999477,-493.9999999999998,,-3005.0000000000027
2016.03.28,192.99999999999872,62.99999999999084,-554.000000000002,-251.99999999999667,-180.0000000000024,-959.0000000000032,-438.0000000000024,-477.99999999999443,-515.0000000000006,,-3120.0000000000123
2016.03.28,188.9999999999947,49.00000000001015,-539.0000000000015,-266.999999999995,-183.99999999999528,-1012.0000000000005,-456.00000000000307,-487.99999999999955,-524.0000000000009,,-3231.999999999991
2016.03.28,200.00000000000017,38.0000000000047,-585.000000000008,-263.99999999999756,-165.9999999999995,-1021.000000000015,-513.0000000000052,-618.9999999999998,-554.000000000002,,-3484.000000000022
2016.03.28,197.99999999999818,35.00000000000725,-561.9999999999976,-271.9999999999945,-158.99999999999804,-1020.0000000000102,-489.0000000000043,-573.9999999999981,-563.0000000000024,,-3405.9999999999995
2016.03.28,159.9999999999935,45.99999999999049,-551.0000000000019,-300.0000000000003,-164.99999999999292,-978.0000000000086,-460.9999999999985,-533.0000000000013,-570.999999999998,,-3353.0000000000173
2016.03.28,166.99999999999494,11.00000000000545,-510.0000000000051,-310.9999999999946,-163.00000000000205,-983.0000000000041,-463.0000000000081,-487.99999999999955,-561.000000000007,,-3301.00000000002
2016.03.28,179.99999999999127,0.0,-501.0000000000048,-349.99999999999477,-166.99999999999494,-989.0000000000043,-471.00000000000364,-590.0000000000034,-585.000000000008,,-3473.0000000000227
2016.03.28,217.99999999999596,22.999999999995246,-534.9999999999966,-473.99999999999665,-376.99999999999403,-1402.0000000000152,-445.0000000000074,-631.9999999999908,-725.9999999999991,,-4350.000000000009
2016.03.28,316.99999999998954,-18.0000000000069,-647.0000000000056,-436.9999999999985,-370.9999999999991,-1558.9999999999975,-638.0000000000052,-656.9999999999965,-713.0000000000081,,-4723.000000000028
2016.03.28,407.99999999999727,-49.99999999999449,-677.9999999999973,-392.9999999999989,-519.0000000000028,-1801.9999999999925,-614.0000000000043,-697.9999999999933,-722.0000000000084,,-5067.999999999995
2016.03.28,344.99999999999534,12.000000000012001,-716.9999999999987,-356.9999999999962,-424.9999999999976,-1754.9999999999955,-677.0000000000067,-727.0000000000039,-737.9999999999995,,-5038.999999999991
2016.03.28,330.9999999999924,-5.999999999994898,-802.0000000000067,-297.9999999999983,-329.999999999997,-1647.9999999999961,-746.9999999999999,-659.9999999999966,-695.0000000000074,,-4855.000000000005
2016.03.28,338.9999999999893,-51.000000000001044,-778.9999999999964,-312.00000000000114,-314.99999999999864,-1655.0000000000011,-742.0000000000044,-685.0000000000023,-700.0000000000028,,-4900.000000000019
2016.03.28,348.9999999999993,17.000000000000348,-769.0000000000055,-290.9999999999968,-303.9999999999932,-1581.9999999999936,-736.0000000000042,-733.0000000000041,-692.0000000000073,,-4741.0000000000055
2016.03.28,319.99999999999807,28.000000000005798,-793.0000000000064,-285.9999999999974,-298.9999999999937,-1546.999999999997,-716.0000000000082,-751.9999999999953,-694.0000000000026,,-4738.999999999997
2016.03.28,271.9999999999945,68.00000000000139,-786.0000000000014,-274.9999999999919,-329.999999999997,-1548.0000000000018,-695.0000000000074,-798.0000000000018,-707.9999999999984,,-4800.000000000004
2016.03.28,268.99999999999704,69.9999999999923,-816.0000000000025,-261.0000000000001,-332.99999999999443,-1603.0000000000086,-695.999999999998,-816.0000000000025,-665.0000000000063,,-4851.000000000024
2016.03.28,219.99999999999798,73.99999999999629,-766.0000000000053,-227.99999999999488,-332.99999999999443,-1604.0000000000134,-688.0000000000024,-786.9999999999919,-646.0000000000008,,-4758.000000000009
2016.03.28,218.99999999999142,17.000000000000348,-731.9999999999993,-326.9999999999995,-388.9999999999949,-1661.0000000000014,-665.9999999999968,-840.999999999994,-686.9999999999976,,-5066.999999999991
2016.03.28,285.9999999999974,24.000000000001798,-692.0000000000073,-359.99999999999363,-390.0000000000015,-1688.999999999993,-653.0000000000058,-813.0000000000024,-742.0000000000044,,-5029.000000000009
2016.03.28,300.99999999999574,35.999999999991594,-728.9999999999992,-334.00000000000097,-395.0000000000009,-1721.0000000000036,-670.0000000000017,-808.9999999999975,-742.0000000000044,,-5063.000000000021
2016.03.28,310.9999999999946,43.999999999999595,-756.0000000000002,-347.9999999999928,-419.9999999999982,-1798.0000000000018,-713.0000000000081,-837.0000000000033,-767.0000000000101,,-5284.000000000021
2016.03.28,330.9999999999924,34.000000000000696,-763.9999999999958,-346.9999999999973,-417.0000000000007,-1825.9999999999934,-730.000000000004,-850.9999999999991,-781.0000000000059,,-5351.000000000004
