date,GBPUSD,USDJPY,USDCAD,AUDUSD,GBPCHF,AUDCHF,NZDCHF,EURJPY,EURCAD,CADJPY,AUDCAD,NZDCAD,empty,sum
2018.09.17,-69.00000000000794,-15.000000000000568,-9.999999999998899,-26.999999999999247,-68.99999999998573,-9.00000000000345,-45.000000000006146,-121.00000000000932,-119.99999999998678,-12.000000000000455,-19.00000000000235,-141.99999999999767,,-657.9999999999986
2018.09.17,-85.00000000000173,-12.999999999991019,-85.00000000000173,-36.999999999998145,-112.99999999998533,-57.00000000000705,-65.99999999999939,-116.00000000001387,-159.99999999998238,-44.00000000001114,-78.00000000000028,-187.00000000000384,,-1040.999999999996
2018.09.17,-75.00000000000284,-39.00000000000148,-73.99999999999629,-17.000000000000348,-49.99999999999449,-15.00000000000945,-43.00000000000415,-99.99999999999432,-129.99999999998568,-80.0000000000125,-48.000000000003595,-155.00000000000514,,-826.0000000000103
2018.09.17,-80.99999999999774,31.00000000000591,-72.0000000000054,-11.00000000000545,-60.99999999999994,-6.0000000000060005,-19.00000000000235,-3.0000000000143245,-106.99999999999044,-82.99999999999841,-45.000000000006146,-116.00000000000499,,-573.0000000000252
2018.09.17,-80.99999999999774,-12.000000000000455,-80.99999999999774,2.999999999997449,-56.99999999999594,15.999999999993797,19.999999999997797,-26.00000000001046,-95.00000000000064,-69.00000000000261,-18.0000000000069,-70.0000000000034,,-470.00000000002683
2018.09.17,-49.00000000001015,14.000000000010004,-85.00000000000173,46.999999999997044,-21.999999999988695,66.99999999999484,60.99999999999994,-34.99999999999659,-114.99999999999844,-74.00000000001228,17.000000000000348,-31.999999999998696,,-206.00000000000438
2018.09.17,-80.99999999999774,11.00000000000989,-116.00000000000499,14.000000000002899,-52.99999999999194,32.999999999994145,0.0,-81.00000000001728,-191.99999999999218,-93.00000000000352,-41.000000000002146,-119.00000000000244,,-718.0000000000052
2018.09.17,-107.99999999999699,-90.99999999999397,-66.00000000001049,-24.999999999997247,-92.00000000000318,-20.0000000000089,-43.00000000000415,-192.00000000000728,-140.99999999999113,-52.00000000000671,-46.00000000000159,-143.9999999999997,,-1020.0000000000214
2018.09.17,-101.00000000001774,-104.99999999998977,-55.000000000005045,-31.999999999998696,-83.9999999999952,-20.0000000000089,-43.999999999999595,-228.00000000000864,-158.99999999999804,13.999999999995794,-50.0000000000056,-160.00000000000458,,-1024.0000000000362
2018.09.17,-100.0000000000112,-45.000000000001705,-38.99999999998904,-40.00000000000669,-53.999999999998494,-15.00000000000945,-36.999999999998145,-168.00000000000637,-167.9999999999904,-16.000000000005343,-55.000000000005045,-143.00000000000423,,-880.000000000026
2018.09.17,-117.00000000001154,14.000000000010004,-63.99999999999739,-29.999999999996696,-58.99999999998684,-1.0000000000065512,-43.999999999999595,-84.00000000000318,-145.99999999997948,-55.00000000000682,-51.000000000001044,-165.9999999999995,,-802.9999999999786
