date,GBPCHF,EURCHF,CHFJPY,CADCHF,EURJPY,AUDCAD,empty,sum
2018.10.22,-229.99999999999687,-15.999999999993797,-97.99999999999898,-146.99999999999713,-37.00000000000614,-191.00000000000784,,-719.0000000000008
2018.10.22,-195.9999999999962,7.0000000000014495,-115.0000000000091,-180.99999999999784,-4.000000000019099,-238.0000000000049,,-727.0000000000257
2018.10.22,-228.00000000000597,108.00000000001918,-19.000000000005457,-161.00000000000003,33.999999999991815,-202.0000000000022,,-468.0000000000026
2018.10.22,-229.99999999999687,257.0000000000183,95.99999999998943,-136.99999999999824,140.99999999999113,-156.00000000000057,,-28.999999999996817
2018.10.22,-194.0000000000053,262.00000000000665,125.99999999999056,-129.9999999999968,155.9999999999775,-109.99999999999899,,109.99999999997364
2018.10.22,-215.00000000000963,230.00000000001907,75.9999999999934,-161.99999999999548,158.99999999999181,-101.00000000000664,,-13.00000000000746
2018.10.22,-212.00000000001216,207.00000000000162,112.99999999999955,-168.00000000000148,167.99999999997794,-102.00000000000209,,5.999999999963379
2018.10.22,-156.00000000000057,197.00000000000273,180.99999999999739,-178.99999999999582,290.9999999999968,131.99999999999878,,465.9999999999993
2018.10.22,-151.00000000001222,224.000000000002,122.99999999999045,-153.99999999999858,209.99999999997954,121.99999999999989,,373.99999999996106
2018.10.22,-161.00000000001114,228.00000000000597,59.99999999998806,-163.00000000000205,121.99999999998568,39.00000000000014,,124.99999999996666
2018.10.22,-195.00000000001182,235.00000000000742,50.99999999998772,-171.99999999999437,75.9999999999934,-1.0000000000065512,,-6.000000000024201
2018.10.22,-243.00000000001543,241.00000000000233,0.0,-188.9999999999947,36.000000000001364,-14.000000000002899,,-169.00000000000935
2018.10.22,-243.00000000001543,256.00000000001177,-16.000000000005343,-193.99999999999417,1.999999999981128,-2.000000000002,,-197.00000000002404
2018.10.22,-243.00000000001543,262.00000000000665,-97.00000000000841,-207.00000000000162,-103.00000000000864,-25.00000000000835,,-413.0000000000358
2018.10.22,-238.0000000000049,246.00000000001288,-86.00000000001273,-202.9999999999976,-67.00000000000728,-24.000000000001798,,-372.0000000000115
2018.10.22,-251.00000000000122,269.00000000000813,-36.000000000001364,-217.0000000000005,-44.00000000001114,66.99999999999484,,-212.0000000000113
2018.10.22,-266.0000000000107,275.000000000003,-37.00000000000614,-251.00000000000122,-79.00000000000773,60.99999999999994,,-297.0000000000228
2018.10.22,-285.00000000000193,306.00000000000625,-41.00000000001103,-268.0000000000016,-78.00000000000296,76.99999999999375,,-289.0000000000175
2018.10.22,-295.0000000000008,316.0000000000052,-210.00000000000796,-246.99999999999721,-390.0000000000148,-87.00000000000374,,-913.0000000000193
2018.10.22,-341.00000000001353,395.000000000012,-315.00000000001194,-219.99999999999798,-537.0000000000061,-84.0000000000063,,-1102.0000000000239
2018.10.22,-319.0000000000026,374.0000000000077,-377.00000000000955,-196.99999999999162,-564.0000000000214,-69.00000000000794,,-1152.0000000000255
2018.10.22,-110.00000000001009,238.0000000000049,-437.0000000000118,-147.99999999999258,-527.0000000000152,-18.0000000000069,,-1002.0000000000318
2018.10.22,-189.00000000001694,217.0000000000005,-405.00000000000114,-268.99999999999704,-408.00000000001546,108.99999999999244,,-945.0000000000375
2018.10.22,-197.00000000000273,330.0000000000081,-148.00000000001035,-326.9999999999995,-280.00000000000114,141.00000000000225,,-481.0000000000034
2018.10.22,-128.000000000017,330.0000000000081,-212.0000000000033,-357.99999999999164,-332.00000000002206,121.99999999999989,,-578.000000000026
2018.10.22,-35.00000000000725,306.00000000000625,-183.00000000000693,-375.9999999999986,-313.0000000000166,124.99999999999733,,-476.00000000002586
2018.10.22,-17.000000000000348,268.0000000000016,-162.00000000000614,-376.99999999999403,-243.00000000002342,114.99999999999844,,-416.0000000000239
2018.10.22,-12.000000000012001,277.00000000001614,-210.00000000000796,-371.99999999999454,-263.00000000000523,163.99999999999747,,-416.00000000000614
2018.10.22,68.99999999998573,160.00000000000458,-209.00000000000318,-307.0000000000017,-207.00000000002206,146.00000000000168,,-348.0000000000349
2018.10.22,177.00000000000495,84.0000000000174,-267.0000000000101,-307.99999999999716,-153.99999999999636,142.99999999999312,,-324.9999999999882
2018.10.22,331.999999999999,74.0000000000185,-200.00000000000284,-290.00000000000136,-72.00000000000273,97.00000000000264,,-58.999999999986784
2018.10.22,541.9999999999981,9.000000000014552,-251.00000000000477,-204.99999999999963,-24.00000000000091,32.999999999994145,,104.00000000000145
2018.10.22,702.9999999999869,-116.99999999998934,-243.0000000000092,-203.99999999999307,127.9999999999859,56.0000000000005,,322.99999999998175
2018.10.22,646.9999999999976,-124.99999999999733,-256.0000000000002,-163.00000000000205,90.00000000000341,43.999999999999595,,237.00000000000097
2018.10.22,644.9999999999844,-120.99999999999334,-145.00000000001023,-163.99999999999747,229.99999999998977,83.9999999999952,,528.9999999999684
2018.10.22,560.9999999999893,-104.99999999999955,-248.00000000000466,-274.9999999999919,87.99999999999386,143.9999999999997,,164.99999999998673
2018.10.22,607.0000000000019,-139.9999999999846,-263.00000000000523,-270.99999999999903,169.9999999999875,258.9999999999981,,361.9999999999987
2018.10.22,514.9999999999987,-222.99999999999542,-231.99999999999932,-226.99999999999943,252.9999999999859,249.99999999999466,,335.9999999999851
2018.10.22,712.0000000000015,-206.99999999997942,-230.00000000000398,-139.00000000000023,280.00000000000114,198.99999999999363,,615.0000000000126
2018.10.22,678.0000000000008,-152.99999999998093,-138.00000000000523,-131.99999999999878,294.9999999999875,243.99999999999977,,794.0000000000032
2018.10.22,682.0000000000048,-200.00000000000017,-213.99999999999864,-120.99999999999334,239.99999999998067,242.99999999999324,,629.9999999999866
2018.10.22,707.9999999999975,-223.99999999997976,-246.9999999999999,-117.99999999999588,234.99999999998522,252.99999999999213,,606.9999999999993
2018.10.22,805.9999999999956,-264.9999999999819,-290.00000000000625,-70.99999999999883,263.9999999999816,266.999999999995,,710.9999999999851
2018.10.22,780.000000000003,-265.99999999998846,-305.0000000000068,-129.00000000000134,215.0000000000034,296.9999999999917,,592.0000000000015
2018.10.22,771.9999999999949,-222.99999999999542,-297.00000000001125,-178.00000000000037,219.99999999999886,330.9999999999924,,624.9999999999791
2018.10.22,764.9999999999934,-221.99999999998886,-290.00000000000625,-164.99999999999292,209.99999999997954,322.9999999999955,,620.9999999999804
2018.10.22,801.9999999999916,-234.00000000000088,-298.0000000000018,-187.9999999999993,259.9999999999909,334.00000000000097,,675.9999999999814
2018.10.22,827.9999999999843,-248.99999999998812,-287.00000000000614,-178.00000000000037,265.99999999999113,342.9999999999933,,722.9999999999741
2018.10.23,791.9999999999927,-291.9999999999812,-289.0000000000015,-180.0000000000024,281.99999999998226,365.99999999999966,,678.9999999999895
