date,USDCHF,GBPUSD,EURUSD,USDJPY,AUDUSD,CHFJPY,CADCHF,EURAUD,AUDJPY,AUDCAD,AUDNZD,empty,sum
2021.09.27,0.0,-27.999999999983594,0.0,-45.000000000001705,-102.00000000000209,-215.99999999999397,0.0,-486.999999999993,-159.9999999999966,-236.99999999999832,-158.0000000000137,,-1432.999999999983
2021.09.27,18.999999999991246,-95.00000000000064,31.999999999987594,-22.999999999996135,-139.00000000000023,-239.00000000000432,-118.00000000000699,-320.9999999999935,-195.99999999999795,-319.99999999999807,-192.00000000001438,,-1592.0000000000334
2021.09.27,24.999999999997247,-78.00000000000028,48.000000000003595,-16.999999999995907,-121.99999999999989,-277.000000000001,26.999999999999247,-195.9999999999962,-213.99999999999864,-253.99999999999866,-224.000000000002,,-1281.9999999999925
2021.09.27,117.00000000000044,-52.99999999999194,42.999999999993044,78.99999999999352,-126.99999999999933,-262.00000000000045,81.9999999999932,-165.9999999999995,-213.99999999999864,-271.9999999999945,-232.99999999999432,,-1005.9999999999984
2021.09.27,136.99999999999824,-48.99999999998794,46.999999999997044,70.99999999999795,-163.99999999999747,-242.00000000000443,105.99999999999498,-211.00000000000563,-262.999999999991,-297.00000000000284,-253.00000000001432,,-1118.0000000000155
2021.09.27,102.99999999999754,-56.99999999999594,15.999999999993797,60.99999999999284,-187.00000000000384,-263.00000000000523,104.99999999999955,-219.00000000001364,-259.9999999999909,-304.9999999999997,-256.00000000001177,,-1262.0000000000373
2021.09.27,97.9999999999981,-116.99999999998934,17.000000000000348,-25.000000000005684,-259.9999999999936,-262.00000000000045,115.99999999999389,-412.00000000001234,-363.9999999999901,-343.9999999999999,-300.99999999999574,,-1853.9999999999948
2021.09.27,118.99999999999133,-99.99999999998899,31.000000000003247,-19.000000000005457,-285.00000000000193,-174.99999999999716,183.99999999999528,-493.0000000000101,-356.9999999999993,-361.9999999999957,-293.99999999999426,,-1751.0000000000032
2021.09.27,117.00000000000044,-91.99999999998099,14.000000000002899,-9.000000000000341,-361.0000000000002,-168.99999999999693,218.99999999999142,-611.000000000006,-402.000000000001,-378.00000000000057,-368.00000000001273,,-2040.000000000004
2021.09.27,122.99999999999534,-154.99999999999403,1.999999999990898,-49.000000000006594,-407.99999999999727,-161.99999999999193,307.99999999999716,-686.0000000000089,-433.9999999999975,-353.99999999999875,-334.9999999999964,,-2150.000000000008
2021.09.27,118.99999999999133,-152.99999999998093,4.000000000004,-55.999999999997385,-392.00000000000347,-115.99999999999966,281.99999999999335,-652.0000000000082,-411.00000000000136,-380.999999999998,-358.9999999999982,,-2114.999999999998
2021.09.27,170.99999999999892,-63.99999999999739,35.999999999991594,-67.00000000000728,-400.9999999999958,-43.99999999999693,268.0000000000016,-731.9999999999993,-400.99999999999625,-410.9999999999947,-439.0000000000116,,-2084.0000000000073
2021.09.27,151.00000000000114,-95.00000000000064,18.0000000000069,-120.00000000000455,-370.9999999999991,-9.000000000000341,269.9999999999925,-670.9999999999993,-365.99999999999966,-385.99999999999744,-392.00000000001455,,-1971.0000000000152
2021.09.27,166.99999999999494,-118.99999999998023,8.000000000008,-141.9999999999959,-361.0000000000002,42.00000000000159,280.9999999999979,-600.0000000000006,-322.00000000000273,-370.9999999999991,-408.00000000000836,,-1824.9999999999848
2021.09.27,184.99999999999073,-140.99999999999113,4.999999999988347,-117.00000000000443,-348.9999999999993,43.00000000000637,285.9999999999974,-558.9999999999984,-311.9999999999976,-361.9999999999957,-414.00000000000324,,-1735.0000000000068
2021.09.27,191.99999999999218,-134.99999999999625,11.00000000000545,-128.0000000000001,-344.99999999999534,52.00000000000671,295.0000000000008,-556.0000000000009,-307.9999999999927,-354.9999999999942,-388.0000000000106,,-1664.999999999985
2021.09.27,207.99999999999707,-171.99999999999437,11.00000000000545,-126.00000000000477,-359.99999999999363,76.00000000000762,314.99999999999864,-595.9999999999966,-333.999999999989,-363.0000000000022,-422.9999999999956,,-1763.9999999999675
2021.09.27,244.99999999999523,-185.99999999999727,11.999999999989797,-103.9999999999992,-348.9999999999993,102.00000000000387,346.0000000000019,-604.0000000000045,-356.9999999999993,-343.9999999999999,-424.00000000000216,,-1663.000000000011
2021.09.27,300.99999999999574,-180.99999999998673,25.00000000000835,-43.99999999999693,-378.999999999996,81.00000000000307,429.99999999999704,-661.0000000000005,-424.99999999999716,-319.0000000000026,-445.0000000000065,,-1616.9999999999823
2021.09.27,282.99999999999994,-109.99999999998789,49.99999999999449,-33.00000000000125,-278.00000000000045,70.00000000000739,397.99999999999835,-544.9999999999955,-316.99999999999307,-236.99999999999832,-419.9999999999982,,-1138.9999999999745
2021.09.27,268.0000000000016,-261.9999999999845,109.99999999998789,-60.000000000002274,-319.99999999999807,88.99999999999864,461.0000000000003,-683.0000000000114,-338.99999999999864,-221.99999999999997,-364.00000000000875,,-1322.000000000015
2021.09.27,273.9999999999965,-312.00000000000114,106.99999999999044,-43.99999999999693,-297.9999999999983,76.99999999999818,437.999999999994,-693.9999999999947,-322.9999999999933,-219.99999999999798,-344.99999999999534,,-1339.9999999999986
2021.09.27,443.99999999999994,-336.9999999999873,273.9999999999965,42.00000000000159,-182.00000000000438,61.99999999999761,397.99999999999835,-592.9999999999991,-314.9999999999977,-258.9999999999981,-375.0000000000142,,-841.0000000000068
2021.09.27,461.0000000000003,-458.9999999999872,303.9999999999932,198.99999999999807,-168.00000000000148,61.00000000000705,395.99999999999636,-612.9999999999969,-369.99999999999034,-275.99999999999847,-398.00000000000944,,-862.9999999999889
2021.09.27,356.00000000000074,-387.99999999998835,265.0000000000041,203.99999999999352,-224.9999999999974,-100.99999999999909,337.99999999999386,-692.0000000000038,-426.9999999999925,-303.9999999999932,-449.9999999999948,,-1423.9999999999768
2021.09.27,364.9999999999931,-383.99999999998437,246.99999999999721,242.999999999995,-192.00000000000327,-125.0,295.99999999999625,-570.0000000000039,-393.0000000000007,-297.9999999999983,-363.0000000000022,,-1174.0000000000111
2021.09.27,335.99999999999187,-383.99999999998437,231.99999999998778,250.0,-185.99999999999727,-164.00000000000148,270.99999999999903,-513.0000000000078,-403.99999999999636,-302.0000000000023,-373.00000000000114,,-1237.000000000012
2021.09.27,249.99999999999466,-415.99999999999415,173.00000000000094,200.9999999999934,-185.99999999999727,-272.99999999999613,249.99999999999466,-503.000000000009,-402.000000000001,-271.9999999999945,-383.0,,-1561.0000000000084
2021.09.27,285.9999999999974,-491.99999999998136,150.00000000000568,230.00000000000398,-161.99999999999548,-221.9999999999942,273.000000000001,-368.9999999999971,-387.00000000000045,-244.99999999999523,-407.0000000000018,,-1344.9999999999577
2021.09.27,408.9999999999927,-402.9999999999978,266.999999999995,304.00000000000205,-109.99999999999899,-117.00000000000443,329.00000000000153,-419.0000000000138,-349.9999999999943,-237.99999999999378,-392.00000000001455,,-720.0000000000263
2021.09.27,381.99999999999346,-362.99999999998,242.99999999999324,219.99999999999886,-90.99999999999665,-102.99999999999443,259.9999999999936,-336.00000000000296,-295.99999999999227,-268.99999999999704,-378.999999999996,,-731.9999999999802
2021.09.27,313.99999999999204,-543.999999999989,161.99999999999548,137.00000000000045,-226.00000000000398,-102.99999999999443,214.99999999999852,-516.0000000000053,-384.9999999999909,-424.9999999999976,-361.9999999999957,,-1732.9999999999905
2021.09.27,336.9999999999984,-455.99999999998977,181.00000000000892,192.99999999999784,-209.9999999999991,-96.00000000000364,247.99999999999267,-598.999999999994,-390.99999999999113,-431.99999999999903,-445.0000000000065,,-1669.9999999999854
2021.09.27,287.9999999999994,-539.0000000000006,214.99999999998744,152.00000000000102,-336.9999999999984,-115.99999999999966,285.9999999999974,-835.000000000008,-507.99999999999557,-475.0000000000032,-469.0000000000083,,-2338.000000000028
2021.09.27,149.99999999999457,-642.9999999999936,157.00000000000713,103.9999999999992,-368.9999999999971,-277.9999999999916,204.99999999999963,-869.0000000000086,-521.0000000000008,-514.9999999999987,-502.00000000000244,,-3080.9999999999923
2021.09.27,139.99999999999568,-593.9999999999834,202.9999999999976,108.00000000000409,-366.9999999999951,-326.9999999999982,220.99999999999343,-886.000000000009,-586.9999999999891,-424.9999999999976,-537.0000000000097,,-3050.9999999999914
2021.09.27,164.99999999999292,-503.99999999999335,197.99999999998707,239.00000000000432,-383.99999999999545,-391.00000000000534,186.99999999999272,-940.0000000000075,-622.9999999999905,-512.9999999999968,-561.9999999999958,,-3128.0000000000077
2021.09.27,168.99999999999693,-499.9999999999893,221.99999999998886,268.0000000000007,-368.00000000000165,-396.0000000000008,207.00000000000162,-930.999999999993,-616.9999999999902,-507.9999999999973,-585.0000000000133,,-3038.9999999999973
