date,USDCHF,CADCHF,GBPCAD,EURJPY,empty,sum
2020.07.27,-147.99999999999258,-118.00000000000699,-119.00000000000244,-47.99999999998761,,-432.9999999999896
2020.07.27,-152.99999999999204,-151.00000000000114,-70.99999999999883,-63.99999999999295,,-438.999999999985
2020.07.27,-126.99999999999933,-146.00000000000168,-79.00000000000685,-33.00000000000125,,-385.0000000000091
2020.07.27,-148.99999999999915,-141.00000000000225,28.999999999990145,-88.99999999999864,,-350.00000000000983
2020.07.27,-165.9999999999995,-157.00000000000713,5.999999999994898,-91.99999999999875,,-409.00000000001046
2020.07.27,-132.99999999999423,-148.99999999999915,-12.000000000012001,-73.99999999999807,,-368.00000000000347
2020.07.27,-59.99999999999339,-185.00000000000182,-55.000000000005045,-329.9999999999983,,-629.9999999999986
2020.07.27,21.999999999999797,-146.00000000000168,17.000000000000348,-260.9999999999957,,-367.9999999999972
2020.07.27,28.000000000005798,-172.00000000000549,17.000000000000348,-281.9999999999965,,-408.9999999999958
2020.07.27,58.99999999999794,-146.00000000000168,116.99999999998934,-179.9999999999926,,-150.000000000007
2020.07.27,104.00000000000409,-104.00000000000409,116.00000000000499,-79.9999999999983,,36.00000000000669
2020.07.27,178.00000000000037,-121.00000000000443,200.00000000000017,-214.9999999999892,,42.000000000006935
2020.07.27,292.9999999999988,-63.00000000000195,174.99999999999181,-190.9999999999883,,214.0000000000004
2020.07.27,252.0000000000078,-70.0000000000034,113.99999999999189,-216.99999999999875,,78.9999999999975
2020.07.27,219.00000000000253,-92.00000000000318,123.00000000000644,-243.99999999999977,,6.000000000006025
2020.07.27,223.00000000000654,-85.99999999999719,79.99999999999119,-197.9999999999933,,19.000000000007248
2020.07.27,184.00000000000637,-95.00000000000064,-11.00000000000545,-176.9999999999925,,-98.99999999999221
2020.07.27,170.00000000000347,-90.0000000000012,4.999999999988347,-195.99999999999795,,-111.00000000000733
2020.07.27,201.00000000000674,-70.0000000000034,-32.0000000000098,-167.99999999999216,,-68.99999999999861
2020.07.27,243.00000000000432,-63.99999999999739,-146.00000000000168,-96.9999999999942,,-63.999999999988944
2020.07.27,253.0000000000032,12.999999999996348,-25.00000000000835,-114.99999999999488,,125.9999999999963
2020.07.27,90.0000000000012,-151.00000000000114,38.0000000000047,-72.99999999999329,,-95.99999999998855
2020.07.27,126.0000000000039,-133.00000000000534,102.00000000000209,-113.99999999999011,,-18.99999999998947
2020.07.27,-75.9999999999983,-246.99999999999721,253.99999999999866,-6.999999999990791,,-75.99999999998764
2020.07.27,-173.00000000000094,-356.00000000000074,185.99999999999727,100.99999999999909,,-242.00000000000534
2020.07.27,-37.99999999999359,-299.00000000000483,143.00000000000423,94.0000000000083,,-99.99999999998587
2020.07.27,-46.00000000000159,-333.0000000000055,375.9999999999986,-70.99999999999795,,-74.00000000000648
2020.07.27,-59.99999999999339,-331.999999999999,432.9999999999945,-40.99999999999682,,5.286437954055145e-12
2020.07.27,-197.99999999999818,-433.0000000000056,512.9999999999857,-74.99999999998863,,-193.00000000000682
2020.07.27,-239.0000000000003,-431.99999999999903,523.0000000000068,-265.00000000000057,,-412.99999999999307
2020.07.27,-229.00000000000142,-356.00000000000074,221.99999999998886,-378.9999999999907,,-742.000000000004
2020.07.27,-227.99999999999488,-375.0000000000031,415.99999999999415,-349.9999999999943,,-536.9999999999982
2020.07.27,-273.9999999999965,-411.0000000000058,446.9999999999974,-320.99999999999795,,-559.0000000000028
2020.07.27,-70.99999999999883,-306.00000000000625,548.9999999999995,-284.9999999999966,,-113.00000000000216
2020.07.27,9.00000000000345,-153.00000000000313,737.9999999999942,-274.0000000000009,,319.99999999999363
2020.07.27,65.00000000000395,-270.99999999999903,707.9999999999975,-418.99999999999693,,83.00000000000546
2020.07.27,-49.99999999999449,-261.0000000000001,760.0000000000051,-317.99999999999784,,131.00000000001268
2020.07.27,-71.99999999999429,-290.00000000000136,763.9999999999869,-314.9999999999977,,86.99999999999352
2020.07.27,-83.9999999999952,-341.99999999999784,584.0000000000067,-334.99999999999375,,-176.9999999999801
2020.07.27,-88.99999999999464,-338.00000000000495,513.9999999999923,-268.99999999999125,,-181.99999999999858
