date,USDCHF,CADCHF,GBPCAD,EURJPY,empty,sum
2020.07.27,-227.99999999999488,-130.0000000000079,-224.000000000002,-170.99999999999227,,-752.999999999997
2020.07.27,-173.00000000000094,-165.9999999999995,-207.00000000000162,-103.9999999999992,,-650.0000000000013
2020.07.27,-193.99999999999417,-200.00000000000017,-153.00000000000313,-123.99999999999523,,-670.9999999999927
2020.07.27,-151.9999999999966,-170.00000000000347,-87.00000000001484,-96.9999999999942,,-506.0000000000091
2020.07.27,-203.99999999999307,-168.99999999999693,-17.000000000000348,-149.0000000000009,,-538.9999999999912
2020.07.27,-165.9999999999995,-195.00000000000074,-46.999999999997044,-185.99999999999284,,-593.9999999999901
2020.07.27,-136.00000000000279,-192.99999999999872,-56.99999999999594,-345.9999999999894,,-731.9999999999868
2020.07.27,-69.9999999999923,-192.99999999999872,-69.00000000000794,-458.999999999989,,-790.999999999988
2020.07.27,1.0000000000065512,-179.00000000000693,-42.0000000000087,-315.9999999999883,,-535.9999999999974
2020.07.27,21.999999999999797,-175.00000000000293,14.000000000002899,-319.9999999999932,,-458.9999999999934
2020.07.27,48.99999999999905,-152.00000000000767,80.99999999999774,-181.99999999998795,,-203.99999999999883
2020.07.27,82.00000000000429,-155.00000000000514,92.99999999998754,-269.999999999996,,-250.00000000000932
2020.07.27,172.00000000000549,-134.0000000000008,129.99999999998568,-277.000000000001,,-109.00000000001066
2020.07.27,234.00000000000088,-85.00000000000173,109.99999999998789,-265.99999999999113,,-7.000000000004093
2020.07.27,182.99999999999983,-121.99999999999989,83.9999999999952,-259.00000000000034,,-114.0000000000052
2020.07.27,202.9999999999976,-106.00000000000608,58.99999999998684,-312.9999999999882,,-157.0000000000098
2020.07.27,182.99999999999983,-102.00000000000209,-22.999999999995246,-215.99999999999397,,-157.99999999999147
2020.07.27,143.00000000000423,-123.00000000000644,-58.000000000002494,-228.9999999999992,,-267.0000000000039
2020.07.27,165.00000000000404,-97.9999999999981,-42.0000000000087,-306.99999999998795,,-281.9999999999907
2020.07.27,178.00000000000037,-104.00000000000409,-147.00000000000824,-204.9999999999983,,-278.00000000001023
2020.07.27,226.00000000000398,-70.0000000000034,-144.99999999999514,-143.00000000000068,,-131.99999999999525
2020.07.27,63.99999999999739,-162.0000000000066,-75.00000000000284,-182.99999999999272,,-356.0000000000048
2020.07.27,69.00000000000794,-165.00000000000404,36.999999999998145,-134.9999999999909,,-193.99999999998886
2020.07.27,-75.9999999999983,-251.00000000000122,-2.0000000000131024,-128.99999999999068,,-458.0000000000033
2020.07.27,-259.9999999999936,-389.000000000006,112.99999999998533,-6.999999999990791,,-543.000000000005
2020.07.27,-207.00000000000162,-374.0000000000077,129.00000000000134,74.00000000001228,,-377.9999999999957
2020.07.27,-207.00000000000162,-414.00000000000324,107.99999999999699,-88.99999999999864,,-602.0000000000066
2020.07.27,-80.99999999999774,-340.00000000000693,353.0000000000033,-93.99999999999409,,-161.99999999999545
2020.07.27,-261.99999999999557,-485.0000000000021,407.0000000000018,-140.00000000000057,,-479.9999999999965
2020.07.27,-282.99999999999994,-497.99999999999847,249.99999999999466,-275.99999999999625,,-807.0
2020.07.27,-326.9999999999995,-473.0000000000012,207.99999999998596,-474.9999999999943,,-1067.000000000009
2020.07.27,-259.9999999999936,-407.99999999999727,222.99999999999542,-448.99999999999807,,-893.9999999999935
2020.07.27,-319.99999999999807,-429.99999999999704,377.9999999999894,-378.9999999999907,,-750.9999999999964
2020.07.27,-290.00000000000136,-407.99999999999727,401.00000000000693,-403.99999999999636,,-700.9999999999881
2020.07.27,-117.00000000000044,-309.0000000000037,546.9999999999864,-350.9999999999991,,-230.00000000001688
2020.07.27,2.999999999997449,-279.00000000000705,666.9999999999953,-425.9999999999877,,-35.00000000000199
