date,USDCHF,AUDUSD,CADCHF,GBPCAD,EURJPY,AUDJPY,empty,sum
2020.08.17,-34.99999999999615,-128.00000000000588,24.000000000001798,-301.0000000000179,208.99999999998897,-206.00000000000307,,-437.0000000000323
2020.08.17,9.999999999998899,-74.00000000000739,-19.00000000000235,-618.0000000000074,212.99999999999386,-121.00000000000932,,-609.0000000000337
2020.08.17,-2.000000000002,-131.99999999999878,-4.999999999999449,-479.0000000000072,232.99999999998988,-184.0000000000117,,-569.0000000000293
2020.08.17,14.999999999998348,-128.00000000000588,13.999999999991797,-487.99999999999955,197.9999999999933,-171.00000000000648,,-560.0000000000284
2020.08.17,-12.000000000000899,-206.00000000000617,12.000000000000899,-517.0000000000119,230.99999999999454,-232.00000000001353,,-724.0000000000371
2020.08.17,-19.00000000000235,-289.0000000000059,19.999999999997797,-548.9999999999995,256.9999999999908,-314.00000000000716,,-894.0000000000264
2020.08.17,41.9999999999976,-229.00000000000142,29.000000000001247,-544.0000000000111,196.99999999998852,-265.00000000000057,,-770.0000000000257
2020.08.17,38.0000000000047,-322.00000000000006,43.999999999999595,-553.0000000000035,163.99999999998727,-322.00000000000273,,-951.0000000000148
2020.08.17,43.00000000000415,-272.00000000000557,36.999999999998145,-494.00000000001666,131.9999999999908,-256.0000000000002,,-810.0000000000293
2020.08.17,41.000000000002146,-233.00000000000543,41.9999999999976,-516.0000000000053,118.99999999999977,-205.0000000000125,,-752.0000000000238
2020.08.17,7.0000000000014495,-281.00000000000904,51.99999999999649,-507.000000000013,332.9999999999984,-300.00000000001137,,-696.0000000000371
2020.08.17,14.000000000002899,-290.00000000000136,73.00000000000084,-473.99999999999665,301.9999999999925,-306.0000000000116,,-681.0000000000134
2020.08.17,23.00000000000635,-250.00000000000577,56.99999999999594,-467.0000000000174,337.99999999999386,-272.00000000000557,,-571.0000000000326
2020.08.17,21.00000000000435,-201.00000000000674,47.9999999999925,-470.9999999999992,300.9999999999877,-192.00000000000728,,-494.00000000002865
2020.08.17,36.999999999998145,-137.00000000000932,63.00000000000195,-402.0000000000135,293.99999999999693,-149.0000000000009,,-294.00000000002666
2020.08.17,29.000000000001247,-126.0000000000039,51.000000000001044,-365.0000000000153,347.999999999999,-164.00000000000148,,-227.00000000001938
2020.08.17,13.00000000000745,-150.00000000000568,51.99999999999649,-313.00000000000773,322.9999999999933,-175.00000000001137,,-250.00000000002757
2020.08.17,-43.999999999999595,-161.00000000000003,24.999999999997247,-358.00000000001387,368.9999999999998,-188.0000000000024,,-357.0000000000189
2020.08.17,-78.00000000000028,-200.00000000000017,39.00000000000014,-331.0000000000146,347.999999999999,-193.00000000001205,,-415.00000000002797
2020.08.17,-134.99999999999625,-187.00000000000384,27.999999999994696,-368.00000000001273,274.0000000000009,-150.00000000000568,,-538.000000000023
2020.08.17,-122.99999999999534,-172.00000000000549,34.99999999999615,-392.00000000001455,149.0000000000009,-107.00000000001353,,-610.0000000000318
2020.08.17,-217.99999999999596,-173.00000000000094,-42.0000000000087,-212.99999999999653,180.99999999999739,-138.00000000000523,,-603.00000000001
2020.08.17,-80.99999999999774,-95.00000000000064,22.999999999995246,-129.00000000000134,-56.000000000011596,-29.000000000010573,,-367.0000000000266
2020.08.17,-96.99999999999153,-165.00000000000404,42.999999999993044,-148.99999999999915,18.999999999991246,-124.00000000000944,,-473.0000000000199
2020.08.17,-174.99999999999181,-204.00000000000418,7.9999999999968985,-256.99999999999613,62.99999999998818,-133.00000000000978,,-698.0000000000168
2020.08.17,-196.99999999999162,-268.0000000000016,31.999999999998696,-314.99999999999864,54.99999999999261,-145.00000000001023,,-838.0000000000108
2020.08.17,-190.00000000000128,-263.0000000000021,27.999999999994696,-364.00000000000875,-18.000000000000682,-115.0000000000091,,-922.0000000000273
2020.08.17,-117.99999999999588,-211.00000000000563,52.99999999999194,-70.0000000000145,3.0000000000001137,-86.00000000001273,,-429.00000000003666
2020.08.17,1.0000000000065512,-215.00000000000963,134.99999999999625,-18.0000000000069,-99.00000000000375,-77.00000000001239,,-273.0000000000299
