date,USDCHF,AUDUSD,CADCHF,GBPCAD,EURJPY,AUDJPY,empty,sum
2020.08.17,-52.99999999999194,-135.00000000000733,-50.0000000000056,-560.0000000000049,0.0,-213.00000000000807,,-1011.0000000000178
2020.08.17,-51.000000000001044,-143.9999999999997,-26.999999999999247,-652.0000000000082,118.99999999999977,-214.00000000001285,,-969.0000000000213
2020.08.17,-22.999999999995246,-162.0000000000066,-20.0000000000089,-635.0000000000077,167.99999999999216,-208.00000000001262,,-880.0000000000389
2020.08.17,-5.999999999994898,-141.00000000000225,-8.000000000008,-511.000000000017,185.99999999999284,-195.0000000000074,,-675.0000000000367
2020.08.17,-21.999999999999797,-221.00000000000452,7.0000000000014495,-536.0000000000032,189.99999999999773,-240.99999999999966,,-823.000000000008
2020.08.17,-30.999999999992145,-306.00000000000625,7.9999999999968985,-551.9999999999969,216.99999999999875,-328.00000000000296,,-992.0000000000026
2020.08.17,-19.00000000000235,-291.0000000000079,17.000000000000348,-547.0000000000086,182.99999999999272,-351.0000000000133,,-1008.0000000000391
2020.08.17,29.000000000001247,-330.0000000000081,20.999999999993246,-578.0000000000118,93.99999999999409,-324.0000000000123,,-1088.0000000000437
2020.08.17,29.000000000001247,-325.00000000000864,25.999999999992696,-595.0000000000122,109.99999999999943,-323.0000000000075,,-1078.000000000035
2020.08.17,34.000000000000696,-294.00000000000534,19.999999999997797,-577.0000000000052,78.99999999999352,-282.0000000000107,,-1020.0000000000292
2020.08.17,4.000000000004,-314.0000000000032,39.999999999995595,-527.0000000000108,118.99999999999977,-328.00000000000296,,-1006.0000000000176
2020.08.17,-25.999999999992696,-323.0000000000066,43.999999999999595,-530.0000000000082,274.9999999999915,-343.0000000000035,,-903.00000000002
2020.08.17,14.000000000002899,-297.00000000000284,43.999999999999595,-493.0000000000101,274.9999999999915,-312.0000000000118,,-769.0000000000308
2020.08.17,14.999999999998348,-253.0000000000032,32.999999999994145,-489.0000000000061,262.00000000000045,-273.00000000001035,,-705.0000000000267
2020.08.17,23.00000000000635,-206.00000000000617,37.99999999999359,-476.0000000000098,248.99999999999523,-198.0000000000075,,-570.0000000000283
2020.08.17,28.000000000005798,-168.00000000000148,49.99999999999449,-419.9999999999982,291.9999999999874,-220.00000000001307,,-438.00000000002507
2020.08.17,9.00000000000345,-163.00000000000205,39.00000000000014,-370.00000000000364,315.9999999999883,-204.00000000000773,,-373.00000000002154
2020.08.17,-46.999999999997044,-161.00000000000003,17.999999999995797,-360.0000000000048,274.0000000000009,-188.0000000000024,,-464.0000000000075
2020.08.17,-102.00000000000209,-228.00000000000597,-6.0000000000060005,-510.00000000001046,295.99999999999227,-218.00000000000352,,-768.0000000000358
2020.08.17,-156.99999999999602,-231.99999999999886,0.999999999995449,-398.00000000000944,259.00000000000034,-227.00000000000387,,-754.0000000000124
2020.08.17,-176.99999999999383,-233.00000000000543,-8.000000000008,-477.0000000000163,67.99999999999784,-159.00000000000603,,-986.0000000000318
2020.08.17,-230.99999999999233,-178.00000000000037,-53.999999999998494,-419.0000000000138,32.99999999998704,-144.00000000000546,,-993.0000000000234
2020.08.17,-225.99999999999287,-180.0000000000024,-48.99999999999905,-221.00000000000452,-58.000000000006935,-146.0000000000008,,-880.0000000000065
2020.08.17,-105.99999999999498,-172.00000000000549,21.999999999999797,-187.00000000000384,-99.00000000000375,-135.00000000000512,,-677.0000000000134
2020.08.17,-196.99999999999162,-221.00000000000452,0.0,-314.99999999999864,-9.000000000000341,-147.00000000000557,,-889.0000000000007
2020.08.17,-205.99999999999508,-277.000000000005,-2.000000000002,-329.00000000000153,-40.00000000000625,-150.00000000000568,,-1004.0000000000156
2020.08.17,-214.99999999999852,-267.00000000000614,17.000000000000348,-389.0000000000171,-35.0000000000108,-148.00000000001035,,-1037.0000000000425
2020.08.17,-193.99999999999417,-263.0000000000021,19.999999999997797,-384.00000000000654,-72.00000000000273,-115.0000000000091,,-1008.0000000000168
2020.08.17,-129.9999999999968,-248.00000000000378,46.00000000000159,-90.00000000001229,-148.00000000001035,-121.99999999999989,,-692.0000000000215
