date,EURUSD,NZDUSD,CADCHF,AUDCHF,NZDCHF,GBPJPY,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2015.11.23,-1.999999999990898,-46.999999999997044,-21.00000000000435,-14.999999999998348,-288.00000000001046,-118.99999999999977,-39.999999999995595,-2.0000000000095497,-15.00000000000945,-17.999999999984695,0.0,-48.00000000000182,-31.00000000000591,-108.00000000000809,-331.999999999999,-120.99999999999334,,-1207.0000000000084
2015.11.23,-1.999999999990898,-36.0000000000027,-19.999999999997797,-43.00000000000415,-288.00000000001046,-96.00000000000364,117.00000000001154,10.99999999999568,90.99999999999665,-39.999999999995595,29.00000000001235,-52.00000000000671,-24.00000000000091,-138.00000000000477,-343.9999999999999,-151.9999999999966,,-986.999999999998
2015.11.23,-15.999999999993797,-43.00000000000415,4.000000000004,-34.000000000000696,-259.0000000000092,-207.9999999999984,165.99999999997726,7.000000000005002,136.99999999998712,-31.999999999987594,55.000000000005045,-44.00000000001114,-18.000000000000682,-139.00000000000023,-370.9999999999991,-224.000000000002,,-1019.0000000000286
2015.11.23,-21.00000000000435,36.999999999998145,26.999999999999247,-19.999999999997797,-190.00000000000128,-263.9999999999816,301.0000000000179,13.00000000000523,173.99999999998528,-8.999999999992347,198.00000000000927,-37.00000000000614,59.99999999998806,-179.00000000000693,-290.9999999999968,-412.9999999999967,,-613.9999999999808
2015.11.23,-80.99999999999774,141.00000000000225,36.0000000000027,2.000000000002,-104.00000000000409,-240.99999999998545,355.0000000000164,12.000000000000455,166.99999999998383,45.000000000006146,502.00000000000244,-16.000000000005343,157.99999999998704,-138.00000000000477,-207.00000000000162,-500.9999999999959,,130.0000000000083
2015.11.23,-86.99999999999264,219.00000000000253,43.00000000000415,39.00000000000014,-23.00000000000635,-229.99999999998977,431.99999999998795,24.00000000000091,175.99999999999838,97.00000000001374,594.0000000000057,22.999999999996135,246.9999999999999,-94.00000000000519,-102.99999999999754,-489.0000000000061,,868.000000000012
2015.11.23,-58.000000000002494,212.99999999999653,65.99999999999939,158.0000000000026,1.999999999990898,-227.99999999998022,712.0000000000015,38.000000000010914,217.99999999998488,310.0000000000103,617.0000000000009,115.99999999999966,248.99999999999523,31.999999999998696,-165.9999999999995,-317.0000000000117,,1961.9999999999973
2015.11.23,-289.0000000000059,229.99999999999687,114.99999999999844,239.0000000000003,16.999999999989246,-258.99999999998613,876.0000000000101,-72.00000000000273,146.99999999998602,431.0000000000036,579.0000000000184,208.99999999998897,250.99999999999056,47.9999999999925,-163.99999999999747,-255.00000000000523,,2102.9999999999773
2015.11.23,-370.00000000000364,327.99999999999494,119.00000000000244,281.99999999999335,28.999999999990145,-266.9999999999959,1087.0000000000157,-121.00000000000932,136.99999999998712,436.00000000001415,565.9999999999999,289.99999999999204,286.9999999999919,139.00000000000023,-136.00000000000279,-143.00000000000423,,2662.999999999966
2015.11.23,-365.99999999999966,434.000000000001,116.00000000000499,441.99999999999795,108.99999999999244,-349.9999999999943,1551.9999999999977,-66.0000000000025,178.99999999999582,738.0000000000164,772.0000000000172,446.9999999999885,363.9999999999901,295.99999999999625,-37.99999999999359,-102.00000000000209,,4527.000000000007
2015.11.23,-300.99999999999574,402.00000000000233,114.00000000000298,397.99999999999835,93.99999999999409,-352.9999999999802,1388.999999999996,14.999999999986358,219.99999999999798,669.0000000000085,755.0000000000168,373.9999999999952,327.99999999998875,221.99999999999997,-58.99999999999794,-120.99999999999334,,4146.00000000002
2015.11.23,-285.00000000000193,402.9999999999978,175.99999999999838,397.99999999999835,115.99999999999389,-311.9999999999834,1363.0000000000032,0.0,261.0000000000001,642.0000000000092,737.0000000000099,358.99999999999466,335.9999999999985,210.99999999999451,-68.99999999999685,-140.0000000000068,,4196.000000000009
