date,USDCAD,AUDCHF,GBPJPY,GBPCAD,GBPAUD,CADJPY,NZDJPY,empty,sum
2019.02.11,21.00000000000435,385.000000000002,-248.99999999999523,65.99999999998829,51.99999999998539,84.00000000000318,-108.00000000000409,,250.9999999999839
2019.02.11,-5.999999999994898,-26.999999999999247,-215.99999999997976,23.999999999979593,17.000000000000348,90.00000000000341,-184.0000000000117,,-302.0000000000023
2019.02.11,80.99999999999774,17.000000000000348,-313.99999999999295,173.99999999998528,46.999999999997044,88.99999999999864,-256.0000000000002,,-162.00000000001413
2019.02.11,89.00000000000574,92.00000000000318,-281.99999999998226,216.99999999997831,-147.00000000000824,49.000000000006594,-280.00000000000114,,-261.99999999999784
2019.02.11,73.00000000001194,124.00000000000189,-300.9999999999877,197.99999999998707,-131.00000000001444,70.99999999999795,-331.00000000000307,,-297.00000000000637
2019.02.11,113.00000000000753,117.99999999999588,-271.99999999999136,215.99999999999397,-114.99999999999844,45.000000000001705,-338.0000000000081,,-232.99999999999878
2019.02.11,174.00000000000747,124.99999999999733,-276.9999999999868,330.9999999999924,-182.99999999999983,-6.000000000000227,-393.0000000000007,,-228.9999999999904
2019.02.11,190.00000000000128,85.99999999999719,-254.99999999999545,334.9999999999964,-117.00000000001154,-21.99999999999136,-368.0000000000092,,-151.00000000001268
2019.02.11,238.0000000000049,75.00000000000284,-244.99999999997613,361.9999999999957,-124.00000000001299,-39.00000000000148,-325.00000000000284,,-57.999999999989996
2019.02.11,202.00000000001327,102.00000000000209,-346.99999999998,315.99999999998295,-150.00000000000568,43.00000000000637,-336.00000000001273,,-169.99999999999375
2019.02.11,180.0000000000024,114.99999999999844,-332.9999999999984,244.9999999999841,-205.00000000001074,66.0000000000025,-347.0000000000084,,-279.0000000000301
2019.02.11,188.9999999999947,70.99999999999883,-387.00000000000045,232.99999999999432,-65.00000000000395,106.00000000000875,-351.0000000000133,,-204.00000000002112
2019.02.11,246.00000000001288,97.9999999999981,-359.9999999999852,302.9999999999866,-118.00000000001809,57.00000000000216,-371.0000000000093,,-145.0000000000129
2019.02.11,263.99999999999756,75.9999999999983,-418.9999999999827,325.99999999998187,-97.00000000001374,78.00000000000296,-390.00000000000057,,-162.00000000001637
2019.02.11,275.000000000003,51.99999999999649,-395.9999999999866,367.99999999999056,-23.00000000001745,45.000000000001705,-363.00000000001376,,-42.000000000026034
2019.02.11,246.00000000001288,63.00000000000195,-459.0000000000032,368.9999999999971,-47.00000000001925,79.9999999999983,-401.00000000001046,,-149.00000000002265
2019.02.11,124.99999999999733,143.9999999999997,-417.0000000000016,213.99999999998087,-236.99999999999832,130.00000000000966,-471.00000000000364,,-512.0000000000159
2019.02.11,100.99999999999554,192.00000000000327,-462.99999999999386,200.00000000000017,-261.0000000000001,165.99999999999682,-513.0000000000052,,-578.0000000000034
2019.02.11,191.00000000000784,172.00000000000549,-481.9999999999993,356.9999999999851,-150.00000000000568,100.00000000000853,-456.00000000000307,,-268.00000000000114
2019.02.11,201.00000000000674,133.00000000000534,-211.9999999999891,18.999999999991246,-418.0000000000073,106.00000000000875,-391.00000000000534,,-561.9999999999897
2019.02.11,139.00000000000023,106.00000000000608,-352.00000000000387,56.99999999999594,-182.99999999999983,170.0000000000017,-384.00000000000034,,-447.0000000000001
2019.02.11,138.0000000000159,82.99999999999974,-435.9999999999786,37.99999999998249,-111.00000000001664,225.9999999999991,-391.00000000000534,,-453.0000000000034
2019.02.11,93.00000000000975,146.99999999999713,-631.0000000000002,-9.000000000014552,-87.99999999999919,361.0000000000042,-456.00000000000307,,-583.0000000000059
2019.02.11,83.00000000001084,170.99999999999892,-442.99999999998363,-274.00000000001864,-212.00000000001216,384.00000000000034,-449.0000000000123,,-740.0000000000166
2019.02.11,114.99999999999844,197.00000000000273,-455.99999999998886,-201.00000000000674,-200.00000000000017,356.00000000000875,-469.0000000000083,,-657.9999999999941
2019.02.11,150.00000000000568,200.99999999999562,-418.9999999999827,-123.00000000000644,-155.00000000001623,296.0000000000065,-417.0000000000016,,-466.9999999999992
2019.02.11,-4.000000000004,173.9999999999964,-621.9999999999857,-36.0000000000138,89.99999999999008,371.9999999999999,-410.0000000000108,,-436.00000000002797
2019.02.11,46.0000000000127,158.99999999999804,-459.99999999997954,-101.00000000001774,57.99999999998029,308.9999999999975,-351.0000000000133,,-340.00000000002206
2019.02.11,156.00000000000057,141.99999999999767,-346.00000000000364,-202.00000000001327,2.999999999997449,290.9999999999968,-318.00000000001205,,-274.0000000000365
2019.02.11,73.99999999999629,121.99999999999989,-447.00000000000273,-229.00000000001253,87.99999999999919,367.00000000000443,-383.0000000000098,,-408.00000000002524
2019.02.11,126.0000000000039,122.99999999999534,-495.9999999999809,-195.00000000001182,102.00000000000209,376.0000000000048,-413.0000000000109,,-376.99999999999756
2019.02.11,93.00000000000975,139.99999999999568,-490.99999999998545,-379.0000000000182,-94.00000000001629,462.0000000000033,-473.0000000000132,,-742.0000000000243
2019.02.11,192.99999999999872,155.00000000000514,-390.99999999999113,-494.00000000001666,-174.00000000000747,460.00000000000796,-423.0000000000018,,-674.0000000000052
2019.02.11,266.0000000000107,107.99999999999699,-364.0000000000043,-376.00000000002075,-180.0000000000024,387.00000000000045,-445.0000000000074,,-604.0000000000267
2019.02.11,232.99999999999432,60.00000000000449,-322.9999999999791,-416.00000000001637,-194.0000000000053,382.000000000005,-464.00000000001285,,-722.0000000000098
2019.02.11,426.9999999999996,87.99999999999919,-253.99999999999068,-276.00000000000955,-241.00000000000233,277.000000000001,-391.00000000000534,,-370.00000000000813
2019.02.11,367.0000000000062,60.99999999999994,-246.99999999998568,-384.00000000000654,-207.00000000000162,323.0000000000075,-397.00000000000557,,-483.9999999999858
2019.02.11,297.0000000000139,60.00000000000449,-199.99999999998863,-533.0000000000057,-283.000000000011,368.0000000000092,-354.0000000000134,,-644.9999999999911
2019.02.11,239.99999999999577,90.99999999999665,-234.99999999998522,-604.0000000000045,-345.0000000000175,421.99999999999704,-404.0000000000106,,-835.0000000000284
2019.02.11,268.0000000000016,109.00000000000354,-163.99999999998727,-688.0000000000219,-390.0000000000015,421.99999999999704,-378.0000000000001,,-821.0000000000086
2019.02.11,286.00000000000847,58.99999999999794,-179.9999999999784,-620.0000000000206,-287.000000000015,398.00000000001035,-360.00000000001364,,-704.0000000000108
2019.02.11,292.00000000000335,38.0000000000047,-225.9999999999991,-548.0000000000151,-206.00000000001728,389.00000000001,-362.000000000009,,-623.0000000000224
2019.02.11,327.00000000001063,38.0000000000047,-206.99999999999363,-461.0000000000003,-207.00000000000162,338.99999999999864,-354.0000000000134,,-524.999999999995
2019.02.11,307.00000000001285,43.00000000000415,-204.99999999998408,-504.0000000000156,-236.99999999999832,356.00000000000875,-378.0000000000001,,-617.9999999999724
2019.02.11,370.00000000000364,75.00000000000284,-174.99999999998295,-426.00000000001523,-309.0000000000037,301.00000000000193,-386.0000000000099,,-550.0000000000034
2019.02.11,344.99999999999534,80.00000000000229,-213.99999999999864,-442.00000000000904,-253.99999999999866,331.00000000000307,-390.00000000000057,,-544.0000000000063
2019.02.11,371.99999999999454,51.000000000001044,-183.9999999999975,-417.0000000000007,-231.0000000000034,302.99999999999727,-376.0000000000048,,-482.00000000001353
2019.02.11,326.0000000000041,19.00000000000235,-125.0,-519.0000000000028,-246.00000000001288,307.00000000000216,-325.00000000000284,,-563.00000000001
2019.02.12,348.9999999999993,21.999999999999797,-151.9999999999868,-454.00000000002103,-293.0000000000099,282.0000000000107,-327.0000000000124,,-573.0000000000203
2019.02.12,385.00000000001313,12.000000000000899,-186.9999999999834,-412.00000000001234,-151.00000000001222,289.0000000000015,-307.00000000000216,,-370.9999999999946
