names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
GBPUSD,30,"['NZDCAD', 'GBPCHF', 'EURCHF']",100.0,-1.0,B
EURUSD,15,['AUDCAD'],80.0,-1.0,B
USDJPY,15,['GBPJPY'],80.0,-0.37597474747474746,B
USDCAD,20,['EURCAD'],80.0,0.7985524475524473,S
AUDUSD,15,"['GBPJPY', 'CADJPY', 'GBPCHF']",80.0,0.704482683982684,S
NZDUSD,10,['NZDUSD'],80.0,0.2843730158730159,S
GBPCHF,10,"['USDCHF', 'EURUSD', 'EURCAD', 'GBPCAD', 'GBPUSD', 'CADCHF']",100.0,-0.1,B
EURCHF,20,"['CADCHF', 'EURCAD', 'AUDNZD']",100.0,-1.0,B
CHFJPY,50,"['EURCHF', 'CHFJPY', 'USDJPY']",100.0,-0.09493506493506493,B
AUDCHF,15,['EURCHF'],80.0,0.9773333333333334,S
EURGBP,20,"['AUDCAD', 'CADJPY', 'USDCHF', 'EURUSD', 'NZDCAD', 'GBPCHF', 'GBPJPY']",100.0,-0.94,B
GBPCAD,10,"['EURGBP', 'CADCHF']",80.0,0.2205555555555555,S
GBPAUD,10,"['USDCHF', 'EURUSD', 'EURNZD']",80.0,0.048238095238095226,S
CADJPY,30,"['EURCAD', 'USDCHF', 'EURUSD', 'CADJPY']",80.0,0.48883333333333334,S
NZDJPY,10,['CADCHF'],80.0,1.0,S
NZDCAD,10,"['USDCHF', 'EURUSD', 'EURCAD', 'GBPCAD', 'GBPUSD', 'CADCHF']",100.0,-0.02,B
AUDNZD,15,"['GBPAUD', 'AUDUSD']",80.0,0.542666666666667,S
