date,USDCAD,AUDUSD,NZDUSD,AUDNZD,empty,sum
2019.05.27,1.999999999990898,4.999999999999449,16.0000000000049,-35.999999999991594,,-12.999999999996348
2019.05.27,-11.00000000000545,-39.999999999995595,2.000000000002,-83.00000000001084,,-132.0000000000099
2019.05.27,-11.999999999989797,-17.000000000000348,46.00000000000159,-92.00000000000318,,-74.99999999999173
2019.05.27,11.999999999989797,-14.999999999998348,58.000000000002494,-89.99999999999008,,-34.999999999996135
2019.05.27,41.000000000002146,27.999999999994696,57.00000000000705,-38.0000000000047,,87.9999999999992
2019.05.27,17.000000000000348,-24.000000000001798,31.000000000003247,-76.0000000000094,,-52.000000000007596
2019.05.27,5.000000000010552,-41.9999999999976,-2.999999999997449,-46.999999999997044,,-86.99999999998154
2019.05.27,14.000000000002899,-2.000000000002,4.000000000004,4.000000000004,,20.0000000000089
2019.05.27,32.0000000000098,14.000000000002899,16.0000000000049,5.000000000010552,,67.00000000002814
2019.05.27,29.999999999996696,16.0000000000049,18.0000000000069,9.999999999998899,,74.00000000000739
2019.05.27,-5.000000000010552,21.999999999999797,17.000000000000348,15.00000000000945,,48.99999999999905
2019.05.27,-52.000000000007596,-17.999999999995797,3.0000000000085514,-17.000000000000348,,-83.9999999999952
2019.05.27,-32.0000000000098,2.999999999997449,7.0000000000014495,2.999999999997449,,-19.00000000001345
2019.05.27,-22.0000000000109,21.00000000000435,29.000000000001247,-1.0000000000065512,,26.999999999988145
2019.05.27,-12.999999999996348,12.999999999996348,36.0000000000027,-25.999999999992696,,10.000000000010004
2019.05.27,-38.0000000000047,-2.999999999997449,18.0000000000069,-24.000000000001798,,-46.999999999997044
2019.05.27,-2.999999999997449,56.0000000000005,59.000000000009045,-1.0000000000065512,,111.00000000000554
2019.05.27,32.999999999994145,43.999999999999595,62.000000000006494,-17.000000000000348,,121.99999999999989
2019.05.27,52.99999999999194,-2.000000000002,16.0000000000049,-21.00000000000435,,45.99999999999049
2019.05.27,69.00000000000794,24.000000000001798,28.000000000005798,1.0000000000065512,,122.0000000000221
2019.05.27,12.999999999996348,-16.0000000000049,-12.999999999996348,5.999999999994898,,-10.000000000010001
2019.05.27,-19.999999999997797,-58.99999999999794,-45.99999999999049,-5.999999999994898,,-130.99999999998113
2019.05.27,-76.0000000000094,-83.9999999999952,-56.99999999999594,-25.00000000000835,,-242.0000000000089
2019.05.27,-83.00000000001084,-87.99999999999919,-61.999999999995396,-22.999999999995246,,-256.0000000000007
2019.05.27,-69.9999999999923,-85.99999999999719,-51.99999999999649,-36.999999999998145,,-244.9999999999841
2019.05.27,-79.99999999999119,-102.99999999999754,-65.99999999999939,-39.999999999995595,,-288.99999999998374
2019.05.27,-126.0000000000039,-85.99999999999719,-51.99999999999649,-35.00000000000725,,-299.0000000000048
2019.05.27,-127.99999999999478,-95.00000000000064,-58.99999999999794,-36.999999999998145,,-318.9999999999915
2019.05.27,-113.99999999999189,-82.99999999999974,-56.99999999999594,-21.00000000000435,,-274.9999999999919
2019.05.27,-131.99999999999878,-65.00000000000395,-61.999999999995396,11.00000000000545,,-247.99999999999267
2019.05.27,-103.00000000000864,-82.99999999999974,-60.99999999999994,-18.0000000000069,,-265.00000000001523
2019.05.27,-69.00000000000794,-77.00000000000485,-58.99999999999794,-9.999999999998899,,-215.00000000000963
2019.05.27,-59.99999999999339,-102.00000000000209,-69.9999999999923,-34.000000000000696,,-265.99999999998846
2019.05.27,-35.999999999991594,-85.00000000000173,-48.99999999999905,-38.0000000000047,,-207.99999999999707
2019.05.27,-62.000000000006494,-131.00000000000333,-73.99999999999629,-69.9999999999923,,-336.9999999999984
2019.05.27,-79.99999999999119,-158.0000000000026,-79.99999999999119,-97.9999999999981,,-415.99999999998306
2019.05.27,1.999999999990898,-146.00000000000168,-71.99999999999429,-96.99999999999153,,-312.9999999999966
2019.05.27,-8.000000000008,-168.00000000000148,-91.99999999999208,-95.00000000000064,,-363.0000000000022
2019.05.27,-7.0000000000014495,-168.00000000000148,-101.99999999999099,-83.00000000001084,,-360.0000000000048
2019.05.27,-42.999999999993044,-175.00000000000293,-96.99999999999153,-97.9999999999981,,-412.99999999998556
2019.05.27,-38.99999999998904,-148.99999999999915,-86.99999999999264,-60.99999999999994,,-335.99999999998073
2019.05.27,-49.99999999999449,-160.00000000000458,-101.99999999999099,-76.0000000000094,,-387.99999999999943
2019.05.27,-42.0000000000087,-168.00000000000148,-104.99999999999955,-69.00000000000794,,-384.0000000000177
2019.05.27,-55.99999999998939,-170.99999999999892,-97.9999999999981,-92.00000000000318,,-416.9999999999896
2019.05.27,-38.99999999998904,-161.99999999999548,-91.99999999999208,-58.000000000002494,,-350.99999999997914
2019.05.27,-63.99999999999739,-168.99999999999693,-98.99999999999353,-86.99999999999264,,-418.99999999998045
2019.05.27,-43.999999999999595,-153.99999999999858,-100.99999999999554,-65.00000000000395,,-363.9999999999977
2019.05.27,-42.999999999993044,-150.00000000000568,-89.99999999999008,-107.99999999999699,,-390.9999999999858
2019.05.28,-9.999999999998899,-146.00000000000168,-67.9999999999903,-126.0000000000039,,-349.99999999999477
2019.05.28,-26.999999999999247,-153.99999999999858,-69.9999999999923,-119.00000000000244,,-369.9999999999926
2019.05.28,-28.000000000005798,-136.99999999999824,-67.9999999999903,-73.99999999999629,,-306.9999999999906
2019.05.28,-8.999999999992347,-126.99999999999933,-58.99999999999794,-87.99999999999919,,-282.9999999999888
2019.05.28,-15.00000000000945,-136.00000000000279,-73.00000000000084,-78.00000000000028,,-302.00000000001336
2019.05.28,15.00000000000945,-117.00000000000044,-56.99999999999594,-76.99999999999375,,-235.99999999998067
2019.05.28,-15.00000000000945,-75.9999999999983,-9.999999999998899,-85.00000000000173,,-186.00000000000838
2019.05.28,-15.00000000000945,-75.00000000000284,-31.999999999998696,-52.000000000007596,,-174.0000000000186
2019.05.28,-66.99999999999484,-111.00000000000554,-47.9999999999925,-80.99999999999774,,-306.9999999999906
2019.05.28,-35.999999999991594,-94.00000000000519,-51.99999999999649,-48.000000000003595,,-229.99999999999687
2019.05.28,-41.000000000002146,-116.00000000000499,-66.99999999999484,-58.000000000002494,,-282.0000000000045
2019.05.28,-11.00000000000545,-90.0000000000012,-62.99999999999084,-24.000000000001798,,-187.9999999999993
2019.05.28,-22.0000000000109,-63.99999999999739,-24.999999999997247,-45.99999999999049,,-156.99999999999602
2019.05.28,-12.999999999996348,-53.999999999998494,-34.000000000000696,-15.999999999993797,,-116.99999999998934
2019.05.28,-5.000000000010552,-46.00000000000159,-8.999999999992347,-43.999999999999595,,-104.00000000000409
2019.05.28,-4.000000000004,-58.99999999999794,-1.999999999990898,-72.0000000000054,,-136.99999999999824
2019.05.28,22.0000000000109,-34.99999999999615,19.00000000000235,-68.00000000000139,,-61.9999999999843
2019.05.28,28.999999999990145,-34.99999999999615,50.0000000000056,-117.99999999999588,,-73.99999999999628
2019.05.28,-4.000000000004,-72.0000000000054,21.00000000000435,-131.99999999999878,,-187.00000000000384
2019.05.28,-11.00000000000545,-75.9999999999983,29.000000000001247,-148.99999999999915,,-207.00000000000165
2019.05.28,-31.000000000003247,-77.00000000000485,38.0000000000047,-167.9999999999904,,-237.9999999999938
2019.05.28,7.0000000000014495,-65.00000000000395,34.000000000000696,-141.99999999999767,,-165.9999999999995
2019.05.28,-167.9999999999904,-153.99999999999858,-21.999999999999797,-188.00000000001037,,-531.9999999999991
2019.05.28,-228.99999999999034,-139.99999999999568,-17.000000000000348,-177.00000000000495,,-562.9999999999914
2019.05.28,-156.00000000000057,-63.99999999999739,-5.999999999994898,-72.0000000000054,,-297.99999999999824
2019.05.28,-255.00000000000523,-75.00000000000284,-21.999999999999797,-69.9999999999923,,-422.0000000000001
2019.05.28,-300.99999999999574,-109.99999999999899,-23.999999999990695,-117.99999999999588,,-552.9999999999812
2019.05.28,-374.999999999992,-97.00000000000264,-28.999999999990145,-92.00000000000318,,-592.999999999988
2019.05.28,-344.00000000001097,-102.00000000000209,-51.99999999999649,-59.000000000009045,,-557.0000000000186
2019.05.28,-270.99999999999903,-55.000000000005045,-15.999999999993797,-46.999999999997044,,-388.99999999999494
2019.05.28,-297.9999999999983,-97.9999999999981,-68.99999999999685,-25.00000000000835,,-490.00000000000153
2019.05.28,-313.99999999999204,-41.000000000002146,-15.999999999993797,-24.000000000001798,,-394.9999999999898
2019.05.28,-280.9999999999979,7.0000000000014495,-1.999999999990898,22.999999999995246,,-252.99999999999213
2019.05.28,-307.99999999999716,2.000000000002,-32.999999999994145,66.00000000001049,,-272.99999999997885
2019.05.28,-340.9999999999913,-2.000000000002,-34.000000000000696,66.00000000001049,,-310.9999999999835
2019.05.28,-350.9999999999902,-17.000000000000348,-31.999999999998696,41.000000000002146,,-358.9999999999871
2019.05.28,-374.999999999992,-33.000000000005244,-39.00000000000014,26.999999999999247,,-419.9999999999981
2019.05.28,-354.9999999999942,-22.999999999995246,-39.999999999995595,42.999999999993044,,-374.9999999999919
2019.05.28,-377.0000000000051,-29.000000000001247,-64.99999999999284,72.0000000000054,,-398.9999999999938
2019.05.28,-507.9999999999973,-63.99999999999739,-81.9999999999932,45.99999999999049,,-607.9999999999975
2019.05.28,-448.000000000004,-70.99999999999883,-84.99999999999064,38.0000000000047,,-565.9999999999889
2019.05.28,-402.9999999999978,-46.00000000000159,-62.99999999999084,45.99999999999049,,-465.9999999999997
2019.05.28,-466.9999999999952,-72.0000000000054,-78.00000000000028,31.000000000003247,,-585.9999999999976
2019.05.28,-503.000000000009,-89.00000000000574,-113.99999999999189,58.000000000002494,,-648.0000000000042
2019.05.28,-557.0000000000075,-100.99999999999554,-100.99999999999554,25.00000000000835,,-733.9999999999903
2019.05.28,-571.0000000000103,-90.0000000000012,-79.99999999999119,5.000000000010552,,-735.9999999999922
2019.05.28,-556.0000000000009,-78.99999999999574,-75.9999999999983,15.999999999993797,,-695.0000000000011
2019.05.28,-554.00000000001,-87.99999999999919,-101.99999999999099,-8.000000000008,,-752.0000000000082
2019.05.29,-496.99999999999187,-75.00000000000284,-91.99999999999208,55.000000000005045,,-608.9999999999818
2019.05.29,-526.0000000000042,-63.99999999999739,-90.99999999999665,45.99999999999049,,-635.0000000000077
2019.05.29,-527.9999999999951,-72.0000000000054,-69.9999999999923,12.999999999996348,,-656.9999999999964
2019.05.29,-539.0000000000006,-94.00000000000519,-82.99999999999974,1.0000000000065512,,-714.999999999999
2019.05.29,-540.9999999999915,-100.99999999999554,-93.99999999999409,9.999999999998899,,-725.9999999999823
2019.05.29,-513.0000000000078,-68.00000000000139,-74.99999999999174,26.999999999999247,,-629.0000000000017
2019.05.29,-530.9999999999926,-44.99999999999504,-41.9999999999976,14.000000000002899,,-603.9999999999823
2019.05.29,-514.9999999999987,-43.00000000000415,-26.999999999999247,-15.00000000000945,,-600.0000000000116
2019.05.29,-504.9999999999999,-34.000000000000696,-52.99999999999194,45.000000000006146,,-546.9999999999864
2019.05.29,-496.00000000000756,-78.00000000000028,-95.99999999999609,48.000000000003595,,-622.0000000000003
2019.05.29,-469.99999999999267,-53.00000000000304,-93.99999999999409,86.99999999999264,,-529.9999999999972
2019.05.29,-459.99999999999375,-43.00000000000415,-62.99999999999084,48.000000000003595,,-517.9999999999851
2019.05.29,-470.9999999999992,-29.999999999996696,-52.99999999999194,51.000000000001044,,-502.9999999999868
2019.05.29,-468.00000000000176,-24.000000000001798,-65.99999999999939,79.00000000000685,,-478.99999999999613
2019.05.29,-459.99999999999375,-24.000000000001798,-70.99999999999883,87.99999999999919,,-466.9999999999952
2019.05.29,-486.00000000000864,-33.000000000005244,-76.99999999999375,85.00000000000173,,-511.0000000000059
2019.05.29,-438.9999999999894,-24.000000000001798,-84.99999999999064,112.000000000001,,-435.9999999999809
2019.05.29,-458.00000000000284,-21.00000000000435,-83.9999999999952,113.99999999999189,,-449.0000000000105
2019.05.29,-577.9999999999897,-94.00000000000519,-125.99999999999278,72.0000000000054,,-725.9999999999823
2019.05.29,-618.9999999999918,-121.00000000000443,-154.99999999999403,76.99999999999375,,-817.9999999999965
2019.05.29,-680.9999999999983,-141.99999999999767,-212.00000000000108,141.99999999999767,,-892.9999999999993
2019.05.29,-707.9999999999975,-175.00000000000293,-291.99999999999227,215.99999999999397,,-958.9999999999987
2019.05.29,-713.9999999999924,-160.00000000000458,-309.99999999999915,263.99999999999756,,-919.9999999999986
2019.05.29,-697.9999999999986,-156.99999999999602,-336.9999999999984,316.0000000000052,,-875.999999999988
