date,USDCAD,AUDUSD,NZDUSD,AUDNZD,empty,sum
2019.05.27,-18.999999999991246,-19.999999999997797,-17.000000000000348,-63.99999999999739,,-119.99999999998678
2019.05.27,-21.00000000000435,-50.0000000000056,-6.999999999990347,-100.99999999999554,,-178.99999999999585
2019.05.27,-18.999999999991246,-41.000000000002146,0.0,-92.00000000000318,,-151.9999999999966
2019.05.27,-19.999999999997797,-33.000000000005244,34.000000000000696,-112.000000000001,,-131.00000000000335
2019.05.27,4.000000000004,-17.000000000000348,35.00000000000725,-92.00000000000318,,-69.99999999999228
2019.05.27,17.000000000000348,-24.000000000001798,31.000000000003247,-86.0000000000083,,-62.0000000000065
2019.05.27,-25.999999999992696,-75.9999999999983,-24.999999999997247,-90.99999999999665,,-217.99999999998488
2019.05.27,4.000000000004,-43.00000000000415,-22.999999999995246,-52.99999999999194,,-114.99999999998734
2019.05.27,4.000000000004,-29.000000000001247,-5.999999999994898,-38.0000000000047,,-68.99999999999685
2019.05.27,-8.000000000008,-36.0000000000027,-14.999999999998348,-25.999999999992696,,-85.00000000000175
2019.05.27,-8.000000000008,12.000000000000899,14.000000000002899,-4.000000000004,,13.999999999991797
2019.05.27,-62.000000000006494,-19.999999999997797,-3.999999999992898,-28.999999999990145,,-114.99999999998732
2019.05.27,-80.99999999999774,-24.000000000001798,-4.999999999999449,-28.999999999990145,,-138.99999999998914
2019.05.27,-38.99999999998904,-0.999999999995449,4.999999999999449,-11.00000000000545,,-45.9999999999905
2019.05.27,-25.00000000000835,10.999999999994348,26.000000000003798,-28.000000000005798,,-16.000000000016
2019.05.27,-41.000000000002146,-9.00000000000345,14.000000000002899,-41.000000000002146,,-77.00000000000485
2019.05.27,-39.999999999995595,-5.999999999994898,16.0000000000049,-32.0000000000098,,-61.999999999995396
2019.05.27,-12.999999999996348,38.0000000000047,46.00000000000159,-21.00000000000435,,50.0000000000056
2019.05.27,32.999999999994145,-7.0000000000014495,15.00000000000945,-42.0000000000087,,-1.0000000000065512
2019.05.27,39.999999999995595,-12.999999999996348,3.0000000000085514,-35.00000000000725,,-4.999999999999449
2019.05.27,-25.999999999992696,-19.00000000000235,-18.999999999991246,-14.000000000002899,,-77.99999999998919
2019.05.27,-59.000000000009045,-78.00000000000028,-56.99999999999594,-32.999999999994145,,-226.9999999999994
2019.05.27,-85.00000000000173,-94.00000000000519,-73.00000000000084,-32.0000000000098,,-284.00000000001756
2019.05.27,-110.99999999999443,-92.99999999999864,-70.99999999999883,-28.999999999990145,,-303.9999999999821
2019.05.27,-96.99999999999153,-92.99999999999864,-62.99999999999084,-36.999999999998145,,-289.99999999997914
2019.05.27,-90.99999999999665,-102.99999999999754,-66.99999999999484,-39.999999999995595,,-300.99999999998465
2019.05.27,-144.99999999999514,-107.99999999999699,-71.99999999999429,-52.99999999999194,,-377.99999999997834
2019.05.27,-144.0000000000108,-95.99999999999609,-60.99999999999994,-38.0000000000047,,-339.00000000001154
2019.05.27,-140.0000000000068,-95.99999999999609,-61.999999999995396,-38.0000000000047,,-336.000000000003
2019.05.27,-133.99999999998968,-85.99999999999719,-61.999999999995396,-24.000000000001798,,-305.9999999999841
2019.05.27,-134.99999999999625,-83.9999999999952,-62.99999999999084,-18.999999999991246,,-300.9999999999735
2019.05.27,-117.99999999999588,-87.00000000000374,-69.9999999999923,-22.999999999995246,,-297.99999999998715
2019.05.27,-76.0000000000094,-114.99999999999844,-75.9999999999983,-58.000000000002494,,-325.00000000000864
2019.05.27,-89.99999999999008,-124.00000000000189,-73.99999999999629,-66.99999999999484,,-354.9999999999831
2019.05.27,-70.99999999999883,-138.00000000000477,-80.99999999999774,-75.00000000000284,,-365.0000000000042
2019.05.27,-89.00000000000574,-163.00000000000205,-83.9999999999952,-102.00000000000209,,-438.00000000000506
2019.05.27,-90.99999999999665,-173.9999999999964,-91.99999999999208,-112.000000000001,,-468.99999999998613
2019.05.27,-45.000000000006146,-168.99999999999693,-93.99999999999409,-114.99999999999844,,-422.99999999999557
2019.05.27,-41.000000000002146,-173.00000000000094,-108.99999999999244,-97.9999999999981,,-420.99999999999363
2019.05.27,-49.99999999999449,-180.99999999999784,-108.99999999999244,-100.0000000000112,,-439.99999999999596
2019.05.27,-79.00000000000685,-190.00000000000128,-117.99999999999588,-141.99999999999767,,-529.0000000000016
2019.05.27,-56.99999999999594,-177.00000000000495,-105.99999999999498,-93.99999999999409,,-433.99999999998994
2019.05.27,-56.99999999999594,-170.00000000000347,-105.99999999999498,-90.99999999999665,,-423.999999999991
2019.05.27,-60.99999999999994,-170.99999999999892,-109.99999999999899,-93.99999999999409,,-435.9999999999919
2019.05.27,-60.99999999999994,-170.00000000000347,-104.99999999999955,-93.00000000000975,,-429.00000000001273
2019.05.27,-86.0000000000083,-178.99999999999582,-104.99999999999955,-87.99999999999919,,-458.00000000000284
2019.05.27,-66.00000000001049,-170.00000000000347,-101.99999999999099,-89.00000000000574,,-427.0000000000107
2019.05.27,-55.000000000005045,-160.00000000000458,-104.99999999999955,-109.00000000000354,,-429.0000000000127
2019.05.28,-102.00000000000209,-175.99999999999838,-101.99999999999099,-181.9999999999933,,-561.9999999999848
2019.05.28,-52.000000000007596,-158.99999999999804,-69.9999999999923,-147.00000000000824,,-428.0000000000062
2019.05.28,-36.999999999998145,-153.00000000000313,-85.99999999999719,-117.99999999999588,,-393.9999999999943
2019.05.28,-28.999999999990145,-148.99999999999915,-82.99999999999974,-93.00000000000975,,-353.99999999999875
2019.05.28,-22.999999999995246,-141.00000000000225,-74.99999999999174,-107.99999999999699,,-346.99999999998624
2019.05.28,-15.00000000000945,-136.00000000000279,-73.99999999999629,-97.9999999999981,,-323.0000000000066
2019.05.28,-17.000000000000348,-128.00000000000588,-54.999999999993946,-99.00000000000463,,-299.0000000000048
2019.05.28,-32.0000000000098,-87.99999999999919,-32.999999999994145,-93.99999999999409,,-246.99999999999721
2019.05.28,-86.99999999999264,-124.99999999999733,-56.0000000000005,-109.00000000000354,,-376.999999999994
2019.05.28,-86.99999999999264,-146.99999999999713,-81.9999999999932,-95.00000000000064,,-410.9999999999836
2019.05.28,-53.999999999998494,-122.99999999999534,-75.9999999999983,-62.000000000006494,,-314.99999999999864
2019.05.28,-78.00000000000028,-134.99999999999625,-75.9999999999983,-72.99999999998974,,-361.99999999998454
2019.05.28,-25.999999999992696,-95.99999999999609,-65.99999999999939,-59.99999999999339,,-247.99999999998158
2019.05.28,-32.999999999994145,-80.99999999999774,-47.9999999999925,-45.99999999999049,,-207.99999999997488
2019.05.28,-22.0000000000109,-70.0000000000034,-35.999999999991594,-55.000000000005045,,-183.0000000000109
2019.05.28,-25.999999999992696,-75.00000000000284,-20.999999999993246,-83.00000000001084,,-204.99999999999963
2019.05.28,-7.0000000000014495,-73.99999999999629,-14.999999999998348,-79.00000000000685,,-175.00000000000296
2019.05.28,14.000000000002899,-38.0000000000047,18.0000000000069,-117.99999999999588,,-123.99999999999078
2019.05.28,-8.999999999992347,-78.00000000000028,14.000000000002899,-140.0000000000068,,-212.99999999999653
2019.05.28,-29.999999999996696,-92.00000000000318,19.00000000000235,-167.9999999999904,,-270.99999999998795
2019.05.28,-100.99999999999554,-114.99999999999844,4.999999999999449,-182.99999999999983,,-393.9999999999943
2019.05.28,-63.99999999999739,-100.99999999999554,13.00000000000745,-182.99999999999983,,-334.99999999998533
2019.05.28,-178.99999999999582,-153.99999999999858,-27.999999999994696,-204.00000000000418,,-564.9999999999933
2019.05.28,-255.00000000000523,-156.00000000000057,-35.999999999991594,-215.00000000000963,,-662.000000000007
2019.05.28,-235.99999999999176,-139.99999999999568,-25.999999999992696,-177.00000000000495,,-578.999999999985
2019.05.28,-265.0000000000041,-94.00000000000519,-22.999999999995246,-103.99999999999298,,-485.9999999999975
2019.05.28,-350.00000000000585,-139.00000000000023,-43.999999999999595,-140.99999999999113,,-673.9999999999968
2019.05.28,-401.99999999999125,-148.99999999999915,-51.000000000001044,-143.00000000000423,,-744.9999999999957
2019.05.28,-374.999999999992,-109.99999999999899,-62.99999999999084,-106.99999999999044,,-654.9999999999723
2019.05.28,-354.9999999999942,-107.00000000000153,-52.99999999999194,-83.9999999999952,,-598.999999999983
2019.05.28,-327.99999999999494,-102.99999999999754,-68.99999999999685,-69.9999999999923,,-569.9999999999816
2019.05.28,-351.99999999999676,-109.99999999999899,-78.00000000000028,-51.000000000001044,,-590.999999999997
2019.05.28,-330.9999999999924,-44.99999999999504,-17.000000000000348,-29.999999999996696,,-422.9999999999845
2019.05.28,-327.99999999999494,-14.000000000002899,-39.00000000000014,8.000000000008,,-372.99999999998994
2019.05.28,-400.00000000000034,-58.000000000002494,-67.9999999999903,4.000000000004,,-521.9999999999892
2019.05.28,-414.00000000000324,-70.99999999999883,-90.99999999999665,35.999999999991594,,-540.000000000007
2019.05.28,-374.999999999992,-34.99999999999615,-45.99999999999049,5.999999999994898,,-449.99999999998374
2019.05.28,-385.99999999999744,-39.999999999995595,-43.999999999999595,-2.999999999997449,,-472.9999999999901
2019.05.28,-387.000000000004,-38.0000000000047,-70.99999999999883,32.999999999994145,,-463.00000000001336
2019.05.28,-510.00000000001046,-65.99999999999939,-95.00000000000064,43.999999999999595,,-627.000000000011
2019.05.28,-509.00000000000387,-80.99999999999774,-103.99999999999298,29.999999999996696,,-663.9999999999978
2019.05.28,-449.9999999999948,-70.99999999999883,-85.99999999999719,29.999999999996696,,-576.9999999999941
2019.05.28,-499.000000000005,-80.99999999999774,-80.99999999999774,17.000000000000348,,-644.0000000000001
2019.05.28,-543.999999999989,-109.99999999999899,-119.99999999999788,5.000000000010552,,-768.9999999999752
2019.05.28,-588.0000000000107,-117.00000000000044,-120.99999999999334,15.999999999993797,,-810.0000000000107
2019.05.28,-577.9999999999897,-104.00000000000409,-104.99999999999955,-5.999999999994898,,-792.9999999999882
2019.05.28,-588.9999999999951,-92.99999999999864,-79.99999999999119,-8.999999999992347,,-770.9999999999774
2019.05.28,-605.9999999999955,-109.00000000000354,-108.99999999999244,-8.000000000008,,-831.9999999999993
2019.05.29,-557.9999999999918,-102.99999999999754,-123.99999999999079,-14.000000000002899,,-798.999999999983
2019.05.29,-550.000000000006,-78.99999999999574,-105.99999999999498,42.0000000000087,,-692.9999999999882
2019.05.29,-543.999999999989,-75.9999999999983,-104.99999999999955,11.00000000000545,,-713.9999999999814
2019.05.29,-547.0000000000086,-111.00000000000554,-98.99999999999353,-11.999999999989797,,-768.9999999999975
2019.05.29,-550.000000000006,-117.99999999999588,-103.99999999999298,-22.999999999995246,,-794.9999999999901
