date,USDCAD,GBPCHF,EURGBP,EURNZD,AUDJPY,AUDCAD,empty,sum
2021.03.08,0.0,-608.0000000000085,-63.99999999999739,-76.0000000000094,-158.00000000000125,-135.99999999999167,,-1042.0000000000082
2021.03.08,18.0000000000069,-647.0000000000198,-80.00000000000229,-34.000000000000696,-188.0000000000024,-112.000000000001,,-1043.000000000019
2021.03.08,-207.99999999998596,-767.0000000000066,-103.99999999999298,-157.00000000000713,-481.9999999999993,-212.99999999999653,,-1930.9999999999884
2021.03.08,-231.0000000000034,-773.0000000000015,-108.99999999999244,-191.00000000000784,-518.0000000000007,-232.99999999999432,,-2055.0
2021.03.08,-136.00000000000279,-662.000000000007,-58.99999999999794,-59.000000000009045,-337.0000000000033,-158.99999999999804,,-1412.000000000018
2021.03.08,-175.99999999999838,-707.0000000000132,-76.99999999999375,-92.00000000000318,-344.99999999999886,-171.99999999999437,,-1569.0000000000018
2021.03.08,-164.99999999999292,-709.0000000000041,-83.9999999999952,-95.00000000000064,-364.0000000000043,-156.00000000000057,,-1572.9999999999977
2021.03.08,-180.0000000000024,-745.0000000000178,-63.99999999999739,5.999999999994898,-373.9999999999952,-151.00000000000114,,-1508.000000000019
2021.03.08,-195.9999999999962,-742.0000000000205,-53.00000000000304,17.000000000000348,-385.9999999999957,-136.99999999999824,,-1497.0000000000132
2021.03.08,-12.999999999996348,-639.0000000000118,-43.999999999999595,52.99999999999194,-269.999999999996,-143.9999999999997,,-1057.0000000000116
2021.03.08,62.000000000006494,-632.0000000000103,-41.9999999999976,7.0000000000014495,-239.99999999999488,-165.9999999999995,,-1010.9999999999943
2021.03.08,114.0000000000141,-580.0000000000027,-22.999999999995246,121.99999999999989,-194.00000000000261,-151.9999999999966,,-712.9999999999832
2021.03.08,87.99999999999919,-634.0000000000013,-39.999999999995595,190.99999999998562,-213.99999999999864,-156.99999999999602,,-766.0000000000067
2021.03.08,80.00000000001339,-636.0000000000143,-43.999999999999595,170.99999999998784,-262.00000000000045,-236.99999999999832,,-928.0000000000114
