date,USDCHF,EURUSD,USDCAD,AUDUSD,NZDUSD,NZDCHF,GBPJPY,GBPCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDCAD,empty,sum
2015.05.18,-59.000000000009045,0.0,-14.999999999987246,-26.999999999999247,-43.00000000000415,-64.99999999999284,-48.00000000000182,-180.0000000000024,-21.00000000000435,-109.00000000000354,-161.99999999999193,-63.99999999999295,-61.999999999995396,,-854.9999999999848
2015.05.18,-84.0000000000063,51.99999999998539,13.000000000018552,-37.99999999999359,-62.000000000006494,-78.99999999999574,2.0000000000095497,-124.00000000001299,19.00000000001345,-43.999999999999595,-149.0000000000009,-75.9999999999934,-30.999999999992145,,-600.9999999999742
2015.05.18,-50.0000000000056,27.999999999983594,51.000000000001044,-29.000000000001247,-126.0000000000039,-80.99999999999774,-149.99999999997726,-90.00000000001229,-76.99999999999375,-207.00000000000162,-144.99999999999602,-85.99999999999852,-46.999999999997044,,-1009.0000000000003
2015.05.18,-29.000000000001247,18.999999999991246,87.00000000001484,-31.999999999998696,-124.00000000000189,-85.99999999999719,-182.99999999999272,104.99999999999955,-92.99999999998754,-171.99999999999437,-147.99999999999613,-102.00000000000387,-35.999999999991594,,-793.9999999999596
2015.05.18,-8.000000000008,51.000000000001044,66.00000000001049,-43.999999999999595,-70.0000000000034,-24.999999999997247,-257.99999999998136,143.99999999998857,-93.99999999999409,-120.99999999999334,-158.00000000000125,-115.99999999999966,25.00000000000835,,-607.9999999999695
2015.05.18,-25.00000000000835,39.999999999995595,17.000000000000348,-146.99999999999713,-70.0000000000034,-14.999999999998348,-197.00000000000273,82.99999999998863,-139.00000000000023,-92.00000000000318,-164.00000000000148,-185.00000000000227,34.000000000000696,,-860.0000000000318
2015.05.18,-25.00000000000835,47.99999999998139,41.000000000002146,-71.99999999999429,-110.00000000001009,-9.999999999998899,-117.999999999995,72.99999999998974,-431.99999999998795,-123.00000000000644,-143.99999999999125,-111.99999999999477,16.0000000000049,,-968.0000000000089
2015.05.18,44.99999999999504,106.99999999999044,126.0000000000039,157.00000000000713,-174.00000000000747,-12.999999999996348,-400.99999999998204,96.99999999999153,-428.9999999999905,-202.9999999999976,-268.99999999999125,64.99999999999773,-9.999999999998899,,-901.9999999999784
2015.05.18,129.9999999999968,125.99999999998168,188.00000000001037,187.9999999999993,-192.00000000000327,-29.000000000001247,-387.00000000000045,143.99999999998857,-426.9999999999996,-252.0000000000078,-242.999999999995,-25.000000000005684,-18.999999999991246,,-798.0000000000276
2015.05.18,237.99999999999378,197.00000000000273,257.0000000000183,226.99999999999943,-329.00000000000153,-27.999999999994696,-424.99999999998295,160.99999999998892,-387.000000000004,-412.9999999999967,-245.00000000000455,-22.00000000000557,-115.99999999999389,,-884.9999999999806
2015.05.18,262.999999999991,158.99999999999804,285.00000000000193,214.00000000000307,-334.00000000000097,-36.0000000000027,-337.99999999999386,191.99999999999218,-373.99999999998545,-478.0000000000006,-194.99999999999318,-4.0000000000048885,-110.99999999999443,,-756.9999999999898
2015.05.18,227.99999999999488,146.00000000000168,280.0000000000136,137.00000000000932,-297.00000000000284,-19.00000000000235,-312.9999999999882,234.99999999998522,-309.0000000000037,-418.0000000000073,-162.9999999999967,-75.9999999999934,-66.99999999999484,,-635.9999999999845
2015.05.18,185.99999999999727,126.99999999998823,272.00000000000557,135.00000000000733,-182.99999999999983,36.999999999998145,-340.99999999997976,208.99999999999253,-290.9999999999968,-275.9999999999874,-197.9999999999933,-87.99999999999386,25.00000000000835,,-385.99999999995345
2015.05.18,184.99999999999073,148.99999999999915,270.00000000001467,131.99999999999878,-282.0000000000045,-65.99999999999939,-331.99999999999363,207.99999999998596,-258.0000000000027,-408.9999999999927,-200.9999999999934,-106.99999999999932,-80.99999999999774,,-791.9999999999941
2015.05.18,111.99999999998988,108.99999999998133,223.00000000001762,156.00000000000057,-216.0000000000051,-8.999999999992347,-384.9999999999909,203.99999999998198,-287.9999999999994,-282.9999999999888,-212.99999999999386,-45.99999999999227,-18.999999999991246,,-654.9999999999825
2015.05.18,118.99999999999133,102.00000000000209,192.00000000001438,137.00000000000932,-169.00000000000804,-14.000000000002899,-393.99999999997704,191.99999999999218,-300.99999999999574,-278.00000000000045,-237.99999999999955,-76.99999999999818,-10.999999999994348,,-739.999999999967
2015.05.18,129.9999999999968,147.99999999999258,207.00000000000162,159.00000000000912,-242.00000000000887,-7.9999999999968985,-435.0000000000023,150.99999999999002,-309.99999999998806,-252.0000000000078,-271.0000000000008,-54.000000000002046,-78.99999999999574,,-856.0000000000123
2015.05.18,167.9999999999904,104.99999999999955,123.00000000000644,196.00000000000728,-231.0000000000034,-3.999999999992898,-516.9999999999959,48.99999999998794,-354.9999999999942,-251.00000000000122,-371.9999999999999,-61.99999999999761,-97.9999999999981,,-1248.9999999999918
2015.05.18,90.99999999999665,24.999999999986144,95.00000000000064,82.99999999999974,-145.00000000000622,18.0000000000069,-522.9999999999961,-30.0000000000189,-346.0000000000019,-218.99999999999142,-359.99999999999943,-150.00000000000568,-51.99999999999649,,-1513.000000000026
2015.05.18,147.99999999999258,106.99999999999044,85.00000000000173,120.00000000000898,-215.00000000000963,4.999999999999449,-368.9999999999998,-139.00000000000023,-283.99999999999534,-255.99999999998957,-352.99999999999443,-118.99999999999977,-114.99999999999844,,-1384.999999999994
2015.05.18,201.99999999999108,241.99999999998667,156.00000000000057,226.99999999999943,-317.0000000000006,11.00000000000545,-193.9999999999884,-442.00000000000904,-354.9999999999942,-156.00000000000057,-245.9999999999951,36.000000000001364,-149.99999999999457,,-985.9999999999981
2015.05.18,362.99999999999113,487.99999999999955,225.00000000000853,328.0000000000061,-384.00000000000654,-19.999999999997797,-76.99999999999818,-352.000000000019,-208.99999999999253,-171.99999999999437,-257.000000000005,87.0000000000033,-223.99999999999088,,-203.99999999999582
2015.05.18,420.9999999999936,567.9999999999907,341.99999999999784,343.9999999999999,-367.0000000000062,29.000000000001247,-60.000000000002274,-367.0000000000062,-131.99999999999878,-35.999999999991594,-216.99999999999875,85.99999999999852,-151.9999999999966,,458.9999999999817
2015.05.18,374.999999999992,594.99999999999,287.000000000015,212.00000000000108,-350.00000000000585,68.99999999999685,159.9999999999966,-351.0000000000124,140.0000000000068,126.0000000000039,-182.99999999999272,1.0000000000047748,-130.99999999999224,,950.0000000000036
2015.05.18,386.9999999999929,583.9999999999845,299.00000000000483,211.00000000000563,-352.00000000000784,75.00000000000284,221.00000000000364,-499.000000000005,36.999999999998145,104.99999999999955,-194.99999999999318,-28.000000000005798,-108.99999999999244,,735.9999999999877
2015.05.18,275.99999999999847,434.9999999999854,270.00000000001467,256.0000000000007,-358.0000000000028,-46.999999999997044,-78.99999999997931,-394.00000000000546,-107.99999999999699,-143.99999999998857,-230.99999999999454,28.999999999996362,-136.99999999999824,,-231.99999999996743
2015.05.18,165.9999999999995,415.99999999999415,331.0000000000146,263.0000000000021,-332.00000000001006,-105.99999999999498,-70.99999999999795,-69.00000000000794,-131.99999999999878,-160.99999999998892,-161.99999999999193,63.00000000000239,-102.99999999999754,,103.00000000002457
2015.05.18,78.99999999999574,258.99999999998704,300.00000000001137,306.00000000000625,-370.9999999999991,-175.00000000000293,-36.000000000001364,-226.00000000001506,-424.99999999998647,-385.99999999999744,-173.99999999999238,93.99999999999409,-104.99999999999955,,-859.9999999999999
2015.05.18,157.99999999999147,303.9999999999932,386.00000000001967,273.000000000001,-339.0000000000004,-141.99999999999767,-9.999999999990905,-51.000000000001044,-322.00000000000006,-327.99999999999494,-118.99999999999977,70.00000000000739,-51.99999999999649,,-171.9999999999685
2015.05.18,307.99999999999716,422.9999999999956,411.0000000000058,303.0000000000088,-362.00000000000676,-14.000000000002899,16.999999999995907,-73.00000000001194,-201.00000000000674,-197.99999999998707,-108.00000000000409,78.00000000000296,-51.99999999999649,,531.9999999999903
2015.05.18,308.9999999999926,420.9999999999825,413.00000000001893,304.00000000000426,-450.00000000000597,-34.000000000000696,105.00000000001819,-202.00000000001327,-140.99999999999113,-140.99999999999113,-126.00000000000477,61.00000000000705,-73.00000000000084,,446.00000000001586
2015.05.18,272.99999999998994,464.9999999999821,522.0000000000002,321.0000000000046,-523.0000000000068,-198.99999999999363,39.00000000001569,104.99999999999955,-126.99999999998823,-330.0000000000081,-31.999999999996476,90.00000000000341,-75.9999999999983,,528.000000000004
2015.05.18,264.999999999993,503.99999999999335,709.0000000000041,370.9999999999991,-617.0000000000009,-244.99999999999523,-319.9999999999932,353.99999999998766,-167.9999999999904,-414.9999999999876,112.99999999999955,131.00000000000023,-76.99999999999375,,605.0000000000159
2015.05.18,417.99999999999613,730.9999999999927,996.0000000000191,394.00000000000546,-699.0000000000052,-193.99999999999417,-421.99999999999704,900.9999999999962,80.00000000001339,-241.99999999998667,271.0000000000008,117.00000000000443,31.000000000003247,,2382.0000000000487
2015.05.18,509.9999999999993,878.000000000001,990.000000000002,369.0000000000082,-668.0000000000019,-134.0000000000008,-54.9999999999784,790.9999999999861,286.00000000000847,-45.000000000006146,296.99999999999704,85.99999999999852,54.00000000000959,,3359.0000000000236
2015.05.18,609.9999999999994,846.9999999999977,1126.0000000000048,290.00000000000136,-658.0000000000031,-100.00000000000009,-185.00000000000227,834.9999999999858,303.9999999999932,-96.99999999999153,356.00000000000875,-72.00000000000273,124.00000000000189,,3379.999999999993
2015.05.18,595.9999999999966,795.9999999999967,1170.0000000000043,274.00000000000756,-596.0000000000076,-49.99999999999449,-313.99999999999295,1177.9999999999902,390.0000000000015,-112.000000000001,388.9999999999958,-103.9999999999992,230.000000000008,,3847.0000000000055
2015.05.18,678.9999999999962,920.9999999999941,1324.000000000014,291.0000000000079,-541.0000000000026,60.00000000000449,-120.00000000000455,1317.999999999997,442.00000000000904,141.99999999999767,516.0000000000053,-61.99999999999761,400.00000000000034,,5370.000000000021
2015.05.18,740.9999999999917,946.9999999999867,1347.0000000000093,365.0000000000042,-628.0000000000064,56.0000000000005,-128.99999999999068,1323.9999999999918,408.9999999999927,113.99999999999189,524.0000000000009,28.999999999996362,356.00000000000074,,5454.99999999997
2015.05.18,719.9999999999984,902.9999999999872,1304.0000000000164,368.00000000000165,-601.000000000007,36.999999999998145,-205.99999999998886,1314.9999999999995,378.00000000001165,31.000000000003247,471.00000000000364,4.0000000000048885,303.0000000000088,,5027.000000000037
2015.05.18,767.9999999999909,949.9999999999842,1284.0000000000184,302.0000000000023,-663.0000000000025,-12.000000000000899,-161.00000000000136,1239.9999999999966,391.000000000008,-76.99999999999375,445.99999999999795,-76.99999999999818,200.00000000000017,,4591.000000000003
