date,GBPCHF,EURCHF,NZDCHF,EURJPY,EURAUD,AUDNZD,empty,sum
2018.04.30,-156.00000000000057,-79.00000000000685,-82.00000000000429,-68.00000000001205,-39.999999999995595,-26.999999999999247,,-452.0000000000186
2018.04.30,-141.00000000001333,-56.000000000011596,-51.000000000001044,-63.99999999999295,-99.00000000000463,-4.000000000004,,-415.0000000000275
2018.04.30,-136.00000000000279,-63.99999999999739,-78.00000000000028,-84.00000000000318,-85.00000000000173,-7.0000000000014495,,-454.0000000000068
2018.04.30,-187.00000000000384,-76.0000000000094,-87.99999999999919,-86.00000000001273,-36.999999999998145,-8.000000000008,,-482.0000000000313
2018.04.30,-173.00000000000094,-63.99999999999739,-56.0000000000005,-97.00000000000841,-96.99999999999153,31.000000000003247,,-455.9999999999955
2018.04.30,-156.00000000000057,-63.000000000013046,-68.00000000000139,-80.0000000000125,-102.00000000000209,-24.000000000001798,,-493.00000000003143
2018.04.30,-100.99999999999554,-56.000000000011596,-70.0000000000034,-34.99999999999659,-127.99999999999478,-7.0000000000014495,,-397.0000000000033
2018.04.30,-106.00000000000608,-73.99999999999629,-92.00000000000318,-69.99999999999318,-151.9999999999966,-53.999999999998494,,-547.9999999999939
2018.04.30,-121.00000000001555,-73.99999999999629,-80.00000000000229,-63.0000000000166,-139.00000000000023,-35.00000000000725,,-512.0000000000382
2018.04.30,-157.00000000000713,-96.00000000000719,-36.999999999998145,-128.00000000001432,-243.99999999999977,39.999999999995595,,-622.000000000031
2018.04.30,-153.00000000000313,-104.00000000001519,-5.999999999994898,-129.99999999999545,-269.9999999999925,26.999999999999247,,-636.0000000000019
2018.04.30,-208.00000000000819,-119.00000000000244,29.999999999996696,-117.00000000001864,-432.0000000000102,22.999999999995246,,-823.0000000000475
2018.04.30,-215.00000000000963,-117.00000000001154,39.00000000000014,-123.99999999999523,-439.0000000000116,-8.000000000008,,-864.0000000000358
2018.04.30,-229.00000000001253,-102.00000000000209,17.999999999995797,-98.00000000001319,-404.0000000000044,-29.00000000001235,,-844.0000000000488
2018.04.30,-261.0000000000001,-106.00000000000608,-7.0000000000014495,-144.00000000000546,-333.0000000000055,-35.00000000000725,,-886.0000000000259
2018.04.30,-224.000000000002,-87.99999999999919,-19.999999999997797,-141.00000000001955,-337.0000000000095,-63.000000000013046,,-873.000000000041
2018.04.30,-206.00000000001728,-95.00000000000064,-44.99999999999504,-207.9999999999984,-339.0000000000004,-116.00000000000499,,-1009.0000000000168
2018.04.30,-212.99999999999653,-107.99999999999699,-44.99999999999504,-237.99999999999955,-358.9999999999982,-93.00000000000975,,-1055.9999999999961
2018.04.30,-235.00000000000742,-102.00000000000209,5.999999999994898,-223.0000000000132,-463.9999999999977,-59.99999999999339,,-1078.0000000000189
2018.04.30,-95.00000000000064,-112.000000000001,39.999999999995595,-302.99999999999727,-577.0000000000052,-96.99999999999153,,-1144.0000000000002
2018.04.30,-87.00000000001484,-134.00000000001188,53.999999999998494,-310.0000000000023,-605.9999999999955,-95.00000000000064,,-1178.0000000000266
2018.04.30,-70.99999999999883,-75.00000000000284,51.99999999999649,-159.9999999999966,-434.000000000001,-39.00000000001125,,-727.000000000014
2018.04.30,-161.00000000001114,-107.00000000001265,56.0000000000005,-211.00000000001273,-547.0000000000086,-28.000000000005798,,-998.0000000000504
2018.04.30,-104.00000000001519,-93.99999999999409,82.99999999999974,-169.00000000001114,-517.0000000000119,-15.999999999993797,,-817.0000000000264
2018.04.30,11.999999999989797,-46.0000000000127,87.00000000000374,-99.99999999999432,-442.00000000000904,19.999999999997797,,-469.0000000000247
2018.04.30,52.99999999999194,-31.000000000003247,88.99999999999464,-179.00000000000205,-407.0000000000018,68.00000000000139,,-407.0000000000191
