date,USDJPY,USDCAD,AUDUSD,CADCHF,AUDCHF,EURJPY,EURAUD,AUDJPY,AUDCAD,AUDNZD,empty,sum
2019.08.19,-78.00000000000296,-19.999999999997797,-87.99999999999919,-231.99999999999886,-181.9999999999933,-239.99999999999488,-95.00000000000064,-137.99999999999102,-115.99999999999389,-122.99999999998423,,-1311.9999999999568
2019.08.19,-75.00000000000284,17.000000000000348,-97.9999999999981,-315.9999999999941,-240.99999999999122,-242.999999999995,-85.00000000000173,-153.99999999999636,-153.99999999999858,-184.99999999999073,,-1533.9999999999684
2019.08.19,-158.00000000000125,19.00000000001345,-86.99999999999264,-231.0000000000034,-180.99999999999784,-349.9999999999943,-21.00000000000435,-204.9999999999983,-122.99999999999534,-181.9999999999933,,-1518.9999999999673
2019.08.19,-194.00000000000261,79.00000000000685,-103.99999999999298,-214.99999999999852,-207.99999999999707,-387.00000000000045,-27.999999999983594,-242.999999999995,-161.99999999999548,-154.99999999999403,,-1616.999999999953
2019.08.19,-191.0000000000025,56.000000000011596,-95.99999999999609,-251.99999999999667,-220.99999999999343,-376.99999999999534,-70.99999999999883,-247.99999999999045,-136.99999999999824,-198.99999999999363,,-1735.9999999999534
2019.08.19,-170.0000000000017,58.000000000002494,-100.00000000000009,-261.0000000000001,-248.99999999999923,-344.99999999999886,-103.99999999999298,-233.99999999999466,-139.99999999999568,-211.99999999998997,,-1756.9999999999707
2019.08.19,-155.00000000000114,41.000000000002146,-109.99999999999899,-270.0000000000036,-253.99999999999866,-311.00000000000705,-163.00000000000205,-224.99999999999432,-146.99999999999713,-234.99999999998522,,-1828.999999999986
2019.08.19,-155.00000000000114,60.99999999999994,-63.99999999999739,-270.99999999999903,-219.99999999999798,-272.99999999999613,-58.99999999998684,-186.9999999999976,-93.99999999999409,-269.9999999999925,,-1531.9999999999627
2019.08.19,-156.0000000000059,97.9999999999981,-46.00000000000159,-237.99999999999378,-198.99999999999363,-271.0000000000008,-17.999999999984695,-161.00000000000136,-108.99999999999244,-297.9999999999983,,-1397.9999999999745
2019.08.19,-87.0000000000033,117.99999999999588,-56.99999999999594,-229.00000000000142,-201.99999999999108,-197.9999999999933,-31.999999999987594,-122.99999999999045,-114.99999999999844,-297.9999999999983,,-1222.9999999999638
2019.08.19,-26.00000000001046,124.00000000001299,-19.999999999997797,-195.9999999999962,-142.99999999999312,-159.9999999999966,73.99999999999629,-51.9999999999925,-75.9999999999983,-289.9999999999903,,-764.9999999999659
2019.08.19,-82.99999999999841,99.00000000000463,-36.999999999998145,-212.00000000000108,-158.99999999999804,-236.0000000000042,58.000000000002494,-109.99999999999943,-78.00000000000028,-234.99999999998522,,-992.9999999999777
2019.08.19,-99.00000000000375,96.00000000000719,-14.000000000002899,-236.00000000000287,-162.99999999999093,-248.00000000000466,127.99999999999478,-76.99999999999818,-59.99999999999339,-221.99999999998886,,-894.9999999999836
2019.08.19,-115.0000000000091,143.00000000000423,-53.999999999998494,-248.99999999999923,-223.99999999999088,-254.0000000000049,-2.999999999997449,-137.00000000000045,-143.9999999999997,-232.99999999999432,,-1269.9999999999905
2019.08.19,-103.9999999999992,134.99999999999625,-121.99999999999989,-248.99999999999923,-281.99999999999335,-242.00000000000443,-163.00000000000205,-198.99999999999807,-213.99999999999199,-266.999999999995,,-1706.999999999987
2019.08.19,-99.00000000000375,126.0000000000039,-65.99999999999939,-246.00000000000176,-234.00000000000088,-234.99999999999943,-21.00000000000435,-152.00000000000102,-139.99999999999568,-268.0000000000016,,-1335.0000000000039
2019.08.19,-97.99999999999898,124.00000000001299,-95.99999999999609,-242.99999999999324,-256.99999999999613,-236.0000000000042,-100.99999999999554,-185.00000000000227,-171.99999999999437,-296.9999999999917,,-1560.9999999999595
