date,AUDCAD,NZDCAD,empty,sum
2019.02.26,-834.0000000000014,-817.000000000001,,-1651.0000000000023
2019.02.26,-835.9999999999923,-824.0000000000025,,-1659.9999999999948
2019.02.26,-708.999999999993,-741.0000000000027,,-1449.9999999999957
2019.02.26,-773.9999999999969,-738.0000000000053,,-1512.0000000000023
2019.02.26,-783.0000000000003,-765.0000000000045,,-1548.000000000005
2019.02.26,-798.9999999999942,-792.0000000000039,,-1590.9999999999982
2019.02.26,-800.0000000000007,-783.0000000000003,,-1583.000000000001
2019.02.26,-775.9999999999989,-792.0000000000039,,-1568.0000000000027
2019.02.26,-839.9999999999964,-851.0000000000017,,-1690.9999999999982
2019.02.26,-806.999999999991,-839.0000000000009,,-1645.9999999999918
2019.02.26,-830.9999999999928,-846.0000000000023,,-1676.999999999995
2019.02.26,-979.999999999992,-972.0000000000061,,-1951.9999999999982
2019.02.26,-963.9999999999982,-977.0000000000057,,-1941.0000000000039
2019.02.26,-891.9999999999928,-914.9999999999991,,-1806.9999999999918
2019.02.26,-834.0000000000014,-812.0000000000016,,-1646.000000000003
2019.02.26,-976.9999999999945,-790.9999999999973,,-1767.9999999999918
2019.02.26,-991.9999999999928,-797.9999999999987,,-1789.9999999999916
2019.02.26,-979.999999999992,-748.9999999999997,,-1728.9999999999918
2019.02.26,-917.9999999999966,-663.999999999998,,-1581.9999999999945
2019.02.26,-934.0000000000015,-692.0000000000038,,-1626.0000000000052
2019.02.26,-923.9999999999915,-668.9999999999974,,-1592.9999999999889
2019.02.26,-947.9999999999933,-707.9999999999975,,-1655.999999999991
2019.02.26,-1014.9999999999992,-746.9999999999976,,-1761.9999999999968
2019.02.26,-1015.9999999999947,-751.9999999999972,,-1767.9999999999918
2019.02.26,-1007.9999999999978,-748.9999999999997,,-1756.9999999999975
2019.02.26,-949.9999999999953,-707.000000000002,,-1656.9999999999973
2019.02.26,-957.9999999999922,-712.9999999999969,,-1670.999999999989
2019.02.26,-951.9999999999973,-692.0000000000038,,-1644.000000000001
2019.02.27,-936.999999999999,-634.0000000000013,,-1571.0000000000002
2019.02.27,-1015.9999999999947,-697.9999999999986,,-1713.9999999999932
2019.02.27,-1034.0000000000016,-690.9999999999972,,-1724.9999999999986
2019.02.27,-985.999999999998,-663.0000000000025,,-1649.0000000000005
2019.02.27,-1012.0000000000018,-739.0000000000008,,-1751.0000000000027
2019.02.27,-991.9999999999928,-738.0000000000053,,-1729.9999999999982
2019.02.27,-887.9999999999999,-702.0000000000026,,-1590.0000000000025
2019.02.27,-861.0000000000007,-672.0000000000059,,-1533.0000000000066
2019.02.27,-861.0000000000007,-685.0000000000023,,-1546.000000000003
2019.02.27,-896.9999999999923,-680.9999999999983,,-1577.9999999999905
2019.02.27,-886.9999999999934,-694.0000000000057,,-1580.999999999999
2019.02.27,-934.9999999999969,-663.0000000000025,,-1597.9999999999995
2019.02.27,-897.9999999999987,-636.9999999999986,,-1534.9999999999973
2019.02.27,-913.9999999999926,-631.9999999999992,,-1545.9999999999918
2019.02.27,-939.9999999999964,-656.000000000001,,-1595.9999999999973
2019.02.27,-956.0000000000013,-665.0000000000044,,-1621.0000000000057
2019.02.27,-908.9999999999932,-655.0000000000056,,-1563.9999999999986
2019.02.27,-895.0000000000014,-675.0000000000034,,-1570.0000000000048
2019.02.27,-884.9999999999914,-692.0000000000038,,-1576.999999999995
2019.02.27,-880.9999999999984,-690.0000000000017,,-1571.0
2019.02.27,-827.0,-626.0000000000043,,-1453.0000000000043
2019.02.27,-683.9999999999957,-489.0000000000061,,-1173.0000000000018
2019.02.27,-622.0000000000003,-392.9999999999989,,-1014.9999999999993
2019.02.27,-618.9999999999918,-365.99999999999966,,-984.9999999999915
2019.02.27,-559.9999999999939,-336.00000000000296,,-895.9999999999968
2019.02.27,-557.9999999999918,-355.0000000000053,,-912.999999999997
2019.02.27,-443.99999999999994,-241.99999999999778,,-685.9999999999977
2019.02.27,-501.99999999999136,-173.9999999999964,,-675.9999999999877
2019.02.27,-480.99999999999807,-180.99999999999784,,-661.9999999999959
2019.02.27,-443.99999999999994,-172.00000000000549,,-616.0000000000055
2019.02.27,-343.9999999999999,-136.00000000000279,,-480.0000000000027
2019.02.27,-373.00000000000114,-175.00000000000293,,-548.0000000000041
2019.02.27,-240.99999999999122,-4.000000000004,,-244.99999999999523
2019.02.27,-235.99999999999176,14.999999999998348,,-220.9999999999934
2019.02.27,-181.9999999999933,82.99999999999974,,-98.99999999999355
2019.02.27,-171.99999999999437,78.99999999999574,,-92.99999999999864
2019.02.27,-164.99999999999292,63.00000000000195,,-101.99999999999098
2019.02.27,-124.99999999999733,146.00000000000168,,21.00000000000435
2019.02.27,-83.9999999999952,178.99999999999582,,95.00000000000063
2019.02.27,-88.99999999999464,204.00000000000418,,115.00000000000954
2019.02.27,-134.99999999999625,170.99999999999892,,36.00000000000267
2019.02.27,-152.99999999999204,178.00000000000037,,25.000000000008328
2019.02.27,-157.99999999999147,180.0000000000024,,22.000000000010914
2019.02.27,-175.99999999999838,166.99999999999494,,-9.000000000003439
2019.02.27,-178.00000000000037,151.00000000000114,,-26.999999999999233
2019.02.27,-166.99999999999494,117.00000000000044,,-49.9999999999945
2019.02.27,-205.99999999999508,66.99999999999484,,-139.00000000000023
2019.02.27,-222.99999999999542,58.000000000002494,,-164.99999999999292
2019.02.28,-220.99999999999343,26.000000000003798,,-194.99999999998963
2019.02.28,-190.99999999999673,48.99999999999905,,-141.99999999999767
2019.02.28,-269.9999999999925,14.000000000002899,,-255.9999999999896
2019.02.28,-257.9999999999916,26.000000000003798,,-231.99999999998778
2019.02.28,-268.99999999999704,88.99999999999464,,-180.0000000000024
2019.02.28,-452.99999999999227,76.99999999999375,,-375.9999999999985
2019.02.28,-268.0000000000016,124.99999999999733,,-143.00000000000426
2019.02.28,-182.99999999999983,129.9999999999968,,-53.00000000000304
2019.02.28,-208.99999999999253,112.99999999999643,,-95.99999999999609
2019.02.28,-253.99999999999866,114.00000000000298,,-139.99999999999568
2019.02.28,-234.00000000000088,73.99999999999629,,-160.0000000000046
2019.02.28,-273.000000000001,39.999999999995595,,-233.00000000000543
2019.02.28,-302.9999999999977,-11.00000000000545,,-314.0000000000032
2019.02.28,-305.99999999999517,29.999999999996696,,-275.99999999999847
2019.02.28,-268.0000000000016,43.999999999999595,,-224.000000000002
2019.02.28,-271.9999999999945,53.999999999998494,,-217.999999999996
2019.02.28,-262.999999999991,59.99999999999339,,-202.9999999999976
2019.02.28,-270.99999999999903,54.999999999993946,,-216.0000000000051
2019.02.28,-263.99999999999756,-43.999999999999595,,-307.99999999999716
2019.02.28,-273.000000000001,-46.999999999997044,,-319.99999999999807
2019.02.28,-368.9999999999971,-109.00000000000354,,-478.0000000000006
2019.02.28,-352.9999999999922,-41.000000000002146,,-393.9999999999944
2019.02.28,-330.9999999999924,14.000000000002899,,-316.9999999999895
2019.02.28,-335.99999999999187,-17.000000000000348,,-352.9999999999922
2019.02.28,-331.999999999999,-2.999999999997449,,-334.9999999999964
2019.02.28,-307.99999999999716,27.999999999994696,,-280.00000000000244
2019.02.28,-340.9999999999913,21.999999999999797,,-318.99999999999153
2019.02.28,-303.9999999999932,73.00000000000084,,-230.99999999999233
2019.02.28,-361.9999999999957,-16.0000000000049,,-378.00000000000057
2019.02.28,-315.9999999999941,4.999999999999449,,-310.99999999999466
2019.02.28,-432.9999999999945,-114.99999999999844,,-547.999999999993
2019.02.28,-473.0000000000012,-90.99999999999665,,-563.9999999999978
2019.02.28,-322.00000000000006,119.00000000000244,,-202.9999999999976
2019.02.28,-230.99999999999233,158.0000000000026,,-72.99999999998974
2019.02.28,-129.00000000000134,275.000000000003,,146.00000000000168
2019.02.28,-80.99999999999774,292.9999999999988,,212.00000000000108
2019.02.28,16.0000000000049,348.00000000000387,,364.00000000000875
2019.02.28,138.00000000000477,461.99999999999574,,600.0000000000005
2019.02.28,255.00000000000523,497.99999999999847,,753.0000000000036
2019.02.28,309.0000000000037,519.0000000000028,,828.0000000000066
2019.02.28,308.00000000000824,519.9999999999983,,828.0000000000066
2019.02.28,336.9999999999984,525.9999999999932,,862.9999999999916
2019.02.28,369.0000000000082,554.9999999999944,,924.0000000000026
2019.02.28,392.9999999999989,559.9999999999939,,952.9999999999927
2019.02.28,396.00000000000745,570.0000000000039,,966.0000000000114
2019.02.28,347.0000000000084,502.00000000000244,,849.0000000000109
2019.02.28,326.9999999999995,471.99999999999466,,798.9999999999941
2019.02.28,258.9999999999981,419.00000000000273,,678.0000000000009
2019.03.01,238.0000000000049,420.9999999999936,,658.9999999999984
2019.03.01,180.0000000000024,373.99999999999653,,553.9999999999989
2019.03.01,217.0000000000005,337.99999999999386,,554.9999999999943
2019.03.01,195.00000000000074,317.9999999999961,,512.9999999999968
2019.03.01,231.99999999999886,344.99999999999534,,576.9999999999942
2019.03.01,264.0000000000087,398.9999999999938,,663.0000000000025
2019.03.01,301.0000000000068,402.9999999999978,,704.0000000000045
2019.03.01,163.00000000000205,363.99999999999767,,526.9999999999998
2019.03.01,194.0000000000053,390.99999999999693,,585.0000000000023
2019.03.01,314.0000000000032,392.00000000000347,,706.0000000000066
2019.03.01,322.00000000000006,371.99999999999454,,693.9999999999945
2019.03.01,314.99999999999864,437.999999999994,,752.9999999999926
2019.03.01,282.99999999999994,363.99999999999767,,646.9999999999976
2019.03.01,342.000000000009,385.99999999999744,,728.0000000000064
2019.03.01,363.0000000000022,395.0000000000009,,758.0000000000032
2019.03.01,382.00000000000455,403.99999999999324,,785.9999999999977
2019.03.01,414.9999999999987,458.00000000000284,,873.0000000000016
2019.03.01,419.9999999999982,454.9999999999943,,874.9999999999925
2019.03.01,378.00000000000057,458.9999999999983,,836.9999999999989
2019.03.01,456.00000000000085,490.999999999997,,946.9999999999978
2019.03.01,442.00000000000904,512.0000000000014,,954.0000000000105
2019.03.01,487.99999999999955,539.999999999996,,1027.9999999999955
2019.03.01,456.00000000000085,526.9999999999997,,983.0000000000005
2019.03.01,450.00000000000597,558.000000000003,,1008.0000000000089
2019.03.01,394.00000000000546,548.9999999999995,,943.000000000005
2019.03.01,304.9999999999997,446.00000000000193,,751.0000000000016
2019.03.01,297.9999999999983,431.0000000000036,,729.0000000000018
2019.03.01,251.00000000000122,363.99999999999767,,614.9999999999989
2019.03.01,197.00000000000273,310.9999999999946,,507.9999999999973
2019.03.01,189.00000000000583,265.0000000000041,,454.0000000000099
2019.03.01,-132.99999999999423,-53.999999999998494,,-186.99999999999272
2019.03.01,-330.9999999999924,-240.00000000000688,,-570.9999999999993
2019.03.01,-317.9999999999961,-231.99999999999886,,-549.999999999995
2019.03.01,-254.99999999999412,-107.00000000000153,,-361.9999999999957
2019.03.01,-337.99999999999386,-231.99999999999886,,-569.9999999999927
2019.03.01,-357.99999999999164,-287.9999999999994,,-645.999999999991
2019.03.01,-295.99999999999625,-212.00000000000108,,-507.9999999999973
2019.03.01,-312.00000000000114,-253.0000000000032,,-565.0000000000043
2019.03.01,-304.9999999999997,-268.0000000000016,,-573.0000000000014
2019.03.01,-295.99999999999625,-302.9999999999977,,-598.999999999994
2019.03.01,-285.9999999999974,-292.9999999999988,,-578.9999999999961
2019.03.01,-339.99999999999585,-300.0000000000003,,-639.9999999999961
2019.03.01,-383.99999999999545,-309.0000000000037,,-692.9999999999991
2019.03.01,-378.999999999996,-314.0000000000032,,-692.9999999999992
2019.03.01,-373.99999999999653,-302.9999999999977,,-676.9999999999943
2019.03.01,-413.99999999999216,-301.0000000000068,,-714.999999999999
2019.03.01,-374.999999999992,-241.00000000000233,,-615.9999999999943
2019.03.01,-479.99999999999153,-319.99999999999807,,-799.9999999999895
