date,GBPUSD,EURCHF,NZDCHF,GBPAUD,EURJPY,EURCAD,empty,sum
2020.03.09,-0.9999999999843467,-83.9999999999952,-129.9999999999968,-62.000000000006494,-274.9999999999915,-209.00000000001472,,-760.9999999999891
2020.03.09,58.000000000002494,-197.00000000000273,-216.0000000000051,-66.00000000001049,-558.9999999999975,-7.0000000000014495,,-987.0000000000148
2020.03.09,24.000000000001798,-185.99999999999727,-302.0000000000023,-107.99999999999699,-418.99999999999693,401.99999999999125,,-589.0000000000005
2020.03.09,141.99999999999767,-205.00000000001074,-289.0000000000059,-161.00000000001114,-286.00000000000136,621.9999999999892,,-177.0000000000423
2020.03.09,-7.0000000000014495,-208.99999999999253,-209.00000000000364,7.0000000000014495,-155.9999999999917,341.99999999999784,,-231.99999999999
2020.03.09,-93.99999999999409,-69.00000000000794,9.00000000000345,346.0000000000019,-188.99999999999295,282.9999999999888,,285.9999999999991
2020.03.09,-51.000000000001044,-63.99999999999739,-60.99999999999994,-243.99999999999977,-280.00000000000114,304.9999999999997,,-394.9999999999996
2020.03.09,-115.99999999998278,-252.0000000000078,-3831.000000000007,-5274.000000000001,-2155.999999999992,644.9999999999844,,-10984.000000000005
2020.03.09,-122.99999999998423,-275.000000000003,-1634.000000000002,-4858.999999999991,-2097.999999999999,1661.9999999999857,,-7326.999999999993
2020.03.09,-113.99999999999189,-249.99999999999466,-1144.0000000000007,-3109.9999999999905,-1867.999999999995,1171.9999999999952,,-5313.999999999977
2020.03.09,-141.99999999999767,-110.99999999999443,-678.0000000000008,-1659.9999999999948,-1818.9999999999884,855.0000000000058,,-3554.9999999999704
2020.03.09,-119.00000000000244,-279.00000000000705,-1212.9999999999975,-2974.9999999999945,-1872.0,900.9999999999962,,-5557.0000000000055
2020.03.09,-62.99999999999084,-262.00000000000665,-1253.9999999999995,-2552.000000000021,-1634.999999999991,1295.0000000000018,,-4471.000000000007
2020.03.09,-148.99999999999915,-296.0000000000074,-1073.9999999999973,-2635.999999999994,-1425.9999999999877,1302.0000000000032,,-4278.999999999982
2020.03.09,-161.99999999999548,-306.00000000000625,-1019.0000000000032,-1973.0000000000025,-1388.999999999996,1255.0000000000061,,-3593.9999999999973
2020.03.09,-279.99999999999136,-297.9999999999983,-958.9999999999987,-2010.000000000023,-1744.9999999999905,1001.9999999999918,,-4290.00000000001
2020.03.09,-309.99999999998806,-292.00000000000335,-982.0000000000051,-1499.9999999999902,-1715.999999999994,978.9999999999966,,-3820.9999999999836
2020.03.09,-411.99999999999017,-312.00000000000114,-948.9999999999999,-2145.9999999999814,-1552.9999999999973,1009.9999999999998,,-4361.99999999997
2020.03.09,168.0000000000126,-364.00000000000875,-1366.0000000000005,-3031.000000000006,-1896.000000000001,1161.9999999999964,,-5327.000000000007
2020.03.09,1024.0000000000027,-330.0000000000081,-1100.000000000001,-3712.9999999999886,-1715.999999999994,1818.999999999993,,-4015.9999999999964
2020.03.09,602.999999999998,-163.00000000000205,-900.0000000000008,-3342.0000000000005,-1822.9999999999932,1465.0000000000052,,-4159.999999999993
2020.03.09,616.0000000000165,-137.00000000000932,-848.0000000000043,-2812.9999999999986,-1783.9999999999918,827.9999999999843,,-4138.000000000003
2020.03.09,432.0000000000102,-79.99999999999119,-346.0000000000019,-1661.0000000000014,-1793.9999999999968,182.99999999999983,,-3265.999999999981
2020.03.09,406.00000000001745,-1.999999999990898,-124.99999999999733,-1322.000000000001,-1903.9999999999964,266.999999999995,,-2679.999999999973
2020.03.09,70.0000000000145,-11.999999999989797,-233.00000000000543,-1340.9999999999923,-1801.9999999999925,764.9999999999934,,-2552.999999999972
2020.03.09,-39.999999999995595,26.999999999999247,-180.0000000000024,-361.9999999999957,-1742.999999999995,973.999999999986,,-1324.0000000000036
2020.03.09,-99.99999999998899,-72.0000000000054,-246.00000000000176,-317.9999999999961,-1790.9999999999968,1387.9999999999893,,-1138.9999999999998
