date,USDCHF,USDJPY,AUDUSD,GBPCHF,EURCHF,GBPCAD,GBPAUD,EURJPY,EURCAD,AUDJPY,AUDCAD,AUDNZD,empty,sum
2015.09.07,67.00000000000594,-40.00000000000625,61.999999999995396,-78.00000000000028,116.99999999998934,64.99999999998174,250.00000000003908,-64.99999999999773,-31.999999999987594,88.00000000000807,-75.9999999999983,-7.0000000000014495,,351.00000000002797
2015.09.07,12.999999999996348,-61.99999999999761,80.99999999999774,1.999999999990898,68.99999999998573,103.99999999997078,333.0000000000055,-60.000000000002274,-21.00000000000435,88.99999999999864,-95.00000000000064,-34.000000000000696,,418.99999999994014
2015.09.07,63.99999999999739,-151.00000000001046,7.9999999999968985,-141.99999999999767,-5.000000000010552,329.99999999998585,229.99999999999687,-4.9999999999954525,-62.000000000006494,-55.999999999997385,85.00000000000173,-147.00000000000824,,148.99999999995254
2015.09.07,65.00000000000395,-285.0000000000108,26.999999999999247,-161.00000000001114,7.999999999985796,262.999999999991,313.00000000000773,-161.00000000000136,-117.99999999999588,-125.99999999999056,17.000000000000348,-141.99999999999767,,-300.0000000000193
2015.09.07,63.00000000000195,-215.0000000000034,-46.999999999997044,-226.00000000001506,58.99999999998684,407.99999999996396,181.00000000003115,-163.0000000000109,21.00000000000435,-168.99999999999693,156.00000000000057,-224.000000000002,,-156.00000000003652
2015.09.07,55.000000000005045,-255.00000000000966,-133.00000000000534,-232.00000000000998,80.99999999999774,606.9999999999798,-52.99999999999194,-237.99999999999955,182.99999999999983,-295.0000000000017,343.00000000000443,-424.00000000000216,,-361.0000000000335
2015.09.07,-7.9999999999968985,-70.00000000000739,-19.999999999997797,-114.0000000000141,132.99999999998312,625.999999999971,245.0000000000063,-176.00000000001614,394.00000000000546,-37.9999999999967,226.99999999999943,-544.9999999999955,,653.9999999999409
2015.09.07,-9.00000000000345,-237.00000000000898,-117.00000000000044,-59.000000000009045,129.00000000000134,495.99999999996317,-119.99999999998678,-359.00000000000887,346.0000000000019,-265.99999999999113,322.9999999999955,-599.0000000000161,,-472.000000000063
2015.09.07,36.999999999998145,-302.99999999999727,-163.00000000000205,-195.9999999999962,122.99999999998423,414.9999999999654,-171.99999999997218,-362.99999999999955,144.0000000000108,-365.99999999999966,305.99999999999517,-690.9999999999972,,-1229.0000000000105
2015.09.07,146.00000000000168,-523.0000000000103,-170.99999999999892,-343.00000000000443,201.99999999999108,334.9999999999742,-231.99999999996555,-536.0000000000014,36.999999999998145,-527.000000000001,302.0000000000023,-587.0000000000042,,-1897.0000000000182
2015.09.07,36.999999999998145,-364.0000000000043,-131.99999999999878,-126.0000000000039,55.99999999998939,278.00000000000045,-166.99999999998383,-340.0000000000034,5.999999999994898,-369.99999999999034,241.00000000000233,-587.0000000000042,,-1468.0000000000036
2015.09.07,53.00000000000304,-493.0000000000092,-129.00000000000134,-191.00000000000784,73.99999999999629,299.999999999967,-107.99999999999699,-485.99999999999,-12.999999999996348,-456.00000000000307,227.99999999999488,-625.0000000000089,,-1846.0000000000525
2015.09.07,60.99999999999994,-541.000000000011,-141.99999999999767,-226.00000000001506,58.000000000002494,240.9999999999801,-114.99999999999844,-503.9999999999907,-116.99999999998934,-507.99999999999557,210.99999999999451,-676.0000000000099,,-2258.000000000031
2015.09.07,61.999999999995396,-552.9999999999973,-83.9999999999952,-219.00000000001364,18.999999999991246,392.9999999999989,58.0000000000247,-466.0000000000082,-51.000000000001044,-444.0000000000026,204.00000000000418,-733.0000000000059,,-1814.0000000000095
2015.09.07,80.99999999999774,-375.0,53.999999999998494,-206.00000000001728,58.99999999998684,393.99999999996106,448.000000000004,-306.0000000000116,17.000000000000348,-156.99999999999648,38.0000000000047,-629.0000000000128,,-582.000000000085
2015.09.07,153.00000000000313,-537.0000000000061,27.999999999994696,-324.0000000000132,90.99999999999665,335.9999999999808,369.0000000000193,-412.00000000000614,-109.99999999998789,-299.99999999999716,46.00000000000159,-541.9999999999981,,-1202.0000000000123
2015.09.07,112.000000000001,-406.0000000000059,-41.9999999999976,-240.00000000001796,100.99999999999554,261.9999999999845,110.00000000001009,-332.9999999999984,-53.999999999998494,-292.0000000000016,124.00000000000189,-585.0000000000133,,-1243.0000000000402
2015.09.07,143.00000000000423,-436.9999999999976,41.000000000002146,-181.00000000000892,92.99999999998754,177.9999999999671,199.00000000001583,-320.99999999999795,-66.99999999999484,-213.99999999999864,38.0000000000047,-595.9999999999966,,-1124.0000000000132
2015.09.07,202.0000000000022,-445.0000000000074,-58.99999999999794,-364.00000000000875,37.99999999998249,288.99999999998374,57.00000000001815,-189.99999999999773,-243.99999999999977,-338.99999999999864,158.0000000000026,-519.0000000000028,,-1416.0000000000239
2015.09.07,141.99999999999767,-381.0000000000002,-99.00000000000463,-290.9999999999968,28.999999999990145,295.99999999998516,-48.99999999996574,-187.00000000001182,-181.00000000000892,-343.0000000000035,205.99999999999508,-625.0000000000089,,-1483.0000000000323
