date,EURUSD,USDCAD,EURAUD,EURNZD,NZDCAD,empty,sum
2017.11.20,-2.999999999997449,-52.000000000007596,-7.0000000000014495,-15.00000000000945,-115.99999999999389,,-193.00000000000983
2017.11.20,-201.00000000000674,-101.00000000001774,7.0000000000014495,-87.00000000001484,-170.00000000000347,,-552.0000000000413
2017.11.20,-455.0000000000054,-241.00000000000233,-341.99999999999784,-545.0000000000177,-210.99999999999451,,-1794.0000000000177
2017.11.20,-631.0000000000038,-317.0000000000117,-503.000000000009,-829.0000000000131,-231.0000000000034,,-2511.000000000041
2017.11.20,-537.0000000000097,-324.0000000000132,-370.00000000000364,-495.000000000001,-182.99999999999983,,-1909.000000000027
2017.11.20,-439.0000000000116,-209.9999999999991,-331.0000000000146,-477.0000000000163,-166.99999999999494,,-1624.0000000000366
2017.11.20,-439.0000000000116,-235.00000000000742,-408.00000000000836,-514.9999999999987,-212.99999999999653,,-1810.0000000000225
2017.11.20,-476.0000000000098,-272.00000000000557,-407.0000000000018,-623.000000000018,-290.00000000000136,,-2068.0000000000364
2017.11.20,-601.9999999999915,-378.00000000001165,-432.0000000000102,-653.0000000000147,-276.9999999999939,,-2342.0000000000223
2017.11.20,-598.0000000000097,-369.0000000000193,-425.0000000000087,-628.0000000000064,-256.99999999999613,,-2277.00000000004
2017.11.20,-522.0000000000002,-299.00000000000483,-417.0000000000007,-682.0000000000048,-278.9999999999959,,-2199.0000000000064
2017.11.20,-500.00000000001154,-278.00000000000045,-360.0000000000048,-780.000000000003,-314.99999999999864,,-2233.000000000018
2017.11.20,-514.9999999999987,-246.00000000001288,-432.0000000000102,-922.0000000000006,-358.0000000000028,,-2473.000000000025
2017.11.20,-578.9999999999961,-249.00000000001032,-480.00000000001376,-1024.0000000000027,-385.000000000002,,-2717.0000000000246
2017.11.20,-571.0000000000103,-249.00000000001032,-510.00000000001046,-1198.0000000000102,-471.99999999999466,,-3000.000000000036
2017.11.20,-570.0000000000039,-240.00000000001796,-534.0000000000123,-1144.0000000000116,-444.9999999999954,,-2933.000000000041
2017.11.20,-533.0000000000057,-235.00000000000742,-634.0000000000013,-1400.0000000000011,-585.9999999999976,,-3388.000000000013
2017.11.20,-530.0000000000082,-219.99999999999798,-591.0000000000082,-1293.000000000011,-553.999999999999,,-3188.0000000000246
2017.11.20,-504.9999999999999,-226.00000000001506,-537.0000000000097,-982.0000000000161,-417.99999999999613,,-2668.0000000000373
2017.11.20,-381.0000000000091,-158.99999999999804,-401.00000000000693,-1022.0000000000118,-436.00000000000307,,-2399.000000000029
2017.11.20,-334.00000000001205,-112.000000000001,-317.9999999999961,-1020.0000000000209,-470.00000000000375,,-2254.0000000000337
2017.11.20,-130.0000000000079,-90.00000000001229,-93.00000000000975,-650.0000000000173,-441.0000000000025,,-1404.0000000000496
2017.11.20,70.99999999999883,-39.00000000001125,75.00000000000284,-426.00000000001523,-392.9999999999989,,-712.0000000000236
2017.11.20,89.00000000000574,9.999999999998899,95.00000000000064,-420.00000000002035,-390.99999999999693,,-617.000000000012
2017.11.20,-1.0000000000065512,-97.00000000001374,52.99999999999194,-522.0000000000002,-446.00000000000193,,-1013.0000000000305
