date,EURUSD,USDCAD,EURAUD,EURNZD,NZDCAD,empty,sum
2017.11.21,-584.0000000000067,-383.0,-900.0000000000119,-1024.0000000000027,-461.0000000000003,,-3352.000000000022
2017.11.21,-631.0000000000038,-463.0000000000134,-914.0000000000148,-987.0000000000045,-461.0000000000003,,-3456.000000000037
2017.11.21,-602.999999999998,-380.00000000000256,-905.0000000000002,-965.0000000000158,-412.9999999999967,,-3266.000000000013
2017.11.21,-692.0000000000038,-436.00000000001415,-970.0000000000042,-1208.000000000009,-504.9999999999999,,-3811.0000000000314
2017.11.21,-645.999999999991,-445.0000000000065,-1026.0000000000157,-1198.0000000000102,-546.9999999999975,,-3862.000000000021
2017.11.21,-631.0000000000038,-445.0000000000065,-900.0000000000119,-1108.00000000002,-509.9999999999993,,-3594.000000000042
2017.11.21,-588.9999999999951,-261.0000000000001,-954.9999999999948,-1238.0000000000057,-482.00000000000466,,-3525.0
2017.11.21,-482.00000000000466,5.999999999994898,-992.0000000000151,-1294.0000000000173,-404.99999999999983,,-3167.0000000000423
2017.11.21,-468.00000000000176,25.999999999992696,-855.0000000000058,-1250.0000000000177,-385.99999999999744,,-2933.00000000003
2017.11.21,-601.000000000007,3.999999999981796,-1027.0000000000002,-1327.0000000000116,-344.99999999999534,,-3296.0000000000327
2017.11.21,-445.99999999999085,24.999999999986144,-909.0000000000042,-1264.0000000000207,-409.0000000000038,,-3003.000000000033
2017.11.21,-442.00000000000904,-47.00000000001925,-832.0000000000105,-1213.0000000000196,-434.000000000001,,-2968.000000000059
2017.11.21,-490.999999999997,-78.00000000000028,-845.0000000000068,-1252.0000000000086,-436.9999999999985,,-3103.0000000000114
2017.11.21,-425.0000000000087,-79.00000000000685,-799.0000000000164,-1088.0,-400.9999999999958,,-2792.0000000000277
2017.11.21,-414.00000000000324,-77.00000000001594,-809.0000000000152,-1172.0000000000175,-448.9999999999994,,-2921.0000000000514
2017.11.21,-390.0000000000015,-127.00000000001043,-750.0000000000063,-1061.000000000001,-446.00000000000193,,-2774.000000000021
2017.11.21,-390.0000000000015,-143.00000000000423,-768.9999999999975,-1113.0000000000084,-485.0000000000021,,-2900.000000000014
2017.11.21,-425.0000000000087,-112.000000000001,-870.9999999999995,-1265.000000000005,-512.0000000000014,,-3185.0000000000155
2017.11.21,-441.0000000000025,-187.00000000000384,-780.000000000003,-1182.0000000000164,-509.00000000000387,,-3099.000000000029
2017.11.21,-466.00000000001086,-209.00000000001472,-802.0000000000139,-1183.0000000000007,-509.9999999999993,,-3170.000000000039
2017.11.21,-435.9999999999919,-186.0000000000195,-802.0000000000139,-1107.0000000000136,-476.9999999999941,,-3008.000000000033
2017.11.21,-473.99999999999665,-138.0000000000159,-824.0000000000025,-1209.0000000000157,-378.999999999996,,-3024.000000000027
2017.11.22,-506.0000000000064,-202.9999999999976,-836.9999999999989,-1161.000000000012,-465.0000000000043,,-3172.000000000019
2017.11.22,-516.0000000000053,-168.0000000000126,-799.0000000000164,-1126.0000000000048,-417.0000000000007,,-3026.00000000004
2017.11.22,-473.0000000000123,-182.0000000000155,-798.0000000000098,-1230.00000000002,-510.99999999999477,,-3194.000000000052
2017.11.22,-435.9999999999919,-94.00000000001629,-900.9999999999962,-1505.0000000000007,-617.9999999999964,,-3554.000000000002
2017.11.22,-395.99999999999636,-16.000000000016,-896.000000000008,-1496.0000000000084,-588.9999999999951,,-3393.000000000024
2017.11.22,-448.000000000004,-45.000000000006146,-906.0000000000068,-1517.0000000000127,-583.9999999999957,,-3500.0000000000255
2017.11.22,-483.0000000000112,-48.000000000003595,-724.9999999999978,-1430.0000000000202,-517.9999999999962,,-3204.000000000029
2017.11.22,-463.9999999999977,-16.000000000016,-828.0000000000065,-1483.000000000012,-532.9999999999945,,-3324.000000000027
2017.11.22,-486.999999999993,-33.00000000001635,-812.0000000000127,-1418.0000000000082,-497.99999999999847,,-3248.0000000000286
2017.11.22,-486.999999999993,-41.000000000002146,-639.9999999999961,-1148.0000000000157,-366.9999999999951,,-2683.0000000000023
2017.11.22,-453.99999999999886,-28.000000000005798,-609.0000000000151,-1245.0000000000073,-426.00000000000415,,-2762.0000000000314
2017.11.22,-466.00000000001086,-65.00000000000395,-561.0000000000115,-1097.999999999999,-366.9999999999951,,-2557.0000000000205
2017.11.22,-436.9999999999985,-39.00000000001125,-607.0000000000019,-1105.0000000000005,-376.99999999999403,,-2565.0000000000064
2017.11.22,-435.9999999999919,-45.000000000006146,-537.0000000000097,-1075.0000000000036,-365.0000000000042,,-2458.0000000000155
2017.11.22,-445.0000000000065,-59.000000000009045,-537.0000000000097,-1085.0000000000027,-373.00000000000114,,-2499.000000000029
2017.11.22,-411.0000000000058,-67.00000000001705,-448.000000000004,-954.0000000000103,-341.0000000000024,,-2221.0000000000396
2017.11.22,-358.9999999999982,-18.0000000000069,-487.99999999999955,-1020.0000000000209,-378.00000000000057,,-2263.000000000026
2017.11.22,-340.00000000000693,-1.0000000000065512,-473.99999999999665,-1043.0000000000161,-390.99999999999693,,-2249.000000000023
2017.11.22,-296.9999999999917,-11.00000000000545,-431.0000000000036,-1026.0000000000157,-422.00000000000017,,-2187.0000000000164
2017.11.22,-276.9999999999939,60.99999999999994,-436.9999999999985,-1068.0000000000023,-414.9999999999987,,-2135.9999999999936
2017.11.22,-228.00000000000597,102.99999999998644,-383.0,-1044.0000000000005,-405.9999999999952,,-1958.0000000000152
2017.11.22,-160.00000000000458,19.999999999997797,-148.99999999999915,-844.0000000000003,-412.9999999999967,,-1546.0000000000032
2017.11.22,-212.00000000001216,-43.999999999999595,-218.00000000000708,-883.0000000000116,-436.9999999999985,,-1794.000000000029
2017.11.22,-287.9999999999994,-85.00000000000173,-178.99999999999582,-877.0000000000166,-404.0000000000044,,-1833.000000000018
2017.11.22,-353.0000000000033,-75.00000000000284,-245.0000000000063,-830.0000000000196,-324.9999999999975,,-1828.0000000000296
2017.11.22,-353.0000000000033,41.99999999998649,-289.0000000000059,-775.9999999999989,-217.99999999999596,,-1594.0000000000175
2017.11.22,-353.0000000000033,116.99999999998934,-292.00000000000335,-913.0000000000083,-234.99999999999633,,-1676.0000000000218
2017.11.22,-323.99999999999096,127.99999999999478,-331.999999999999,-978.0000000000122,-282.0000000000045,,-1788.0000000000118
2017.11.22,-466.9999999999952,46.999999999997044,-563.0000000000024,-1097.0000000000146,-292.00000000000335,,-2372.000000000018
2017.11.22,-431.0000000000036,178.99999999999582,-738.0000000000164,-1256.0000000000127,-309.99999999999915,,-2556.000000000036
2017.11.22,-395.99999999999636,156.99999999998494,-700.999999999996,-1271.0,-285.00000000000193,,-2496.000000000009
2017.11.22,-344.99999999999534,68.00000000000139,-599.0000000000161,-1168.0000000000134,-404.99999999999983,,-2449.0000000000236
2017.11.22,-184.00000000000637,159.99999999998238,-561.0000000000115,-1082.0000000000052,-417.0000000000007,,-2084.0000000000414
2017.11.22,-97.9999999999981,188.9999999999947,-394.00000000000546,-1011.0000000000064,-412.00000000000125,,-1726.0000000000164
2017.11.22,65.00000000000395,380.9999999999869,-353.0000000000033,-889.0000000000065,-356.9999999999962,,-1153.000000000015
2017.11.22,8.000000000008,396.9999999999807,-350.00000000000585,-1009.0000000000155,-363.0000000000022,,-1317.0000000000348
2017.11.22,86.0000000000083,386.9999999999818,-378.999999999996,-1093.0000000000107,-466.9999999999952,,-1466.0000000000118
2017.11.22,34.000000000000696,346.0000000000019,-378.00000000001165,-1144.0000000000116,-487.0000000000041,,-1629.0000000000248
2017.11.22,124.99999999999733,271.99999999998334,-225.00000000000853,-982.0000000000161,-517.0000000000008,,-1327.0000000000448
2017.11.22,99.00000000000463,347.9999999999928,-268.0000000000016,-964.0000000000093,-434.000000000001,,-1219.0000000000146
2017.11.22,123.99999999999079,306.9999999999906,-222.00000000001108,-923.0000000000072,-473.99999999999665,,-1188.0000000000334
2017.11.22,127.99999999999478,335.9999999999808,-297.0000000000139,-1003.0000000000206,-426.00000000000415,,-1262.000000000063
2017.11.22,346.0000000000019,568.9999999999973,-370.00000000000364,-1110.000000000011,-548.0000000000041,,-1113.0000000000196
2017.11.22,401.00000000000693,600.9999999999849,-402.9999999999978,-1201.0000000000077,-612.9999999999969,,-1215.0000000000105
2017.11.22,304.9999999999997,579.9999999999806,-485.0000000000021,-1214.0000000000039,-565.9999999999999,,-1380.0000000000255
2017.11.22,347.0000000000084,624.0000000000023,-556.0000000000009,-1199.0000000000168,-556.9999999999964,,-1341.0000000000034
2017.11.22,374.999999999992,628.9999999999907,-597.0000000000031,-1082.0000000000052,-517.0000000000008,,-1192.0000000000264
2017.11.22,365.99999999999966,699.9999999999895,-548.9999999999995,-1293.000000000011,-507.0000000000019,,-1283.0000000000232
2017.11.23,333.9999999999899,645.999999999991,-496.00000000000756,-1227.0000000000002,-522.9999999999957,,-1266.0000000000225
2017.11.23,333.0000000000055,610.9999999999837,-476.0000000000098,-1117.0000000000125,-509.00000000000387,,-1158.0000000000368
2017.11.23,310.9999999999946,592.9999999999991,-490.0000000000126,-1227.0000000000002,-546.000000000002,,-1359.0000000000214
2017.11.23,292.9999999999877,575.9999999999987,-519.0000000000028,-1101.0000000000186,-490.999999999997,,-1242.000000000032
2017.11.23,303.9999999999932,566.9999999999842,-438.00000000000506,-1079.0000000000077,-498.9999999999939,,-1145.0000000000293
2017.11.23,290.9999999999968,579.9999999999806,-540.0000000000072,-1046.0000000000136,-461.99999999999574,,-1177.000000000039
2017.11.23,340.9999999999913,570.9999999999882,-391.000000000008,-978.0000000000122,-470.9999999999992,,-928.0000000000398
2017.11.23,377.9999999999894,550.9999999999903,-371.00000000001023,-905.0000000000002,-473.99999999999665,,-821.0000000000273
2017.11.23,390.0000000000015,550.9999999999903,-268.0000000000016,-897.0000000000144,-480.99999999999807,,-705.0000000000223
2017.11.23,354.0000000000099,553.9999999999878,-303.0000000000088,-989.0000000000176,-500.9999999999959,,-885.0000000000247
2017.11.23,431.0000000000036,600.9999999999849,-336.00000000000296,-1033.0000000000173,-543.0000000000045,,-880.0000000000364
2017.11.23,472.00000000000574,613.9999999999812,-279.00000000000705,-981.0000000000097,-539.999999999996,,-714.0000000000257
2017.11.23,520.0000000000093,624.9999999999867,-334.9999999999964,-950.0000000000064,-551.0000000000015,,-691.0000000000083
2017.11.23,493.99999999999443,645.999999999991,-412.00000000001234,-981.0000000000097,-531.0000000000036,,-784.0000000000401
2017.11.23,468.00000000000176,638.9999999999895,-392.00000000001455,-1008.0000000000089,-529.0000000000017,,-822.0000000000338
2017.11.23,441.0000000000025,622.9999999999958,-458.00000000000284,-1082.0000000000052,-556.9999999999964,,-1033.0000000000064
2017.11.23,495.000000000001,634.9999999999856,-358.00000000001387,-1089.0000000000066,-598.999999999994,,-916.0000000000279
2017.11.23,426.9999999999996,565.9999999999999,-276.00000000000955,-979.0000000000188,-536.0000000000032,,-798.000000000032
2017.11.23,470.9999999999992,634.0000000000013,-473.0000000000123,-1093.0000000000107,-580.9999999999982,,-1042.0000000000207
2017.11.23,411.0000000000058,635.9999999999922,-405.9999999999952,-1110.000000000011,-551.0000000000015,,-1020.0000000000097
2017.11.23,479.99999999999153,781.9999999999939,-394.00000000000546,-1118.0000000000189,-495.000000000001,,-745.0000000000399
2017.11.23,591.9999999999925,773.9999999999858,-148.00000000001478,-1022.0000000000118,-534.9999999999966,,-339.000000000045
2017.11.23,541.9999999999981,713.9999999999924,-232.00000000000998,-1123.0000000000073,-593.9999999999945,,-693.0000000000214
2017.11.23,574.9999999999922,725.9999999999823,-395.000000000012,-1202.000000000014,-653.0000000000035,,-949.0000000000551
2017.11.23,590.0000000000016,798.9999999999942,-477.0000000000163,-1229.0000000000134,-622.9999999999958,,-940.0000000000297
2017.11.23,614.0000000000034,844.9999999999847,-489.0000000000061,-1252.0000000000086,-617.9999999999964,,-900.000000000023
2017.11.23,604.0000000000045,887.9999999999999,-494.00000000001666,-1350.0000000000068,-631.9999999999992,,-984.0000000000181
2017.11.23,602.999999999998,839.9999999999964,-531.0000000000148,-1226.000000000016,-598.999999999994,,-913.0000000000304
2017.11.23,622.9999999999958,859.9999999999941,-540.0000000000072,-1194.0000000000061,-588.9999999999951,,-840.0000000000184
2017.11.23,581.0000000000093,819.9999999999985,-458.00000000000284,-1085.0000000000027,-527.9999999999951,,-669.999999999993
2017.11.23,591.0000000000082,810.999999999984,-407.0000000000018,-1070.0000000000155,-539.999999999996,,-615.000000000021
2017.11.23,639.9999999999961,522.9999999999845,-310.0000000000103,-1044.0000000000005,-754.9999999999945,,-946.0000000000246
2017.11.23,629.9999999999973,426.9999999999996,-339.0000000000004,-1146.0000000000025,-865.0000000000047,,-1293.000000000011
2017.11.23,605.9999999999955,449.9999999999948,-344.00000000001097,-1154.0000000000105,-836.0000000000034,,-1278.0000000000346
2017.11.23,609.9999999999994,469.99999999999267,-331.0000000000146,-1130.0000000000089,-812.0000000000016,,-1193.000000000033
2017.11.23,578.9999999999961,442.9999999999934,-350.00000000000585,-1213.0000000000196,-851.0000000000017,,-1392.0000000000377
2017.11.23,611.9999999999903,527.9999999999951,-316.0000000000052,-970.0000000000042,-692.0000000000038,,-838.0000000000277
2017.11.23,652.9999999999925,516.9999999999897,-316.0000000000052,-897.0000000000144,-697.9999999999986,,-741.000000000036
2017.11.23,665.0000000000044,485.0000000000021,-317.0000000000117,-894.000000000017,-720.9999999999939,,-782.000000000016
2017.11.23,639.9999999999961,512.0000000000014,-310.0000000000103,-1016.0000000000169,-739.0000000000008,,-913.0000000000305
2017.11.23,669.9999999999928,446.9999999999974,-248.00000000000378,-924.0000000000136,-761.0000000000006,,-816.0000000000277
2017.11.23,653.999999999999,482.999999999989,-258.0000000000027,-867.0000000000177,-698.9999999999941,,-687.0000000000266
2017.11.23,614.0000000000034,464.9999999999821,-306.00000000000625,-865.0000000000047,-687.9999999999998,,-780.0000000000252
2017.11.23,662.9999999999914,486.999999999993,-265.0000000000041,-988.0000000000111,-759.999999999994,,-863.0000000000249
2017.11.23,670.9999999999993,461.0000000000003,-280.0000000000136,-962.0000000000184,-770.9999999999994,,-881.000000000032
2017.11.23,655.0000000000056,482.999999999989,-316.0000000000052,-1101.0000000000186,-804.0000000000047,,-1083.000000000034
2017.11.23,638.0000000000052,478.0000000000006,-322.00000000000006,-1073.0000000000127,-759.999999999994,,-1039.000000000001
2017.11.23,634.0000000000013,569.9999999999816,-331.999999999999,-1160.0000000000055,-714.999999999999,,-1003.0000000000207
2017.11.24,649.999999999995,539.999999999985,-382.0000000000157,-1084.0000000000182,-768.9999999999975,,-1045.0000000000514
2017.11.24,646.9999999999976,509.99999999998823,-287.000000000015,-927.0000000000111,-709.9999999999995,,-767.0000000000398
2017.11.24,629.9999999999973,482.999999999989,-282.0000000000045,-1056.0000000000125,-785.0000000000024,,-1010.0000000000331
2017.11.24,649.999999999995,522.0000000000002,-283.000000000011,-997.0000000000034,-744.9999999999957,,-853.0000000000149
2017.11.24,615.9999999999943,466.9999999999952,-261.0000000000001,-906.0000000000068,-707.000000000002,,-791.0000000000194
2017.11.24,575.9999999999987,422.9999999999956,-270.99999999999903,-855.0000000000058,-683.0000000000002,,-810.0000000000108
2017.11.24,618.9999999999918,471.9999999999835,-344.99999999999534,-1107.0000000000136,-809.0000000000042,,-1170.0000000000377
2017.11.24,629.9999999999973,452.99999999999227,-300.00000000001137,-1078.0000000000011,-814.9999999999991,,-1110.000000000022
2017.11.24,685.0000000000023,452.99999999999227,-263.00000000001324,-1033.0000000000173,-834.0000000000014,,-992.0000000000373
2017.11.24,700.999999999996,455.99999999998977,-205.99999999999508,-966.0000000000002,-807.9999999999976,,-823.000000000007
2017.11.24,678.0000000000008,432.9999999999945,-242.00000000000887,-897.9999999999987,-773.0000000000015,,-802.0000000000139
2017.11.24,632.9999999999947,367.99999999999056,-192.00000000001438,-697.0000000000143,-683.9999999999957,,-572.0000000000391
2017.11.24,710.999999999995,424.00000000000216,-153.00000000000313,-672.0000000000059,-687.9999999999998,,-378.0000000000116
2017.11.24,670.9999999999993,421.99999999998903,-251.00000000000122,-725.0000000000201,-687.9999999999998,,-571.0000000000327
2017.11.24,682.9999999999892,418.9999999999916,-172.0000000000166,-687.0000000000153,-683.0000000000002,,-440.0000000000513
2017.11.24,665.9999999999889,410.99999999998363,-239.00000000001143,-653.0000000000147,-653.999999999999,,-469.0000000000525
2017.11.24,645.0000000000067,420.9999999999825,-282.0000000000045,-740.0000000000073,-678.9999999999962,,-635.000000000019
2017.11.24,619.9999999999983,368.9999999999971,-161.00000000001114,-649.0000000000107,-648.0000000000041,,-469.00000000003047
2017.11.24,526.0000000000042,333.9999999999899,-202.00000000001327,-655.0000000000056,-605.9999999999955,,-603.0000000000202
2017.11.24,625.0000000000089,309.99999999998806,-100.0000000000112,-626.0000000000155,-685.0000000000023,,-476.00000000003206
2017.11.24,689.0000000000063,363.0000000000022,-38.0000000000047,-577.0000000000052,-665.9999999999999,,-229.00000000000136
2017.11.24,733.9999999999902,350.9999999999902,70.99999999999883,-492.0000000000035,-651.0000000000016,,12.999999999974193
2017.11.24,780.000000000003,226.99999999999943,207.00000000000162,-386.00000000001967,-729.9999999999973,,97.99999999998715
2017.11.24,831.000000000004,196.99999999998053,282.0000000000045,-236.00000000001398,-710.999999999995,,362.99999999998
2017.11.24,838.9999999999898,252.99999999999213,268.9999999999859,-279.00000000000705,-702.9999999999981,,378.9999999999626
2017.11.24,811.0000000000061,307.99999999999716,182.99999999999983,-315.0000000000208,-661.0000000000005,,325.9999999999817
2017.11.24,791.9999999999927,327.99999999999494,92.00000000000318,-317.0000000000117,-636.9999999999986,,257.99999999998056
2017.11.24,713.0000000000081,387.99999999998835,-24.000000000001798,-590.0000000000016,-671.9999999999948,,-185.00000000000182
2017.11.24,812.999999999997,493.99999999999443,-25.00000000000835,-564.000000000009,-663.0000000000025,,54.999999999971465
2017.11.24,887.9999999999999,552.9999999999812,126.0000000000039,-401.00000000000693,-595.9999999999966,,569.9999999999816
2017.11.24,930.999999999993,451.0000000000014,269.9999999999925,-345.0000000000175,-670.000000000004,,636.9999999999653
2017.11.24,1112.0000000000018,544.9999999999955,397.99999999998727,-124.00000000001299,-626.0000000000043,,1304.9999999999673
2017.11.24,1248.999999999989,466.9999999999952,609.9999999999994,56.99999999999594,-685.0000000000023,,1697.9999999999773
2017.11.24,1340.9999999999923,576.9999999999831,612.9999999999969,-5.000000000010552,-712.0000000000015,,1813.9999999999604
2017.11.24,1380.9999999999877,535.9999999999809,801.9999999999916,129.99999999998568,-700.0000000000006,,2148.999999999945
