names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDCHF,10,"['NZDCAD', 'USDCHF', 'EURCAD', 'CADCHF']",100.0,-0.96,B
GBPUSD,10,['NZDCHF'],80.0,-0.948,B
EURUSD,10,['NZDCHF'],80.0,-0.8620000000000002,B
USDJPY,15,['EURUSD'],100.0,-0.48442568542568587,B
USDCAD,10,"['EURNZD', 'GBPAUD']",100.0,-0.1729603174603175,B
AUDUSD,10,['NZDCHF'],80.0,-0.966,B
NZDUSD,15,"['EURJPY', 'GBPJPY', 'EURUSD', 'NZDCAD', 'AUDCAD', 'AUDUSD', 'CHFJPY', 'GBPCAD', 'GBPUSD', 'EURCAD', 'NZDCHF']",80.0,0.42,S
GBPCHF,10,['NZDCHF'],80.0,-0.24409523809523812,B
EURCHF,10,['AUDNZD'],80.0,-0.42542857142857166,B
CHFJPY,10,"['NZDCAD', 'CHFJPY']",80.0,1.0,S
CADCHF,10,"['USDCAD', 'EURCAD', 'CADCHF']",100.0,0.28112698412698406,S
NZDCHF,15,"['EURJPY', 'AUDUSD', 'GBPCAD', 'GBPJPY', 'GBPUSD', 'CHFJPY', 'EURUSD']",80.0,0.46257142857142874,S
EURGBP,10,"['AUDCHF', 'EURCHF', 'GBPCHF']",80.0,-0.72,B
GBPJPY,10,"['EURCHF', 'AUDCHF', 'NZDCHF']",80.0,-0.88,B
GBPCAD,10,['NZDCHF'],80.0,-0.986,B
GBPAUD,10,['AUDNZD'],80.0,-0.40597619047619077,B
EURJPY,10,"['EURCHF', 'AUDCHF', 'NZDCHF']",80.0,-0.92,B
EURCAD,10,"['USDCAD', 'EURCAD', 'CADCHF']",100.0,-0.4965476190476189,B
CADJPY,15,['EURUSD'],100.0,-0.4465122655122655,B
NZDJPY,50,"['NZDCAD', 'CHFJPY', 'AUDCAD']",100.0,0.33706057994293276,S
AUDCAD,10,"['EURCAD', 'CADCHF', 'USDJPY', 'EURAUD', 'NZDCHF', 'CADJPY']",80.0,0.52,S
NZDCAD,10,"['CADCHF', 'EURCAD', 'NZDCAD', 'GBPCAD', 'GBPUSD', 'AUDCAD', 'EURUSD', 'AUDUSD']",100.0,1.0,S
AUDNZD,10,"['EURUSD', 'AUDUSD', 'GBPUSD', 'GBPCAD', 'GBPCHF', 'EURJPY']",80.0,-0.07566666666666666,B
