date,USDJPY,USDCAD,AUDUSD,GBPCHF,EURCHF,CADCHF,GBPCAD,GBPAUD,EURCAD,EURAUD,CADJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2017.11.20,-62.00000000001182,-52.000000000007596,-48.000000000003595,-116.00000000000499,-36.999999999998145,-2.999999999997449,-124.99999999999733,-208.99999999999253,-19.999999999997797,-303.9999999999932,-60.000000000002274,-34.000000000006025,-57.99999999999139,-2.000000000002,,-1130.0000000000061
2017.11.20,-97.00000000000841,-101.00000000001774,-114.99999999999844,-181.00000000000892,-99.99999999998899,14.000000000002899,-149.9999999999835,-282.9999999999888,-131.00000000001444,-371.99999999999454,-60.000000000002274,-22.00000000000557,-112.99999999999643,43.00000000000415,,-1668.000000000001
2017.11.20,-93.00000000000352,-241.00000000000233,-104.00000000000409,-226.99999999999943,52.000000000007596,-48.000000000003595,-231.99999999998778,-266.999999999995,-374.0000000000077,-34.99999999998504,-192.99999999999784,-79.00000000000773,-95.99999999999609,31.000000000003247,,-1905.9999999999793
2017.11.20,13.999999999995794,-317.0000000000117,-143.00000000000423,-63.99999999999739,411.0000000000058,-29.999999999996696,-225.99999999999287,-255.00000000000523,-565.9999999999999,290.00000000001245,-314.00000000000716,-222.99999999999898,-42.999999999993044,65.99999999999939,,-1399.9999999999936
2017.11.20,-102.00000000000387,-324.0000000000132,-148.99999999999915,-106.00000000000608,259.0000000000092,-22.999999999995246,-204.99999999998852,-184.99999999999073,-383.0,195.9999999999962,-287.00000000000614,-162.9999999999967,-25.999999999992696,92.00000000000318,,-1405.9999999999836
2017.11.20,-69.00000000000261,-209.9999999999991,-110.99999999999443,-109.99999999998789,283.000000000011,50.0000000000056,-110.99999999999443,-168.99999999999693,-377.0000000000051,216.00000000001617,-144.99999999999602,-91.00000000000819,-23.999999999990695,95.00000000000064,,-772.9999999999419
2017.11.20,-97.99999999999898,-235.00000000000742,-78.00000000000028,-96.00000000000719,289.0000000000059,40.00000000000669,-115.99999999998278,-96.99999999999153,-378.00000000001165,270.00000000001467,-146.0000000000008,-70.99999999999795,-6.999999999990347,80.00000000000229,,-642.9999999999594
2017.11.20,-89.00000000001285,-272.00000000000557,-80.00000000000229,-59.000000000009045,289.0000000000059,-2.000000000002,-129.00000000000134,-45.000000000006146,-320.00000000000915,266.999999999995,-225.00000000000853,-34.99999999999659,55.000000000005045,190.99999999999673,,-454.00000000005093
2017.11.20,50.99999999998772,-378.00000000001165,-143.9999999999997,12.999999999996348,367.0000000000062,-102.00000000000209,-208.99999999999253,-89.00000000000574,-344.00000000001097,300.00000000001137,-355.000000000004,-189.99999999999773,55.000000000005045,202.0000000000022,,-823.0000000000156
2017.11.20,24.999999999991473,-369.0000000000193,-143.9999999999997,194.0000000000053,574.0000000000078,-146.00000000000168,-156.99999999998494,-48.99999999998794,-341.99999999999784,344.00000000001097,-350.0000000000085,-185.00000000000227,44.0000000000107,202.9999999999976,,-357.9999999999783
2017.11.20,46.999999999997044,-299.00000000000483,-109.99999999999899,117.00000000001154,546.000000000002,-124.99999999999733,-195.9999999999962,-133.00000000000534,-336.00000000000296,341.99999999999784,-281.0000000000059,-121.00000000000932,42.0000000000087,204.99999999999963,,-302.0000000000041
2017.11.20,71.99999999998852,-278.00000000000045,-117.99999999999588,123.00000000000644,537.0000000000097,-98.99999999999353,-168.99999999999693,-123.99999999999079,-360.0000000000048,324.0000000000132,-263.00000000000523,-73.99999999999807,12.000000000000899,121.00000000000443,,-295.99999999996254
2017.11.20,27.999999999991587,-246.00000000001288,-114.00000000000298,52.000000000007596,512.0000000000014,-58.000000000002494,-131.99999999999878,-129.00000000000134,-402.0000000000135,322.00000000000006,-243.99999999999977,-1.9999999999953388,1.0000000000065512,300.0000000000003,,-112.00000000001961
2017.11.20,31.999999999996476,-249.00000000001032,-112.99999999999643,49.99999999999449,522.0000000000002,-32.999999999994145,-137.9999999999937,-137.9999999999937,-465.0000000000043,367.0000000000062,-230.00000000000398,45.000000000001705,10.000000000010001,307.99999999999716,,-31.99999999999028
2017.11.20,27.999999999991587,-249.00000000001032,-102.99999999999754,39.999999999995595,510.00000000001046,-36.999999999998145,-132.99999999998312,-102.00000000000209,-455.0000000000054,434.000000000001,-222.99999999999898,57.00000000000216,28.000000000005798,351.0000000000013,,146.00000000001234
2017.11.20,1.9999999999953388,-240.00000000001796,-102.99999999999754,-48.99999999998794,453.0000000000145,-24.999999999997247,-136.99999999998712,-93.99999999999409,-459.0000000000094,428.00000000000614,-191.0000000000025,105.99999999999454,22.0000000000109,380.999999999998,,94.00000000002564
2017.11.20,-29.000000000010573,-235.00000000000742,-38.0000000000047,-59.000000000009045,432.0000000000102,-0.999999999995449,-190.99999999998562,-1.999999999990898,-450.00000000001705,516.0000000000053,-239.00000000000432,192.99999999999784,77.00000000000485,434.000000000001,,407.99999999999415
2017.11.20,-3.0000000000001137,-219.99999999999798,-31.999999999998696,-168.99999999999693,414.00000000000324,-2.999999999997449,-292.9999999999877,-123.99999999999079,-429.00000000001273,489.0000000000061,-221.00000000000364,105.00000000000398,29.000000000001247,363.99999999999767,,-92.99999999997391
2017.11.20,-21.000000000000796,-226.00000000001506,-48.000000000003595,-371.99999999999454,235.00000000000742,12.999999999996348,-475.0000000000032,-414.00000000000324,-389.0000000000171,293.0000000000099,-212.0000000000033,70.99999999999795,33.000000000005244,302.9999999999977,,-1209.000000000026
2017.11.20,46.999999999997044,-158.99999999999804,-48.000000000003595,-463.9999999999977,226.99999999999943,78.00000000000028,-529.0000000000017,-504.9999999999999,-368.9999999999971,263.99999999999756,-189.99999999999773,87.0000000000033,-8.999999999992347,317.9999999999961,,-1251.9999999999943
2017.11.20,-17.000000000010118,-112.000000000001,-43.999999999999595,-502.00000000000244,-59.99999999999339,89.00000000000574,-566.9999999999842,-597.0000000000031,-365.0000000000153,-12.999999999996348,-103.9999999999992,215.0000000000034,-13.999999999991797,375.0000000000031,,-1715.999999999984
2017.11.20,-121.99999999999989,-90.00000000001229,0.0,-670.9999999999993,-193.99999999998306,62.000000000006494,-714.999999999999,-636.9999999999986,-113.00000000000753,-270.99999999999903,-96.00000000000364,191.99999999999307,9.00000000000345,317.0000000000006,,-2328.9999999999986
2017.11.20,-72.00000000000273,-39.00000000001125,12.000000000000899,-590.0000000000016,-146.00000000000168,46.999999999997044,-679.9999999999917,-699.9999999999895,39.999999999995595,-248.99999999998812,19.99999999999602,253.99999999999068,-10.999999999994348,297.9999999999983,,-1816.0000000000027
2017.11.20,-53.00000000001148,9.999999999998899,17.999999999995797,-709.9999999999884,-114.99999999999844,65.99999999999939,-777.9999999999898,-855.9999999999901,65.99999999998829,-259.9999999999936,36.99999999999193,253.99999999999068,-16.999999999989246,288.9999999999948,,-2049.0000000000014
2017.11.20,-40.00000000000625,-97.00000000001374,-29.999999999996696,-712.0000000000015,-114.99999999999844,70.0000000000034,-834.9999999999858,-872.9999999999905,73.99999999999629,-238.99999999998923,-103.9999999999992,215.0000000000034,-17.999999999995797,375.0000000000031,,-2328.999999999971
2017.11.20,-56.000000000011596,-164.00000000000858,-75.00000000000284,-611.000000000006,-134.99999999999625,45.000000000006146,-714.999999999999,-764.9999999999934,93.99999999999409,-286.99999999999284,-111.0000000000042,218.9999999999941,-15.999999999993797,348.00000000000387,,-2229.00000000001
2017.11.20,-65.00000000001194,-214.00000000000307,-90.0000000000012,-587.0000000000042,-136.00000000000279,53.00000000000304,-732.9999999999836,-771.9999999999949,141.99999999999767,-275.000000000003,-118.00000000000921,227.00000000000387,-30.999999999992145,417.0000000000007,,-2182.000000000001
2017.11.20,-97.00000000000841,-253.99999999999866,-78.99999999999574,-676.9999999999943,-154.99999999999403,46.00000000000159,-851.9999999999861,-797.0000000000033,24.999999999986144,-299.99999999998914,-131.00000000000023,269.999999999996,28.000000000005798,444.9999999999954,,-2527.9999999999845
2017.11.20,-176.00000000000193,-219.00000000001364,-104.99999999999955,-724.9999999999978,-204.99999999998852,143.00000000000423,-668.9999999999862,-706.0000000000066,38.99999999998904,-287.9999999999994,-60.000000000002274,271.0000000000008,-16.999999999989246,387.99999999999943,,-2328.9999999999914
2017.11.20,-114.00000000000432,-253.00000000001432,-117.99999999999588,-663.999999999998,-265.99999999998846,146.99999999999713,-631.9999999999882,-670.9999999999993,123.99999999999079,-296.9999999999917,-112.00000000000898,272.99999999999613,-36.999999999998145,419.9999999999982,,-2200.0000000000055
