date,GBPUSD,EURUSD,USDJPY,AUDUSD,NZDUSD,GBPCHF,EURCHF,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2021.11.08,0.0,-60.99999999999994,-97.00000000000841,-192.99999999999872,0.0,-249.00000000001032,-134.00000000001188,-80.00000000000229,-217.0000000000005,-220.99999999999343,-106.00000000000608,0.0,-554.9999999999944,0.0,0.0,-516.9999999999897,-117.99999999999588,0.0,-200.9999999999934,-339.9999999999892,0.0,0.0,-308.9999999999815,,-3397.999999999975
2021.11.08,11.00000000000545,-8.999999999992347,-111.0000000000042,-74.99999999999174,100.00000000000009,-184.00000000000637,-162.00000000001768,-75.9999999999983,-87.00000000000374,-148.99999999999915,-36.999999999998145,113.00000000000753,-66.99999999999484,141.00000000001955,124.99999999999733,-65.99999999998829,-143.99999999998857,46.00000000000648,-149.99999999999147,-198.99999999999807,111.00000000000554,112.99999999999643,-121.99999999999989,,-877.9999999999345
2021.11.08,25.00000000000835,7.0000000000014495,-186.9999999999976,-105.99999999999498,85.99999999999719,-153.00000000000313,-163.00000000000205,-75.00000000000284,-106.00000000000608,-133.99999999998968,-6.0000000000060005,168.0000000000126,-35.00000000000725,211.00000000001273,154.99999999999403,-39.999999999995595,-266.999999999995,73.0000000000075,-243.99999999999977,-260.9999999999957,137.00000000000932,115.99999999999389,-198.99999999999363,,-997.9999999999523
2021.11.08,53.999999999998494,43.999999999999595,-204.9999999999983,-87.99999999999919,49.99999999999449,-147.00000000000824,-161.00000000001114,-85.00000000000173,-79.00000000000685,-92.99999999999864,24.999999999997247,107.00000000001265,17.999999999984695,317.0000000000073,126.0000000000039,19.00000000001345,-338.99999999997823,149.0000000000009,-220.99999999998943,-242.999999999995,89.00000000000574,65.00000000000395,-230.9999999999812,,-828.9999999999457
2021.11.08,38.0000000000047,46.0000000000127,-248.00000000000466,-41.9999999999976,34.000000000000696,-168.0000000000126,-154.0000000000097,-46.00000000000159,-41.000000000002146,-54.999999999993946,20.999999999993246,174.00000000000747,136.00000000000279,270.00000000001023,178.99999999999582,124.00000000001299,-393.99999999998323,108.00000000000409,-197.9999999999933,-209.99999999999375,81.00000000000884,75.9999999999983,-188.9999999999947,,-457.99999999993537
2021.11.08,1.999999999990898,-14.999999999987246,-295.0000000000017,-49.99999999999449,43.00000000000415,-174.00000000000747,-155.00000000001623,-48.99999999999905,-62.000000000006494,-75.9999999999983,19.00000000000235,201.00000000000674,75.99999999998718,343.9999999999941,180.0000000000024,65.00000000000395,-378.999999999996,171.00000000000648,-239.99999999999488,-244.99999999999034,103.00000000000864,92.99999999999864,-186.99999999998164,,-629.9999999999684
2021.11.08,-7.0000000000014495,-24.000000000001798,-313.0000000000024,-78.00000000000028,53.00000000000304,-165.9999999999995,-145.00000000001734,-114.00000000000298,-107.00000000000153,-139.00000000000023,8.999999999992347,84.0000000000174,-9.999999999998899,314.0000000000214,41.99999999998649,-39.999999999995595,-289.9999999999903,190.00000000001194,-293.99999999999693,-310.99999999999284,91.00000000000774,124.00000000000189,-180.99999999998673,,-1311.9999999999468
2021.11.08,-95.00000000000064,-58.000000000002494,-299.99999999999716,-61.999999999995396,53.999999999998494,-182.99999999999983,-187.00000000000384,-121.99999999999989,-102.00000000000209,-148.99999999999915,7.9999999999968985,69.00000000000794,11.999999999989797,290.00000000002046,35.999999999991594,-35.999999999991594,-198.99999999999363,183.00000000000693,-242.999999999995,-293.99999999999693,53.00000000000304,90.0000000000012,-140.99999999999113,,-1375.9999999999525
2021.11.08,-99.00000000000463,-65.00000000000395,-287.00000000000614,-35.999999999991594,58.99999999999794,-236.99999999999832,-224.000000000002,-172.00000000000549,-153.00000000000313,-227.99999999999488,31.999999999998696,48.000000000003595,-19.999999999997797,284.9999999999966,55.99999999998939,-21.999999999988695,-178.99999999999582,179.00000000000205,-232.99999999998988,-322.9999999999933,56.0000000000005,132.99999999999423,-90.99999999999665,,-1520.999999999989
2021.11.08,-73.99999999999629,-58.000000000002494,-304.00000000000205,-34.000000000000696,134.99999999999625,-256.99999999999613,-243.00000000001543,-187.00000000000384,-156.00000000000057,-282.99999999999994,34.000000000000696,29.00000000001235,-25.00000000000835,319.9999999999932,46.999999999997044,-14.999999999987246,-5.999999999994898,239.00000000000432,-245.9999999999951,-411.00000000000136,68.00000000000139,188.9999999999947,-55.99999999998939,,-1293.999999999994
