date,USDCHF,EURUSD,GBPCHF,EURGBP,empty,sum
2015.02.16,-121.99999999999989,-60.99999999999994,-171.99999999999437,-9.00000000000345,,-363.99999999999767
2015.02.16,-113.00000000000753,-83.9999999999952,-156.99999999998494,2.999999999997449,,-350.9999999999902
2015.02.16,-164.00000000000858,-106.99999999999044,-48.99999999998794,63.99999999999739,,-255.9999999999896
2015.02.16,-139.00000000000023,-83.9999999999952,-24.999999999986144,95.99999999999609,,-151.9999999999855
2015.02.16,-79.00000000000685,-34.99999999998504,-41.99999999998649,96.99999999999153,,-58.99999999998687
2015.02.16,-76.0000000000094,62.000000000006494,-52.99999999999194,93.99999999999409,,26.999999999999247
2015.02.16,18.999999999991246,51.000000000001044,73.00000000001194,88.99999999999464,,231.99999999999886
2015.02.16,137.9999999999937,36.0000000000138,266.0000000000107,90.0000000000012,,530.0000000000193
2015.02.16,139.99999999999568,29.999999999996696,290.00000000001245,98.99999999999353,,558.9999999999984
2015.02.16,174.99999999999181,127.00000000001043,272.00000000000557,127.99999999999478,,702.0000000000026
2015.02.16,159.9999999999935,144.0000000000108,171.00000000001003,84.99999999999064,,560.000000000005
2015.02.16,187.9999999999993,167.00000000000603,184.00000000000637,104.99999999999955,,644.0000000000113
2015.02.16,188.9999999999947,158.99999999999804,197.00000000000273,98.99999999999353,,643.999999999989
2015.02.16,142.99999999999312,141.00000000001333,113.00000000000753,80.99999999999774,,478.0000000000117
2015.02.16,100.99999999999554,136.00000000000279,36.0000000000138,71.99999999999429,,345.00000000000637
2015.02.16,161.00000000000003,90.99999999999665,137.00000000000932,53.999999999998494,,443.00000000000455
2015.02.16,170.99999999999892,114.99999999999844,155.00000000001623,66.99999999999484,,508.00000000000847
2015.02.16,156.99999999999602,93.00000000000975,119.00000000000244,56.99999999999594,,426.00000000000415
2015.02.16,113.99999999999189,121.99999999999989,119.00000000000244,85.99999999999719,,440.99999999999136
2015.02.16,42.999999999993044,100.99999999999554,-96.99999999999153,31.999999999998696,,78.99999999999574
2015.02.16,-72.0000000000054,157.00000000000713,17.000000000000348,120.99999999999334,,222.9999999999954
2015.02.16,-161.00000000000003,141.99999999999767,-163.9999999999864,158.99999999999804,,-23.999999999990706
2015.02.16,-35.00000000000725,164.00000000000858,13.000000000018552,190.99999999999673,,333.0000000000166
2015.02.16,-73.00000000000084,-43.999999999999595,-40.99999999997994,123.99999999999079,,-33.99999999998957
2015.02.16,-67.00000000000594,-28.999999999990145,152.0000000000188,166.99999999999494,,223.00000000001765
2015.02.16,-39.00000000000014,35.00000000000725,299.00000000000483,257.9999999999916,,553.0000000000035
2015.02.16,-115.00000000000954,104.99999999999955,194.0000000000053,312.9999999999966,,496.99999999999187
2015.02.16,-101.00000000000664,141.00000000001333,212.00000000001216,326.9999999999995,,579.0000000000184
2015.02.16,-56.0000000000005,102.00000000000209,281.0000000000201,317.9999999999961,,645.0000000000177
2015.02.16,-71.00000000000995,102.00000000000209,273.0000000000121,293.99999999999426,,597.9999999999985
2015.02.16,-81.00000000000884,43.00000000001525,355.0000000000164,279.99999999999136,,597.0000000000142
2015.02.16,-87.00000000000374,-8.999999999992347,276.00000000000955,246.99999999999721,,427.0000000000107
2015.02.16,-60.99999999999994,41.000000000002146,349.0000000000215,286.99999999999284,,616.0000000000166
2015.02.16,-46.00000000000159,80.00000000001339,306.00000000000625,290.9999999999968,,631.0000000000149
2015.02.16,-55.000000000005045,68.00000000000139,296.0000000000074,281.99999999999335,,590.999999999997
2015.02.16,-97.00000000000264,19.999999999997797,279.00000000000705,270.99999999999903,,473.00000000000125
2015.02.16,26.999999999999247,-110.99999999999443,423.0000000000178,183.99999999999528,,523.000000000018
2015.02.16,-56.0000000000005,-348.9999999999993,362.00000000001785,78.00000000000028,,35.000000000018304
2015.02.16,-132.0000000000099,-449.9999999999948,376.00000000002075,56.99999999999594,,-148.9999999999881
2015.02.16,-142.00000000000878,-591.9999999999925,302.0000000000023,-12.000000000000899,,-443.9999999999999
2015.02.16,-139.00000000000023,-802.9999999999982,477.0000000000163,-95.00000000000064,,-559.9999999999827
2015.02.16,-160.00000000000458,-790.0000000000018,394.00000000000546,-91.00000000000774,,-647.0000000000086
2015.02.16,-95.00000000000064,-723.9999999999914,520.0000000000093,-93.00000000000975,,-391.9999999999925
2015.02.16,-147.00000000000824,-706.999999999991,344.00000000001097,-90.0000000000012,,-599.9999999999895
2015.02.16,-156.00000000000057,-598.999999999994,342.00000000002007,-39.00000000000014,,-451.99999999997465
2015.02.16,-110.00000000001009,-592.9999999999991,393.0000000000211,-48.000000000003595,,-357.9999999999917
2015.02.16,-94.00000000000519,-546.9999999999864,410.0000000000215,-36.0000000000027,,-266.99999999997283
2015.02.16,-133.00000000000534,-522.0000000000002,361.0000000000113,-26.999999999999247,,-320.9999999999935
2015.02.17,-137.00000000000932,-526.9999999999886,338.0000000000161,-47.00000000000814,,-372.99999999999
2015.02.17,-115.00000000000954,-578.9999999999961,411.0000000000058,-20.0000000000089,,-303.0000000000088
2015.02.17,-152.00000000000767,-608.9999999999928,335.00000000001864,-55.000000000005045,,-480.99999999998687
2015.02.17,-248.00000000000378,-692.9999999999881,248.00000000000378,-85.00000000000173,,-777.9999999999898
2015.02.17,-240.00000000000688,-673.9999999999968,232.00000000000998,-94.00000000000519,,-775.9999999999989
2015.02.17,-191.00000000000784,-777.0000000000055,336.00000000000296,-121.00000000000443,,-753.0000000000148
2015.02.17,-164.00000000000858,-717.9999999999964,300.00000000001137,-129.00000000000134,,-710.999999999995
2015.02.17,-121.00000000000443,-687.9999999999998,356.00000000000074,-121.00000000000443,,-574.000000000008
2015.02.17,-119.00000000000244,-628.9999999999907,316.0000000000052,-95.00000000000064,,-526.9999999999886
2015.02.17,-123.00000000000644,-577.0000000000052,311.0000000000168,-70.0000000000034,,-458.9999999999983
2015.02.17,-97.00000000000264,-537.9999999999941,325.0000000000197,-52.000000000007596,,-361.9999999999846
2015.02.17,-125.00000000000844,-475.99999999998755,248.00000000000378,-18.0000000000069,,-370.99999999999915
2015.02.17,-108.00000000000809,-421.0000000000047,225.00000000000853,-4.999999999999449,,-309.00000000000375
2015.02.17,-134.0000000000008,-412.9999999999967,218.00000000000708,-6.0000000000060005,,-334.9999999999965
2015.02.17,-153.00000000000313,-401.99999999999125,160.00000000000458,0.999999999995449,,-393.9999999999943
2015.02.17,-200.00000000000017,-431.0000000000036,110.00000000001009,-18.0000000000069,,-539.0000000000006
2015.02.17,-185.00000000000182,-436.9999999999985,103.00000000000864,-38.0000000000047,,-556.9999999999964
2015.02.17,-184.00000000000637,-536.9999999999875,105.00000000002174,-82.00000000000429,,-697.9999999999765
2015.02.17,-380.00000000000256,-523.9999999999911,-62.99999999999084,-94.00000000000519,,-1060.9999999999895
2015.02.17,-392.00000000000347,-563.0000000000024,-18.999999999991246,-4.999999999999449,,-978.9999999999966
2015.02.17,-565.9999999999999,-624.9999999999867,-225.99999999999287,-36.0000000000027,,-1452.9999999999823
2015.02.17,-500.00000000000045,-590.999999999986,-158.99999999999804,-9.999999999998899,,-1259.9999999999832
2015.02.17,-429.0000000000016,-500.9999999999959,-9.999999999998899,73.00000000000084,,-866.9999999999956
2015.02.17,-423.0000000000067,-235.99999999999176,-190.99999999998562,141.99999999999767,,-707.9999999999864
2015.02.17,-441.0000000000025,-231.0000000000034,-225.99999999999287,69.9999999999923,,-828.0000000000065
2015.02.17,-316.0000000000052,-158.99999999999804,-193.99999999998306,78.00000000000028,,-590.9999999999859
2015.02.17,-86.0000000000083,58.000000000002494,137.00000000000932,232.99999999999432,,341.99999999999784
2015.02.17,-45.000000000006146,112.000000000001,240.00000000001796,261.99999999999557,,569.0000000000084
