date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,CHFJPY,CADCHF,NZDCHF,GBPJPY,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2018.07.02,-87.99999999999919,-106.00000000000608,-53.00000000001415,-33.999999999991815,0.0,-70.99999999999883,-19.999999999997797,-422.00000000001125,-262.999999999991,-125.99999999999278,-73.00000000000084,-528.9999999999964,-283.99999999999534,-112.99999999999955,-121.00000000001555,-121.99999999999989,-108.00000000001918,-120.99999999999511,-9.00000000000345,-77.00000000000485,-4.000000000004,,-2744.0000000000373
2018.07.02,-94.00000000000519,-83.9999999999952,62.99999999999084,33.00000000000125,25.00000000000835,-36.0000000000027,25.999999999992696,-388.0000000000106,-201.99999999999818,-97.00000000000264,-39.999999999995595,-502.9999999999859,-391.000000000008,-19.000000000005457,64.99999999998174,-84.0000000000174,-89.00000000000574,-88.99999999999864,-53.00000000000304,-124.00000000000189,126.0000000000039,,-1955.000000000057
2018.07.02,-8.000000000008,-124.99999999999733,110.99999999999443,45.000000000001705,65.00000000000395,-24.000000000001798,78.00000000000028,-361.0000000000113,-200.00000000000284,-80.00000000000229,9.999999999998899,-495.9999999999809,-557.0000000000075,-7.000000000005002,3.999999999981796,-117.00000000001154,-267.0000000000172,-12.000000000000455,-35.00000000000725,-119.99999999999788,173.00000000000094,,-1923.0000000000696
2018.07.02,14.000000000002899,-134.99999999999625,92.99999999998754,61.00000000000705,40.0000000000178,-46.00000000000159,20.999999999993246,-365.99999999999966,-209.00000000000318,-114.99999999999844,-29.999999999996696,-507.99999999998136,-540.0000000000072,-63.99999999999295,40.99999999997994,-155.00000000001623,-297.0000000000139,-76.99999999999818,-31.000000000003247,-129.00000000000134,184.99999999999073,,-2247.000000000031
2018.07.02,17.999999999995797,-140.0000000000068,17.000000000000348,91.00000000000819,-2.999999999997449,-68.99999999999685,58.000000000002494,-370.00000000000364,-215.99999999999397,-136.99999999999824,14.999999999998348,-533.9999999999918,-527.9999999999951,-146.99999999999136,27.999999999983594,-167.00000000000603,-379.0000000000182,-34.99999999999659,-30.000000000007798,-135.00000000000733,248.99999999998812,,-2414.000000000034
2018.07.02,8.999999999992347,-143.00000000000423,45.99999999999049,118.99999999999977,46.0000000000127,-45.000000000006146,68.00000000000139,-360.0000000000048,-257.99999999999557,-104.99999999999955,31.999999999998696,-563.999999999993,-591.0000000000082,-122.0000000000141,-7.0000000000014495,-232.00000000000998,-391.000000000008,-28.999999999996362,-12.000000000000899,-139.00000000000023,225.99999999999287,,-2452.0000000000546
2018.07.02,12.999999999996348,-131.99999999999878,51.99999999998539,118.99999999999977,72.0000000000054,-1.0000000000065512,88.99999999999464,-363.0000000000022,-256.9999999999908,-119.99999999999788,48.000000000003595,-564.9999999999977,-609.9999999999994,-132.000000000005,2.999999999997449,-259.0000000000092,-470.00000000001484,-15.000000000000568,-63.00000000000195,-207.99999999999707,244.9999999999841,,-2554.0000000000555
2018.07.02,48.99999999999905,-39.999999999995595,163.9999999999864,124.00000000000944,91.00000000001884,27.999999999994696,178.99999999999582,-337.99999999999386,-271.99999999999136,-120.99999999999334,97.00000000000264,-554.9999999999784,-594.0000000000057,-102.00000000000387,61.99999999998429,-233.00000000001654,-477.0000000000163,33.00000000000125,-82.00000000000429,-229.00000000000142,296.9999999999917,,-1919.0000000000168
2018.07.02,83.9999999999952,-14.000000000002899,151.9999999999966,230.00000000000398,102.00000000000209,22.999999999995246,98.99999999999353,-402.0000000000135,-402.000000000001,-178.00000000000037,-31.000000000003247,-786.0000000000014,-543.999999999989,-289.0000000000157,63.99999999999739,-212.00000000001216,-447.0000000000196,-168.99999999999693,-41.000000000002146,-180.99999999999784,232.99999999999432,,-2709.0000000000773
2018.07.02,139.00000000000023,69.00000000000794,238.99999999998923,367.00000000000443,114.0000000000141,29.000000000001247,63.99999999999739,-344.99999999999534,-347.999999999999,-175.99999999999838,-73.99999999999629,-679.9999999999784,-459.99999999999375,-223.99999999998954,179.99999999998016,-104.99999999999955,-168.0000000000126,-212.99999999999386,-53.00000000000304,-97.00000000000264,163.00000000000205,,-1578.9999999999654
