names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDCHF,20,"['EURGBP', 'AUDCHF', 'EURCHF', 'CADCHF', 'EURUSD']",100.0,0.96,B
GBPUSD,10,"['EURNZD', 'CADJPY', 'AUDJPY']",100.0,-1.0,S
EURUSD,20,"['GBPCAD', 'GBPAUD', 'CADJPY']",100.0,-0.3712380952380952,S
USDJPY,20,"['EURNZD', 'CADCHF', 'AUDCHF', 'EURUSD']",80.0,0.9828571428571428,B
USDCAD,20,"['USDJPY', 'AUDJPY', 'CADJPY', 'GBPCHF']",100.0,0.366,B
AUDUSD,10,"['EURNZD', 'EURJPY', 'EURCHF']",100.0,-1.0,S
NZDUSD,10,"['USDCHF', 'EURNZD', 'EURAUD']",80.0,-1.0,S
GBPCHF,10,['NZDCHF'],80.0,-1.0,S
CHFJPY,10,['EURCHF'],100.0,-1.0,S
CADCHF,30,"['GBPJPY', 'EURGBP', 'NZDJPY', 'CADCHF']",80.0,-0.012333333333333328,S
NZDCHF,10,['NZDUSD'],100.0,-0.684246031746032,S
GBPJPY,30,"['AUDUSD', 'GBPUSD', 'USDJPY', 'USDCHF', 'NZDUSD']",100.0,-0.6861810966810968,S
GBPAUD,15,"['NZDCHF', 'CADCHF', 'CADJPY', 'NZDCAD']",80.0,-1.0,S
EURJPY,30,"['AUDJPY', 'CADJPY', 'GBPCHF']",80.0,-0.0008412698412698422,S
EURCAD,10,"['AUDNZD', 'NZDJPY', 'NZDCHF', 'GBPAUD', 'GBPCAD', 'GBPJPY']",80.0,-0.88,S
EURAUD,10,"['EURCAD', 'AUDNZD']",80.0,-1.0,S
EURNZD,10,"['AUDJPY', 'CADJPY', 'EURJPY']",80.0,-0.9840000000000001,S
NZDJPY,50,"['AUDUSD', 'USDCAD', 'NZDUSD', 'USDCHF']",80.0,-0.26061754971894296,S
AUDCAD,30,"['EURGBP', 'AUDCHF', 'EURCHF', 'EURAUD', 'EURNZD']",80.0,0.3355396825396825,B
NZDCAD,10,"['GBPJPY', 'EURGBP', 'NZDJPY']",80.0,0.4248095238095238,B
AUDNZD,10,"['NZDUSD', 'USDCHF', 'AUDUSD']",100.0,1.0,B
