date,EURJPY,AUDNZD,empty,sum
2019.07.22,-3.0000000000001137,-22.999999999995246,,-25.99999999999536
2019.07.22,-21.99999999999136,6.000000000017103,,-15.999999999974257
2019.07.22,-25.99999999999625,38.0000000000047,,12.000000000008448
2019.07.22,47.000000000011255,84.0000000000174,,131.00000000002865
2019.07.22,59.00000000001171,116.00000000000499,,175.0000000000167
2019.07.22,74.00000000001228,107.00000000001265,,181.00000000002493
2019.07.22,5.000000000009663,67.00000000001705,,72.00000000002672
2019.07.22,80.0000000000125,56.000000000011596,,136.0000000000241
2019.07.22,172.00000000001125,39.00000000001125,,211.0000000000225
2019.07.22,209.00000000000318,-7.999999999985796,,201.0000000000174
2019.07.22,219.0000000000083,-37.99999999998249,,181.0000000000258
2019.07.22,217.00000000001296,-107.99999999999699,,109.00000000001597
2019.07.22,234.00000000000887,-157.99999999999147,,76.0000000000174
2019.07.22,243.0000000000092,-190.99999999998562,,52.00000000002359
2019.07.22,253.0000000000001,-200.00000000000017,,52.99999999999994
2019.07.22,262.00000000000045,-181.9999999999933,,80.00000000000716
2019.07.22,252.00000000000955,-163.9999999999864,,88.00000000002316
2019.07.22,287.00000000000614,-175.99999999999838,,111.00000000000776
2019.07.22,255.00000000000966,-207.00000000000162,,48.00000000000804
2019.07.22,234.00000000000887,-181.9999999999933,,52.000000000015575
2019.07.22,187.00000000001182,-188.9999999999947,,-1.9999999999828901
2019.07.22,139.00000000001,-184.99999999999073,,-45.99999999998073
2019.07.22,139.00000000001,-190.99999999998562,,-51.999999999975614
2019.07.22,125.0,-200.00000000000017,,-75.00000000000017
2019.07.22,128.0000000000001,-190.99999999998562,,-62.999999999985505
2019.07.22,130.00000000000966,-177.99999999998929,,-47.99999999997962
2019.07.22,173.00000000000182,-173.00000000000094,,8.810729923425242e-13
2019.07.22,203.00000000000296,-121.99999999999989,,81.00000000000307
2019.07.22,176.00000000000193,-151.9999999999966,,24.000000000005343
2019.07.22,145.00000000001023,-165.9999999999995,,-20.999999999989257
2019.07.22,137.00000000000045,-120.99999999999334,,16.00000000000712
2019.07.22,210.00000000000796,-120.99999999999334,,89.00000000001462
2019.07.22,187.00000000001182,-147.99999999999258,,39.00000000001924
2019.07.22,177.0000000000067,-166.99999999998383,,10.00000000002288
2019.07.22,194.00000000000261,-119.00000000000244,,75.00000000000017
2019.07.22,158.00000000000125,-157.99999999999147,,9.777068044058979e-12
2019.07.22,126.00000000000477,-157.99999999999147,,-31.9999999999867
2019.07.22,167.0000000000016,-139.00000000000023,,28.000000000001364
2019.07.22,142.00000000001012,-143.99999999998857,,-1.9999999999784563
2019.07.22,178.00000000001148,-143.99999999998857,,34.00000000002291
2019.07.22,152.00000000000102,-122.99999999998423,,29.000000000016797
2019.07.22,93.00000000000352,-102.99999999998644,,-9.999999999982919
2019.07.22,100.00000000000853,-104.99999999999955,,-4.999999999991019
2019.07.22,94.0000000000083,-106.99999999999044,,-12.999999999982137
2019.07.22,88.00000000000807,-85.99999999998609,,2.000000000021984
2019.07.22,77.00000000001239,-82.99999999998863,,-5.9999999999762395
2019.07.22,73.0000000000075,-66.99999999999484,,6.000000000012662
2019.07.22,68.00000000001205,-61.99999999998429,,6.000000000027761
2019.07.23,54.000000000002046,-41.000000000002146,,12.9999999999999
2019.07.23,63.00000000000239,2.0000000000131024,,65.00000000001549
2019.07.23,57.00000000000216,-0.9999999999843467,,56.00000000001781
2019.07.23,69.00000000000261,-7.999999999985796,,61.00000000001682
2019.07.23,98.00000000001319,-7.999999999985796,,90.0000000000274
2019.07.23,66.0000000000025,6.000000000017103,,72.00000000001961
2019.07.23,19.000000000005457,195.00000000001182,,214.00000000001728
2019.07.23,159.00000000000603,205.00000000001074,,364.00000000001677
2019.07.23,125.0,180.0000000000024,,305.0000000000024
2019.07.23,143.00000000000068,178.00000000001148,,321.00000000001216
2019.07.23,112.99999999999955,190.00000000000128,,303.0000000000008
2019.07.23,130.00000000000966,195.9999999999962,,326.00000000000585
2019.07.23,132.000000000005,243.99999999999977,,376.0000000000048
2019.07.23,94.0000000000083,243.99999999999977,,338.0000000000081
2019.07.23,106.00000000000875,201.00000000000674,,307.00000000001546
2019.07.23,131.00000000000023,212.00000000001216,,343.0000000000124
