date,USDCAD,AUDCHF,EURJPY,EURAUD,empty,sum
2019.10.21,5.999999999994898,3.999999999992898,37.00000000000614,78.99999999998464,,125.99999999997857
2019.10.21,-15.00000000000945,63.99999999999739,15.000000000000568,173.99999999998528,,237.9999999999738
2019.10.21,-48.000000000003595,43.999999999999595,-105.00000000000398,-1.0000000000065512,,-110.00000000001454
2019.10.21,11.00000000000545,46.999999999997044,-54.000000000002046,-39.00000000001125,,-35.0000000000108
2019.10.21,-38.0000000000047,60.99999999999994,-78.99999999999352,51.99999999998539,,-4.000000000012882
2019.10.21,-7.0000000000014495,80.99999999999774,-10.000000000005116,53.999999999998494,,117.99999999998967
2019.10.21,31.000000000003247,152.99999999999204,75.00000000000284,127.99999999999478,,386.9999999999929
2019.10.21,32.0000000000098,197.99999999999818,135.99999999999568,193.99999999998306,,559.9999999999867
2019.10.21,-15.999999999993797,236.99999999999832,64.99999999999773,310.9999999999946,,596.9999999999968
2019.10.21,-18.0000000000069,200.99999999999562,90.00000000000341,251.99999999998556,,524.9999999999777
2019.10.21,-22.0000000000109,271.9999999999945,106.99999999999932,389.99999999997925,,746.9999999999621
2019.10.21,-21.00000000000435,276.9999999999939,88.99999999999864,401.99999999999125,,746.9999999999794
2019.10.21,-22.0000000000109,254.99999999999412,103.9999999999992,320.9999999999935,,657.9999999999759
2019.10.21,1.999999999990898,273.000000000001,121.99999999999989,342.9999999999822,,739.9999999999741
2019.10.21,2.999999999997449,286.99999999999284,171.99999999999704,334.9999999999964,,796.9999999999837
2019.10.21,4.000000000004,278.00000000000045,150.99999999999625,298.9999999999826,,731.9999999999833
2019.10.21,9.999999999998899,289.9999999999903,156.99999999999648,320.9999999999935,,777.9999999999792
2019.10.21,-28.999999999990145,273.000000000001,61.99999999999761,358.9999999999982,,665.0000000000067
2019.10.21,-8.999999999992347,304.9999999999997,134.00000000000034,415.99999999999415,,846.0000000000018
2019.10.21,-1.0000000000065512,279.99999999999136,99.00000000000375,426.9999999999996,,804.9999999999882
2019.10.21,15.999999999993797,256.0000000000007,141.00000000000534,426.9999999999996,,839.9999999999994
2019.10.21,58.000000000002494,282.99999999999994,254.0000000000049,410.99999999998363,,1005.9999999999909
2019.10.21,158.99999999999804,325.99999999999295,500.0,344.99999999999534,,1329.9999999999864
2019.10.21,158.99999999999804,326.9999999999995,329.00000000000773,537.9999999999941,,1352.9999999999993
2019.10.21,221.99999999998886,393.9999999999944,287.9999999999967,588.9999999999951,,1492.999999999975
2019.10.21,276.9999999999939,396.9999999999918,311.00000000000705,588.9999999999951,,1573.9999999999877
2019.10.21,289.9999999999903,439.0000000000005,287.9999999999967,645.999999999991,,1662.9999999999786
2019.10.21,252.99999999999213,379.9999999999915,257.99999999999557,594.99999999999,,1485.999999999969
2019.10.21,211.99999999998997,385.99999999999744,302.0000000000067,558.9999999999984,,1458.9999999999925
2019.10.21,228.00000000000597,417.0000000000007,296.0000000000065,600.9999999999849,,1541.999999999998
2019.10.21,275.000000000003,361.9999999999957,192.99999999999784,647.9999999999819,,1477.9999999999784
2019.10.21,262.999999999991,344.99999999999534,176.00000000000193,587.9999999999885,,1371.9999999999768
2019.10.21,198.00000000000927,352.9999999999922,108.00000000000409,595.9999999999966,,1255.0000000000023
