date,EURUSD,EURCAD,EURAUD,empty,sum
2018.03.26,49.00000000001015,110.99999999999443,209.9999999999991,,370.00000000000364
2018.03.26,83.00000000001084,103.00000000000864,170.00000000000347,,356.00000000002296
2018.03.26,156.00000000000057,170.00000000000347,192.99999999999872,,519.0000000000027
2018.03.26,173.00000000000094,181.00000000000892,184.99999999999073,,539.0000000000007
2018.03.26,139.00000000000023,73.99999999999629,21.00000000000435,,234.00000000000088
2018.03.26,46.0000000000127,18.0000000000069,-36.999999999998145,,27.00000000002145
2018.03.26,103.00000000000864,36.999999999998145,-94.00000000001629,,45.99999999999051
2018.03.26,196.0000000000184,31.000000000003247,-117.00000000001154,,110.00000000001009
2018.03.26,158.0000000000137,5.000000000010552,-110.00000000001009,,53.000000000014154
2018.03.26,204.00000000000418,-22.999999999995246,-229.00000000001253,,-48.00000000000361
2018.03.26,194.0000000000053,8.000000000008,-130.0000000000079,,72.0000000000054
2018.03.26,256.00000000001177,90.99999999999665,-96.00000000000719,,251.00000000000122
2018.03.26,238.0000000000049,63.000000000013046,-124.00000000001299,,177.00000000000497
2018.03.26,235.00000000000742,68.00000000000139,-182.0000000000155,,120.99999999999332
2018.03.26,247.00000000001944,97.00000000001374,-89.00000000000574,,255.00000000002746
2018.03.26,236.00000000001398,107.99999999999699,-38.0000000000047,,306.00000000000625
2018.03.26,216.00000000001617,73.99999999999629,-109.00000000000354,,181.00000000000892
2018.03.26,161.00000000001114,55.000000000005045,-97.9999999999981,,118.0000000000181
2018.03.26,150.00000000000568,-62.000000000006494,-289.0000000000059,,-201.0000000000067
2018.03.26,123.00000000000644,-197.99999999998707,-483.0000000000112,,-557.9999999999918
2018.03.26,377.0000000000051,2.999999999997449,-232.00000000000998,,147.99999999999258
2018.03.26,331.999999999999,63.000000000013046,-165.00000000001512,,229.99999999999693
2018.03.26,367.0000000000062,76.0000000000094,-202.9999999999976,,240.00000000001796
2018.03.26,425.0000000000087,219.00000000001364,-97.9999999999981,,546.0000000000242
2018.03.26,547.0000000000086,322.00000000000006,82.00000000000429,,951.000000000013
2018.03.26,561.0000000000115,283.99999999999534,-31.000000000003247,,814.0000000000035
2018.03.26,578.0000000000118,378.00000000001165,82.00000000000429,,1038.0000000000277
2018.03.26,536.0000000000032,607.0000000000019,14.000000000002899,,1157.000000000008
2018.03.26,595.0000000000122,680.0000000000139,106.99999999999044,,1382.0000000000164
2018.03.26,571.0000000000103,778.000000000012,109.00000000000354,,1458.000000000026
2018.03.26,550.000000000006,914.0000000000148,333.0000000000055,,1797.0000000000264
2018.03.26,507.000000000013,896.000000000008,327.99999999999494,,1731.000000000016
2018.03.26,724.0000000000135,1249.9999999999955,407.0000000000018,,2381.000000000011
2018.03.26,869.0000000000086,1269.000000000009,421.99999999998903,,2560.000000000007
2018.03.26,867.0000000000177,1489.000000000007,756.9999999999854,,3113.00000000001
2018.03.26,919.0000000000032,1563.0000000000032,1010.9999999999841,,3492.9999999999905
