date,EURUSD,EURCAD,EURAUD,empty,sum
2018.03.26,-11.999999999989797,-5.999999999994898,-12.999999999996348,,-30.999999999981043
2018.03.26,43.999999999999595,78.00000000000028,79.99999999999119,,201.99999999999108
2018.03.26,74.0000000000185,85.00000000000173,79.99999999999119,,239.00000000001143
2018.03.26,129.00000000000134,148.00000000001478,109.99999999998789,,387.00000000000404
2018.03.26,134.00000000001188,53.00000000001415,21.00000000000435,,208.00000000003038
2018.03.26,37.00000000002035,5.999999999994898,-42.0000000000087,,1.0000000000065512
2018.03.26,20.000000000020002,-49.99999999999449,-150.00000000000568,,-179.99999999998016
2018.03.26,97.00000000001374,-38.0000000000047,-173.00000000000094,,-113.9999999999919
2018.03.26,152.0000000000188,-59.99999999999339,-219.99999999999798,,-127.99999999997259
2018.03.26,143.00000000000423,-24.999999999986144,-251.00000000000122,,-132.99999999998312
2018.03.26,174.00000000000747,-29.999999999996696,-255.00000000000523,,-110.99999999999446
2018.03.26,180.0000000000024,-9.999999999998899,-161.99999999999548,,8.000000000008015
2018.03.26,235.00000000000742,59.99999999999339,-139.00000000000023,,156.00000000000057
2018.03.26,223.00000000001762,41.000000000002146,-185.99999999999727,,78.00000000002251
2018.03.26,215.00000000000963,49.99999999999449,-191.00000000000784,,73.9999999999963
2018.03.26,226.00000000001506,73.99999999999629,-110.99999999999443,,189.00000000001694
2018.03.26,185.00000000001293,46.0000000000127,-124.99999999999733,,106.00000000002831
2018.03.26,151.00000000001222,29.999999999996696,-153.00000000000313,,28.000000000005798
2018.03.26,119.00000000000244,-68.99999999998573,-300.00000000001137,,-249.99999999999466
2018.03.26,121.99999999999989,-234.00000000000088,-516.0000000000053,,-628.0000000000064
2018.03.26,93.00000000000975,-221.99999999998886,-507.000000000013,,-635.9999999999922
2018.03.26,294.0000000000165,-18.999999999991246,-280.0000000000136,,-4.999999999988347
2018.03.26,245.0000000000063,-55.99999999998939,-256.00000000001177,,-66.99999999999486
2018.03.26,341.00000000001353,32.999999999994145,-248.00000000000378,,126.0000000000039
2018.03.26,421.0000000000047,207.00000000000162,-120.00000000000898,,507.9999999999974
2018.03.26,522.0000000000002,204.00000000000418,-110.99999999999443,,615.00000000001
2018.03.26,502.00000000000244,164.00000000000858,-77.00000000001594,,588.9999999999951
2018.03.26,489.0000000000061,367.0000000000062,-5.999999999994898,,850.0000000000174
2018.03.26,537.0000000000097,605.0000000000111,14.000000000002899,,1156.0000000000239
2018.03.26,554.00000000001,670.000000000015,85.99999999998609,,1310.0000000000111
2018.03.26,503.000000000009,736.0000000000033,70.99999999999883,,1310.0000000000111
