date,EURUSD,USDJPY,AUDUSD,EURCHF,CADCHF,AUDCHF,EURGBP,GBPAUD,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDNZD,empty,sum
2021.11.01,-60.000000000015596,-72.00000000000273,-80.00000000000229,0.0,-202.9999999999976,-204.99999999999963,-16.0000000000049,-121.99999999999989,-57.00000000001815,-157.00000000000713,-226.00000000001506,-132.000000000005,-184.99999999998806,-174.0000000000066,-40.99999999997994,,-1730.0000000000425
2021.11.01,-46.0000000000127,-69.99999999999318,-87.00000000000374,60.000000000015596,-202.0000000000022,-210.99999999999451,2.999999999997449,-80.99999999999774,-26.999999999999247,-121.99999999999989,-200.00000000000017,-123.00000000000466,-193.9999999999884,-168.99999999999693,-49.99999999999449,,-1518.999999999975
2021.11.01,-43.00000000001525,-66.0000000000025,-55.000000000005045,67.00000000001705,-165.9999999999995,-161.00000000000003,3.999999999992898,35.999999999991594,17.000000000000348,-36.999999999998145,-222.99999999999542,-111.0000000000042,-153.99999999999636,-191.0000000000025,-112.000000000001,,-1195.000000000018
2021.11.01,-75.00000000000284,-150.99999999999625,-73.00000000000084,73.00000000001194,-192.00000000000327,-205.99999999999508,-4.999999999999449,-17.000000000000348,-8.000000000008,-113.99999999999189,-371.99999999999454,-156.99999999999648,-212.99999999999386,-278.0000000000058,-145.99999999997948,,-1933.999999999956
2021.11.01,-97.00000000001374,-144.99999999999602,-131.00000000000333,62.000000000006494,-265.0000000000041,-275.99999999999847,-33.000000000005244,-131.99999999999878,-145.00000000001734,-259.0000000000092,-443.0000000000156,-216.99999999999875,-284.9999999999966,-322.00000000000273,-132.99999999998312,,-2821.000000000036
2021.11.01,-112.000000000001,-99.99999999999432,-80.00000000000229,41.000000000002146,-212.00000000000108,-195.9999999999962,-29.999999999996696,8.000000000008,-76.0000000000094,-109.99999999998789,-330.0000000000081,-144.99999999999602,-191.99999999999307,-230.00000000000398,-95.999999999985,,-1859.999999999965
2021.11.01,-90.00000000001229,-42.00000000000159,-25.00000000000835,64.0000000000196,-168.99999999999693,-143.9999999999997,24.000000000001798,56.99999999999594,0.9999999999843467,5.999999999994898,-314.99999999999864,-88.00000000000807,-98.99999999998954,-191.0000000000025,-176.99999999998272,,-1188.0000000000036
2021.11.01,-84.0000000000174,-67.99999999999784,-50.0000000000056,52.000000000007596,-185.00000000000182,-174.99999999999181,0.999999999995449,5.000000000010552,-36.0000000000138,-83.9999999999952,-350.00000000000585,-114.00000000000432,-150.99999999999625,-219.99999999999886,-176.99999999998272,,-1635.999999999998
2021.11.01,-80.00000000001339,-55.999999999997385,-31.000000000003247,54.0000000000207,-221.99999999999997,-156.99999999999602,-2.000000000002,53.999999999998494,-76.0000000000094,-49.99999999999449,-377.0000000000051,-114.99999999999488,-119.99999999999034,-206.00000000000307,-208.99999999999253,,-1592.999999999983
2021.11.01,-97.00000000001374,0.0,-18.0000000000069,43.00000000001525,-224.9999999999974,-161.99999999999548,-31.999999999998696,112.000000000001,-116.00000000000499,-36.999999999998145,-370.00000000000364,-85.99999999999852,-61.99999999999761,-167.0000000000016,-169.99999999998127,,-1386.999999999982
2021.11.01,-96.00000000000719,-88.99999999999864,-14.000000000002899,54.0000000000207,-221.00000000000452,-148.99999999999915,-29.000000000001247,127.00000000001043,-104.00000000001519,-38.0000000000047,-344.99999999999534,-141.9999999999959,-80.99999999998886,-173.00000000000182,-152.99999999998093,,-1452.9999999999652
2021.11.01,-124.99999999999733,-111.99999999999477,2.999999999997449,78.00000000000028,-256.0000000000007,-168.99999999999693,-40.00000000000669,178.99999999999582,-93.00000000000975,-17.000000000000348,-321.0000000000157,-159.9999999999966,-110.99999999999,-206.00000000000307,-197.99999999998707,,-1548.0000000000057
2021.11.01,-151.9999999999966,-180.99999999999739,52.99999999999194,89.00000000000574,-243.00000000000432,-149.99999999999457,-34.000000000000696,228.00000000000597,-89.00000000000574,42.0000000000087,-293.99999999999426,-159.9999999999966,-91.99999999999875,-195.99999999999795,-177.99999999998929,,-1356.9999999999638
2021.11.01,-165.9999999999995,-203.00000000000296,65.99999999999939,87.00000000001484,-217.99999999999596,-131.99999999999878,-24.999999999997247,198.99999999999363,-40.0000000000178,48.000000000003595,-252.0000000000078,-141.00000000000534,-96.9999999999942,-198.99999999999807,-173.99999999998528,,-1246.9999999999916
2021.11.01,-121.00000000001555,-177.99999999999727,24.999999999997247,97.00000000001374,-209.9999999999991,-139.99999999999568,-9.999999999998899,208.99999999999253,-17.000000000000348,66.00000000001049,-285.00000000000193,-183.00000000000693,-140.00000000000057,-262.00000000000045,-208.99999999999253,,-1357.9999999999952
2021.11.01,-49.00000000001015,-210.99999999999852,-23.00000000000635,115.00000000002063,-219.99999999999798,-156.99999999999602,-12.000000000000899,150.99999999999002,3.999999999981796,48.000000000003595,-449.9999999999948,-227.99999999999443,-190.9999999999883,-379.99999999999545,-287.9999999999994,,-1890.9999999999861
2021.11.01,-85.00000000000173,-220.99999999998943,-19.00000000000235,115.00000000002063,-214.00000000000307,-156.00000000000057,24.999999999997247,116.00000000000499,2.999999999997449,49.99999999999449,-456.9999999999963,-185.00000000000227,-172.9999999999876,-376.99999999999534,-301.99999999998005,,-1879.999999999944
2021.11.01,-86.0000000000083,-251.99999999999534,30.999999999992145,101.00000000001774,-224.9999999999974,-145.9999999999906,29.999999999996696,148.99999999999915,18.999999999991246,116.00000000000499,-404.0000000000044,-210.00000000000796,-170.99999999999227,-371.9999999999999,-312.9999999999855,,-1732.9999999999795
