date,CADCHF,EURJPY,empty,sum
2020.10.19,-51.000000000001044,-2.0000000000095497,,-53.000000000010594
2020.10.19,-14.999999999998348,-19.000000000005457,,-34.00000000000381
2020.10.19,-2.999999999997449,-78.00000000000296,,-81.0000000000004
2020.10.19,87.99999999999919,-17.000000000010118,,70.99999999998907
2020.10.19,98.99999999999353,-20.000000000010232,,78.9999999999833
2020.10.19,109.00000000000354,28.999999999996362,,137.9999999999999
2020.10.19,126.0000000000039,42.999999999992156,,168.99999999999605
2020.10.19,148.0000000000037,42.999999999992156,,190.99999999999585
2020.10.19,165.00000000000404,3.0000000000001137,,168.00000000000415
2020.10.19,148.0000000000037,0.0,,148.0000000000037
2020.10.19,153.99999999999858,-67.00000000000728,,86.9999999999913
2020.10.19,141.99999999999767,-70.00000000000739,,71.99999999999028
2020.10.19,114.99999999999844,-54.000000000002046,,60.99999999999639
2020.10.19,121.99999999999989,-69.00000000000261,,52.99999999999727
2020.10.19,126.0000000000039,-55.999999999997385,,70.00000000000651
2020.10.19,132.99999999999423,-61.00000000000705,,71.99999999998718
2020.10.19,136.99999999999824,-61.00000000000705,,75.99999999999119
2020.10.19,126.99999999999933,-15.000000000000568,,111.99999999999876
2020.10.19,122.99999999999534,-58.000000000006935,,64.9999999999884
2020.10.19,131.99999999999878,-106.00000000000875,,25.999999999990024
2020.10.19,166.99999999999494,-67.99999999999784,,98.9999999999971
2020.10.19,75.9999999999983,-27.000000000001023,,48.99999999999727
2020.10.19,-12.000000000000899,63.99999999999295,,51.999999999992056
2020.10.19,-34.000000000000696,152.9999999999916,,118.99999999999089
2020.10.19,-56.0000000000005,173.99999999999238,,117.99999999999189
2020.10.19,-107.99999999999699,345.9999999999894,,237.99999999999244
2020.10.19,-112.000000000001,304.9999999999926,,192.99999999999162
2020.10.19,-136.00000000000279,351.99999999998965,,215.99999999998687
2020.10.19,-163.99999999999747,460.9999999999985,,297.000000000001
2020.10.19,-212.99999999999653,474.9999999999943,,261.9999999999978
2020.10.19,-246.00000000000176,615.9999999999997,,369.9999999999979
2020.10.19,-255.00000000000523,566.9999999999931,,311.99999999998784
2020.10.19,-226.00000000000398,585.9999999999985,,359.99999999999454
2020.10.19,-178.00000000000037,659.9999999999966,,481.99999999999625
2020.10.19,-207.99999999999707,598.9999999999895,,390.9999999999925
2020.10.19,-199.00000000000472,709.9999999999937,,510.99999999998903
2020.10.19,-217.0000000000005,740.9999999999997,,523.9999999999991
2020.10.19,-219.00000000000253,734.9999999999994,,515.9999999999969
2020.10.19,-197.00000000000273,713.9999999999986,,516.9999999999959
2020.10.19,-204.99999999999963,728.9999999999992,,523.9999999999995
2020.10.19,-214.00000000000307,700.0000000000028,,485.9999999999998
2020.10.19,-197.99999999999818,712.0000000000033,,514.0000000000051
2020.10.19,-212.99999999999653,724.9999999999943,,511.9999999999978
2020.10.19,-267.00000000000614,595.9999999999894,,328.9999999999833
2020.10.19,-289.0000000000059,579.9999999999983,,290.9999999999924
2020.10.19,-297.00000000000284,572.9999999999933,,275.99999999999045
2020.10.19,-287.0000000000039,581.0000000000031,,293.99999999999915
2020.10.19,-348.9999999999993,584.9999999999937,,235.99999999999443
2020.10.20,-353.99999999999875,512.999999999991,,158.99999999999227
2020.10.20,-341.0000000000024,548.0000000000018,,206.99999999999943
2020.10.20,-273.000000000001,563.0000000000024,,290.00000000000136
2020.10.20,-282.99999999999994,637.0000000000005,,354.0000000000005
2020.10.20,-273.000000000001,608.9999999999947,,335.99999999999363
2020.10.20,-297.9999999999983,601.9999999999897,,303.99999999999136
2020.10.20,-287.9999999999994,629.9999999999955,,341.9999999999961
2020.10.20,-294.00000000000534,804.000000000002,,509.9999999999967
2020.10.20,-287.9999999999994,735.99999999999,,447.9999999999906
2020.10.20,-323.0000000000066,739.9999999999949,,416.9999999999883
2020.10.20,-304.00000000000426,718.0000000000035,,413.99999999999926
2020.10.20,-312.9999999999966,697.9999999999933,,384.9999999999967
2020.10.20,-312.00000000000114,703.9999999999935,,391.9999999999924
2020.10.20,-304.00000000000426,777.000000000001,,472.99999999999676
2020.10.20,-328.0000000000061,781.9999999999965,,453.9999999999904
2020.10.20,-351.99999999999676,798.0000000000018,,446.00000000000506
2020.10.20,-336.00000000000296,801.9999999999925,,465.99999999998954
2020.10.20,-358.0000000000028,765.0000000000006,,406.9999999999978
2020.10.20,-375.0000000000031,740.9999999999997,,365.99999999999653
2020.10.20,-339.99999999999585,704.9999999999983,,365.00000000000244
2020.10.20,-358.0000000000028,638.9999999999958,,280.999999999993
2020.10.20,-370.9999999999991,655.0000000000011,,284.00000000000205
2020.10.20,-348.9999999999993,783.9999999999918,,434.9999999999925
2020.10.20,-395.99999999999636,849.9999999999943,,453.99999999999795
2020.10.20,-383.0,864.9999999999949,,481.9999999999949
2020.10.20,-392.00000000000347,1033.0000000000014,,640.999999999998
2020.10.20,-422.00000000000017,1102.9999999999945,,680.9999999999943
2020.10.20,-422.00000000000017,1207.9999999999984,,785.9999999999982
2020.10.20,-434.9999999999965,1224.9999999999943,,789.9999999999978
2020.10.20,-448.000000000004,1230.9999999999945,,782.9999999999906
2020.10.20,-485.99999999999756,1247.9999999999905,,761.999999999993
2020.10.20,-492.0000000000035,1355.9999999999945,,863.999999999991
2020.10.20,-482.00000000000466,1345.9999999999895,,863.9999999999849
2020.10.20,-475.99999999999864,1307.0000000000023,,831.0000000000036
2020.10.20,-455.0000000000054,1338.9999999999986,,883.9999999999932
2020.10.20,-404.0000000000044,1418.9999999999968,,1014.9999999999925
2020.10.20,-277.000000000005,1323.9999999999982,,1046.9999999999932
2020.10.20,-175.99999999999838,1322.0000000000027,,1146.0000000000043
2020.10.20,-204.00000000000418,1310.9999999999927,,1106.9999999999886
2020.10.20,-190.99999999999673,1364.999999999995,,1173.9999999999982
2020.10.20,-151.00000000000114,1375.9999999999905,,1224.9999999999893
2020.10.20,-178.00000000000037,1322.0000000000027,,1144.0000000000023
2020.10.20,-168.00000000000148,1274.9999999999914,,1106.99999999999
2020.10.20,-199.00000000000472,1236.9999999999948,,1037.99999999999
2020.10.20,-221.99999999999997,1203.000000000003,,981.000000000003
2020.10.20,-223.00000000000654,1228.999999999999,,1005.9999999999925
2020.10.20,-224.9999999999974,1236.9999999999948,,1011.9999999999974
2020.10.20,-234.99999999999633,1233.9999999999945,,998.9999999999982
2020.10.21,-251.00000000000122,1179.000000000002,,928.0000000000008
2020.10.21,-263.99999999999756,1189.9999999999977,,926.0000000000002
2020.10.21,-258.9999999999981,1206.0000000000032,,947.000000000005
2020.10.21,-234.00000000000088,1263.999999999996,,1029.999999999995
2020.10.21,-195.9999999999962,1289.0000000000014,,1093.0000000000052
2020.10.21,-199.00000000000472,1277.000000000001,,1077.9999999999961
2020.10.21,-190.00000000000128,1259.999999999991,,1069.9999999999895
2020.10.21,-185.00000000000182,1212.9999999999939,,1027.999999999992
2020.10.21,-187.00000000000384,1194.0000000000027,,1006.9999999999989
2020.10.21,-178.99999999999582,1203.9999999999936,,1024.9999999999977
2020.10.21,-173.9999999999964,1277.9999999999916,,1103.9999999999952
2020.10.21,-182.00000000000438,1268.9999999999914,,1086.999999999987
2020.10.21,-173.00000000000094,1268.0000000000007,,1094.9999999999998
2020.10.21,-156.99999999999602,1280.0000000000011,,1123.000000000005
