,Unnamed: 0,names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
0,0,USDCHF,30,"['EURNZD', 'EURAUD', 'USDCHF', 'EURJPY', 'EURGBP', 'EURUSD', 'CHFJPY', 'AUDUSD']",100.0,-0.3493797871572843,S
1,1,GBPUSD,20,"['AUDCHF', 'EURNZD', 'EURAUD', 'NZDCAD', 'NZDCHF', 'NZDJPY']",100.0,0.5555080976621403,B
2,2,EURUSD,30,"['EURNZD', 'EURAUD', 'USDCHF', 'EURJPY', 'EURGBP', 'EURUSD', 'AUDUSD', 'GBPUSD', 'CHFJPY', 'AUDJPY']",100.0,0.33021176767676413,B
3,3,USDJPY,15,"['USDCHF', 'EURUSD', 'AUDCHF', 'AUDCAD']",100.0,0.9987,B
4,4,NZDUSD,50,['EURGBP'],80.0,-0.21512825210396694,S
5,5,GBPCHF,30,['NZDCAD'],80.0,0.36918916232947463,B
6,6,EURCHF,15,['USDJPY'],100.0,0.5543524109224054,B
7,7,CADCHF,50,"['GBPCHF', 'AUDCHF', 'NZDCAD', 'GBPUSD', 'NZDCHF', 'EURCAD', 'EURUSD', 'AUDCAD']",80.0,-0.4863393487068568,S
8,8,EURGBP,10,"['EURCAD', 'EURCHF']",80.0,0.9889500000000011,B
9,9,GBPJPY,10,"['AUDCHF', 'EURNZD', 'EURAUD', 'NZDCAD', 'NZDCHF']",80.0,1.0,B
10,10,GBPCAD,20,"['USDCAD', 'CADJPY', 'GBPJPY']",80.0,-0.7518701866189205,S
11,11,GBPAUD,10,['CHFJPY'],80.0,0.7142686507936309,B
12,12,EURJPY,10,"['EURNZD', 'EURAUD', 'EURJPY']",100.0,0.32836801587301145,B
13,13,EURCAD,10,['USDJPY'],100.0,0.6660931349206372,B
14,14,EURAUD,30,"['GBPAUD', 'GBPCAD', 'GBPCHF', 'CADJPY']",100.0,0.31083930735930365,B
15,15,NZDCAD,15,['GBPAUD'],80.0,-0.19689880591630685,S
