date,USDCHF,GBPUSD,EURUSD,USDJPY,AUDUSD,NZDUSD,GBPCHF,EURCHF,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2021.11.08,-7.9999999999968985,-100.99999999999554,-43.999999999999595,0.0,0.0,-219.99999999999798,-58.000000000002494,0.0,-22.999999999995246,-3.999999999992898,0.0,-29.000000000001247,-256.00000000001177,-107.99999999999699,-217.00000000001296,-181.9999999999933,-25.999999999992696,-307.00000000001285,-96.00000000000364,-1.0000000000047748,0.0,-304.00000000000426,-305.99999999999517,-1.0000000000065512,,-2291.0000000000164
2021.11.08,-4.000000000004,-113.99999999999189,-41.000000000002146,76.00000000000762,21.999999999999797,-141.00000000000225,9.999999999998899,102.00000000000209,-9.999999999998899,4.000000000004,62.99999999999084,-17.999999999995797,-265.0000000000041,-72.99999999998974,-247.0000000000141,-184.99999999999073,-41.000000000002146,-10.000000000021103,-94.0000000000083,89.9999999999892,135.99999999999568,-174.00000000000747,-195.00000000000074,22.999999999995246,,-1086.0000000000502
2021.11.08,0.0,-90.99999999999665,-73.00000000001194,94.0000000000083,40.99999999999105,-148.99999999999915,66.99999999999484,79.00000000000685,-4.999999999999449,23.00000000000635,35.999999999991594,-58.99999999999794,-255.00000000000523,-99.99999999998899,-359.00000000000887,-226.99999999999943,-93.00000000000975,34.99999999998504,-193.00000000001205,113.99999999999011,174.99999999999716,-202.0000000000022,-204.00000000000418,29.999999999996696,,-1316.000000000068
2021.11.08,16.0000000000049,-102.00000000000209,-95.00000000000064,137.00000000000045,39.999999999995595,-126.0000000000039,100.99999999999554,126.0000000000039,34.000000000000696,26.999999999999247,27.999999999994696,-60.99999999999994,-209.9999999999991,-144.99999999999514,-385.0000000000193,-202.9999999999976,-141.00000000001333,186.99999999998164,-231.00000000000875,137.00000000000045,147.99999999999613,-162.0000000000066,-151.00000000000114,134.99999999999625,,-896.0000000000779
2021.11.08,21.00000000000435,-134.00000000001188,-83.00000000001084,111.0000000000042,-6.0000000000060005,-87.99999999999919,76.99999999999375,128.000000000017,7.9999999999968985,-0.999999999995449,17.999999999995797,-65.99999999999939,-300.00000000001137,-242.99999999999324,-412.00000000000614,-242.99999999999324,-202.9999999999976,309.99999999998806,-209.00000000000318,81.99999999999363,103.9999999999992,-129.00000000000134,-127.99999999999478,141.99999999999767,,-1244.000000000033
2021.11.08,39.00000000000014,-114.99999999999844,-69.00000000000794,222.0000000000084,0.0,-87.00000000000374,109.00000000000354,113.00000000000753,7.0000000000014495,18.0000000000069,25.999999999992696,-43.999999999999595,-299.00000000000483,-243.99999999999977,-441.0000000000025,-241.00000000000233,-168.0000000000126,237.99999999998266,-239.00000000000432,161.99999999999193,174.99999999999716,-148.99999999999915,-148.99999999999915,132.99999999998312,,-1003.0000000000584
2021.11.08,60.00000000000449,-59.000000000009045,-26.999999999999247,230.00000000000398,14.999999999998348,-139.99999999999568,109.00000000000354,120.00000000000898,33.000000000005244,52.000000000007596,59.99999999999339,-49.99999999999449,-224.000000000002,-99.00000000000463,-439.0000000000214,-207.00000000000162,-86.99999999999264,78.99999999998464,-274.0000000000009,203.99999999999352,219.99999999999886,-164.00000000000858,-165.00000000000404,103.99999999999298,,-649.0000000000387
2021.11.08,82.00000000000429,-43.999999999999595,5.999999999994898,240.0000000000091,-50.0000000000056,-137.9999999999937,121.99999999999989,124.00000000001299,75.9999999999983,56.0000000000005,100.00000000000009,-60.99999999999994,-127.00000000001043,-129.99999999998568,-381.0000000000002,-127.99999999999478,-143.00000000000423,67.9999999999792,-273.00000000001035,125.0,205.99999999998886,-112.000000000001,-149.99999999999457,68.99999999998573,,-463.0000000000263
2021.11.08,160.00000000000458,31.000000000003247,26.999999999999247,239.00000000000432,-50.0000000000056,-146.99999999999713,146.00000000000168,179.00000000001802,97.9999999999981,58.99999999999794,127.99999999999478,-63.00000000000195,-114.99999999999844,-126.0000000000039,-348.0000000000132,-136.99999999998712,-144.0000000000108,0.0,-252.00000000000955,126.99999999999534,214.9999999999892,-114.00000000000298,-195.00000000000074,47.99999999998139,,-234.0000000000435
2021.11.08,180.0000000000024,4.000000000004,4.000000000004,269.999999999996,-8.000000000008,-209.9999999999991,201.00000000000674,220.00000000002018,143.9999999999997,114.99999999999844,223.99999999999088,-64.99999999999284,-86.0000000000083,-48.99999999998794,-391.9999999999959,-104.99999999999955,-83.9999999999952,-122.00000000002208,-279.0000000000106,190.9999999999883,315.9999999999883,-107.00000000000153,-263.99999999999756,-46.0000000000127,,51.99999999996752
2021.11.08,148.0000000000037,-39.00000000001125,-26.0000000000149,272.99999999999613,8.999999999992347,-304.9999999999997,225.99999999999287,219.00000000001364,131.00000000000333,114.99999999999844,242.99999999999324,-44.99999999999504,-157.00000000000713,-116.00000000000499,-432.00000000001637,-147.99999999999258,-90.00000000001229,-276.00000000000955,-299.0000000000066,206.99999999999363,360.99999999999,-152.00000000000767,-361.0000000000002,-120.00000000000898,,-634.0000000001102
2021.11.08,148.0000000000037,-35.00000000000725,-25.00000000000835,296.99999999999704,37.99999999999359,-297.9999999999983,200.00000000000017,208.00000000000819,119.99999999999788,136.99999999999824,295.99999999999625,-56.99999999999594,-141.00000000001333,-4.000000000004,-483.0000000000041,-144.99999999999514,-8.999999999992347,-260.0000000000158,-329.00000000000773,256.0000000000002,455.99999999998886,-168.00000000000148,-365.99999999999966,-92.00000000000318,,-256.00000000006264
2021.11.08,148.99999999999915,0.0,7.0000000000014495,253.0000000000001,43.999999999999595,-276.9999999999939,150.00000000000568,192.00000000001438,95.00000000000064,134.0000000000008,293.99999999999426,-74.99999999999174,-160.00000000000458,5.999999999994898,-425.00000000001137,-158.99999999999804,8.999999999992347,-270.00000000001467,-279.0000000000106,239.99999999999488,438.99999999999295,-181.00000000000892,-375.9999999999986,-82.00000000000429,,-272.0000000000456
2021.11.08,122.99999999999534,-1.0000000000065512,-36.999999999998145,237.00000000000898,51.000000000001044,-319.0000000000026,124.99999999999733,192.00000000001438,85.00000000000173,126.0000000000039,291.99999999999227,-92.99999999999864,-146.00000000000168,36.0000000000138,-393.0000000000007,-191.99999999999218,-12.000000000012001,-299.00000000000483,-222.99999999999898,236.99999999999477,435.99999999999284,-196.00000000000728,-427.99999999999505,-134.00000000001188,,-533.0000000000142
2021.11.08,139.00000000000023,-32.0000000000098,-29.00000000001235,240.99999999999966,41.9999999999976,-319.0000000000026,182.99999999999983,210.0000000000213,92.00000000000318,119.00000000000244,312.9999999999966,-63.00000000000195,-158.99999999999804,-4.000000000004,-408.00000000001546,-177.99999999998929,-36.999999999998145,-288.0000000000216,-259.00000000000034,224.99999999999432,460.9999999999985,-209.00000000000364,-402.9999999999978,-127.00000000001043,,-490.0000000000517
2021.11.08,129.9999999999968,-59.000000000009045,-32.0000000000098,227.00000000000387,70.99999999999883,-405.9999999999952,192.99999999999872,205.00000000001074,121.00000000000443,143.9999999999997,322.00000000000006,-56.99999999999594,-140.0000000000068,48.000000000003595,-394.00000000000546,-124.99999999999733,21.999999999988695,-512.0000000000014,-269.00000000000546,240.99999999999966,454.9999999999983,-236.99999999999832,-488.999999999995,-162.00000000001768,,-703.0000000000339
