date,USDCHF,USDCAD,AUDUSD,CHFJPY,CADCHF,AUDCHF,EURCAD,AUDJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2016.11.14,-16.0000000000049,-192.99999999999872,-51.000000000001044,-106.00000000000875,-149.99999999999457,-86.99999999999264,-169.00000000001913,-137.00000000000045,-25.000000000005684,-209.9999999999991,-103.99999999999298,,-1248.000000000018
2016.11.14,12.999999999996348,-180.99999999998673,33.000000000005244,-115.99999999999966,-129.9999999999968,-107.00000000000153,-192.00000000001438,-179.00000000000205,16.000000000005343,-236.00000000001398,-52.99999999999194,,-1132.0000000000002
2016.11.14,-70.0000000000034,-231.99999999998778,23.00000000000635,-68.00000000001205,-129.9999999999968,-178.99999999999582,-234.00000000000088,-177.0000000000067,174.99999999999716,-317.0000000000117,59.000000000009045,,-1150.0000000000025
2016.11.14,-97.00000000000264,-261.0000000000001,41.000000000002146,-78.00000000000296,-89.99999999999008,-224.000000000002,-103.00000000000864,-212.0000000000033,260.0000000000051,-348.00000000001495,197.00000000000273,,-915.0000000000148
2016.11.14,-200.99999999999562,-441.0000000000025,-121.99999999999989,-105.00000000000398,-149.99999999999457,-131.99999999999878,-230.00000000001907,-153.0000000000058,266.9999999999959,-331.0000000000146,194.0000000000053,,-1404.0000000000339
2016.11.14,-322.00000000000006,-519.0000000000028,-178.99999999999582,-315.00000000001194,-87.99999999999919,-131.99999999999878,-130.0000000000079,-304.00000000000205,236.99999999999477,-253.99999999999866,354.0000000000099,,-1652.0000000000127
2016.11.14,-480.99999999999807,-624.0000000000023,-191.99999999999218,-332.00000000000784,-74.99999999999174,-246.00000000000176,-110.00000000001009,-413.0000000000109,138.00000000000523,-348.9999999999993,325.00000000000864,,-2359.0000000000005
2016.11.14,-385.000000000002,-588.9999999999951,-53.00000000000304,-452.0000000000124,-132.99999999999423,-253.99999999999866,-92.00000000000318,-535.0000000000108,100.99999999999909,-442.00000000000904,297.00000000000284,,-2537.0000000000264
2016.11.14,-294.00000000000534,-617.9999999999852,-46.999999999997044,-453.00000000000296,-152.99999999999204,-241.00000000000233,-124.00000000001299,-516.0000000000053,64.99999999999773,-495.000000000001,194.0000000000053,,-2682.000000000001
2016.11.14,-226.00000000000398,-561.9999999999958,65.99999999999939,-487.000000000009,-148.99999999999915,-290.9999999999968,-167.00000000000603,-585.000000000008,9.000000000000341,-550.000000000006,189.00000000000583,,-2753.0000000000186
2016.11.14,-212.00000000000108,-540.9999999999915,75.00000000000284,-523.0000000000103,-130.99999999999224,-295.0000000000008,-150.00000000000568,-662.0000000000061,-48.99999999999238,-560.0000000000049,149.00000000001023,,-2898.999999999992
2016.11.14,-261.0000000000001,-563.9999999999867,19.999999999997797,-439.00000000000716,-108.99999999999244,-308.9999999999926,-89.00000000000574,-574.0000000000123,-57.999999999992724,-494.00000000001666,134.0000000000008,,-2743.0000000000077
2016.11.14,-271.9999999999945,-520.9999999999936,28.000000000005798,-379.0000000000049,-84.99999999999064,-282.99999999999994,-38.0000000000047,-547.0000000000113,4.0000000000048885,-476.0000000000098,176.0000000000095,,-2392.9999999999895
2016.11.14,-256.99999999999613,-564.9999999999933,33.000000000005244,-438.0000000000024,-119.99999999999788,-244.99999999999523,-89.00000000000574,-507.000000000005,22.00000000000557,-470.00000000001484,165.9999999999995,,-2470.0000000000005
2016.11.14,-392.9999999999989,-611.9999999999903,-102.00000000000209,-481.9999999999993,-117.99999999999588,-300.99999999999574,-69.00000000000794,-618.0000000000092,4.9999999999954525,-462.0000000000068,209.00000000000364,,-2943.000000000007
2016.11.14,-348.9999999999993,-609.9999999999994,-17.000000000000348,-549.0000000000066,-110.99999999999443,-270.99999999999903,-55.000000000005045,-615.0000000000091,-39.00000000000148,-453.0000000000145,229.00000000000142,,-2840.0000000000277
2016.11.14,-349.99999999999477,-601.000000000007,-25.999999999992696,-598.0000000000132,-131.99999999999878,-258.0000000000027,-104.99999999999955,-621.0000000000093,7.000000000005002,-466.00000000001086,321.0000000000046,,-2829.0000000000196
2016.11.14,-346.9999999999973,-634.0000000000013,-8.999999999992347,-545.0000000000017,-121.99999999999989,-266.999999999995,-52.000000000007596,-621.9999999999999,49.000000000006594,-462.0000000000068,304.00000000000426,,-2706.999999999991
2016.11.14,-307.0000000000017,-634.0000000000013,2.999999999997449,-564.0000000000072,-159.9999999999935,-253.99999999999866,-148.00000000001478,-606.0000000000088,34.99999999999659,-480.99999999999807,248.00000000000378,,-2868.0000000000264
2016.11.14,-343.9999999999999,-662.9999999999914,-12.000000000000899,-588.0000000000081,-156.99999999999602,-365.99999999999966,-202.00000000001327,-773.0000000000103,-66.99999999999307,-592.9999999999991,201.00000000000674,,-3564.000000000005
2016.11.14,-605.0,-689.0000000000063,-44.99999999999504,-538.0000000000109,-109.99999999999899,-487.99999999999955,-23.00000000001745,-763.0000000000052,-132.000000000005,-572.0000000000169,169.00000000000804,,-3796.0000000000473
