date,USDCHF,USDCAD,AUDUSD,CHFJPY,CADCHF,AUDCHF,EURCAD,AUDJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2016.11.14,43.999999999999595,-87.99999999999919,67.00000000000594,-77.00000000001239,-100.00000000000009,-22.999999999995246,-21.00000000000435,-86.00000000001273,40.00000000000625,-131.00000000001444,-7.9999999999968985,,-383.00000000002353
2016.11.14,60.00000000000449,-123.99999999999079,53.999999999998494,3.0000000000001137,-103.99999999999298,-7.9999999999968985,-145.00000000001734,-16.000000000005343,198.99999999999807,-117.00000000001154,141.00000000000225,,-57.000000000011454
2016.11.14,-31.999999999998696,-218.99999999999142,63.99999999999739,-23.000000000010346,-78.00000000000028,-80.00000000000229,-75.00000000000284,-73.0000000000075,412.00000000000614,-202.9999999999976,386.0000000000086,,79.0000000000012
2016.11.14,-70.99999999999883,-245.99999999999068,75.9999999999983,-30.000000000001137,-66.99999999999484,-117.00000000000044,-60.000000000015596,-111.0000000000042,269.00000000000546,-241.00000000000233,217.0000000000005,,-381.0000000000038
2016.11.14,-200.00000000000017,-421.0000000000047,-114.99999999999844,52.99999999999727,-65.99999999999939,-24.000000000001798,-67.00000000001705,47.99999999998761,463.99999999999864,-117.00000000001154,392.00000000000347,,-53.00000000004616
2016.11.14,-234.99999999999633,-473.99999999999665,-46.999999999997044,-225.00000000000853,-67.9999999999903,-119.00000000000244,-92.00000000000318,-261.0000000000099,299.0000000000066,-249.00000000001032,421.0000000000047,,-1050.0000000000034
2016.11.14,-363.99999999999767,-564.9999999999933,-25.999999999992696,-240.99999999999966,-17.000000000000348,-236.99999999999832,78.00000000000028,-403.0000000000058,164.00000000000148,-345.0000000000175,332.00000000001006,,-1623.9999999999939
2016.11.14,-227.99999999999488,-580.0000000000027,-17.000000000000348,-348.0000000000132,-127.99999999999478,-143.9999999999997,-69.00000000000794,-382.000000000005,182.00000000000216,-372.00000000001677,313.00000000000773,,-1773.0000000000255
2016.11.14,-182.99999999999983,-560.0000000000049,72.0000000000054,-441.0000000000025,-150.99999999999002,-198.99999999999363,-123.00000000000644,-508.0000000000098,70.00000000000739,-476.0000000000098,217.0000000000005,,-2282.000000000004
2016.11.14,-183.99999999999528,-520.9999999999936,109.99999999999899,-484.00000000000887,-125.99999999999278,-234.00000000000088,-120.00000000000898,-577.0000000000124,10.000000000005116,-492.0000000000035,208.00000000000819,,-2410.000000000004
2016.11.14,-207.99999999999707,-489.99999999999045,85.99999999999719,-431.0000000000116,-95.00000000000064,-229.00000000000142,-53.00000000001415,-534.000000000006,-28.999999999996362,-440.00000000001813,157.00000000000713,,-2266.0000000000314
2016.11.14,-248.99999999999923,-492.9999999999879,100.00000000000009,-356.9999999999993,-63.99999999999739,-275.99999999999847,7.0000000000014495,-528.0000000000058,34.99999999999659,-461.0000000000003,207.00000000000162,,-2078.9999999999886
2016.11.14,-251.00000000000122,-507.9999999999973,35.00000000000725,-327.0000000000124,-69.9999999999923,-213.99999999999199,7.0000000000014495,-439.00000000000716,54.000000000002046,-384.00000000000654,202.0000000000022,,-1894.999999999996
2016.11.14,-229.99999999999687,-554.9999999999944,35.00000000000725,-422.00000000001125,-109.99999999999899,-197.99999999999818,-56.000000000011596,-492.00000000000443,46.999999999997044,-419.0000000000138,223.00000000000654,,-2177.000000000019
2016.11.14,-331.999999999999,-597.0000000000031,13.00000000000745,-465.0000000000034,-58.99999999999794,-254.99999999999412,75.99999999998718,-584.0000000000032,45.000000000001705,-422.00000000001125,324.00000000000205,,-2256.0000000000136
2016.11.14,-275.000000000003,-578.9999999999961,-17.000000000000348,-545.0000000000017,-91.99999999999208,-183.99999999999528,-5.000000000010552,-565.0000000000119,22.00000000000557,-368.00000000001273,323.0000000000066,,-2285.000000000012
2016.11.14,-336.9999999999984,-597.0000000000031,6.0000000000060005,-469.0000000000083,-56.99999999999594,-251.99999999999667,76.99999999999375,-585.000000000008,97.00000000000841,-412.9999999999967,398.00000000000944,,-2131.999999999989
2016.11.14,-287.0000000000039,-624.9999999999867,14.000000000002899,-464.00000000001285,-107.99999999999699,-215.99999999999397,-33.00000000001635,-543.0000000000064,97.00000000000841,-440.00000000001813,322.00000000000006,,-2283.0000000000236
2016.11.14,-277.000000000005,-634.0000000000013,31.000000000003247,-495.00000000000455,-117.99999999999588,-226.99999999999943,-100.0000000000112,-576.0000000000076,63.00000000000239,-470.9999999999992,291.0000000000079,,-2513.0000000000105
2016.11.14,-334.00000000000097,-607.0000000000019,109.99999999999899,-513.0000000000052,-58.99999999999794,-351.0000000000013,83.9999999999952,-724.0000000000038,-36.99999999999193,-556.0000000000009,260.00000000000466,,-2727.000000000005
2016.11.14,-602.999999999998,-666.9999999999953,28.000000000005798,-362.99999999999955,103.00000000000864,-468.9999999999972,395.99999999999636,-739.0000000000043,-114.99999999999488,-492.0000000000035,241.00000000000233,,-2679.99999999998
2016.11.14,-768.9999999999975,-791.9999999999927,-61.999999999995396,-283.00000000000125,157.00000000000713,-508.9999999999928,553.9999999999878,-722.0000000000084,-82.99999999999841,-466.00000000001086,284.0000000000065,,-2690.9999999999964
2016.11.14,-643.0000000000047,-751.9999999999972,-29.000000000001247,-460.00000000000796,90.0000000000012,-446.00000000000193,419.9999999999982,-785.0000000000108,-165.99999999999682,-480.00000000001376,243.00000000000432,,-3008.000000000031
2016.11.14,-622.9999999999958,-719.000000000003,60.99999999999994,-395.00000000001023,92.00000000000318,-520.9999999999936,312.9999999999855,-820.0000000000074,-161.00000000000136,-575.9999999999987,197.00000000000273,,-3152.000000000018
2016.11.14,-717.9999999999964,-828.0000000000065,-15.999999999993797,-328.00000000000296,103.00000000000864,-515.9999999999942,217.0000000000005,-763.0000000000052,-212.99999999999386,-556.0000000000009,85.00000000000173,,-3532.9999999999827
2016.11.14,-695.0000000000011,-756.9999999999854,-0.999999999995449,-356.9999999999993,124.00000000000189,-512.9999999999968,210.99999999998343,-782.0000000000107,-212.0000000000033,-522.0000000000002,143.00000000000423,,-3361.000000000003
2016.11.14,-651.0000000000016,-756.9999999999854,-68.00000000000139,-384.00000000000034,90.0000000000012,-412.00000000000125,124.99999999999733,-693.000000000012,-185.00000000000227,-432.0000000000102,154.0000000000097,,-3213.0000000000064
2016.11.14,-704.0000000000047,-621.9999999999892,9.00000000000345,-293.00000000000637,204.00000000000418,-530.9999999999926,52.99999999999194,-754.0000000000049,-153.99999999999636,-435.0000000000076,260.00000000000466,,-2966.9999999999977
2016.11.14,-799.0000000000052,-490.999999999997,58.000000000002494,-87.0000000000033,348.9999999999993,-648.9999999999995,400.00000000000034,-727.0000000000039,-149.0000000000009,-397.0000000000029,270.0000000000036,,-2222.0000000000073
2016.11.14,-846.0000000000023,-411.99999999999017,39.00000000000014,-165.00000000000625,421.0000000000047,-664.9999999999934,563.9999999999867,-801.0000000000019,-194.00000000000261,-316.0000000000052,382.00000000000455,,-1993.0000000000055
2016.11.14,-773.9999999999969,-248.99999999998812,156.00000000000057,-166.00000000001103,458.00000000000284,-727.9999999999953,482.999999999989,-871.0000000000093,-222.99999999999898,-351.99999999999676,390.0000000000015,,-1876.0000000000027
2016.11.14,-907.9999999999977,-482.00000000000466,185.99999999999727,-73.0000000000075,433.0000000000056,-861.0000000000007,424.99999999998647,-945.0000000000074,-295.99999999999227,-568.9999999999973,179.00000000000693,,-2911.000000000011
2016.11.14,-990.9999999999974,-452.99999999999227,109.00000000000354,-186.00000000000705,506.0000000000064,-846.0000000000023,840.9999999999807,-1014.00000000001,-320.99999999999795,-443.99999999999994,352.00000000000784,,-2447.0000000000086
2016.11.14,-1078.0000000000011,-626.9999999999998,40.00000000000669,-453.00000000000296,478.0000000000006,-837.9999999999943,1005.9999999999958,-1208.0000000000127,-471.9999999999942,-475.0000000000032,364.00000000000875,,-3262.9999999999964
2016.11.14,-988.9999999999955,-726.0000000000044,-41.9999999999976,-495.00000000000455,355.0000000000053,-693.9999999999947,857.999999999981,-1080.0000000000125,-402.9999999999916,-443.99999999999994,326.9999999999995,,-3333.000000000015
2016.11.14,-971.9999999999951,-767.9999999999909,-173.00000000000094,-634.0000000000003,321.0000000000046,-546.000000000002,735.9999999999811,-1030.0000000000011,-400.99999999999625,-296.0000000000074,409.99999999999926,,-3353.000000000009
2016.11.14,-917.0000000000011,-814.0000000000036,-97.9999999999981,-567.0000000000073,256.0000000000007,-580.9999999999982,727.9999999999953,-1015.0000000000006,-385.0000000000051,-433.0000000000167,286.00000000000847,,-3540.0000000000255
2016.11.14,-890.9999999999974,-807.9999999999865,-51.99999999999649,-560.0000000000023,240.00000000000688,-608.9999999999928,691.9999999999815,-1037.0000000000061,-418.99999999999693,-490.999999999997,212.00000000000108,,-3722.9999999999864
2016.11.14,-814.0000000000036,-719.000000000003,-8.999999999992347,-467.00000000001296,233.00000000000543,-595.0000000000011,571.9999999999948,-951.0000000000076,-388.9999999999958,-483.0000000000112,155.00000000000514,,-3467.0000000000223
2016.11.14,-824.0000000000025,-697.9999999999986,-58.99999999999794,-418.00000000000637,251.00000000000122,-551.9999999999969,453.99999999999886,-868.9999999999998,-349.9999999999943,-400.00000000000034,187.00000000000384,,-3277.999999999993
2016.11.14,-761.999999999996,-540.0000000000072,43.999999999999595,-451.0000000000076,290.00000000000136,-608.9999999999928,497.99999999999847,-957.0000000000078,-408.9999999999918,-419.9999999999982,193.00000000000983,,-3122.9999999999923
2016.11.14,-866.0000000000001,-601.000000000007,19.999999999997797,-576.0000000000076,334.00000000000097,-661.9999999999959,618.9999999999918,-1109.0000000000089,-591.9999999999987,-432.0000000000102,135.00000000000733,,-3730.0000000000305
2016.11.14,-985.0000000000025,-621.0000000000049,-29.000000000001247,-549.0000000000066,407.0000000000018,-705.0000000000001,851.0000000000017,-1136.00000000001,-614.0000000000043,-381.0000000000091,180.0000000000024,,-3582.0000000000323
2016.11.14,-1009.9999999999998,-592.9999999999991,-8.999999999992347,-650.0000000000057,440.00000000000705,-741.9999999999982,895.0000000000014,-1254.000000000005,-658.0000000000013,-389.0000000000171,252.0000000000078,,-3718.0000000000027
2016.11.14,-917.0000000000011,-512.9999999999857,36.999999999998145,-661.0000000000014,422.00000000000017,-719.9999999999984,822.9999999999959,-1234.9999999999995,-679.9999999999926,-390.0000000000015,212.00000000000108,,-3621.999999999985
2016.11.14,-919.9999999999986,-500.9999999999959,74.00000000000739,-624.0000000000094,430.00000000000813,-758.9999999999985,857.999999999981,-1250.0,-652.9999999999916,-433.0000000000167,223.00000000000654,,-3555.0000000000086
2016.11.14,-848.0000000000043,-502.00000000000244,50.0000000000056,-716.0000000000082,372.0000000000057,-673.9999999999968,741.9999999999982,-1231.9999999999993,-694.9999999999932,-396.00000000001853,186.00000000000838,,-3713.0000000000055
2016.11.14,-905.9999999999957,-563.0000000000024,87.99999999999919,-646.0000000000008,371.00000000001023,-759.999999999994,763.9999999999869,-1270.0000000000102,-864.9999999999949,-502.00000000000244,-35.999999999991594,,-4324.999999999996
2016.11.15,-848.0000000000043,-507.9999999999973,148.0000000000037,-633.0000000000098,362.00000000000676,-768.9999999999975,787.9999999999887,-1312.0000000000118,-819.9999999999932,-534.9999999999966,1.0000000000065512,,-4126.000000000005
2016.11.15,-795.9999999999967,-448.9999999999883,209.9999999999991,-581.0000000000031,376.00000000000966,-814.9999999999991,783.9999999999848,-1311.000000000007,-775.9999999999962,-580.0000000000027,7.0000000000014495,,-3930.9999999999986
2016.11.15,-817.000000000001,-408.9999999999927,270.0000000000036,-511.0000000000099,402.00000000000233,-875.999999999999,804.9999999999891,-1294.0000000000111,-875.0,-636.0000000000143,-186.99999999999272,,-4128.000000000026
2016.11.15,-824.0000000000025,-373.00000000000114,241.99999999999778,-543.0000000000064,426.9999999999996,-851.9999999999972,844.0000000000003,-1293.0000000000064,-825.9999999999934,-561.0000000000115,-62.99999999999084,,-3822.0000000000114
2016.11.15,-634.9999999999967,-289.9999999999903,357.00000000000733,-385.0000000000051,328.0000000000061,-824.0000000000025,666.9999999999953,-1146.000000000001,-748.0000000000047,-658.0000000000031,-225.99999999999287,,-3559.9999999999873
2016.11.15,-634.0000000000013,-333.9999999999899,209.9999999999991,-487.99999999999955,307.0000000000017,-679.9999999999917,669.9999999999928,-1062.0000000000118,-685.0000000000023,-490.999999999997,-107.99999999999699,,-3294.9999999999964
2016.11.15,-648.9999999999995,-304.9999999999997,278.00000000000045,-471.00000000000364,336.00000000000296,-756.0000000000011,634.0000000000013,-1136.00000000001,-661.0000000000014,-560.0000000000049,-39.999999999995595,,-3330.0000000000114
2016.11.15,-721.000000000005,-360.0000000000048,187.9999999999993,-477.00000000000387,353.0000000000033,-714.999999999999,716.9999999999899,-1094.0000000000082,-621.9999999999999,-476.0000000000098,38.0000000000047,,-3169.0000000000337
2016.11.15,-770.9999999999994,-504.9999999999999,152.00000000000767,-581.0000000000031,313.00000000000773,-719.9999999999984,613.9999999999812,-1180.0000000000068,-649.0000000000009,-538.0000000000163,47.00000000000814,,-3818.00000000002
2016.11.15,-883.0000000000005,-428.00000000000614,191.00000000000784,-552.0000000000067,441.0000000000025,-842.9999999999937,739.0000000000008,-1293.0000000000064,-704.9999999999983,-533.0000000000057,116.00000000000499,,-3750.0000000000014
2016.11.15,-819.0000000000031,-402.9999999999978,168.00000000000148,-453.00000000000296,406.00000000000637,-773.9999999999969,699.9999999999895,-1141.0000000000055,-575.0000000000028,-485.0000000000021,146.00000000000168,,-3230.0000000000123
2016.11.15,-797.9999999999987,-367.0000000000062,168.99999999999693,-409.000000000006,409.0000000000038,-758.9999999999985,749.999999999984,-1087.0000000000032,-557.9999999999927,-458.00000000000284,131.00000000000333,,-2977.00000000002
2016.11.15,-822.0000000000005,-357.00000000000733,182.00000000000438,-430.0000000000068,435.0000000000076,-790.0000000000018,785.9999999999978,-1142.00000000001,-614.9999999999949,-469.0000000000083,113.00000000000753,,-3109.0000000000123
2016.11.15,-836.0000000000034,-401.99999999999125,141.99999999999767,-446.00000000001216,417.0000000000007,-763.9999999999981,769.9999999999818,-1122.0,-539.0000000000015,-450.00000000001705,200.00000000000017,,-3030.0000000000427
2016.11.15,-797.0000000000033,-358.9999999999982,172.00000000000549,-462.0000000000033,412.00000000000125,-763.9999999999981,783.0000000000003,-1134.0000000000005,-539.999999999992,-458.00000000000284,206.00000000000617,,-2940.9999999999845
2016.11.15,-834.9999999999968,-466.9999999999952,13.00000000000745,-551.0000000000019,379.0000000000071,-629.9999999999973,702.9999999999869,-1055.0000000000068,-552.9999999999973,-324.0000000000132,219.00000000000253,,-3101.000000000004
2016.11.15,-819.0000000000031,-348.9999999999993,33.000000000005244,-471.00000000000364,432.0000000000102,-639.9999999999961,779.9999999999807,-1007.000000000005,-493.9999999999998,-260.0000000000158,291.0000000000079,,-2504.000000000019
2016.11.15,-851.0000000000017,-324.9999999999975,34.000000000000696,-515.0000000000006,470.00000000000375,-663.999999999998,821.9999999999894,-1069.0000000000027,-588.9999999999986,-245.0000000000063,279.00000000000705,,-2653.0000000000045
2016.11.15,-671.9999999999948,-113.99999999999189,178.00000000000037,-400.0000000000057,457.0000000000074,-674.9999999999923,748.9999999999997,-990.0000000000091,-626.9999999999953,-279.00000000000705,92.00000000000318,,-2280.999999999986
2016.11.15,-697.9999999999986,-123.99999999999079,70.99999999999883,-580.0000000000125,470.9999999999992,-588.9999999999951,714.999999999999,-1032.0000000000107,-608.9999999999947,-139.00000000000023,297.00000000000284,,-2217.0000000000027
2016.11.15,-539.999999999996,-68.00000000000139,151.00000000000114,-586.0000000000127,381.0000000000091,-546.000000000002,436.9999999999985,-992.0000000000044,-516.9999999999959,-209.00000000001472,304.00000000000426,,-2185.000000000014
