date,USDCAD,EURJPY,empty,sum
2021.10.04,-63.99999999999739,0.0,,-63.99999999999739
2021.10.04,-49.00000000001015,69.99999999999318,,20.999999999983032
2021.10.04,-309.0000000000037,-51.9999999999925,,-360.9999999999962
2021.10.04,-312.00000000000114,-109.99999999998522,,-421.99999999998636
2021.10.04,-239.99999999999577,-99.99999999999432,,-339.9999999999901
2021.10.04,-241.00000000000233,-87.99999999999386,,-328.9999999999962
2021.10.04,-259.9999999999936,-94.99999999999886,,-354.99999999999244
2021.10.04,-147.00000000000824,-30.000000000001137,,-177.00000000000938
2021.10.04,-103.00000000000864,-42.00000000000159,,-145.00000000001023
2021.10.04,-103.00000000000864,-84.00000000000318,,-187.00000000001182
2021.10.04,-63.99999999999739,-33.999999999991815,,-97.9999999999892
2021.10.04,-140.0000000000068,-100.99999999999909,,-241.00000000000588
2021.10.04,-131.99999999999878,-69.99999999999318,,-201.99999999999196
2021.10.04,-137.9999999999937,9.999999999990905,,-128.00000000000279
2021.10.04,-208.00000000000819,7.000000000005002,,-201.00000000000318
2021.10.04,-263.99999999999756,-31.999999999982265,,-295.9999999999798
2021.10.04,-295.0000000000008,-60.000000000002274,,-355.00000000000307
2021.10.04,-251.00000000000122,-75.9999999999934,,-326.99999999999466
2021.10.04,-178.00000000001148,-80.99999999998886,,-259.00000000000034
2021.10.04,-204.00000000000418,-159.9999999999966,,-364.0000000000008
2021.10.04,-161.99999999999548,-246.99999999998568,,-408.9999999999811
2021.10.04,-195.9999999999962,-323.0000000000075,,-519.0000000000036
2021.10.04,-279.00000000000705,-384.9999999999909,,-663.999999999998
2021.10.04,-246.99999999999721,-413.99999999998727,,-660.9999999999845
2021.10.04,-394.00000000000546,-490.0000000000091,,-884.0000000000146
2021.10.04,-358.9999999999982,-460.00000000000796,,-819.0000000000061
2021.10.04,-319.0000000000026,-479.99999999998977,,-798.9999999999924
2021.10.04,-303.9999999999932,-586.9999999999891,,-890.9999999999823
2021.10.04,-326.0000000000041,-622.9999999999905,,-948.9999999999945
2021.10.04,-377.0000000000051,-591.9999999999845,,-968.9999999999897
2021.10.04,-453.99999999999886,-513.0000000000052,,-967.0000000000041
2021.10.04,-514.9999999999987,-462.99999999999386,,-977.9999999999926
2021.10.04,-558.9999999999984,-485.99999999999,,-1044.9999999999884
2021.10.04,-832.9999999999949,-603.999999999985,,-1436.99999999998
2021.10.04,-869.999999999993,-555.0000000000068,,-1424.9999999999998
2021.10.04,-817.000000000001,-350.9999999999991,,-1168.0
2021.10.04,-702.0000000000026,-211.9999999999891,,-913.9999999999917
2021.10.04,-733.0000000000059,-181.99999999998795,,-914.9999999999939
2021.10.04,-740.0000000000073,-174.99999999998295,,-914.9999999999902
2021.10.04,-731.9999999999993,-150.99999999998204,,-882.9999999999814
2021.10.04,-724.9999999999978,-129.99999999999545,,-854.9999999999933
2021.10.04,-676.9999999999943,-129.99999999999545,,-806.9999999999898
2021.10.04,-683.0000000000114,-140.99999999999113,,-824.0000000000025
2021.10.04,-675.0000000000034,-171.99999999999704,,-847.0000000000005
2021.10.04,-662.000000000007,-223.99999999998954,,-885.9999999999966
2021.10.04,-672.9999999999902,-174.0000000000066,,-846.9999999999968
2021.10.04,-670.9999999999993,-177.99999999999727,,-848.9999999999966
2021.10.04,-591.9999999999925,-157.99999999998704,,-749.9999999999795
2021.10.05,-604.0000000000045,-115.0000000000091,,-719.0000000000136
2021.10.05,-615.9999999999943,-108.00000000000409,,-723.9999999999984
2021.10.05,-608.0000000000085,-200.9999999999934,,-809.0000000000019
2021.10.05,-601.000000000007,-201.99999999999818,,-803.0000000000052
2021.10.05,-605.0000000000111,-169.9999999999875,,-774.9999999999986
2021.10.05,-564.9999999999933,-164.99999999999204,,-729.9999999999853
2021.10.05,-595.9999999999966,-162.00000000000614,,-758.0000000000027
2021.10.05,-483.99999999999557,-112.99999999999955,,-596.9999999999951
2021.10.05,-431.0000000000036,-144.9999999999818,,-575.9999999999854
2021.10.05,-398.9999999999938,-212.99999999999386,,-611.9999999999877
2021.10.05,-405.9999999999952,-181.99999999998795,,-587.9999999999832
2021.10.05,-418.9999999999916,-229.99999999998977,,-648.9999999999814
2021.10.05,-412.9999999999967,-222.99999999998477,,-635.9999999999815
2021.10.05,-361.9999999999957,-218.9999999999941,,-580.9999999999898
2021.10.05,-313.00000000000773,-218.9999999999941,,-532.0000000000018
2021.10.05,-283.99999999999534,-197.00000000000273,,-480.99999999999807
2021.10.05,-289.0000000000059,-198.0000000000075,,-487.0000000000134
2021.10.05,-228.00000000000597,-177.99999999999727,,-406.00000000000324
2021.10.05,-276.9999999999939,-223.99999999998954,,-500.99999999998346
2021.10.05,-364.9999999999931,-251.99999999998113,,-616.9999999999743
2021.10.05,-449.0000000000105,-283.9999999999918,,-733.0000000000023
2021.10.05,-445.99999999999085,-221.00000000000364,,-666.9999999999945
2021.10.05,-530.9999999999926,-203.00000000000296,,-733.9999999999956
2021.10.05,-563.0000000000024,-251.00000000000477,,-814.0000000000072
2021.10.05,-581.0000000000093,-234.99999999998522,,-815.9999999999945
2021.10.05,-533.0000000000057,-240.0000000000091,,-773.0000000000148
2021.10.05,-514.9999999999987,-254.99999999999545,,-769.9999999999942
2021.10.05,-539.0000000000006,-239.00000000000432,,-778.0000000000049
2021.10.05,-598.999999999994,-355.99999999999454,,-954.9999999999885
2021.10.05,-618.0000000000074,-347.0000000000084,,-965.0000000000158
2021.10.05,-564.9999999999933,-269.9999999999818,,-834.9999999999751
2021.10.05,-628.9999999999907,-344.99999999999886,,-973.9999999999895
2021.10.05,-605.9999999999955,-350.9999999999991,,-956.9999999999945
2021.10.05,-774.000000000008,-411.00000000000136,,-1185.0000000000093
2021.10.05,-802.9999999999982,-421.99999999999704,,-1224.9999999999952
2021.10.05,-893.0000000000105,-573.0000000000075,,-1466.000000000018
2021.10.05,-987.0000000000045,-634.9999999999909,,-1621.9999999999955
2021.10.05,-939.0000000000009,-598.9999999999895,,-1537.9999999999905
2021.10.05,-849.0000000000109,-631.0000000000002,,-1480.0000000000111
2021.10.05,-750.0000000000063,-598.9999999999895,,-1348.999999999996
2021.10.05,-747.9999999999931,-593.9999999999941,,-1341.9999999999873
2021.10.05,-748.9999999999997,-586.9999999999891,,-1335.9999999999886
2021.10.05,-713.9999999999924,-573.9999999999839,,-1287.9999999999764
2021.10.05,-685.0000000000023,-560.0000000000023,,-1245.0000000000045
2021.10.05,-669.0000000000085,-568.9999999999884,,-1237.9999999999968
2021.10.05,-666.000000000011,-562.9999999999882,,-1228.999999999999
2021.10.05,-696.999999999992,-562.9999999999882,,-1259.9999999999802
2021.10.05,-703.9999999999935,-550.9999999999877,,-1254.9999999999814
2021.10.06,-835.9999999999923,-513.0000000000052,,-1348.9999999999975
2021.10.06,-683.9999999999957,-533.9999999999918,,-1217.9999999999875
2021.10.06,-669.0000000000085,-552.9999999999973,,-1222.000000000006
2021.10.06,-672.9999999999902,-600.9999999999991,,-1273.9999999999893
2021.10.06,-656.9999999999965,-567.9999999999836,,-1224.99999999998
2021.10.06,-619.9999999999983,-552.9999999999973,,-1172.9999999999955
2021.10.06,-618.0000000000074,-635.9999999999957,,-1254.0000000000032
2021.10.06,-609.9999999999994,-679.000000000002,,-1289.0000000000014
2021.10.06,-632.0000000000103,-710.000000000008,,-1342.0000000000182
2021.10.06,-519.0000000000028,-641.9999999999959,,-1160.9999999999986
2021.10.06,-588.9999999999951,-653.9999999999964,,-1242.9999999999914
2021.10.06,-581.0000000000093,-667.0000000000016,,-1248.000000000011
2021.10.06,-510.99999999999477,-689.9999999999977,,-1200.9999999999925
2021.10.06,-487.99999999999955,-686.000000000007,,-1174.0000000000066
2021.10.06,-482.00000000000466,-734.9999999999852,,-1216.99999999999
2021.10.06,-401.00000000000693,-718.9999999999941,,-1120.000000000001
2021.10.06,-500.00000000001154,-745.0000000000045,,-1245.0000000000161
2021.10.06,-507.9999999999973,-737.9999999999995,,-1245.9999999999968
2021.10.06,-527.9999999999951,-706.9999999999936,,-1234.9999999999886
2021.10.06,-493.99999999999443,-656.9999999999823,,-1150.9999999999768
2021.10.06,-381.0000000000091,-586.9999999999891,,-967.9999999999982
2021.10.06,-173.00000000000094,-460.9999999999843,,-633.9999999999852
2021.10.06,-102.00000000000209,-304.00000000000205,,-406.00000000000415
2021.10.06,-177.00000000000495,-241.99999999999022,,-418.99999999999517
2021.10.06,-117.00000000001154,-141.9999999999959,,-259.00000000000745
2021.10.06,-164.99999999999292,-67.99999999998363,,-232.99999999997655
2021.10.06,-89.00000000000574,26.00000000001046,,-62.99999999999528
2021.10.06,-49.00000000001015,159.9999999999966,,110.99999999998644
2021.10.06,-141.99999999999767,75.9999999999934,,-66.00000000000426
2021.10.06,-103.99999999999298,127.00000000000955,,23.00000000001657
2021.10.06,-245.0000000000063,195.99999999999795,,-49.000000000008356
2021.10.06,-381.0000000000091,161.00000000000136,,-220.00000000000773
2021.10.06,-357.00000000000733,132.000000000005,,-225.00000000000233
2021.10.06,-390.0000000000015,125.0,,-265.0000000000015
2021.10.06,-296.0000000000074,259.00000000001455,,-36.99999999999284
2021.10.06,-344.99999999999534,228.00000000000864,,-116.9999999999867
