date,USDCHF,EURUSD,USDCAD,AUDUSD,NZDUSD,NZDCHF,GBPJPY,GBPAUD,EURJPY,EURAUD,EURNZD,CADJPY,AUDJPY,NZDCAD,AUDNZD,empty,sum
2015.06.15,-80.99999999999774,-175.99999999999838,-36.999999999998145,-148.99999999999915,0.0,-36.999999999998145,-259.00000000001455,-70.0000000000145,-262.9999999999768,-109.00000000000354,-224.000000000002,-107.99999999998988,-222.99999999999898,0.0,-222.99999999999542,,-1958.9999999999877
2015.06.15,-112.99999999999643,-100.99999999999554,-102.00000000000209,-146.99999999999713,28.000000000005798,-21.999999999999797,-355.0000000000182,-218.00000000000708,-198.99999999998386,-137.9999999999937,-125.99999999998168,-132.99999999999557,-221.9999999999942,51.99999999999649,-187.00000000000384,,-1982.9999999999663
2015.06.15,-73.00000000000084,-93.00000000000975,-8.000000000008,-44.99999999999504,-17.000000000000348,-4.999999999999449,-418.00000000000637,-540.9999999999915,-207.9999999999984,-347.0000000000084,-295.99999999998516,-159.9999999999966,-118.99999999999977,48.000000000003595,-127.99999999999478,,-2409.9999999999914
2015.06.15,-78.99999999999574,-138.0000000000159,-42.0000000000087,9.999999999998899,-22.999999999995246,-33.000000000005244,-463.0000000000223,-667.0000000000176,-295.99999999999227,-479.0000000000072,-426.9999999999996,-192.99999999999784,-55.00000000000682,7.9999999999968985,-103.99999999999298,,-2981.000000000062
2015.06.15,-70.99999999999883,-139.00000000000023,-34.000000000000696,33.000000000005244,-22.999999999995246,-12.000000000000899,-426.00000000001614,-679.0000000000074,-281.99999999998226,-469.0000000000083,-393.99999999998323,-171.99999999999704,-25.99999999999625,21.00000000000435,-54.99999999998284,,-2727.999999999959
2015.06.15,-17.999999999995797,-106.00000000000608,-8.999999999992347,58.000000000002494,-12.999999999996348,27.999999999994696,-375.0,-683.9999999999957,-219.99999999999886,-468.00000000000176,-295.99999999998516,-149.0000000000009,-1.0000000000047748,56.0000000000005,-45.99999999999049,,-2242.999999999971
2015.06.15,-17.999999999995797,-141.99999999999767,12.999999999996348,92.00000000000318,-80.00000000000229,51.99999999999649,-516.0000000000196,-983.0000000000006,-366.9999999999902,-730.9999999999927,-481.99999999998244,-218.00000000000352,48.00000000000182,-9.00000000000345,26.999999999999247,,-3313.9999999999914
2015.06.15,163.99999999999747,-113.00000000000753,41.000000000002146,151.00000000000114,-134.0000000000008,29.999999999996696,-524.0000000000009,-883.0000000000116,-424.99999999998295,-703.0000000000092,-617.0000000000009,-248.99999999999523,30.000000000001137,-78.00000000000028,-24.999999999986144,,-3334.9999999999977
2015.06.15,151.9999999999966,-104.99999999999955,69.9999999999923,190.00000000000128,-187.9999999999993,31.999999999998696,-528.9999999999964,-886.9999999999934,-423.9999999999782,-729.0000000000018,-639.9999999999961,-253.99999999999068,0.0,-90.0000000000012,-103.99999999999298,,-3505.999999999962
2015.06.15,238.0000000000049,-26.0000000000149,113.99999999999189,158.0000000000026,-249.99999999999466,58.99999999999794,-472.0000000000084,-737.9999999999942,-377.9999999999859,-571.9999999999948,-566.9999999999842,-234.99999999999943,-10.99999999999568,-124.99999999999733,-153.9999999999875,,-2958.99999999996
2015.06.15,260.00000000000466,41.99999999998649,150.00000000000568,145.00000000000622,-163.00000000000205,82.00000000000429,-457.00000000002206,-696.999999999992,-251.99999999998113,-502.00000000000244,-461.0000000000003,-170.99999999999227,-12.000000000000455,-31.999999999998696,-127.99999999999478,,-2195.999999999979
2015.06.15,260.00000000000466,28.999999999990145,126.0000000000039,172.00000000000549,-136.00000000000279,90.99999999999665,-408.00000000001546,-714.9999999999768,-262.00000000000045,-503.000000000009,-435.9999999999919,-173.00000000000182,22.999999999996135,-11.00000000000545,-62.99999999999084,,-2005.9999999999975
2015.06.15,202.0000000000022,-42.0000000000087,133.99999999998968,170.99999999999892,-143.9999999999997,97.00000000000264,-401.00000000001046,-728.9999999999797,-337.99999999999386,-583.0000000000002,-462.9999999999912,-182.99999999999272,25.99999999999625,-9.00000000000345,-18.999999999991246,,-2280.999999999982
2015.06.15,195.00000000000074,-45.000000000006146,151.9999999999966,169.00000000000804,-112.000000000001,75.00000000000284,-385.0000000000193,-706.0000000000066,-326.9999999999982,-597.0000000000031,-522.9999999999845,-153.99999999999636,30.000000000001137,29.000000000001247,-32.999999999994145,,-2231.999999999999
2015.06.15,183.99999999999528,-79.00000000000685,127.00000000001043,148.99999999999915,-141.00000000000225,51.99999999999649,-371.0000000000093,-700.0000000000117,-342.9999999999893,-611.9999999999903,-551.9999999999969,-134.00000000000034,51.00000000000193,-12.000000000000899,-83.9999999999952,,-2465.0
2015.06.15,192.00000000000327,-46.999999999997044,163.00000000000205,196.00000000000728,-186.99999999999272,12.000000000000899,-349.00000000001796,-785.9999999999978,-349.9999999999943,-692.0000000000038,-658.0000000000031,-140.00000000000057,78.99999999999352,-36.999999999998145,-85.00000000000173,,-2689.0
2015.06.15,192.99999999999872,-12.999999999996348,168.99999999999693,221.00000000000452,-212.00000000000108,11.00000000000545,-390.0000000000148,-850.0000000000174,-319.9999999999932,-676.0000000000099,-621.9999999999892,-150.99999999999625,82.99999999999841,-56.0000000000005,-60.99999999999994,,-2674.000000000014
2015.06.15,222.99999999999542,100.99999999999554,174.99999999999181,260.00000000000466,-224.9999999999974,29.000000000001247,-409.00000000002024,-926.999999999989,-201.99999999999818,-604.0000000000045,-492.9999999999879,-168.99999999999693,112.99999999999955,-60.00000000000449,-42.999999999993044,,-2231.000000000003
2015.06.15,234.99999999999633,-32.0000000000098,72.99999999998974,133.00000000000534,-195.00000000000074,92.00000000000318,-403.00000000002,-768.0000000000131,-232.99999999997567,-500.9999999999959,-448.9999999999883,-176.9999999999925,30.000000000001137,-65.99999999999939,-93.99999999999409,,-2354.9999999999945
2015.06.15,56.99999999999594,-212.99999999999653,25.00000000000835,53.00000000000304,-146.00000000000168,38.0000000000047,-355.0000000000182,-640.9999999999804,-489.9999999999807,-598.0000000000097,-544.9999999999955,-222.99999999999898,-82.99999999999841,-34.99999999999615,-122.99999999998423,,-3278.9999999999486
2015.06.15,9.999999999998899,-348.9999999999993,-5.999999999994898,53.00000000000304,-73.99999999999629,46.999999999997044,-425.00000000001137,-442.00000000000904,-739.9999999999807,-788.0000000000109,-720.9999999999939,-301.9999999999925,-111.0000000000042,2.999999999997449,-63.99999999999739,,-3908.999999999994
