date,AUDUSD,NZDUSD,GBPCHF,EURCHF,AUDCHF,NZDCHF,EURGBP,GBPCAD,GBPAUD,EURJPY,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,NZDCAD,AUDNZD,empty,sum
2021.08.02,65.99999999999939,195.9999999999962,263.00000000001324,22.999999999995246,66.99999999999484,168.99999999999693,205.99999999999508,-106.99999999999044,-56.99999999999594,106.99999999999932,34.000000000000696,134.99999999999625,9.000000000000341,72.00000000000273,131.00000000000023,120.99999999999334,191.00000000000784,,1626.0000000000055
2021.08.02,78.99999999999574,134.99999999999625,65.00000000000395,64.99999999998174,131.99999999999878,148.99999999999915,204.99999999999963,-26.999999999999247,-41.000000000002146,52.99999999999727,-21.999999999988695,-160.00000000000458,97.99999999999898,70.00000000000739,104.99999999998977,88.99999999999464,190.00000000000128,,1184.99999999997
2021.08.02,124.00000000000189,183.99999999999528,137.9999999999937,98.99999999998244,222.99999999999542,275.000000000003,242.99999999999324,-8.000000000008,36.999999999998145,138.00000000000523,43.999999999999595,-191.00000000000784,230.99999999999454,199.00000000001228,247.99999999999045,179.99999999999127,204.00000000000418,,2367.999999999945
2021.08.02,131.00000000000333,170.99999999999892,144.99999999999514,97.9999999999981,208.99999999999253,243.00000000000432,229.00000000000142,-46.999999999997044,-12.999999999996348,176.9999999999925,24.000000000001798,-258.0000000000027,248.00000000000466,210.00000000000796,235.99999999999,151.00000000000114,242.00000000000887,,2196.0000000000045
2021.08.02,124.99999999999733,199.00000000000472,131.00000000001444,68.99999999998573,219.99999999999798,282.99999999999994,218.99999999999142,-12.999999999996348,15.00000000000945,167.0000000000016,67.00000000001705,-137.9999999999937,272.99999999999613,231.00000000000875,295.99999999999227,192.99999999999872,194.0000000000053,,2531.000000000031
2021.08.02,110.99999999999443,187.9999999999993,120.99999999999334,92.99999999998754,204.99999999999963,273.9999999999965,245.99999999999068,58.000000000002494,-7.0000000000014495,151.9999999999868,-7.999999999985796,-192.99999999999872,268.0000000000007,187.00000000001182,259.00000000000034,156.99999999999602,181.9999999999933,,2292.999999999967
2021.08.02,143.9999999999997,165.00000000000404,147.00000000000824,102.00000000000209,222.99999999999542,243.99999999999977,230.99999999999233,-120.00000000000898,2.0000000000131024,72.00000000000273,34.000000000000696,-287.9999999999994,137.00000000000045,154.00000000001057,167.99999999999216,180.99999999999784,266.999999999995,,1863.000000000006
2021.08.02,168.99999999999693,195.00000000000074,168.0000000000126,117.99999999999588,256.0000000000007,277.000000000005,235.99999999999176,-129.00000000000134,79.00000000000685,91.99999999998454,85.00000000000173,-231.0000000000034,140.00000000000057,192.00000000000728,204.9999999999983,219.99999999999798,263.00000000001324,,2335.0000000000095
2021.08.02,117.99999999999588,131.99999999999878,191.00000000000784,117.99999999999588,225.99999999999287,236.99999999999832,221.99999999999997,-131.99999999999878,-36.999999999998145,112.99999999999955,14.000000000002899,-334.9999999999964,167.0000000000016,169.00000000001114,170.0000000000017,154.99999999999403,282.0000000000045,,1810.0000000000118
2021.08.02,68.99999999999685,90.99999999999665,144.99999999999514,105.99999999998388,188.9999999999947,205.99999999999508,242.99999999999324,-143.00000000000423,-82.99999999998863,123.99999999999523,-58.99999999998684,-395.99999999999636,149.0000000000009,139.00000000001,146.99999999999136,147.99999999999258,272.00000000000557,,1346.9999999999754
2021.08.02,46.00000000000159,48.000000000003595,93.00000000000975,89.99999999999008,139.99999999999568,144.99999999999514,262.999999999991,-97.9999999999981,-143.00000000000423,115.99999999998545,-153.9999999999875,-536.0000000000032,144.00000000000546,88.99999999999864,80.99999999998886,76.99999999999375,297.9999999999983,,698.9999999999643
2021.08.02,114.99999999999844,139.00000000000023,83.9999999999952,90.99999999999665,175.99999999999838,200.00000000000017,270.99999999999903,-133.00000000000534,-24.000000000001798,174.99999999998295,-68.99999999998573,-392.9999999999989,159.9999999999966,169.00000000001114,182.00000000000216,176.99999999999383,266.0000000000107,,1585.999999999994
2021.08.02,119.99999999999788,129.00000000000134,73.99999999999629,97.9999999999981,180.99999999999784,190.99999999999673,281.99999999999335,-63.99999999999739,4.000000000004,175.99999999998772,-68.00000000000139,-428.00000000000614,182.00000000000216,170.0000000000017,167.0000000000016,134.99999999999625,286.00000000000847,,1634.9999999999784
2021.08.02,112.99999999999643,107.99999999999699,103.99999999999298,100.99999999999554,182.99999999999983,177.00000000000495,265.99999999999955,-89.00000000000574,-39.999999999995595,157.99999999998704,-68.00000000000139,-465.0000000000043,177.99999999999727,158.00000000000125,138.9999999999958,107.99999999999699,307.99999999999716,,1438.999999999955
2021.08.02,131.00000000000333,109.00000000000354,124.99999999999733,102.99999999998644,190.00000000000128,173.00000000000094,251.00000000000122,-117.99999999999588,-51.000000000001044,203.00000000000296,-49.99999999999449,-480.99999999999807,207.9999999999984,195.0000000000074,158.00000000000125,100.99999999999554,330.0000000000081,,1577.0000000000182
2021.08.02,92.99999999999864,90.0000000000012,133.00000000000534,112.000000000001,174.99999999999181,175.00000000000293,254.99999999999412,-129.00000000000134,-102.00000000000209,189.99999999999773,-104.99999999999955,-502.00000000000244,186.9999999999976,158.00000000000125,141.9999999999959,105.99999999999498,303.9999999999932,,1281.9999999999704
2021.08.02,131.99999999999878,126.99999999999933,168.99999999999693,130.99999999999224,214.99999999999852,209.9999999999991,239.99999999999577,-126.99999999998823,-46.999999999997044,168.99999999998272,-30.999999999981043,-422.9999999999956,186.00000000000705,180.00000000000682,162.9999999999967,127.99999999999478,306.00000000000625,,1728.0000000000127
2021.08.02,143.9999999999997,128.00000000000588,212.99999999999653,124.99999999999733,217.99999999999596,205.99999999999508,208.99999999999253,-191.00000000000784,-93.99999999999409,174.0000000000066,-11.999999999989797,-431.0000000000036,192.00000000000728,194.00000000000261,164.99999999999204,122.99999999999534,322.00000000000006,,1684.9999999999914
2021.08.02,178.00000000000037,150.00000000000568,154.99999999999403,96.99999999999153,224.9999999999974,200.00000000000017,224.9999999999974,-153.00000000000313,2.0000000000131024,137.00000000000045,41.000000000002146,-398.9999999999938,173.00000000000182,197.00000000000273,155.9999999999917,135.99999999999167,341.00000000001353,,1861.0000000000064
2021.08.02,209.00000000000364,175.99999999999838,236.00000000001398,181.9999999999933,254.99999999999412,224.000000000002,242.99999999999324,-208.00000000000819,-28.000000000005798,266.9999999999959,-14.999999999987246,-466.9999999999952,213.99999999999864,252.00000000000955,200.9999999999934,142.99999999999312,346.0000000000019,,2229.9999999999945
2021.08.02,243.99999999999977,222.99999999999542,329.00000000000153,190.00000000000128,288.9999999999948,268.0000000000016,184.99999999999073,-299.00000000000483,-72.0000000000054,352.9999999999802,57.00000000001815,-363.0000000000022,287.9999999999967,343.0000000000035,301.00000000000193,185.99999999999727,330.0000000000081,,2851.9999999999786
2021.08.02,209.00000000000364,222.99999999999542,280.9999999999979,194.99999999998963,269.9999999999925,280.9999999999979,226.99999999999943,-255.99999999998957,-55.99999999998939,280.00000000000114,4.000000000004,-337.0000000000095,221.00000000000364,268.0000000000007,268.0000000000007,213.99999999999199,279.00000000000705,,2570.9999999999973
2021.08.02,265.99999999999955,307.99999999999716,346.0000000000019,228.99999999999034,314.99999999999864,356.00000000000074,201.99999999999108,-262.999999999991,-31.999999999987594,331.99999999999363,60.99999999999994,-191.99999999999218,271.0000000000008,329.9999999999983,365.99999999999966,276.9999999999939,226.99999999999943,,3398.9999999999945
2021.08.02,246.99999999999721,233.00000000000543,285.00000000000193,205.99999999999508,290.00000000000136,278.00000000000045,219.99999999999798,-293.99999999999426,-7.999999999985796,286.00000000000136,40.0000000000178,-354.9999999999942,203.00000000000296,289.0000000000015,262.00000000000045,227.99999999999488,314.00000000001427,,2724.000000000058
2021.08.02,271.9999999999945,270.0000000000036,290.9999999999968,186.99999999998164,307.99999999999716,307.99999999999716,205.99999999999508,-224.000000000002,39.999999999995595,280.00000000000114,111.00000000001664,-252.99999999999213,254.0000000000049,322.00000000000273,305.9999999999974,229.00000000000142,296.0000000000074,,3202.9999999999986
