date,CHFJPY,GBPCAD,GBPAUD,empty,sum
2020.08.03,-66.99999999999307,-59.99999999999339,-76.99999999999375,,-203.99999999998022
2020.08.03,-153.99999999999636,-89.99999999999008,-99.99999999998899,,-343.99999999997544
2020.08.03,-200.00000000000284,-219.99999999999798,-143.99999999998857,,-563.9999999999893
2020.08.03,-215.0000000000034,-287.9999999999994,-93.99999999999409,,-596.9999999999968
2020.08.03,-237.99999999999955,-312.00000000000114,-120.99999999999334,,-670.999999999994
2020.08.03,-228.9999999999992,-293.0000000000099,-147.00000000000824,,-669.0000000000173
2020.08.03,-335.9999999999985,-374.999999999992,-187.99999999998818,,-898.9999999999786
2020.08.03,-462.99999999999386,-133.99999999998968,-161.99999999999548,,-758.999999999979
2020.08.03,-302.99999999999727,-116.00000000000499,-153.00000000000313,,-572.0000000000055
2020.08.03,-233.0000000000041,-195.9999999999962,-421.0000000000047,,-850.000000000005
2020.08.03,-114.00000000000432,-156.00000000000057,-224.000000000002,,-494.0000000000069
2020.08.03,-131.00000000000023,-113.99999999999189,-167.9999999999904,,-412.9999999999825
2020.08.03,-117.00000000000443,-197.00000000000273,-136.00000000000279,,-450.00000000000995
2020.08.03,-141.9999999999959,-316.99999999998954,-232.99999999999432,,-691.9999999999798
2020.08.03,-51.00000000000193,-317.9999999999961,-182.99999999999983,,-551.9999999999978
2020.08.03,-61.99999999999761,-296.9999999999917,-106.00000000000608,,-464.9999999999954
2020.08.03,43.00000000000637,-238.99999999998923,-70.99999999999883,,-266.9999999999817
2020.08.03,57.00000000000216,-229.99999999999687,4.000000000004,,-168.9999999999907
2020.08.03,61.99999999999761,-249.00000000001032,-279.99999999999136,,-467.0000000000041
2020.08.03,91.00000000000819,-174.00000000000747,-279.00000000000705,,-362.00000000000637
2020.08.03,121.99999999999989,-344.99999999999534,-520.9999999999936,,-743.9999999999891
2020.08.03,260.0000000000051,-292.00000000000335,-673.9999999999968,,-705.999999999995
2020.08.03,278.0000000000058,-499.9999999999893,-639.9999999999961,,-861.9999999999797
2020.08.03,388.00000000000523,-658.0000000000031,-747.0000000000088,,-1017.0000000000066
2020.08.03,271.0000000000008,-523.9999999999911,-675.9999999999877,,-928.9999999999781
2020.08.03,272.00000000000557,-225.99999999999287,-556.0000000000009,,-509.9999999999882
2020.08.03,388.00000000000523,8.999999999992347,-249.99999999999466,,147.0000000000029
2020.08.03,52.00000000000671,158.99999999999804,-232.99999999999432,,-21.99999999998957
2020.08.03,78.00000000000296,224.000000000002,-32.999999999994145,,269.0000000000108
2020.08.03,167.0000000000016,278.00000000000045,-103.99999999999298,,341.0000000000091
2020.08.03,174.0000000000066,130.99999999999224,-201.00000000000674,,103.99999999999213
2020.08.03,236.0000000000042,-137.00000000000932,-550.9999999999903,,-451.99999999999545
2020.08.03,343.9999999999941,211.99999999998997,-448.9999999999883,,106.9999999999958
2020.08.03,237.99999999999955,228.00000000000597,-531.9999999999991,,-65.99999999999358
2020.08.03,230.00000000000398,163.00000000000205,-533.0000000000057,,-139.99999999999966
2020.08.03,376.0000000000048,258.0000000000027,-289.9999999999903,,344.0000000000172
2020.08.03,343.0000000000035,309.0000000000037,-351.99999999999676,,300.0000000000105
2020.08.03,230.99999999999454,157.00000000000713,-455.0000000000054,,-67.0000000000037
2020.08.03,204.00000000000773,83.00000000001084,-462.0000000000068,,-174.99999999998823
2020.08.03,191.0000000000025,181.00000000000892,-384.9999999999909,,-12.99999999997948
2020.08.03,201.00000000000762,167.00000000000603,-346.0000000000019,,22.000000000011767
2020.08.03,189.99999999999773,191.00000000000784,-323.99999999999096,,57.00000000001461
2020.08.03,150.99999999999625,259.0000000000092,-361.9999999999957,,48.00000000000978
2020.08.03,137.00000000000045,192.99999999999872,-394.00000000000546,,-64.00000000000625
2020.08.03,156.99999999999648,137.9999999999937,-384.00000000000654,,-89.00000000001637
2020.08.03,144.99999999999602,181.00000000000892,-330.0000000000081,,-4.000000000003126
2020.08.03,164.00000000000148,211.99999999998997,-256.99999999999613,,118.99999999999534
2020.08.03,177.99999999999727,123.99999999999079,-282.9999999999888,,18.99999999999926
2020.08.04,153.99999999999636,66.99999999999484,-323.0000000000066,,-102.0000000000154
2020.08.04,143.00000000000068,133.00000000000534,-259.9999999999936,,16.00000000001245
2020.08.04,121.99999999999989,129.00000000000134,-309.99999999998806,,-58.99999999998684
2020.08.04,114.00000000000432,92.00000000000318,-463.9999999999977,,-257.9999999999902
2020.08.04,99.00000000000375,66.00000000001049,-445.99999999999085,,-280.9999999999766
2020.08.04,99.99999999999432,69.9999999999923,-499.000000000005,,-329.0000000000184
2020.08.04,96.00000000000364,60.99999999999994,-561.9999999999958,,-404.9999999999922
2020.08.04,96.9999999999942,100.99999999999554,-503.99999999999335,,-306.00000000000364
2020.08.04,93.00000000000352,127.99999999999478,-377.9999999999894,,-156.99999999999113
