date,CHFJPY,GBPCAD,GBPAUD,empty,sum
2020.08.03,-30.000000000001137,-55.99999999998939,-15.00000000000945,,-100.99999999999999
2020.08.03,-129.0000000000049,-62.000000000006494,-36.999999999998145,,-228.00000000000952
2020.08.03,-129.99999999999545,-219.99999999999798,-72.0000000000054,,-421.9999999999988
2020.08.03,-173.00000000000182,-249.99999999999466,72.0000000000054,,-350.9999999999911
2020.08.03,-203.99999999999352,-248.00000000000378,-85.00000000000173,,-536.999999999999
2020.08.03,-219.99999999999886,-273.9999999999965,1.0000000000065512,,-492.9999999999888
2020.08.03,-275.99999999999625,-52.99999999999194,-79.00000000000685,,-407.999999999995
2020.08.03,-257.99999999999557,-112.000000000001,-117.99999999999588,,-487.9999999999925
2020.08.03,-195.99999999999795,5.000000000010552,-35.999999999991594,,-226.999999999979
2020.08.03,-100.99999999999909,-165.9999999999995,-150.00000000000568,,-417.00000000000426
2020.08.03,-99.99999999999432,-48.000000000003595,-168.99999999999693,,-316.9999999999948
2020.08.03,-87.99999999999386,-107.99999999999699,-83.9999999999952,,-279.999999999986
2020.08.03,-117.00000000000443,-181.9999999999933,-136.00000000000279,,-435.0000000000005
2020.08.03,-12.000000000000455,-289.0000000000059,-178.99999999999582,,-480.00000000000216
2020.08.03,-39.99999999999204,-266.999999999995,-45.000000000006146,,-351.9999999999932
2020.08.03,51.00000000000193,-225.99999999999287,-70.99999999999883,,-245.99999999998977
2020.08.03,126.00000000000477,-157.00000000000713,52.000000000007596,,21.000000000005237
2020.08.03,76.99999999999818,-218.00000000000708,86.99999999999264,,-54.00000000001626
2020.08.03,138.00000000000523,-133.00000000000534,-212.99999999999653,,-207.99999999999665
2020.08.03,137.00000000000045,-103.00000000000864,-258.0000000000027,,-224.00000000001086
2020.08.03,335.9999999999985,-266.999999999995,-483.99999999999557,,-414.99999999999204
2020.08.03,299.99999999999716,-208.00000000000819,-441.0000000000025,,-349.00000000001353
2020.08.03,405.00000000000114,-472.00000000000574,-619.9999999999983,,-687.000000000003
2020.08.03,527.000000000001,-514.9999999999987,-548.9999999999995,,-536.9999999999973
2020.08.03,272.99999999999613,-207.00000000000162,-520.9999999999936,,-454.9999999999991
2020.08.03,427.99999999999727,55.000000000005045,-201.00000000000674,,281.99999999999557
2020.08.03,397.99999999999613,312.00000000000114,-63.99999999999739,,645.9999999999999
2020.08.03,99.99999999999432,398.00000000000944,143.00000000000423,,641.000000000008
2020.08.03,176.00000000000193,356.00000000000074,-12.999999999996348,,519.0000000000064
2020.08.03,213.00000000000807,303.9999999999932,-89.99999999999008,,427.00000000001114
2020.08.03,237.99999999999955,133.99999999998968,-182.99999999999983,,188.99999999998937
2020.08.03,385.9999999999957,320.9999999999935,-339.0000000000004,,367.9999999999888
2020.08.03,387.00000000000045,541.9999999999981,-377.9999999999894,,551.0000000000091
2020.08.03,305.9999999999974,387.000000000004,-384.9999999999909,,308.00000000001046
2020.08.03,379.99999999999545,401.00000000000693,-241.00000000000233,,540.0
2020.08.03,498.9999999999952,323.0000000000066,-164.00000000000858,,657.9999999999932
2020.08.03,367.999999999995,439.99999999999596,-256.99999999999613,,550.9999999999948
2020.08.03,250.0,259.0000000000092,-336.00000000000296,,173.00000000000625
2020.08.03,256.0000000000002,181.9999999999933,-356.00000000000074,,81.99999999999278
2020.08.03,248.00000000000466,218.99999999999142,-236.99999999999832,,229.99999999999775
2020.08.03,243.99999999999977,211.00000000000563,-304.9999999999997,,150.00000000000568
2020.08.03,221.9999999999942,346.0000000000019,-306.00000000000625,,261.9999999999899
2020.08.03,188.0000000000024,259.9999999999936,-350.9999999999902,,97.00000000000574
2020.08.03,204.00000000000773,215.99999999999397,-340.9999999999913,,79.0000000000104
2020.08.03,186.00000000000705,207.00000000000162,-300.99999999999574,,92.0000000000129
2020.08.03,198.99999999999807,224.000000000002,-245.99999999999068,,177.00000000000938
2020.08.03,233.0000000000041,235.00000000000742,-147.00000000000824,,321.00000000000324
2020.08.03,224.00000000000375,184.00000000000637,-219.99999999999798,,188.00000000001214
2020.08.04,216.99999999999875,158.99999999999804,-218.99999999999142,,157.0000000000054
2020.08.04,183.00000000000693,167.00000000000603,-238.0000000000049,,112.00000000000807
2020.08.04,150.00000000000568,194.0000000000053,-304.9999999999997,,39.000000000011255
2020.08.04,129.0000000000049,99.99999999998899,-439.99999999999596,,-211.0000000000021
2020.08.04,121.99999999999989,106.99999999999044,-425.99999999999307,,-197.00000000000273
2020.08.04,117.999999999995,83.00000000001084,-455.0000000000054,,-253.99999999999955
2020.08.04,153.0000000000058,121.99999999999989,-487.99999999999955,,-212.99999999999386
2020.08.04,144.99999999999602,157.00000000000713,-357.99999999999164,,-55.99999999998846
2020.08.04,112.99999999999955,191.00000000000784,-296.0000000000074,,8.0
2020.08.04,70.99999999999795,180.0000000000024,-343.00000000000443,,-92.00000000000409
2020.08.04,27.000000000001023,120.00000000000898,-265.99999999998846,,-118.99999999997846
2020.08.04,19.99999999999602,25.999999999992696,-231.0000000000034,,-185.0000000000147
2020.08.04,40.00000000000625,66.99999999999484,-306.00000000000625,,-199.00000000000517
2020.08.04,88.99999999999864,170.00000000000347,-167.9999999999904,,91.00000000001171
2020.08.04,131.00000000000023,175.99999999999838,-167.9999999999904,,139.00000000000824
2020.08.04,105.00000000000398,160.99999999998892,-59.000000000009045,,206.99999999998386
2020.08.04,69.00000000000261,269.9999999999925,-184.99999999999073,,154.00000000000438
2020.08.04,111.99999999999477,360.0000000000048,35.999999999991594,,507.99999999999113
2020.08.04,90.00000000000341,289.0000000000059,43.999999999999595,,423.0000000000089
2020.08.04,147.99999999999613,408.9999999999927,144.99999999999514,,701.999999999984
2020.08.04,93.00000000000352,141.99999999999767,56.000000000011596,,291.0000000000128
2020.08.04,-25.000000000005684,313.99999999999204,18.999999999991246,,307.9999999999776
2020.08.04,42.00000000000159,551.9999999999969,387.000000000004,,981.0000000000025
2020.08.04,-51.00000000000193,577.9999999999897,391.9999999999924,,918.9999999999801
2020.08.04,-114.00000000000432,540.9999999999915,449.0000000000105,,875.9999999999977
2020.08.04,-221.9999999999942,517.9999999999962,510.00000000001046,,806.0000000000125
2020.08.04,-147.00000000000557,446.9999999999974,473.99999999999665,,773.9999999999884
2020.08.04,-248.99999999999523,669.0000000000085,734.0000000000124,,1154.0000000000257
2020.08.04,-265.00000000000057,662.9999999999914,866.0000000000113,,1264.000000000002
2020.08.04,-292.99999999999216,608.0000000000085,753.0000000000036,,1068.00000000002
2020.08.04,-269.00000000000546,645.999999999991,740.9999999999917,,1117.9999999999773
2020.08.04,-231.99999999999932,1069.9999999999932,919.0000000000032,,1756.999999999997
2020.08.04,-48.00000000000182,947.000000000009,800.0000000000007,,1699.0000000000077
2020.08.04,108.99999999999466,849.0000000000109,933.000000000006,,1891.0000000000116
2020.08.04,256.0000000000002,678.0000000000008,727.9999999999953,,1661.9999999999964
2020.08.04,18.000000000000682,844.0000000000003,825.0000000000091,,1687.00000000001
2020.08.04,-6.000000000000227,824.0000000000025,628.0000000000064,,1446.0000000000086
2020.08.04,6.000000000000227,710.0000000000106,656.0000000000122,,1372.000000000023
2020.08.04,31.00000000000591,605.9999999999955,581.0000000000093,,1218.0000000000107
2020.08.04,96.9999999999942,614.0000000000034,658.0000000000031,,1369.0000000000007
2020.08.04,48.00000000000182,669.0000000000085,557.9999999999918,,1275.0000000000023
2020.08.04,-36.99999999999193,879.9999999999919,751.9999999999972,,1594.9999999999973
2020.08.04,10.000000000005116,984.000000000007,743.0000000000048,,1737.0000000000168
2020.08.04,10.000000000005116,1017.0000000000013,811.0000000000061,,1838.0000000000125
2020.08.04,-37.9999999999967,1021.9999999999895,812.999999999997,,1796.99999999999
2020.08.04,-39.00000000000148,1124.9999999999982,890.9999999999974,,1976.999999999994
2020.08.04,-81.00000000000307,1021.0000000000052,724.9999999999978,,1665.0
2020.08.04,-88.99999999999864,1150.999999999991,757.0000000000076,,1819.0
2020.08.05,-43.99999999999693,1107.999999999998,818.9999999999919,,1882.9999999999927
2020.08.05,-51.00000000000193,1153.000000000004,821.000000000005,,1923.0000000000073
2020.08.05,-58.9999999999975,1160.0000000000055,879.9999999999919,,1981.0
2020.08.05,-102.00000000000387,1241.0000000000032,770.000000000004,,1909.0000000000032
2020.08.05,-100.99999999999909,1265.000000000005,768.9999999999975,,1933.0000000000034
2020.08.05,-78.00000000000296,1271.0,988.0000000000111,,2181.000000000008
2020.08.05,-84.00000000000318,1282.9999999999898,902.0000000000028,,2100.9999999999895
2020.08.05,28.999999999996362,1280.9999999999989,890.9999999999974,,2200.9999999999927
2020.08.05,25.000000000005684,1380.0000000000034,995.9999999999969,,2401.000000000006
2020.08.05,31.999999999996476,1337.9999999999948,1049.0000000000111,,2419.0000000000027
2020.08.05,37.00000000000614,1289.9999999999911,1228.9999999999911,,2555.999999999988
