date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,GBPCHF,EURCHF,GBPJPY,EURCAD,empty,sum
2019.01.07,46.00000000000159,-9.999999999998899,43.999999999999595,-42.0000000000087,-34.99999999999615,-100.99999999999554,9.999999999998899,-4.000000000019099,-110.00000000001009,,-202.0000000000284
2019.01.07,-18.999999999991246,43.999999999999595,87.99999999999919,-74.0000000000185,26.000000000003798,-43.999999999999595,139.00000000000023,21.99999999999136,-211.00000000000563,,-29.000000000020805
2019.01.07,-58.99999999999794,129.99999999998568,113.99999999999189,43.999999999999595,76.0000000000094,165.00000000001512,242.00000000000887,314.9999999999977,-110.00000000001009,,917.0000000000003
2019.01.07,24.000000000001798,153.9999999999875,141.00000000001333,98.99999999998244,94.00000000000519,80.00000000001339,175.00000000001404,248.99999999999523,-82.00000000000429,,934.0000000000086
2019.01.07,31.000000000003247,134.99999999999625,97.00000000001374,53.999999999998494,92.00000000000318,53.999999999998494,121.99999999999989,265.99999999999113,-76.0000000000094,,774.999999999995
2019.01.07,87.00000000000374,184.99999999999073,130.99999999999224,15.999999999993797,8.000000000008,32.0000000000098,90.00000000001229,187.99999999998818,-167.00000000000603,,569.9999999999927
2019.01.07,65.00000000000395,218.99999999999142,151.9999999999966,112.99999999998533,116.00000000000499,96.00000000000719,136.00000000000279,259.9999999999909,-83.00000000001084,,1073.9999999999723
2019.01.07,165.9999999999995,254.999999999983,251.00000000000122,124.99999999999733,154.0000000000097,1.0000000000065512,118.00000000001809,131.00000000000023,-200.00000000000017,,1001.0000000000155
2019.01.07,152.00000000000767,263.99999999999756,232.00000000000998,178.99999999999582,152.00000000000767,26.0000000000149,116.00000000000499,87.99999999999386,-114.0000000000141,,1095.0000000000182
2019.01.07,162.0000000000066,265.0000000000041,239.99999999999577,181.9999999999933,130.0000000000079,12.999999999996348,112.000000000001,-26.00000000001046,-120.99999999999334,,957.0000000000013
2019.01.07,180.99999999999784,279.99999999999136,249.99999999999466,175.99999999999838,156.00000000000057,5.000000000010552,100.0000000000112,-120.00000000000455,-141.00000000001333,,886.9999999999865
2019.01.07,177.00000000000495,317.9999999999961,265.0000000000041,212.99999999999653,211.00000000000563,46.999999999997044,120.00000000000898,-97.00000000000841,-120.00000000000898,,1133.999999999996
2019.01.07,168.00000000000148,330.9999999999924,316.0000000000052,224.000000000002,225.00000000000853,75.00000000000284,180.0000000000024,-88.99999999999864,-175.00000000001404,,1255.0000000000018
2019.01.07,146.00000000000168,282.9999999999888,241.00000000000233,220.99999999998232,178.00000000000037,53.00000000001415,131.99999999999878,75.9999999999934,-78.00000000000028,,1251.9999999999816
2019.01.07,168.00000000000148,310.9999999999946,272.00000000000557,234.00000000000088,199.00000000000472,56.99999999999594,140.0000000000068,84.00000000000318,-104.99999999999955,,1360.0000000000136
2019.01.07,173.00000000000094,322.00000000000006,272.00000000000557,220.99999999998232,165.9999999999995,60.000000000015596,134.00000000001188,-22.999999999996135,-120.99999999999334,,1204.0000000000264
2019.01.07,213.00000000000762,323.99999999999096,292.00000000000335,220.99999999998232,175.00000000000293,7.0000000000014495,109.00000000000354,-8.000000000009777,-151.9999999999966,,1180.999999999986
2019.01.07,167.00000000000603,300.99999999999574,204.00000000000418,211.99999999998997,184.00000000000637,43.00000000001525,70.99999999999883,-27.000000000015234,-39.999999999995595,,1115.0000000000055
2019.01.07,104.00000000000409,249.99999999999466,165.9999999999995,157.99999999999147,111.00000000000554,75.00000000000284,110.00000000001009,-36.000000000001364,-52.000000000007596,,885.9999999999992
