date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,GBPCHF,EURCHF,GBPJPY,EURCAD,empty,sum
2019.01.07,-118.99999999999133,-16.000000000016,-4.999999999988347,-85.00000000000173,-40.99999999999105,-164.99999999999292,-39.999999999995595,-67.00000000000728,-170.00000000000347,,-707.9999999999877
2019.01.07,-100.00000000000009,-87.00000000001484,42.0000000000087,-104.00000000001519,-50.99999999998994,-192.99999999999872,0.0,-74.00000000001228,-226.99999999999943,,-794.0000000000218
2019.01.07,-74.99999999999174,-14.000000000002899,83.9999999999952,-77.00000000001594,19.00000000000235,-32.999999999994145,173.00000000000094,-28.00000000002001,-269.9999999999925,,-221.00000000001876
2019.01.07,-73.99999999999629,129.99999999998568,110.00000000001009,24.999999999986144,55.000000000005045,68.00000000000139,168.0000000000126,206.99999999999363,-168.99999999999693,,520.0000000000014
2019.01.07,19.999999999997797,121.99999999999989,86.0000000000083,46.999999999997044,52.000000000007596,22.999999999995246,104.00000000001519,137.00000000000045,-97.00000000001374,,494.00000000000773
2019.01.07,26.000000000003798,133.99999999998968,97.00000000001374,15.999999999993797,8.000000000008,32.0000000000098,90.00000000001229,187.99999999998818,-201.00000000000674,,390.0000000000126
2019.01.07,64.0000000000085,173.99999999998528,117.99999999999588,15.999999999993797,6.0000000000060005,25.00000000000835,81.00000000001995,140.99999999999113,-174.00000000000747,,451.00000000000136
2019.01.07,63.00000000000195,202.9999999999976,141.00000000001333,80.99999999999774,72.0000000000054,-14.000000000002899,107.00000000001265,66.99999999997885,-219.99999999999798,,500.0000000000065
2019.01.07,143.9999999999997,227.99999999998377,209.9999999999991,113.99999999999189,99.00000000000463,-14.999999999987246,100.0000000000112,4.9999999999954525,-200.00000000000017,,684.9999999999982
2019.01.07,152.00000000000767,253.99999999999866,231.0000000000034,177.99999999998929,123.00000000000644,-18.999999999991246,104.00000000001519,-28.999999999996362,-146.00000000000168,,848.0000000000315
2019.01.07,150.00000000000568,254.999999999983,201.00000000000674,146.99999999998602,79.00000000000685,-4.999999999988347,84.0000000000174,-212.0000000000175,-170.00000000000347,,528.9999999999964
2019.01.07,174.00000000000747,279.99999999999136,241.00000000000233,169.99999999998127,143.9999999999997,4.000000000004,90.00000000001229,-183.9999999999975,-165.9999999999995,,753.0000000000014
2019.01.07,165.9999999999995,312.9999999999855,255.00000000000523,200.00000000000017,186.00000000000838,0.0,111.00000000001664,-237.99999999999955,-219.99999999999798,,773.000000000018
2019.01.07,136.99999999999824,278.9999999999848,241.00000000000233,212.99999999999653,173.00000000000094,42.0000000000087,125.00000000001954,-102.00000000000387,-182.99999999999983,,925.0000000000075
2019.01.07,145.00000000000622,265.99999999998846,239.00000000001143,205.99999999999508,162.0000000000066,15.00000000000945,113.00000000000753,6.000000000000227,-136.00000000000279,,1016.0000000000223
2019.01.07,156.00000000000057,275.9999999999874,242.00000000000887,217.0000000000005,163.00000000000205,12.000000000012001,99.00000000000463,-105.00000000001819,-126.0000000000039,,933.9999999999939
2019.01.07,140.0000000000068,253.99999999999866,192.99999999999872,178.99999999999582,114.00000000000298,5.000000000010552,86.0000000000083,-106.99999999999932,-168.0000000000126,,696.0000000000099
