date,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,CHFJPY,AUDCHF,NZDCHF,GBPAUD,EURJPY,EURAUD,EURNZD,AUDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2016.06.20,42.0000000000087,609.9999999999994,458.00000000000284,-419.00000000000273,-48.99999999999905,75.9999999999934,7.0000000000014495,-162.0000000000066,134.99999999999625,-1239.0000000000043,23.999999999979593,-81.9999999999821,-876.0000000000048,-13.999999999991797,77.99999999998919,82.99999999998863,,-1328.000000000032
2016.06.20,137.00000000000932,628.0000000000001,445.0000000000065,-375.9999999999986,9.999999999998899,161.99999999999193,-53.00000000000304,-173.00000000000094,-43.999999999999595,-1169.0000000000111,62.99999999999084,-93.99999999999409,-838.9999999999986,38.0000000000047,-12.000000000000899,41.000000000002146,,-1236.0000000000025
2016.06.20,148.99999999999915,490.99999999999966,371.99999999999454,-208.00000000000819,90.0000000000012,268.99999999999125,111.00000000000554,-148.99999999999915,584.0000000000067,-990.0000000000091,-300.00000000001137,129.00000000000134,-560.0000000000023,205.00000000001074,-33.000000000005244,131.99999999999878,,291.99999999997385
2016.06.20,82.00000000000429,685.9999999999928,461.0000000000003,-365.0000000000042,-139.99999999999568,-49.000000000006594,34.000000000000696,-309.0000000000037,521.0000000000159,-1282.0000000000107,-70.0000000000145,-285.00000000000193,-873.9999999999952,60.99999999999994,215.99999999999397,236.99999999999832,,-1076.0000000000261
2016.06.20,-41.000000000002146,365.99999999999966,364.00000000000875,-204.00000000000418,-12.000000000000899,165.99999999999682,263.0000000000021,-119.99999999999788,936.0000000000035,-1049.0000000000066,-572.0000000000169,189.00000000001694,-469.99999999999886,202.0000000000022,114.99999999999844,266.999999999995,,399.99999999999585
2016.06.20,-158.99999999999804,522.9999999999961,407.0000000000018,-387.000000000004,-139.00000000000023,-115.99999999999966,165.9999999999995,-163.00000000000205,1761.0000000000125,-1350.0000000000086,-355.0000000000164,68.00000000000139,-775.9999999999962,-0.999999999995449,245.99999999999068,204.00000000000418,,-71.00000000001458
2016.06.20,-241.99999999998667,608.9999999999947,387.000000000004,-465.0000000000043,-154.99999999999403,-315.00000000001194,165.00000000000404,-109.99999999999899,1219.0000000000146,-1537.0000000000061,-305.00000000002194,150.00000000000568,-920.9999999999923,-119.99999999999788,284.9999999999908,106.99999999999044,,-1248.0000000000105
2016.06.20,-202.9999999999976,598.9999999999895,459.99999999999375,-485.0000000000021,-151.9999999999966,-276.00000000001046,124.99999999999733,-126.99999999999933,1436.9999999999993,-1483.000000000004,-213.00000000001873,104.99999999999955,-935.0000000000023,-93.99999999999409,230.99999999999233,78.00000000000028,,-933.0000000000534
2016.06.20,-215.99999999999397,658.0000000000013,479.99999999999153,-443.0000000000045,-195.00000000000074,-332.00000000000784,167.00000000000603,-174.00000000000747,1419.999999999999,-1565.0000000000118,-320.00000000000915,21.00000000000435,-932.0000000000022,-17.999999999995797,273.9999999999965,202.9999999999976,,-972.0000000000374
2016.06.20,-202.9999999999976,493.9999999999998,502.00000000000244,-445.0000000000065,-248.99999999999923,-198.0000000000075,180.99999999999784,-204.00000000000418,1390.0000000000023,-1371.0000000000093,-298.00000000002046,-112.000000000001,-813.999999999993,-8.999999999992347,328.9999999999904,269.9999999999925,,-737.0000000000457
