date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,NZDCHF,EURGBP,NZDJPY,AUDCAD,NZDCAD,empty,sum
2018.10.22,-143.9999999999997,-144.99999999999514,-31.999999999987594,-60.99999999999284,-52.99999999999194,-118.00000000000699,-54.999999999993946,-229.99999999999687,-335.00000000001864,-162.9999999999967,-146.99999999999713,-87.00000000000374,-56.99999999999594,-16.000000000005343,-191.00000000000784,-237.99999999999378,,-2071.9999999999836
2018.10.22,-198.00000000000927,-151.9999999999966,-46.999999999997044,-87.99999999999386,-163.00000000000205,-116.00000000000499,-105.99999999999498,-195.9999999999962,-345.0000000000175,-138.9999999999958,-180.99999999999784,-89.00000000000574,-65.99999999999939,40.99999999999682,-238.0000000000049,-265.99999999999955,,-2349.0000000000186
2018.10.22,-138.00000000000477,1.999999999990898,-36.999999999998145,-123.00000000000466,-140.99999999999113,-104.00000000000409,-107.99999999999699,-228.00000000000597,-311.0000000000168,-155.00000000000114,-161.00000000000003,-26.999999999999247,-39.00000000000014,102.99999999999443,-202.0000000000022,-197.00000000000273,,-1866.0000000000427
2018.10.22,-151.00000000000114,17.999999999984695,-58.000000000002494,-138.9999999999958,-139.00000000000023,-70.0000000000034,-119.99999999999788,-229.99999999999687,-286.00000000000847,-153.99999999999636,-136.99999999999824,-45.000000000006146,-19.999999999997797,126.00000000000477,-156.00000000000057,-210.99999999999451,,-1772.00000000001
2018.10.22,-149.00000000001023,11.999999999989797,-55.99999999998939,-137.99999999999102,-157.99999999999147,-20.0000000000089,-139.99999999999568,-194.0000000000053,-297.0000000000139,-158.00000000000125,-129.9999999999968,-12.999999999996348,14.999999999998348,182.00000000000216,-109.99999999999899,-175.99999999999838,,-1530.0000000000075
2018.10.22,-157.00000000000713,4.000000000004,-78.99999999998464,-162.9999999999967,-157.99999999999147,-14.000000000002899,-158.99999999999804,-215.00000000000963,-286.00000000000847,-187.99999999998818,-161.99999999999548,-14.999999999998348,1.0000000000065512,180.00000000000682,-101.00000000000664,-154.99999999999403,,-1666.9999999999643
2018.10.22,-171.00000000001003,-45.000000000006146,-129.99999999998568,-204.9999999999983,-194.99999999998963,-43.999999999999595,-248.99999999999923,-212.00000000001216,-284.00000000001756,-225.9999999999991,-168.00000000000148,17.999999999995797,-26.999999999999247,218.00000000000352,-102.00000000000209,-93.99999999999409,,-1916.0000000000152
2018.10.22,-196.00000000000728,-97.9999999999981,-182.99999999999983,-228.9999999999992,-232.99999999999432,181.9999999999933,-272.99999999998994,-156.00000000000057,-235.00000000000742,-296.99999999999704,-178.99999999999582,98.99999999999353,-3.999999999992898,349.00000000000375,131.99999999999878,-29.000000000001247,,-1349.999999999994
2018.10.22,-200.00000000000017,-110.99999999999443,-158.99999999999804,-146.99999999999136,-201.99999999999108,167.9999999999904,-276.9999999999939,-151.00000000001222,-243.99999999999977,-212.99999999999386,-153.99999999999858,90.99999999999665,9.00000000000345,323.0000000000075,121.99999999999989,-21.999999999999797,,-1166.9999999999752
2018.10.22,-202.0000000000022,-97.9999999999981,-143.99999999998857,-99.99999999999432,-166.99999999998383,87.99999999999919,-251.99999999999667,-161.00000000001114,-255.00000000000523,-143.99999999999125,-163.00000000000205,65.00000000000395,12.999999999996348,230.99999999999454,39.00000000000014,-36.0000000000027,,-1285.999999999982
2018.10.22,-182.00000000000438,-65.00000000000395,-116.99999999998934,-67.99999999999784,-136.00000000000279,40.99999999999105,-215.99999999999397,-195.00000000001182,-290.00000000001245,-106.99999999999932,-171.99999999999437,43.00000000000415,4.999999999999449,201.99999999999818,-1.0000000000065512,-65.99999999999939,,-1324.0000000000232
