timeframe,profit
2021.01.18 00:00,-107.99999999992416
2021.01.18 00:05,-31.999999999964036
2021.01.18 00:10,-44.99999999993811
2021.01.18 00:15,15.00000000003871
2021.01.18 00:20,-50.0000000000193
2021.01.18 00:25,-36.99999999994621
2021.01.18 00:30,-112.9999999999618
2021.01.18 00:35,-169.99999999993238
2021.01.18 00:40,-100.99999999999554
2021.01.18 00:45,-58.999999999994
2021.01.18 00:50,35.00000000006719
2021.01.18 00:55,-55.99999999996581
2021.01.18 01:00,-401.99999999998147
2021.01.18 01:05,7.000000000016101
2021.01.18 01:10,-131.9999999999757
2021.01.18 01:15,-223.9999999999611
2021.01.18 01:20,-170.9999999999367
2021.01.18 01:25,-20.999999999979536
2021.01.18 01:30,-13.999999999964238
2021.01.18 01:35,-307.0000000000058
2021.01.18 01:40,-852.9999999999196
2021.01.18 01:45,-1497.9999999999598
2021.01.18 01:50,-1591.999999999969
2021.01.18 01:55,-1895.9999999999918
2021.01.18 02:00,-1702.999999999927
2021.01.18 02:05,-1294.9999999999366
2021.01.18 02:10,-1591.9999999999773
2021.01.18 02:15,-1429.9999999999309
2021.01.18 02:20,-1273.9999999999343
2021.01.18 02:25,-1097.9999999999466
2021.01.18 02:30,-1193.9999999999914
2021.01.18 02:35,-1441.999999999966
2021.01.18 02:40,-1336.0000000000102
2021.01.18 02:45,-1404.9999999999754
2021.01.18 02:50,-1489.0
2021.01.18 02:55,-1311.9999999999611
2021.01.18 03:00,-1398.999999999979
2021.01.18 03:05,-1211.9999999999875
2021.01.18 03:10,-1412.0000000000014
2021.01.18 03:15,-1293.0000000000175
2021.01.18 03:20,-1527.999999999996
2021.01.18 03:25,-1266.9999999999766
2021.01.18 03:30,-1562.9999999999816
2021.01.18 03:35,-1356.9999999999616
2021.01.18 03:40,-1152.9999999999504
2021.01.18 03:45,-930.9999999999932
2021.01.18 03:50,-968.9999999999055
2021.01.18 03:55,-945.9999999999418
2021.01.18 04:00,-712.0000000000059
2021.01.18 04:05,-1023.9999999999378
2021.01.18 04:10,-1002.9999999999393
2021.01.18 04:15,-1107.9999999999523
2021.01.18 04:20,-1338.000000000002
2021.01.18 04:25,-1233.9999999999407
2021.01.18 04:30,-1012.9999999999437
2021.01.18 04:35,-769.9999999999943
2021.01.18 04:40,-943.999999999949
2021.01.18 04:45,-784.9999999999532
2021.01.18 04:50,-656.0000000000016
2021.01.18 04:55,-714.9999999999657
2021.01.18 05:00,-1008.9999999999859
2021.01.18 05:05,-1215.999999999963
2021.01.18 05:10,-1065.9999999999736
2021.01.18 05:15,-1083.9999999999789
2021.01.18 05:20,-1157.9999999999518
2021.01.18 05:25,-1245.999999999994
2021.01.18 05:30,-980.9999999999388
2021.01.18 05:35,-1024.99999999996
2021.01.18 05:40,-937.9999999999488
2021.01.18 05:45,-1024.999999999952
2021.01.18 05:50,-1084.9999999999982
2021.01.18 05:55,-1025.999999999995
2021.01.18 06:00,-1025.9999999999839
2021.01.18 06:05,-1013.9999999999548
2021.01.18 06:10,-1204.9999999999943
2021.01.18 06:15,-1274.9999999999716
2021.01.18 06:20,-1559.9999999999202
2021.01.18 06:25,-1683.9999999999661
2021.01.18 06:30,-1356.9999999999875
2021.01.18 06:35,-1523.9999999999732
2021.01.18 06:40,-1574.9999999999602
2021.01.18 06:45,-1695.999999999966
2021.01.18 06:50,-1762.9999999999507
2021.01.18 06:55,-1699.9999999999884
2021.01.18 07:00,-1620.999999999956
2021.01.18 07:05,-1722.999999999976
2021.01.18 07:10,-1662.9999999999768
2021.01.18 07:15,-1990.9999999999372
2021.01.18 07:20,-2084.9999999999827
2021.01.18 07:25,-1935.9999999999413
2021.01.18 07:30,-1961.9999999999593
2021.01.18 07:35,-1663.9999999999218
2021.01.18 07:40,-1609.9999999999288
2021.01.18 07:45,-1741.9999999999688
2021.01.18 07:50,-1668.0000000000446
2021.01.18 07:55,-1647.9999999999109
2021.01.18 08:00,-1744.9999999999914
2021.01.18 08:05,-1978.9999999999636
2021.01.18 08:10,-1988.999999999999
2021.01.18 08:15,-1931.9999999999477
2021.01.18 08:20,-2098.99999999997
2021.01.18 08:25,-1873.999999999979
2021.01.18 08:30,-1883.9999999999245
2021.01.18 08:35,-2365.9999999999595
2021.01.18 08:40,-2173.999999999928
2021.01.18 08:45,-2208.999999999921
2021.01.18 08:50,-2258.9999999999745
2021.01.18 08:55,-2115.9999999999463
2021.01.18 09:00,-1887.9999999999563
2021.01.18 09:05,-2230.999999999942
2021.01.18 09:10,-2046.9999999999905
2021.01.18 09:15,-1865.9999999999764
2021.01.18 09:20,-2160.999999999961
2021.01.18 09:25,-2471.9999999999613
2021.01.18 09:30,-2902.9999999999923
2021.01.18 09:35,-3063.9999999999145
2021.01.18 09:40,-3165.9999999999327
2021.01.18 09:45,-2742.9999999999554
2021.01.18 09:50,-2807.999999999959
2021.01.18 09:55,-2760.0000000000127
2021.01.18 10:00,-2695.9999999999413
2021.01.18 10:05,-3136.999999999966
2021.01.18 10:10,-3391.999999999961
2021.01.18 10:15,-4098.999999999956
2021.01.18 10:20,-4010.999999999973
2021.01.18 10:25,-4155.999999999937
2021.01.18 10:30,-3969.99999999999
2021.01.18 10:35,-4278.999999999946
2021.01.18 10:40,-4119.000000000006
2021.01.18 10:45,-4436.999999999948
2021.01.18 10:50,-4377.999999999949
2021.01.18 10:55,-4225.999999999987
2021.01.18 11:00,-4738.999999999957
2021.01.18 11:05,-4520.999999999965
2021.01.18 11:10,-4373.999999999997
2021.01.18 11:15,-3899.99999999995
2021.01.18 11:20,-4094.9999999999677
2021.01.18 11:25,-3639.999999999955
2021.01.18 11:30,-3774.9999999999704
2021.01.18 11:35,-3993.9999999999654
2021.01.18 11:40,-3973.9999999999955
2021.01.18 11:45,-4582.999999999988
2021.01.18 11:50,-4607.999999999924
2021.01.18 11:55,-4058.999999999937
2021.01.18 12:00,-4118.999999999966
2021.01.18 12:05,-4061.9999999999686
2021.01.18 12:10,-3843.9999999999727
2021.01.18 12:15,-3479.999999999967
2021.01.18 12:20,-3395.9999999999345
2021.01.18 12:25,-3120.9999999999654
2021.01.18 12:30,-3284.9999999999995
2021.01.18 12:35,-3345.9999999999563
2021.01.18 12:40,-3435.9999999999905
2021.01.18 12:45,-3664.9999999999686
2021.01.18 12:50,-3778.999999999949
2021.01.18 12:55,-4006.9999999999995
2021.01.18 13:00,-4094.999999999914
2021.01.18 13:05,-3978.9999999999864
2021.01.18 13:10,-3597.9999999999673
2021.01.18 13:15,-3645.999999999981
2021.01.18 13:20,-3748.999999999986
2021.01.18 13:25,-3577.9999999999313
2021.01.18 13:30,-3507.9999999999586
2021.01.18 13:35,-3245.999999999971
2021.01.18 13:40,-3372.999999999941
2021.01.18 13:45,-3399.000000000048
2021.01.18 13:50,-3379.999999999972
2021.01.18 13:55,-3215.999999999947
2021.01.18 14:00,-3003.0000000000045
2021.01.18 14:05,-2925.999999999964
2021.01.18 14:10,-3160.9999999999436
2021.01.18 14:15,-3451.999999999984
2021.01.18 14:20,-3323.9999999999877
2021.01.18 14:25,-3299.999999999937
2021.01.18 14:30,-3519.0000000000105
2021.01.18 14:35,-3575.9999999999827
2021.01.18 14:40,-3391.0
2021.01.18 14:45,-3423.9999999999413
2021.01.18 14:50,-3390.9999999999973
2021.01.18 14:55,-3316.999999999986
2021.01.18 15:00,-3250.999999999978
2021.01.18 15:05,-3398.9999999999477
2021.01.18 15:10,-3246.9999999999895
2021.01.18 15:15,-3264.9999999999727
2021.01.18 15:20,-2961.9999999999404
2021.01.18 15:25,-3020.0000000000164
2021.01.18 15:30,-2785.9999999999013
2021.01.18 15:35,-2715.9999999999914
2021.01.18 15:40,-2958.999999999945
2021.01.18 15:45,-2813.9999999999777
2021.01.18 15:50,-2474.999999999984
2021.01.18 15:55,-1966.999999999953
2021.01.18 16:00,-2184.9999999999395
2021.01.18 16:05,-2345.9999999999404
2021.01.18 16:10,-2637.9999999999845
2021.01.18 16:15,-2900.0000000000027
2021.01.18 16:20,-2520.9999999999836
2021.01.18 16:25,-2585.999999999972
2021.01.18 16:30,-2817.9999999999927
2021.01.18 16:35,-2570.9999999999727
2021.01.18 16:40,-2847.99999999998
2021.01.18 16:45,-2656.9999999999477
2021.01.18 16:50,-2320.9999999999004
2021.01.18 16:55,-2131.9999999999122
2021.01.18 17:00,-2182.999999999961
2021.01.18 17:05,-2076.9999999999923
2021.01.18 17:10,-2144.9999999999613
2021.01.18 17:15,-2439.999999999967
2021.01.18 17:20,-2312.9999999999495
2021.01.18 17:25,-2621.9999999999654
2021.01.18 17:30,-2275.999999999958
2021.01.18 17:35,-2435.999999999976
2021.01.18 17:40,-2485.9999999999977
2021.01.18 17:45,-2588.9999999999477
2021.01.18 17:50,-2230.999999999978
2021.01.18 17:55,-2261.9999999999463
2021.01.18 18:00,-2632.9999999999714
2021.01.18 18:05,-2366.9999999999377
2021.01.18 18:10,-2575.9999999999277
2021.01.18 18:15,-2479.99999999994
2021.01.18 18:20,-2486.999999999943
2021.01.18 18:25,-2525.9999999999895
2021.01.18 18:30,-2288.9999999999527
2021.01.18 18:35,-2223.9999999999677
2021.01.18 18:40,-2222.9999999999523
2021.01.18 18:45,-2456.9999999999563
2021.01.18 18:50,-2568.9999999999945
2021.01.18 18:55,-2225.999999999978
2021.01.18 19:00,-1952.9999999999302
2021.01.18 19:05,-2136.999999999965
2021.01.18 19:10,-2145.000000000002
2021.01.18 19:15,-2304.9999999999636
2021.01.18 19:20,-2213.9999999999814
2021.01.18 19:25,-2568.999999999941
2021.01.18 19:30,-2530.999999999944
2021.01.18 19:35,-2566.999999999951
2021.01.18 19:40,-2644.999999999997
2021.01.18 19:45,-2451.000000000002
2021.01.18 19:50,-2499.00000000001
2021.01.18 19:55,-2479.999999999958
2021.01.18 20:00,-2450.9999999999645
2021.01.18 20:05,-2522.999999999993
2021.01.18 20:10,-2558.9999999999454
2021.01.18 20:15,-2416.9999999999964
2021.01.18 20:20,-2550.000000000011
2021.01.18 20:25,-2549.999999999993
2021.01.18 20:30,-2561.9999999999472
2021.01.18 20:35,-2489.9999999999845
2021.01.18 20:40,-2585.9999999999286
2021.01.18 20:45,-2634.999999999943
2021.01.18 20:50,-2794.9999999999827
2021.01.18 20:55,-2559.9999999999777
2021.01.18 21:00,-2700.999999999919
2021.01.18 21:05,-2753.999999999942
2021.01.18 21:10,-2712.9999999999686
2021.01.18 21:15,-2688.999999999982
2021.01.18 21:20,-2786.000000000015
2021.01.18 21:25,-2841.999999999963
2021.01.18 21:30,-2810.9999999999714
2021.01.18 21:35,-2768.9999999999536
2021.01.18 21:40,-2759.9999999999823
2021.01.18 21:45,-2729.999999999989
2021.01.18 21:50,-2681.9999999999573
2021.01.18 21:55,-2585.9999999999627
2021.01.18 22:00,-2616.9999999999927
2021.01.18 22:05,-2615.99999999997
2021.01.18 22:10,-2420.9999999999186
2021.01.18 22:15,-2478.999999999961
2021.01.18 22:20,-2509.9999999999327
2021.01.18 22:25,-2372.9999999999504
2021.01.18 22:30,-2301.999999999902
2021.01.18 22:35,-2260.999999999947
2021.01.18 22:40,-2187.999999999958
2021.01.18 22:45,-2133.9999999999814
2021.01.18 22:50,-2133.000000000009
2021.01.18 22:55,-1919.999999999983
2021.01.18 23:00,-2190.99999999997
2021.01.18 23:05,-2103.999999999971
2021.01.18 23:10,-2173.9999999999313
2021.01.18 23:15,-2096.999999999982
2021.01.18 23:20,-2136.99999999992
2021.01.18 23:25,-2098.999999999949
2021.01.18 23:30,-2222.9999999999754
2021.01.18 23:35,-2219.999999999941
2021.01.18 23:40,-2187.999999999978
2021.01.18 23:45,-2367.9999999999595
2021.01.18 23:50,-2374.999999999986
2021.01.18 23:55,-2347.9999999999577
2021.01.19 00:00,-2282.9999999999663
2021.01.19 00:05,-2515.9999999999554
2021.01.19 00:10,-2396.999999999964
2021.01.19 00:15,-2424.999999999981
2021.01.19 00:20,-2531.0000000000114
2021.01.19 00:25,-2323.9999999999595
2021.01.19 00:30,-2467.9999999999864
2021.01.19 00:35,-2065.999999999932
2021.01.19 00:40,-2229.9999999999545
2021.01.19 00:45,-2173.999999999976
2021.01.19 00:50,-2217.9999999999327
2021.01.19 00:55,-2458.000000000028
2021.01.19 01:00,-2705.9999999999545
2021.01.19 01:05,-2594.999999999976
2021.01.19 01:10,-2325.9999999999413
2021.01.19 01:15,-2280.9999999999386
2021.01.19 01:20,-2381.9999999999554
2021.01.19 01:25,-2233.9999999999723
2021.01.19 01:30,-2321.9999999999723
2021.01.19 01:35,-2296.9999999999714
2021.01.19 01:40,-2165.999999999983
2021.01.19 01:45,-2152.9999999999977
2021.01.19 01:50,-2346.9999999999754
2021.01.19 01:55,-2134.9999999999586
2021.01.19 02:00,-1681.9999999999472
2021.01.19 02:05,-1682.9999999999793
2021.01.19 02:10,-1808.9999999999925
2021.01.19 02:15,-1583.9999999999889
2021.01.19 02:20,-1591.9999999999802
2021.01.19 02:25,-1744.9999999999688
2021.01.19 02:30,-1720.9999999999516
2021.01.19 02:35,-1181.9999999999095
2021.01.19 02:40,-1234.9999999999582
2021.01.19 02:45,-960.9999999999523
2021.01.19 02:50,-1105.9999999999652
2021.01.19 02:55,-1173.9999999999798
2021.01.19 03:00,-1235.9999999999798
2021.01.19 03:05,-1356.9999999999734
2021.01.19 03:10,-1250.9999999999684
2021.01.19 03:15,-1160.9999999999088
2021.01.19 03:20,-978.9999999999729
2021.01.19 03:25,-739.999999999957
2021.01.19 03:30,-686.9999999999426
2021.01.19 03:35,-728.9999999999635
2021.01.19 03:40,-695.9999999999486
2021.01.19 03:45,-926.9999999999472
