date,USDJPY,USDCAD,EURCHF,EURJPY,empty,sum
2021.11.15,-54.000000000002046,0.0,0.0,-55.00000000000682,,-109.00000000000887
2021.11.15,-63.00000000000239,76.0000000000094,42.0000000000087,-49.99999999998295,,5.000000000032756
2021.11.15,-135.00000000000512,55.000000000005045,39.999999999995595,-121.00000000000932,,-161.0000000000138
2021.11.15,-125.0,91.00000000001884,41.000000000002146,-109.00000000000887,,-101.99999999998788
2021.11.15,-85.00000000000796,90.00000000001229,42.0000000000087,-69.99999999999318,,-22.999999999980147
2021.11.15,-99.00000000000375,131.00000000001444,31.999999999987594,-111.99999999999477,,-47.99999999999649
2021.11.15,-97.99999999999898,146.00000000000168,9.999999999998899,-112.99999999999955,,-54.99999999999795
2021.11.15,6.000000000000227,89.00000000000574,-36.999999999998145,-44.999999999987494,,13.000000000020329
2021.11.15,27.999999999991587,17.000000000000348,-42.0000000000087,-91.00000000000819,,-88.00000000002495
2021.11.15,33.00000000000125,-3.999999999981796,-51.000000000001044,-103.00000000000864,,-124.99999999999022
2021.11.15,27.000000000001023,2.0000000000131024,-35.00000000000725,-129.99999999999545,,-135.99999999998857
2021.11.15,30.000000000001137,-3.999999999981796,-18.0000000000069,-103.00000000000864,,-94.99999999999619
2021.11.15,33.00000000000125,-14.999999999987246,-15.00000000000945,-100.99999999999909,,-97.99999999999454
2021.11.15,31.999999999996476,-12.999999999996348,-15.999999999993797,-106.99999999999932,,-103.99999999999298
2021.11.15,45.99999999999227,-9.999999999998899,-9.999999999998899,-69.99999999999318,,-43.99999999999871
2021.11.15,49.99999999999716,-65.99999999998829,28.000000000005798,-102.00000000000387,,-89.9999999999892
2021.11.15,21.99999999999136,-60.99999999999994,1.0000000000065512,-102.00000000000387,,-140.0000000000059
2021.11.15,-51.00000000000193,-42.999999999993044,8.000000000008,-199.99999999998863,,-285.9999999999756
2021.11.15,-82.00000000000784,-105.99999999998388,-4.000000000004,-227.00000000000387,,-418.9999999999996
2021.11.15,-90.00000000000341,-97.9999999999981,1.999999999990898,-207.9999999999984,,-394.000000000009
2021.11.15,-69.00000000000261,-88.99999999998354,-46.999999999997044,-131.00000000000023,,-335.9999999999834
2021.11.15,-106.99999999999932,-78.00000000000028,-43.999999999999595,-102.00000000000387,,-331.00000000000307
2021.11.15,-61.00000000000705,-72.99999999998974,36.999999999998145,-103.00000000000864,,-200.00000000000728
2021.11.15,-23.000000000010346,-103.99999999999298,2.999999999997449,-75.9999999999934,,-199.9999999999993
2021.11.15,33.00000000000125,-71.99999999998319,-5.999999999994898,-2.999999999985903,,-47.99999999996274
2021.11.15,15.000000000000568,-136.99999999998712,-41.000000000002146,-51.9999999999925,,-214.99999999998118
2021.11.15,18.999999999991246,-142.99999999998204,-32.0000000000098,-9.999999999990905,,-165.9999999999915
2021.11.15,40.99999999999682,-127.99999999999478,-12.999999999996348,-2.999999999985903,,-102.99999999998022
2021.11.15,39.99999999999204,-136.99999999998712,-18.0000000000069,-14.999999999986358,,-129.99999999998835
2021.11.15,9.000000000000341,-80.99999999999774,-35.999999999991594,-61.00000000000705,,-168.99999999999605
2021.11.15,9.000000000000341,-132.99999999998312,-43.999999999999595,9.999999999990905,,-157.99999999999147
2021.11.15,15.999999999991132,-112.99999999998533,-49.99999999999449,18.000000000000682,,-128.999999999988
2021.11.15,-72.00000000000273,-262.999999999991,-76.0000000000094,6.000000000000227,,-405.0000000000029
2021.11.15,-108.00000000000409,-274.9999999999808,-76.99999999999375,-49.000000000006594,,-508.9999999999852
2021.11.15,-145.00000000001023,-336.9999999999873,-90.99999999999665,-50.99999999998772,,-623.9999999999819
