date,EURUSD,USDCAD,NZDUSD,GBPCHF,NZDCHF,EURGBP,GBPAUD,EURJPY,EURAUD,CADJPY,NZDJPY,AUDCAD,AUDNZD,empty,sum
2017.08.14,-59.99999999999339,-19.999999999997797,-15.999999999993797,0.0,-4.000000000004,-40.99999999999105,-262.00000000000665,-20.999999999986585,-95.999999999985,-7.000000000005002,-13.999999999995794,-40.00000000000669,-24.000000000001798,,-604.9999999999676
2017.08.14,-26.999999999999247,-18.999999999991246,-154.99999999999403,43.00000000001525,9.00000000000345,-59.99999999999339,-354.9999999999942,-14.999999999986358,-65.99999999998829,-17.000000000010118,-146.0000000000008,-110.00000000001009,-36.0000000000138,,-953.9999999999628
2017.08.14,-28.999999999990145,38.0000000000047,-121.00000000000443,202.9999999999976,87.00000000000374,-32.999999999994145,-371.99999999999454,-109.99999999998522,-65.99999999998829,-55.00000000000682,-171.99999999999704,-178.00000000001148,4.999999999988347,,-802.9999999999777
2017.08.14,-5.999999999994898,84.0000000000174,-236.99999999999832,219.99999999999798,21.00000000000435,-19.999999999997797,-401.99999999999125,-106.99999999999932,-95.999999999985,-25.000000000005684,-289.0000000000015,-150.00000000000568,-79.00000000000685,,-1085.9999999999666
2017.08.14,-26.999999999999247,78.00000000000028,-153.00000000000313,252.0000000000078,129.00000000000134,-69.9999999999923,-428.00000000000614,-80.99999999998886,-137.9999999999937,-48.00000000000182,-183.00000000000693,-177.00000000000495,-8.000000000008,,-853.9999999999957
2017.08.14,-48.99999999998794,45.000000000006146,-136.00000000000279,246.99999999999721,134.99999999999625,-90.0000000000012,-221.00000000000452,-195.99999999999795,-21.999999999988695,-127.00000000000955,-185.00000000000227,-204.00000000000418,-148.00000000001478,,-951.0000000000142
2017.08.14,-71.99999999998319,36.0000000000138,-153.00000000000313,272.00000000000557,121.00000000000443,-74.99999999999174,-127.99999999999478,-294.9999999999875,89.00000000000574,-177.0000000000067,-314.00000000000716,-385.99999999999744,-229.00000000001253,,-1310.9999999999545
2017.08.14,-76.99999999999375,45.000000000006146,-156.00000000000057,263.00000000001324,141.00000000000225,-70.99999999999883,72.99999999998974,-307.9999999999927,265.0000000000041,-200.00000000000284,-341.99999999999875,-385.00000000001313,-287.000000000015,,-1039.0000000000002
2017.08.14,-60.99999999999994,45.000000000006146,-138.00000000000477,351.0000000000124,189.00000000000583,-51.99999999999649,19.999999999997797,-412.9999999999825,261.0000000000001,-257.000000000005,-361.0000000000042,-368.9999999999971,-275.000000000003,,-1059.9999999999707
2017.08.14,-130.99999999999224,63.000000000013046,-126.0000000000039,373.00000000000114,167.00000000000603,-80.99999999999774,-18.999999999991246,-435.0000000000023,195.9999999999962,-250.0,-328.00000000000296,-400.00000000000034,-278.00000000000045,,-1248.9999999999745
2017.08.14,-122.99999999998423,73.00000000001194,-102.00000000000209,395.000000000012,116.00000000000499,-68.00000000000139,-249.99999999999466,-406.99999999998226,-11.00000000000545,-197.00000000000273,-284.9999999999966,-327.99999999999494,-216.00000000001617,,-1402.9999999999516
2017.08.14,-102.99999999998644,95.00000000000064,-87.00000000000374,496.00000000000756,173.9999999999964,-32.999999999994145,-256.99999999999613,-401.9999999999868,34.000000000000696,-192.00000000000728,-280.00000000000114,-293.0000000000099,-189.00000000001694,,-1036.9999999999973
2017.08.14,-102.00000000000209,43.00000000001525,-107.99999999999699,500.00000000001154,185.99999999999727,-31.999999999998696,-219.99999999999798,-395.9999999999866,68.00000000000139,-242.00000000000443,-317.99999999999784,-262.00000000000665,-173.00000000000094,,-1055.9999999999668
2017.08.14,-60.99999999999994,43.999999999999595,-117.00000000000044,523.0000000000068,221.00000000000452,-13.999999999991797,-170.00000000000347,-539.999999999992,158.0000000000137,-327.0000000000124,-400.0000000000057,-303.9999999999932,-214.00000000000307,,-1200.9999999999773
2017.08.14,-58.000000000002494,74.0000000000185,-109.00000000000354,548.0000000000151,251.00000000000122,-22.999999999995246,-310.9999999999946,-641.9999999999959,19.999999999997797,-397.00000000000557,-459.0000000000032,-268.0000000000016,-177.00000000000495,,-1550.9999999999743
2017.08.14,-34.000000000000696,90.00000000001229,-68.00000000000139,641.0000000000027,256.99999999999613,-8.999999999992347,-371.00000000001023,-579.9999999999841,-43.999999999999595,-358.0000000000041,-415.9999999999968,-181.00000000000892,-104.99999999999955,,-1177.9999999999866
2017.08.14,28.000000000005798,114.0000000000141,-17.000000000000348,585.0000000000133,219.00000000000253,-2.999999999997449,-426.9999999999996,-479.99999999998977,-85.00000000000173,-321.00000000001216,-323.0000000000075,-117.00000000001154,-107.00000000001265,,-933.9999999999972
2017.08.14,2.0000000000131024,130.0000000000079,-26.999999999999247,588.0000000000107,236.00000000000287,-3.999999999992898,-398.00000000000944,-500.99999999997635,-70.99999999999883,-307.00000000000216,-352.99999999999443,-137.9999999999937,-101.00000000001774,,-943.9999999999504
2017.08.14,0.0,156.00000000000057,-48.99999999999905,609.0000000000151,253.0000000000032,-12.000000000000899,-520.0000000000093,-542.0000000000016,-167.9999999999904,-319.0000000000026,-408.00000000000125,-163.00000000000205,-36.0000000000138,,-1199.000000000002
2017.08.14,-113.99999999999189,150.00000000000568,-68.99999999999685,534.9999999999966,192.99999999999872,-97.9999999999981,-536.0000000000032,-628.9999999999907,-310.9999999999946,-297.00000000001125,-393.0000000000007,-129.00000000000134,-22.0000000000109,,-1719.9999999999984
2017.08.14,-167.9999999999904,84.0000000000174,-127.99999999999478,385.00000000001313,117.00000000000044,-95.99999999999609,-422.9999999999956,-631.9999999999766,-195.9999999999962,-323.0000000000075,-424.99999999999716,-163.00000000000205,-67.00000000001705,,-2034.9999999999422
2017.08.14,-18.999999999991246,196.0000000000184,4.999999999999449,397.0000000000029,82.00000000000429,-63.99999999999739,-510.99999999999477,-644.9999999999818,-217.99999999998488,-337.0000000000033,-384.00000000000034,-157.00000000000713,-83.00000000001084,,-1737.9999999999466
2017.08.14,119.00000000000244,292.00000000000335,53.00000000000304,483.99999999999557,126.0000000000039,-7.0000000000014495,-581.9999999999936,-587.9999999999939,-150.00000000000568,-368.9999999999998,-387.00000000000045,-110.99999999999443,-52.000000000007596,,-1171.9999999999884
2017.08.14,167.00000000000603,317.0000000000117,107.00000000000153,449.9999999999948,134.0000000000008,-101.99999999999099,-529.0000000000017,-539.999999999992,-245.99999999999068,-346.00000000000364,-353.9999999999992,-73.00000000001194,-53.00000000001415,,-1067.9999999999893
2017.08.14,141.99999999999767,313.00000000000773,99.00000000000463,458.00000000000284,195.9999999999962,-120.99999999999334,-422.9999999999956,-552.9999999999973,-238.99999999998923,-300.00000000001137,-332.9999999999984,-70.99999999999883,-29.00000000001235,,-860.9999999999875
2017.08.14,163.00000000000205,303.0000000000088,90.99999999999665,509.00000000000387,253.0000000000032,-118.99999999999133,-395.99999999999636,-474.9999999999943,-188.9999999999947,-277.000000000001,-299.0000000000066,-85.00000000000173,-38.0000000000047,,-558.9999999999762
2017.08.14,172.0000000000166,283.000000000011,100.99999999999554,656.9999999999965,300.0000000000003,-85.99999999999719,-405.9999999999952,-463.99999999999864,-187.00000000000384,-303.0000000000115,-301.00000000000193,-131.00000000001444,-48.000000000003595,,-413.00000000000665
2017.08.14,207.00000000000162,392.00000000001455,95.99999999999609,686.0000000000089,341.0000000000024,-122.99999999999534,-287.9999999999994,-473.99999999998954,-114.99999999999844,-258.0000000000098,-323.0000000000075,-161.00000000001114,-46.999999999997044,,-66.99999999998454
2017.08.14,222.99999999999542,284.00000000001756,109.99999999999899,692.0000000000038,377.0000000000051,-118.99999999999133,-404.0000000000044,-460.9999999999843,-141.99999999999767,-317.0000000000073,-319.0000000000026,-120.99999999999334,-29.00000000001235,,-225.99999999997237
2017.08.14,216.00000000001617,304.00000000001535,131.00000000000333,670.9999999999993,324.9999999999975,-107.99999999999699,-364.00000000000875,-399.99999999997726,-170.00000000000347,-297.00000000001125,-277.000000000001,-59.000000000009045,-36.999999999998145,,-64.99999999997422
2017.08.14,216.00000000001617,216.00000000001617,90.99999999999665,612.9999999999969,307.99999999999716,-95.99999999999609,-424.00000000000216,-312.9999999999882,-217.0000000000005,-303.0000000000115,-262.00000000000045,-47.00000000000814,-22.0000000000109,,-239.99999999999477
2017.08.14,219.00000000001364,273.0000000000121,109.99999999999899,758.9999999999985,334.00000000000097,-88.99999999999464,-626.9999999999998,-358.99999999998045,-323.99999999999096,-252.00000000000955,-221.9999999999942,2.999999999997449,1.999999999990898,,-172.99999999995703
2017.08.14,197.00000000000273,321.0000000000157,170.99999999999892,846.0000000000134,324.9999999999975,-66.99999999999484,-744.9999999999957,-348.99999999998954,-473.99999999999665,-227.00000000000387,-174.99999999999716,31.999999999998696,49.99999999999449,,-94.99999999995629
2017.08.14,275.000000000003,272.00000000000557,180.0000000000024,910.0000000000108,395.99999999999636,-69.9999999999923,-598.999999999994,-368.9999999999998,-312.9999999999855,-301.00000000000193,-195.0000000000074,66.99999999999484,-9.999999999998899,,243.00000000003322
2017.08.14,304.9999999999997,331.999999999999,129.00000000000134,827.0,436.00000000000307,-54.999999999993946,-537.0000000000097,-215.0000000000034,-212.99999999999653,-199.00000000001228,-159.00000000000603,17.000000000000348,25.999999999992696,,693.9999999999743
